"EC_number","Cofactor","Organism","LigandID","Commentary","Literature"
"4.2.1.22","more","Saccharomyces cerevisiae",2,"yeast cystathionine beta-synthase does not have a heme cofactor",714248
"4.2.1.22","pyridoxal 5'-phosphate","Rattus norvegicus",32,"requirement","5584, 5585, 5589, 5595"
"4.2.1.22","pyridoxal 5'-phosphate","Haemonchus contortus",32,"requirement",5597
"4.2.1.22","pyridoxal 5'-phosphate","Nippostrongylus brasiliensis",32,"requirement",5597
"4.2.1.22","pyridoxal 5'-phosphate","Saccharomyces cerevisiae",32,"requirement","5596, 5599"
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"requirement","5584, 5587, 5591, 5592, 5600"
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"2 mol per mol of tetrameric enzyme",5601
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"Lys119 is eesential for the formation of the internal aldimine with pyridoxal 5'-phosphate",5602
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"4 pyridoxal phosphate molecules per tetramer",649888
"4.2.1.22","pyridoxal 5'-phosphate","Saccharomyces cerevisiae",32,"forms a series of intermediates during the reaction, gem-diamine and external aldimine of aminoacrylate are the primary intermediates in the forward half-reaction with L-serine and the external aldimine of aminoacrylate or its complex with L-homocysteine is the primary intermediate in the reverse half-reaction with L-cystathionine",650019
"4.2.1.22","pyridoxal 5'-phosphate","Saccharomyces cerevisiae",32,"reacts with L-allothreonine to form a stable 3-methyl aminoacrylate intermediate",650128
"4.2.1.22","pyridoxal 5'-phosphate","Mammalia",32,"dependent",650408
"4.2.1.22","pyridoxal 5'-phosphate","Trypanosoma cruzi",32,"",652551
"4.2.1.22","pyridoxal 5'-phosphate","Saccharomyces cerevisiae",32,"dependent","649915, 650216, 650408, 652693"
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"dependent","650408, 652551, 652694"
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"Km-value for wild-type enzyme: 0.00118 mM, KM-value for mutant enzyme I278T: 0.00084 mM, KM-value for mutant enzyme R266K: 0.00339 mM",680084
"4.2.1.22","pyridoxal 5'-phosphate","Rattus norvegicus",32,"CBS is a pyridoxal 5'-phosphate-dependent enzyme",695501
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"dependent on",698850
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"i.e. PLP, serves in the catalytic chemistry of CBS via a well-established mechanism",713958
"4.2.1.22","pyridoxal 5'-phosphate","Aeropyrum pernix",32,"",714071
"4.2.1.22","pyridoxal 5'-phosphate","Saccharomyces cerevisiae",32,"",714071
"4.2.1.22","pyridoxal 5'-phosphate","Saccharomyces cerevisiae",32,"","652551, 702107, 702457, 714248"
"4.2.1.22","pyridoxal 5'-phosphate","Mus musculus",32,"","698157, 714912"
"4.2.1.22","pyridoxal 5'-phosphate","Rattus norvegicus",32,"","698157, 714912"
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"","714071, 715150"
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"","649869, 649914, 650096, 650105, 650154, 652695, 664020, 682076, 686517, 687896, 696253, 696822, 697295, 697850, 698182, 701064, 701750, 701929, 704177, 704974, 705345, 706024, 706620, 714179, 714912, 715172, 715808, 715809"
"4.2.1.22","pyridoxal 5'-phosphate","Drosophila melanogaster",32,"",716763
"4.2.1.22","pyridoxal 5'-phosphate","Homo sapiens",32,"dependent on",729799
"4.2.1.22","S-adenosyl-L-methionine","Saccharomyces cerevisiae",24,"activation",5599
"4.2.1.22","S-adenosyl-L-methionine","Homo sapiens",24,"allosterical regulation, increase of the enzyme's affinity for homocysteine",5600
"4.2.1.22","S-adenosyl-L-methionine","Homo sapiens",24,"stimulates",665593
"4.2.1.22","S-adenosyl-L-methionine","Homo sapiens",24,"","5604, 704974"
"4.2.1.B25","FAD","Clostridium sporogenes",20,"enzyme contains FAD",637243
"4.2.1.B25","[4Fe-4S]-center","Clostridium sporogenes",2697,"contains a [4Fe-4S]2+ cluster",637243
"4.2.1.28","adenosylcobalamin","Klebsiella oxytoca",578,"KM: 0.0008 mM",661707
"4.2.1.28","adenosylcobalamin","Klebsiella pneumoniae",578,"","673603, 675575"
"4.2.1.28","adenosylcobalamin","Klebsiella oxytoca",578,"","673603, 675575, 675716"
"4.2.1.28","adenosylcobalamin","Salmonella enterica subsp. enterica serovar Typhimurium",578,"","672098, 672269, 677025"
"4.2.1.28","adenosylcobalamin","Klebsiella oxytoca",578,"i.e. coenzyme B12 or AdoCbl, dependent on",714211
"4.2.1.28","adenosylcobalamin","Salmonella enterica",578,"i.e. coenzyme B12, dependent on",715388
"4.2.1.28","cob(II)alamin","Klebsiella oxytoca",2267,"dependent on",696252
"4.2.1.28","Cobalamin","Klebsiella oxytoca",971,"roles of adenine anchoring and ion pairing at the coenzyme B12-binding site, overview. Presence of a positive charge at the beta135 residue increases the affinity for cobalamins but is not essential for catalysis, and the introduction of a negative charge there prevents the enzyme-cobalamin interaction",697886
"4.2.1.28","Cobalamin","Lactobacillus reuteri",971,"dependent on",698588
"4.2.1.28","Cobalamin","Citrobacter freundii",971,"",698752
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"role during catalysis: dissociation of C-Co bond of the coenzyme and Co-binding to substrate, effect of analogues, one binding site per enzyme molecule",5611
"4.2.1.28","cobamide","Flavobacterium sp.",1201,"",5614
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"slow inactivation by analogues",5614
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"mechanism of coenzyme action",5617
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"kinetic investigations with inhibitors that mimic posthomolysis intermediate of reaction, inhibitors act as competitive inhibitors with respect to coenzyme B12",5620
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"importance of apoenzyme tertiary structure for coenzyme-substrate interaction",5621
"4.2.1.28","cobamide","Citrobacter freundii",1201,"",5623
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"coenzyme serves as intermediate hydrogen carrier; mechanism of coenzyme action; slow inactivation by analogues",5623
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"Co2+ promotes growth during glycerol fermentation",5624
"4.2.1.28","cobamide","Lactobacillus brevis",1201,"Km: 0.007 mM",5626
"4.2.1.28","cobamide","Lactobacillus buchneri",1201,"",5626
"4.2.1.28","cobamide","Propionibacterium freudenreichii",1201,"","5623, 5627"
"4.2.1.28","cobamide","Terrisporobacter glycolicus",1201,"not involved",5628
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"Km of cytoplasmic enzyme: 0.0008 mM, Km of membrane-bound enzyme: 0.002 mM",5629
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"","5612, 5613, 5615, 5616, 5618, 5619, 5622, 5625, 5630, 5631, 5632"
"4.2.1.28","cobamide","Acetobacterium sp.",1201,"",5633
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"analogue studies show that phosphodiester moiety of nucleotide loop is crucial for apoenzyme binding",5634
"4.2.1.28","cobamide","Klebsiella pneumoniae",1201,"Km: 0.00083 mM, membrane-bound enzyme",5635
"4.2.1.28","coenzyme B12","Klebsiella oxytoca",956,"adenosylcobalamin. Glycerol-inactivated enzyme undergoes reactivation in the presence of the reactivating factor, the cofactor, ATP and Mg2+",649505
"4.2.1.28","coenzyme B12","Klebsiella pneumoniae",956,"adenosylcobalamin. Glycerol-inactivated enzyme undergoes reactivation in the presence of the reactivating factor, the cofactor, ATP and Mg2+",649505
"4.2.1.28","coenzyme B12","Klebsiella oxytoca",956,"adenosylcobalamin. Glycerol-inactivated and oxygen inactivated enzyme undergoes rapid reactivation in the presence of the reactivating factor, the cofactor, ATP and Mg2+",649870
"4.2.1.28","coenzyme B12","Salmonella enterica subsp. enterica serovar Typhimurium",956,"adenosylcobalamin. Radical initiator",649991
"4.2.1.28","coenzyme B12","Klebsiella oxytoca",956,"adenosylcobalamin. Glycerol-inactivated and oxygen inactivated enzyme undergoes rapid reactivation in the presence of the cofactor, ATP and Mg2+",650799
"4.2.1.28","coenzyme B12","Klebsiella pneumoniae",956,"adenosylcobalamin. Glycerol-inactivated and oxygen inactivated enzyme undergoes rapid reactivation in the presence of the cofactor, ATP and Mg2+",650799
"4.2.1.28","coenzyme B12","Lactobacillus collinoides",956,"adenosylcobalamin",651140
"4.2.1.28","coenzyme B12","Klebsiella oxytoca",956,"adenosylcobalamin","651798, 652403"
"4.2.1.28","coenzyme B12","Klebsiella oxytoca",956,"adenosylcobalamin. There is a strict specificity of the enzyme for the coenzyme adenosyl group",653948
"4.2.1.28","coenzyme B12","Klebsiella oxytoca",956,"adenosylcobalamin, dependent on, two mol of 5'-deoxyadenosine per mol of enzyme are formed as an inactivation product from the coenzyme adenosyl group in presence of inhibitors, overview",698651
"4.2.1.28","coenzyme B12","Lactobacillus diolivorans",956,"dependent on, Km value of 0.0015 mM",729472
"4.2.1.28","coenzyme B12","Klebsiella oxytoca",956,"dependent on",729706
"4.2.1.28","more","Klebsiella oxytoca",2,"adenosylcobinamide 3-benzimidazolylpropyl phosphate, beta-adenosyl-alpha-benzimidazolylcobamide and beta-adenosyl-alpha-imidazolylcobamide are active coenzymes. No coenzyme activity: adenosylcobinamide 3-(2-methylbenzimidazolyl)propyl phosphate",651798
"4.2.1.28","more","Klebsiella oxytoca",2,"adeninylpentylcobalamin and cyanocobalamin are inactive as cofactors",653948
"4.2.1.30","5'-deoxyadenosylcobalamin","Klebsiella pneumoniae",4213,"required",666916
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Lactobacillus leichmannii",1699,"coenzyme required",33823
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Citrobacter intermedius",1699,"coenzyme required","33826, 33829"
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Clostridium pasteurianum",1699,"coenzyme required","33837, 33838"
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Lactobacillus brevis",1699,"coenzyme required","33833, 33838"
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Lactobacillus buchneri",1699,"coenzyme required","33833, 33838"
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Lactobacillus reuteri",1699,"coenzyme required","33833, 33835, 33838"
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Pantoea agglomerans",1699,"coenzyme required",33838
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Lactobacillus sp.",1699,"coenzyme required","33818, 33826, 33829, 33832, 33838, 5611"
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Citrobacter freundii",1699,"coenzyme required","33826, 33828, 33829, 33835, 33837, 33838, 5620"
"4.2.1.30","5,6-Dimethylbenzimidazolylcobamide","Klebsiella pneumoniae",1699,"coenzyme required","33818, 33819, 33820, 33821, 33823, 33824, 33825, 33826, 33827, 33828, 33829, 33830, 33833, 33834, 33835, 33838, 5611, 5624"
"4.2.1.30","5,6-dimethylbenzimidazolylcobamide 5'-phosphate","Klebsiella pneumoniae",46156,"i.e. DBCC, the inactive enzyme complex with hydroxocobalamin can be converted to the active holoenzyme by replacement of hydroxocobalamin with DBCC in the presence of MG2+ and SO32-","33819, 33824"
"4.2.1.30","adenosylcobalamin","Klebsiella pneumoniae",578,"required",33834
"4.2.1.30","adenosylcobalamin","Klebsiella pneumoniae",578,"dependent",652178
"4.2.1.30","adenosylcobalamin","Klebsiella oxytoca",578,"",673603
"4.2.1.30","adenosylcobalamin","Klebsiella pneumoniae",578,"",673603
"4.2.1.30","coenzyme B12","Klebsiella oxytoca",956,"",650799
"4.2.1.30","coenzyme B12","Klebsiella pneumoniae",956,"damaged coenzyme B12 is removed by glycerol dehydratase reactivase from glycerol dehydrogenase that has suffered mechanism-based inactivation",653907
"4.2.1.30","coenzyme B12","Shimwellia blattae",956,"",666104
"4.2.1.30","coenzyme B12","Klebsiella pneumoniae",956,"","650799, 651436, 652696, 672728, 675575"
"4.2.1.30","coenzyme B12","Escherichia coli",956,"",675901
"4.2.1.45","NAD+","Salmonella enterica subsp. enterica serovar Typhimurium",7,"required",33857
"4.2.1.45","NAD+","Yersinia pseudotuberculosis",7,"required",33858
"4.2.1.45","NAD+","Yersinia pseudotuberculosis",7,"two binding sites per enzyme molecule",33859
"4.2.1.45","NAD+","Yersinia pseudotuberculosis",7,"catalytic prosthetic group, NAD+ serves as a hydride carrier receiving the 4H of the substrate in the oxidative half-reaction and passing the reducing equivalents to C-6 in the reductive half-reaction, the substrate is bound to the si-face of the nicotinamide ring",33861
"4.2.1.45","NAD+","Yersinia pseudotuberculosis",7,"",33864
"4.2.1.45","NAD+","Yersinia pseudotuberculosis",7,"dependent","649191, 650244"
"4.2.1.45","NADP+","Yersinia pseudotuberculosis",10,"20% of the activity with NAD+",33864
"4.2.1.46","NAD+","Saccharopolyspora erythraea",7,"",5712
"4.2.1.46","NAD+","Streptomyces rimosus",7,"",5713
"4.2.1.46","NAD+","Escherichia coli",7,"1 mol of bound NAD+ per mol of enzyme; role of NAD+ in catalysis",5715
"4.2.1.46","NAD+","Escherichia coli",7,"role of NAD+ in catalysis","5716, 5717"
"4.2.1.46","NAD+","Escherichia coli",7,"1 mol of bound NAD+ per mol of enzyme","5714, 5718, 5719"
"4.2.1.46","NAD+","Salmonella enterica subsp. enterica serovar Typhimurium",7,"",5722
"4.2.1.46","NAD+","Streptomyces peucetius",7,"",5726
"4.2.1.46","NAD+","Streptomyces sp. C5",7,"",5726
"4.2.1.46","NAD+","Escherichia coli",7,"","5720, 5721, 649934"
"4.2.1.46","NAD+","Escherichia coli",7,"tightly bound",650028
"4.2.1.46","NAD+","Escherichia coli",7,"tightly bound coenzyme",650136
"4.2.1.46","NAD+","Streptomyces antibioticus",7,"required as coenzyme, Lys138 does not play a role in the NAD-binding",652770
"4.2.1.46","NAD+","Streptomyces antibioticus",7,"coenzyme is tightly bound to the protein",652771
"4.2.1.46","NAD+","Salmonella enterica",7,"",652851
"4.2.1.46","NAD+","Streptomyces peucetius",7,"enzyme consists of an N-terminal NAD+ cofactor-binding domain and a C-terminal sugar-nucleotide binding domain",701859
"4.2.1.46","NADH","Escherichia coli",8,"45% of the wild-type enzyme contains NADH during steady-state turnover for each variant by adding a large excess of dTDPglucose, 9% of mutant enzyme D135N, 30% of mutant enzyme D135A, 3% of mutant enzyme E136Q and H232N, 2% of mutant enzyme K199M and K199R, 39% of mutant enzyme Y301F, 8% of mutant enzyme C187A and less than 0.5% of mutant enzymes D135N/E136Q, E198Q, N190D, N190A and H232Q",650072
"4.2.1.46","NADH","Escherichia coli",8,"purified enzyme contains coenzyme in the reduced form. The bound NADH is oxidized to NAD+ by adding dTDP-4-keto-6-deoxyglucose. When all the coenzyme is in the oxidized form, the dTDP-sugars remove from the enzyme. In the Y160A variant, almost 98% of the coenzyme is tightly bound NADH. Variants K164M, T134V and Y160F contain 62%, 56% and 35% of bound NADH respectively",650089
"4.2.1.46","NADH","Acanthamoeba polyphaga Mimivirus",8,"specific",716065
"4.2.1.46","NADH","Acanthocystis turfacea chlorella virus 1",8,"specific",716065
"4.2.1.47","more","Acanthocystis turfacea chlorella virus 1",2,"the enzyme has a very low affinity for NADP+",680906
"4.2.1.47","more","Paramecium bursaria Chlorella virus-1",2,"the enzyme has a very low affinity for NADP+",680906
"4.2.1.47","more","Burkholderia cepacia",2,"unaffected by NAD+ or NADP+",730724
"4.2.1.47","NAD+","Mortierella alpina",7,"",702081
"4.2.1.47","NADP+","Escherichia coli",10,"strict requirement, cannot be substituted by NAD+",5732
"4.2.1.47","NADP+","Homo sapiens",10,"strict requirement, cannot be substituted by NAD+",5732
"4.2.1.47","NADP+","Escherichia coli",10,"",5733
"4.2.1.47","NADP+","Klebsiella pneumoniae",10,"",5733
"4.2.1.47","NADP+","Klebsiella pneumoniae",10,"strict requirement, cannot be substituted by NAD+",5735
"4.2.1.47","NADP+","Homo sapiens",10,"tightly bound, 1 mol per homodimer",651258
"4.2.1.47","NADP+","Escherichia coli",10,"one NADP+ per monomer",653945
"4.2.1.47","NADP+","Mortierella alpina",10,"",702081
"4.2.1.47","NADPH","Pseudomonas aeruginosa",5,"",653812
"4.2.1.47","NADPH","Acanthocystis turfacea chlorella virus 1",5,"dependent on; the enzymatically active proteins contain tightly bound NADPH that is essential for maintaining the oligomerization status as well as for the stabilization and function of the enzyme",680906
"4.2.1.47","NADPH","Paramecium bursaria Chlorella virus-1",5,"dependent on; the enzymatically active proteins contain tightly bound NADPH that essential for maintaining the oligomerization status as well as for the stabilization and function of the enzyme",680906
"4.2.1.47","NADPH","Pseudomonas aeruginosa",5,"addition of NADPH results in the gradual, His6-GMD-dependent reduction of GDP-6-deoxy-D-lyxo-hexos-4-ulose to GDP-D-rhamnose",703645
"4.2.1.49","NAD+","Bos taurus",7,"","5769, 5771"
"4.2.1.49","NAD+","Pseudomonas putida",7,"","5757, 5761, 5762, 5767, 5768, 5771"
"4.2.1.49","NAD+","Pseudomonas putida",7,"full enzyme activity requires NAD+ in both subunits",5773
"4.2.1.49","NAD+","Bos taurus",7,"tightly enzyme-bound","5759, 5776"
"4.2.1.49","NAD+","Pseudomonas putida",7,"tightly enzyme-bound","5754, 5756, 5759, 5760, 5770, 5772, 5775, 5776, 5777"
"4.2.1.49","NAD+","Pseudomonas putida",7,"tightly bound cofactor",666027
"4.2.1.49","NAD+","Pseudomonas syringae",7,"each monomer of urocanase contains one molecule of tightly bound NAD+, which is required for its activity",730335
"4.2.1.50","pyridoxal 5'-phosphate","Citrullus lanatus subsp. vulgaris",32,"1 molecule bound to each subunit; maximal activation by 40% at 0.25 mM",5779
"4.2.1.53","FAD","Macrococcus caseolyticus",20,"required for activity, maximum activity in the presence of 0.2 M FAD",729334
"4.2.1.53","more","Macrococcus caseolyticus",2,"the addition of the cofactor FMN, NAD+, or NADP+ does not affect enzyme activity",729334
"4.2.1.53","more","Stenotrophomonas maltophilia",2,"the addition of FAD (0.01-0.2 mM) has no effect on the activity",730082
"4.2.1.54","ATP","Megasphaera elsdenii",4,"required, no stoichiometric hydrolysis of ATP",33927
"4.2.1.54","flavin","Clostridium propionicum",190,"component EII contains flavin","33929, 33931"
"4.2.1.76","NAD+","Acanthocystis turfacea chlorella virus 1",7,"tightly bound cofactor",716065
"4.2.1.76","NAD+","Botrytis cinerea",7,"required",730005
"4.2.1.76","NAD+","Magnaporthe grisea",7,"required",730005
"4.2.1.79","more","Salmonella enterica",2,"the enzyme contains no iron-sulfur center",650059
"4.2.1.84","pyrroloquinoline quinone","Brevibacterium sp.",210,"prosthetic group, covalently bound pyrroloquinoline quinone, PQQ or a compound which closely resembles PQQ",648438
"4.2.1.84","pyrroloquinoline quinone","Pseudomonas chlororaphis",210,"",648444
"4.2.1.84","pyrroloquinoline quinone","Rhodococcus equi",210,"",701856
"4.2.1.84","pyrroloquinoline quinone","Rhodococcus ruber",210,"","701594, 702718"
"4.2.1.84","pyrroloquinoline quinone","Rhodococcus sp.",210,"",703230
"4.2.1.84","pyrroloquinoline quinone","Rhodococcus fascians",210,"",704478
"4.2.1.84","pyrroloquinoline quinone","Rhodococcus erythropolis",210,"",704716
"4.2.1.92","cytochrome","Aspergillus terreus",2888,"P450 6003B",730012
"4.2.1.92","cytochrome P450","Rattus norvegicus",254,"",648498
"4.2.1.92","cytochrome P450","Plexaura homomalla",254,"",729991
"4.2.1.92","cytochrome P450","Psidium guajava",254,"heme containing",730087
"4.2.1.92","cytochrome P450","Arabidopsis thaliana",254,"AOS is a cytochrome P450 of the CYP74 family",730613
"4.2.1.92","heme","Gaeumannomyces graminis",48,"ferric heme iron",285244
"4.2.1.93","ATP","Zea mays",4,"dependent on",728528
"4.2.1.93","ATP","Arabidopsis thaliana",4,"dependent on","728528, 730041"
"4.2.1.94","more","Magnaporthe grisea",2,"no cofactor",648508
"4.2.1.99","more","Yarrowia lipolytica",2,"no cofactor required",5947
"4.2.1.105","more","Pueraria montana var. lobata",2,"no cofactor required",656937
"4.2.1.112","molybdenum cofactor","Pelobacter acetylenicus",1164,"molybdopterin cofactor, 0.94 mol per mol of enzyme in purified recombinant enzyme",715374
"4.2.1.112","molybdopterin guanine dinucleotide","Pelobacter acetylenicus",6154,"1.3 mol of cofactor per mol of enzyme",668453
"4.2.1.112","molybdopterin guanine dinucleotide","Pelobacter acetylenicus",6154,"structure-function analysis",669039
"4.2.1.112","molybdopterin guanine dinucleotide","Pelobacter acetylenicus",6154,"","703363, 706054"
"4.2.1.113","thiamine diphosphate","Escherichia coli",91,"tightly bound to the enzyme",660784
"4.2.1.115","more","Campylobacter jejuni",2,"the dehydratase does not require the addition of exogenous cofactor NAD(P)+",692984
"4.2.1.115","more","Helicobacter pylori",2,"the dehydratase does not require the addition of exogenous cofactor NAD(P)+",692984
"4.2.1.115","more","Staphylococcus aureus",2,"the hexose ring occupies a non-catalytic conformation with respect to the coenzyme",729735
"4.2.1.115","NAD(P)+","Campylobacter jejuni",50,"dependent on, tightly bound",691202
"4.2.1.115","NAD+","Helicobacter pylori",7,"",692952
"4.2.1.115","NAD+","Pseudomonas aeruginosa",7,"",694211
"4.2.1.115","NADP+","Helicobacter pylori",10,"NADP+/NADPH is tightly bound to FlaA1",692980
"4.2.1.115","NADP+","Staphylococcus aureus",10,"binding and binding site structure, overview. Function of Tyr164 is related to its bulkiness in the relay mechanism",729735
"4.2.1.115","NADPH","Staphylococcus aureus",5,"binding and binding site structure, overview. Function of Tyr164 is related to its bulkiness in the relay mechanism",729735
"4.2.1.117","4Fe-4S-center","Shewanella oneidensis",916,"enzyme requires an intact Fe/S cluster for activity",651735
"4.2.1.118","more","Gluconobacter oxydans",2,"no cofactor requirement",714521
"4.2.1.120","4Fe-4S-center","Clostridium aminobutyricum",916,"one 4Fe-4S-center per subunit",695914
"4.2.1.120","4Fe-4S-center","Clostridium aminobutyricum",916,"Fe-S-cluster is difficult to reduce. No equilibration of electrons between the flavin and the Fe-S-center",696186
"4.2.1.120","4Fe-4S-center","Clostridium aminobutyricum",916,"",696521
"4.2.1.120","4Fe-4S-center","Clostridium aminobutyricum",916,"enzyme shows [4Fe-4S]2+ clusters, two clusters/homotetramer. The four iron atoms in each cluster are coordinated in an identical fashion, and there is no direct interaction with substrates. The Fe-S clusters serve a structural rather than a catalytic role in 4-hydroxybutyryl-CoA dehydratase",697699
"4.2.1.120","4Fe-4S-center","Clostridium aminobutyricum",916,"a [4Fe-4S]2+ cluster, coordinated by three cysteine and one histidine residues, is located 7 A from the Re-side of a flavin adenine dinucleotide moiety",700926
"4.2.1.120","FAD","Clostridium kluyveri",20,"2 mol FAD per mol of enzyme",2965
"4.2.1.120","FAD","Clostridium aminobutyricum",20,"2 mol per mol of enzyme",2966
"4.2.1.120","FAD","Clostridium aminobutyricum",20,"protein-bound FAD, is easily reduced to the semiquinone and only slowly to the hydroquinone. No equilibration of electrons between the flavin and the Fe-S-center",696186
"4.2.1.120","FAD","Clostridium aminobutyricum",20,"substrate interacts with the flavin. Partial reduction of the enzyme using dithionite results in formation of a neutral flavin semiquinone, which may interact with the 4Fe-4S-center",696521
"4.2.1.120","FAD","Clostridium aminobutyricum",20,"a [4Fe-4S]2+cluster, coordinated by three cysteine and one histidine residues, is located 7 A from the Re-side of a flavin adenine dinucleotide moiety",700926
"4.2.1.121","cytochrome P-450","Solanum lycopersicum",2369,"the enzyme has spectral properties of cytochrome P-450",704397
"4.2.1.121","heme","Solanum tuberosum",48,"",713229
"4.2.1.122","pyridoxal 5'-phosphate","Thermococcus kodakarensis",32,"",727489
"4.2.1.127","more","Castellaniella defragrans",2,"contains no prosthetic group",709132
"4.2.1.131","more","Thiocapsa roseopersicina",2,"no cofactor required",713910
"4.2.1.131","more","Rhodobacter capsulatus",2,"no cofactor required",713942
"4.2.1.131","more","Rubrivivax gelatinosus",2,"no cofactor required","713910, 713942"
"4.2.1.135","NAD+","Campylobacter jejuni",7,"catalytic activity by GST-PglF is enhanced in the presence of additional NAD+ but not NADP+",714160
"4.2.1.135","NAD+","Campylobacter jejuni",7,"",729230
"4.2.1.136","ADP","Arabidopsis thaliana",13,"dependent on",728528
"4.2.1.136","ADP","Zea mays",13,"dependent on",728528
"4.2.1.136","ADP","Bacillus subtilis",13,"dependent on, binding structure, overview",730977
"4.2.1.136","ADP","Thermotoga maritima",13,"dependent on, binding structure, overview",730977
"4.2.1.136","ATP","Bacillus subtilis",4,"dependent on, binding structure, overview",730977
"4.2.1.136","ATP","Thermotoga maritima",4,"dependent on, binding structure, overview",730977
"4.2.1.142","more","Aspergillus parasiticus",2,"no requirement for NAD(H) or NADP(H)",721331
"4.2.1.143","more","Aspergillus parasiticus",2,"no cofactors required",721407
"4.2.1.144","pyridoxal 5'-phosphate","Amycolatopsis mediterranei",32,"",721582
"4.2.1.144","pyridoxal 5'-phosphate","Amycolatopsis mediterranei",32,"enzyme is a dimer containing one molecule of pyridoxal phosphate per subunit. The enzyme-bound pyridoxal phosphate forms a Schiff’s base with the amino group of 5-deoxy-5-amino-3-dehydroshikimic acid and catalyzes both an alpha,beta-dehydration and a stereospecific 1,4-enolization of the substrate",722609
"4.2.1.145","pyridoxal 5'-phosphate","Streptomyces vinaceus",32,"pyridoxal 5'-phosphate dependent enzyme. It is not known if the cofactor is covalently bound to VioD through a lysyl imine, as is common with many PLP-dependent enzymes",722053
"4.2.1.145","pyridoxal 5'-phosphate","Streptomyces sp.",32,"",722054
"4.2.1.147","tetrahydromethanopterin","Methylobacterium extorquens",9357,"dependent on",727849
"4.2.3.1","pyridoxal 5'-phosphate","Neurospora crassa",32,"required cofactor",137544
"4.2.3.1","pyridoxal 5'-phosphate","Bacillus subtilis",32,"",137545
"4.2.3.1","pyridoxal 5'-phosphate","Pisum sativum",32,"maximal activity at 0.4-1.0 mM; required cofactor",137548
"4.2.3.1","pyridoxal 5'-phosphate","Corynebacterium glutamicum",32,"",137556
"4.2.3.1","pyridoxal 5'-phosphate","Oryza sativa",32,"",701597
"4.2.3.1","pyridoxal 5'-phosphate","Thermus thermophilus",32,"",715628
"4.2.3.1","pyridoxal 5'-phosphate","Mycobacterium tuberculosis",32,"MtTS is not influenced by S-adenosylmethionine",728848
"4.2.3.2","pyridoxal 5'-phosphate","Oryctolagus cuniculus",32,"required, Km: 0.00027 mM",137597
"4.2.3.2","pyridoxal 5'-phosphate","Rattus norvegicus",32,"required, Km: 0.00027 mM",137597
"4.2.3.4","more","Actinidia chinensis",2,"no cofactor: NADP+",729105
"4.2.3.4","NAD+","Escherichia coli",7,"1 mol of NAD+ per mol of protein",137623
"4.2.3.4","NAD+","Neurospora crassa",7,"","137624, 137628"
"4.2.3.4","NAD+","Bacillus subtilis",7,"",137636
"4.2.3.4","NAD+","Sorghum sp.",7,"",137637
"4.2.3.4","NAD+","Camellia sinensis",7,"",5467
"4.2.3.4","NAD+","Amycolatopsis methanolica",7,"",5486
"4.2.3.4","NAD+","Aspergillus nidulans",7,"","137624, 137641, 137643, 666031"
"4.2.3.4","NAD+","Staphylococcus aureus",7,"",666031
"4.2.3.4","NAD+","Xanthomonas oryzae",7,"",690254
"4.2.3.4","NAD+","Helicobacter pylori",7,"",690739
"4.2.3.4","NAD+","Mycobacterium tuberculosis",7,"determination of constants of the cyclic reduction and oxidation of NAD+ and NADH. There is a transient increase in absorbance at 340 nm associated with NADH formation followed by its oxidation. The rates of NAD+ to NADH to NAD+ conversions are not rate limiting because they are larger than the kcat value",716188
"4.2.3.4","NAD+","Escherichia coli",7,"required for activity",718818
"4.2.3.4","NAD+","Escherichia coli",7,"","137624, 137629, 137633, 137635, 718819"
"4.2.3.4","NAD+","Actinidia chinensis",7,"required",729105
