"EC_number","Organism","LigandID","Literature"
"3.5.4.6","Scorpaena porcus",174,209707
"3.5.4.6","Candida albicans",135,209700
"3.5.4.6","Rattus norvegicus",37,209701
"3.5.4.6","Candida albicans",211,209700
"3.5.4.6","Sciaena umbra",39,209707
"3.5.4.6","Scorpaena porcus",39,209707
"3.5.4.6","Oryctolagus cuniculus",39,209712
"3.5.4.6","Rana sylvatica",2,696953
"3.5.4.6","Sciaena umbra",59,209707
"3.5.4.6","Scorpaena porcus",59,209707
"3.5.4.6","Oryctolagus cuniculus",123237,654807
"3.5.4.6","Scorpaena porcus",16,209707
"3.5.4.6","Gallus gallus",16,667030
"3.5.4.6","Rattus norvegicus",2984,700512
"3.5.4.6","Oryctolagus cuniculus",393,654807
"3.5.4.9","Homo sapiens",1962,209736
"3.5.4.9","Homo sapiens",1962,654797
"3.5.4.9","Homo sapiens",1962,701402
"3.5.4.9","Homo sapiens",2539,701402
"3.5.4.B9","Homo sapiens",2,720014
"3.5.4.9","Homo sapiens",16,209738
"3.5.4.9","Photobacterium phosphoreum",16,209738
"3.5.4.10","Homo sapiens",79,172163
"3.5.4.10","Homo sapiens",42,172163
"3.5.4.11","Rattus norvegicus",388,209515
"3.5.4.12","Rattus norvegicus",23567,667541
"3.5.4.12","Homo sapiens",104211,288999
"3.5.4.12","Bacillus subtilis",63,289005
"3.5.4.12","Equus asinus",21469,289014
"3.5.4.12","Enterobacteria phage T2",5295,289004
"3.5.4.12","Enterobacteria phage T4",5295,289009
"3.5.4.12","Enterobacteria phage T2",5295,"289009, 289010"
"3.5.4.12","Lactobacillus acidophilus",5295,289011
"3.5.4.12","Enterobacteria phage T2",5295,"288997, 289015"
"3.5.4.12","Enterobacteria phage T4",5295,289015
"3.5.4.12","Enterobacteria phage T6",5295,289015
"3.5.4.12","Enterobacteria phage T4",5295,289017
"3.5.4.12","Equus asinus",1058,289003
"3.5.4.12","Homo sapiens",212,288999
"3.5.4.12","Homo sapiens",60,288999
"3.5.4.12","Bacillus subtilis",60,289005
"3.5.4.12","Equus asinus",716,288998
"3.5.4.12","Homo sapiens",716,288999
"3.5.4.12","Equus asinus",716,289002
"3.5.4.12","Homo sapiens",1124,288999
"3.5.4.12","Bacillus subtilis",1124,289005
"3.5.4.12","Homo sapiens",450,712083
"3.5.4.12","Mycoplasma mycoides",179,209853
"3.5.4.12","Equus asinus",179,288998
"3.5.4.12","Homo sapiens",179,288999
"3.5.4.12","Saccharomyces cerevisiae",179,289000
"3.5.4.12","Equus asinus",179,289002
"3.5.4.12","Equus asinus",179,289003
"3.5.4.12","Enterobacteria phage T2",179,"288997, 289004"
"3.5.4.12","Bacillusphage phiE",179,289005
"3.5.4.12","Bacillus subtilis",179,289005
"3.5.4.12","bacteriophage SP8",179,289005
"3.5.4.12","Cricetinae",179,289007
"3.5.4.12","Herpes simplex virus",179,289007
"3.5.4.12","Cricetinae",179,289008
"3.5.4.12","Gallus gallus",179,"288997, 289009"
"3.5.4.12","Enterobacteria phage T2",179,"289009, 289010"
"3.5.4.12","Gallus gallus",179,289010
"3.5.4.12","Lactobacillus acidophilus",179,289011
"3.5.4.12","Staphylococcus aureus",179,289011
"3.5.4.12","Enterobacteria phage T2",179,289015
"3.5.4.12","Enterobacteria phage T4",179,289015
"3.5.4.12","Enterobacteria phage T6",179,289015
"3.5.4.12","Enterobacteria phage T4",179,289017
"3.5.4.12","Homo sapiens",179,"289016, 289017"
"3.5.4.12","Homo sapiens",179,289018
"3.5.4.12","Bacillus subtilis",179,289020
"3.5.4.12","Enterobacteria phage T2",179,289020
"3.5.4.12","Enterobacteria phage T4",179,"289009, 289020"
"3.5.4.12","Enterobacteria phage T6",179,289020
"3.5.4.12","Equus asinus",179,"289012, 289013, 289014, 289020"
"3.5.4.12","Gallus gallus",179,289020
"3.5.4.12","Herpes simplex virus",179,289020
"3.5.4.12","Homo sapiens",179,289020
"3.5.4.12","Rattus norvegicus",179,289020
"3.5.4.12","Saccharomyces cerevisiae",179,289020
"3.5.4.12","Streptococcus mutans",179,688405
"3.5.4.12","Paramecium bursaria Chlorella virus 1",179,688732
"3.5.4.12","Enterobacteria phage T4",132766,667587
"3.5.4.12","Lactobacillus acidophilus",219,289011
"3.5.4.12","Equus asinus",145,289003
"3.5.4.12","Bacillus subtilis",145,289005
"3.5.4.12","Homo sapiens",145,289018
"3.5.4.12","Bacillus subtilis",435,289005
"3.5.4.12","Equus asinus",1142,289003
"3.5.4.12","Equus asinus",135,289003
"3.5.4.12","Cricetinae",49107,289007
"3.5.4.12","Bacillus subtilis",2,289005
"3.5.4.12","Cricetinae",2,289007
"3.5.4.12","Herpes simplex virus",2,289007
"3.5.4.12","Equus asinus",2,"289012, 289013"
"3.5.4.12","Enterobacteria phage T4",2,289015
"3.5.4.12","Homo sapiens",2,668584
"3.5.4.12","Homo sapiens",2,669680
"3.5.4.12","Cricetinae",49368,289007
"3.5.4.12","Homo sapiens",523,288999
"3.5.4.13","Paramecium bursaria Chlorella virus 1",179,688732
"3.5.4.16","Rattus norvegicus",745,670416
"3.5.4.16","Homo sapiens",22,699378
"3.5.4.16","Homo sapiens",8321,701141
"3.5.4.16","Homo sapiens",2370,701141
"3.5.4.16","Rattus norvegicus",104,656261
"3.5.4.16","Rattus norvegicus",104,657188
"3.5.4.16","Rattus norvegicus",104,657288
"3.5.4.16","Homo sapiens",104,699378
"3.5.4.16","Mus musculus",132767,667769
"3.5.4.16","Rattus norvegicus",2,667025
"3.5.4.16","Rattus norvegicus",2,670416
"3.5.4.16","Rattus norvegicus",2,684313
"3.5.4.16","Drosophila melanogaster",2,698830
"3.5.4.16","Mus musculus",2,698891
"3.5.4.16","Mus musculus",2,701372
"3.5.4.16","Homo sapiens",2,719308
"3.5.4.16","Homo sapiens",75860,701141
"3.5.4.17","Porphyra crispata",141,246705
"3.5.4.23","Aspergillus terreus",63,209567
"3.5.4.23","Aspergillus terreus",63,209569
"3.5.4.23","Aspergillus terreus",3195,209567
"3.5.4.23","Aspergillus terreus",20290,"209567, 209570"
"3.5.4.23","Aspergillus terreus",9544,209573
"3.5.4.26","Escherichia coli",21,246736
"3.5.4.27","Methanopyrus kandleri",1251,726828
"3.5.4.27","Methanopyrus kandleri",689,726828
"3.5.4.27","Methanopyrus kandleri",16,726828
"3.5.4.28","Methanocaldococcus jannaschii",21,727779
"3.5.4.29","Methanocaldococcus jannaschii",54,639020
"3.5.4.31","Methanocaldococcus jannaschii",21,727779
"3.5.4.36","Homo sapiens",169935,721021
"3.5.4.41","Methanocaldococcus jannaschii",21,727779
"3.5.5.1","Fusarium solani",1991,713440
"3.5.5.1","Rhodococcus sp.",1135,712260
"3.5.5.1","Alcaligenes sp.",21,719102
"3.5.5.1","Rhodococcus rhodochrous",85,209755
"3.5.5.1","Zea mays",3396,688087
"3.5.5.1","Aeribacillus pallidus",1218,209746
"3.5.5.1","Zea mays",2,688087
"3.5.5.1","Aeribacillus pallidus",10873,209746
"3.5.5.1","Aspergillus niger",116,684594
"3.5.5.4","Zea mays",4205,688087
"3.5.5.4","Pseudomonas fluorescens",4205,700754
"3.5.5.4","Pseudomonas fluorescens",118,700754
"3.5.5.4","Pseudomonas fluorescens",153,700754
"3.5.5.4","Zea mays",2,688087
"3.5.5.5","Alcaligenes faecalis",63,"32502, 32503"
"3.5.5.5","Pseudomonas fluorescens",63,652959
"3.5.5.5","Alcaligenes faecalis",45,"32502, 32503"
"3.5.5.5","Exophiala oligosperma",2,701254
"3.5.5.5","Pseudomonas fluorescens",2160,652959
"3.5.5.5","Alcaligenes faecalis",95024,32503
"3.5.5.7","Pyrococcus abyssi",63,670792
"3.5.5.7","Streptomyces sp.",1135,687941
"3.5.5.7","Rhodococcus rhodochrous",1135,712260
"3.5.5.7","Pyrococcus abyssi",45,670792
"3.5.5.7","Pyrococcus abyssi",1410,670792
"3.5.5.7","Pyrococcus abyssi",74,670792
"3.5.5.7","Streptomyces sp.",2,687941
"3.5.5.8","Thiobacillus thioparus",2,668637
"3.5.99.2","Aneurinibacillus aneurinilyticus",21,"246760, 246761"
"3.5.99.2","Aneurinibacillus aneurinilyticus",74,"246760, 246761"
"3.5.99.4","Arthrobacter sp.",131,720208
"3.5.99.6","Musca domestica",12306,648219
"3.5.99.6","Musca domestica",391,648219
"3.5.99.6","Musca domestica",105,648219
"3.5.99.6","Drosophila virilis",105,648222
"3.5.99.6","Musca domestica",700,648219
"3.5.99.6","Escherichia coli",2,648227
"3.5.99.6","Escherichia coli",2,648230
"3.5.99.6","Canis lupus familiaris",2,671576
"3.5.99.6","Homo sapiens",2147,648232
"3.5.99.6","Sus scrofa",94230,648215
"3.5.99.6","Homo sapiens",458,648232
"3.5.99.6","Escherichia coli",1930,648215
"3.5.99.6","Sus scrofa",1930,648215
"3.5.99.6","Proteus vulgaris",1930,648216
"3.5.99.6","Musca domestica",1930,648219
"3.5.99.6","Escherichia coli",1930,648220
"3.5.99.6","Bos taurus",1930,648236
"3.5.99.6","Escherichia coli",1930,"648226, 648237, 648238, 648240, 648243"
"3.5.99.6","Canis lupus familiaris",1930,671576
"3.5.99.6","Aspergillus niger",1930,684638
"3.5.99.6","Homo sapiens",1930,718986
"3.5.99.6","Escherichia coli",58095,712289
"3.5.99.6","Homo sapiens",78,648217
"3.5.99.6","Homo sapiens",383,648232
"3.5.99.7","Capsicum annuum",2,720725
"3.6.1.1","Hordeum vulgare",1015,689637
"3.6.1.1","Hordeum vulgare",1748,689637
"3.6.1.1","Moorella thermoacetica",4,684988
"3.6.1.1","Escherichia coli",4,685305
"3.6.1.1","Helicobacter pylori",17,689923
"3.6.1.1","Aquifex aeolicus",45,657244
"3.6.1.1","Hypophthalmichthys nobilis",21,688745
"3.6.1.1","Pyrus communis",12539,669756
"3.6.1.1","Helicobacter pylori",142,684755
"3.6.1.1","Plasmodium falciparum",39,655751
"3.6.1.1","Thermotoga maritima",39,655751
"3.6.1.1","Toxoplasma gondii",39,655751
"3.6.1.1","Trypanosoma cruzi",39,655751
"3.6.1.1","Vigna radiata",79,656034
"3.6.1.1","Escherichia coli",144200,685304
"3.6.1.1","Escherichia coli",31975,667761
"3.6.1.1","Escherichia coli",5782,654779
"3.6.1.1","Arabidopsis thaliana",2,655751
"3.6.1.1","Vigna radiata",2,656034
"3.6.1.1","Pyrus communis",2,669756
"3.6.1.1","Vitis vinifera",2,670019
"3.6.1.1","Sulfolobus acidocaldarius",2,679620
"3.6.1.1","Escherichia coli",2,685305
"3.6.1.1","Hordeum vulgare",2,689637
"3.6.1.1","Helicobacter pylori",616,684755
"3.6.1.3","West Nile virus",55230,656466
"3.6.1.3","Homo sapiens",125,246860
"3.6.1.3","Sulfolobus acidocaldarius",169924,719750
"3.6.1.3","Natronococcus occultus",45,727541
"3.6.1.3","Acidianus ambivalens",195,724496
"3.6.1.3","Mus musculus",2,695414
"3.6.1.3","Homo sapiens",2,731797
"3.6.1.3","Sulfolobus acidocaldarius",3653,719750
"3.6.1.3","West Nile virus",17623,656664
"3.6.1.3","West Nile virus",34754,656664
"3.6.1.3","West Nile virus",10884,656664
"3.6.1.3","Sulfolobus tokodaii",3705,724930
"3.6.1.3","Sulfolobus solfataricus",3705,725704
"3.6.1.3","Sulfolobus acidocaldarius",160,678480
"3.6.1.3","Sulfolobus acidocaldarius",92,679612
"3.6.1.3","Bacillus megaterium",92,680573
"3.6.1.3","Sulfolobus solfataricus",92,718685
"3.6.1.3","Acidianus ambivalens",92,724496
"3.6.1.3","Homo sapiens",169936,720156
"3.6.1.3","Leishmania donovani",1389,711272
"3.6.1.5","Bos taurus",34,696153
"3.6.1.5","Bos taurus",29,696153
"3.6.1.5","Trypanosoma brucei brucei",32152,686605
"3.6.1.5","Bos taurus",10623,696153
"3.6.1.5","Rattus norvegicus",41,656682
"3.6.1.5","Trypanosoma rangeli",132770,668526
"3.6.1.5","Trypanosoma rangeli",196,668526
"3.6.1.5","Trypanosoma rangeli",307,668526
"3.6.1.5","Trypanosoma rangeli",2,668526
"3.6.1.5","Glycine soja",2,700826
"3.6.1.5","Gallus gallus",6714,655433
"3.6.1.5","Trypanosoma brucei brucei",866,686605
"3.6.1.5","Leishmania braziliensis",2784,713185
"3.6.1.5","Trypanosoma brucei brucei",762,686605
"3.6.1.5","Rattus norvegicus",132769,670267
"3.6.1.6","Rattus norvegicus",4,210204
"3.6.1.6","Rattus norvegicus",4,210206
"3.6.1.6","Rattus norvegicus",4,210209
"3.6.1.6","Rattus norvegicus",4,210211
"3.6.1.6","Rattus norvegicus",4,210216
"3.6.1.6","Caenorhabditis elegans",2,669238
"3.6.1.6","Rattus norvegicus",32,210211
"3.6.1.7","Sus scrofa",274,246777
"3.6.1.7","Bos taurus",49129,246787
"3.6.1.7","Bos taurus",3117,246787
"3.6.1.7","Homo sapiens",116,246795
"3.6.1.8","Mus musculus",1157,210226
"3.6.1.8","Mus musculus",268,210226
"3.6.1.8","Mus musculus",223,210226
"3.6.1.8","Mus musculus",235,210226
"3.6.1.8","Mus musculus",238,210226
"3.6.1.8","Mus musculus",380,210226
"3.6.1.9","Clostridium perfringens",4,718817
"3.6.1.9","Clostridium perfringens",8356,718817
"3.6.1.9","Rattus norvegicus",2,698337
"3.6.1.9","Bos taurus",42,246819
"3.6.1.9","Clostridium perfringens",5593,718817
"3.6.1.9","Clostridium perfringens",1417,718817
"3.6.1.9","Clostridium perfringens",13217,718817
"3.6.1.9","Ovis aries aries",16,246829
"3.6.1.9","Rattus sp.",21692,246804
"3.6.1.11","Escherichia coli",399,209844
"3.6.1.11","Rhipicephalus microplus",13,687085
"3.6.1.11","Saccharomyces cerevisiae",532,209845
"3.6.1.11","Rhipicephalus microplus",88224,719614
"3.6.1.11","Rhipicephalus microplus",45,719614
"3.6.1.11","Escherichia coli",79,669880
"3.6.1.11","Saccharomyces cerevisiae",2,654784
"3.6.1.11","Rhipicephalus microplus",2,687085
"3.6.1.11","Rhipicephalus microplus",2,697460
"3.6.1.11","Corynebacterium glutamicum",2,701387
"3.6.1.11","Trypanosoma brucei",2,711604
"3.6.1.11","Rhipicephalus microplus",8,687085
"3.6.1.11","Saccharomyces cerevisiae",2581,654784
"3.6.1.11","Rhipicephalus microplus",31,719614
"3.6.1.11","Rhipicephalus microplus",1725,687085
"3.6.1.11","Rhipicephalus microplus",2759,687085
"3.6.1.B13","Arabidopsis thaliana",45,714949
"3.6.1.B13","Saccharomyces cerevisiae",45,715442
"3.6.1.13","Homo sapiens",662,684834
"3.6.1.15","Bos taurus",34,696153
"3.6.1.15","West Nile virus",55230,656466
"3.6.1.15","Bos taurus",29,696153
"3.6.1.15","Rattus norvegicus",149,209886
"3.6.1.15","Bos taurus",106,696153
"3.6.1.15","Dengue virus",177,670994
"3.6.1.15","Sulfolobus solfataricus",2,690616
"3.6.1.15","Sulfolobus tokodaii",2,695127
"3.6.1.15","West Nile virus",17623,656664
"3.6.1.15","West Nile virus",34754,656664
"3.6.1.15","Saccharomyces cerevisiae",1687,667694
"3.6.1.15","West Nile virus",10884,656664
"3.6.1.15","Classical swine fever virus",4075,684774
"3.6.1.15","Vaccinia virus",15924,209880
"3.6.1.15","Saccharomyces cerevisiae",527,667694
"3.6.1.15","Rattus norvegicus",595,671005
"3.6.1.B16","Arabidopsis thaliana",45,730635
"3.6.1.17","Saccharomyces cerevisiae",773,209913
"3.6.1.17","Saccharomyces cerevisiae",45,209913
"3.6.1.17","Rattus norvegicus",21,209900
"3.6.1.17","Rattus norvegicus",3817,209902
"3.6.1.17","Saccharomyces cerevisiae",16,209913
"3.6.1.18","Vigna radiata var. radiata",13,209917
"3.6.1.18","Vigna radiata var. radiata",30,209919
"3.6.1.18","Vigna radiata var. radiata",43,209917
"3.6.1.19","Homo sapiens",21709,"209926, 209928"
"3.6.1.19","Oryctolagus cuniculus",21709,"209926, 209928"
"3.6.1.21","Escherichia coli BL21(DE3)",11344,697980
"3.6.1.22","Proteus vulgaris",116,209951
"3.6.1.23","Bacillus subtilis",63,209963
"3.6.1.23","Escherichia coli",34755,657159
"3.6.1.24","Escherichia coli",5175,209999
"3.6.1.24","Escherichia coli",329,209999
"3.6.1.26","Escherichia coli",61,210004
"3.6.1.26","Cavia porcellus",61,210005
"3.6.1.27","Escherichia coli",813,687718
"3.6.1.27","Escherichia coli",4134,687718
"3.6.1.27","Micrococcus luteus",69,210607
"3.6.1.27","Micrococcus luteus",83,210607
"3.6.1.27","Micrococcus luteus",2,210607
"3.6.1.27","Micrococcus luteus",947,210607
"3.6.1.27","Escherichia coli",681,687718
"3.6.1.27","Escherichia coli",845,687718
"3.6.1.27","Micrococcus luteus",61,210607
"3.6.1.27","Micrococcus luteus",5625,210607
"3.6.1.28","Rattus norvegicus",441,210008
"3.6.1.28","Electrophorus electricus",106155,210022
"3.6.1.28","Electrophorus electricus",2491,210022
"3.6.1.28","Homo sapiens",2,696404
"3.6.1.28","Rattus norvegicus",2,696404
"3.6.1.28","Electrophorus electricus",4110,210022
"3.6.1.28","Electrophorus electricus",61,210022
"3.6.1.39","Enterobacteria phage T7",1880,719939
"3.6.1.39","Bacillus subtilis",6645,210047
"3.6.1.42","Saccharomyces cerevisiae",61,210057
"3.6.1.43","Bos taurus",17,"289079, 289080"
"3.6.1.43","Homo sapiens",21,134908
"3.6.1.43","Rattus norvegicus",21,289076
"3.6.1.43","Bos taurus",21,289079
"3.6.1.43","Saccharomyces cerevisiae",21,289082
"3.6.1.43","Bos taurus",16,"289079, 289080"
"3.6.1.43","Bos taurus",7299,"289079, 289080"
"3.6.1.43","Rattus norvegicus",61,134917
"3.6.1.44","Saccharomyces cerevisiae",61,289083
"3.6.1.44","Saccharomyces cerevisiae",5625,289083
"3.6.1.62","Arabidopsis thaliana",166123,716514
"3.6.1.62","Homo sapiens",2,714826
"3.6.1.62","Arabidopsis thaliana",166124,716514
"3.6.3.1","Homo sapiens",104209,246838
"3.6.3.1","Homo sapiens",104226,246838
"3.6.3.1","Homo sapiens",1015,246838
"3.6.3.1","Homo sapiens",7118,246838
"3.6.3.1","Vibrio cholerae",9408,686385
"3.6.3.1","Arabidopsis thaliana",169941,718993
"3.6.3.1","Homo sapiens",4,246836
"3.6.3.1","Escherichia coli",4,711144
"3.6.3.1","Homo sapiens",316,246838
"3.6.3.1","Homo sapiens",21551,246838
"3.6.3.B1","Escherichia coli",1918,695878
"3.6.3.1","Vibrio cholerae",813,686385
"3.6.3.1","Homo sapiens",144203,686682
"3.6.3.1","Homo sapiens",169940,718993
"3.6.3.1","Homo sapiens",1070,246838
"3.6.3.1","Homo sapiens",1070,687006
"3.6.3.1","Cricetulus griseus",189,696241
"3.6.3.1","Homo sapiens",45,246839
"3.6.3.B1","Escherichia coli",177,686725
"3.6.3.1","Homo sapiens",174,246839
"3.6.3.1","Homo sapiens",6061,246839
"3.6.3.1","Homo sapiens",3819,687006
"3.6.3.1","Homo sapiens",106224,246839
"3.6.3.1","Escherichia coli",34756,656078
"3.6.3.1","Mus musculus",2,685075
"3.6.3.1","Homo sapiens",2,686022
"3.6.3.1","Homo sapiens",2,687006
"3.6.3.1","Saccharomyces cerevisiae",2,697213
"3.6.3.1","Escherichia coli",2,711144
"3.6.3.1","Bos taurus",2,712395
"3.6.3.1","Rattus norvegicus",2,712795
"3.6.3.1","Homo sapiens",15905,246838
"3.6.3.1","Homo sapiens",151,246838
"3.6.3.1","Homo sapiens",107036,246839
"3.6.3.1","Homo sapiens",301,246839
"3.6.3.1","Mus musculus",513,685075
"3.6.3.1","Bos taurus",513,712395
"3.6.3.1","Mus musculus",681,685075
"3.6.3.1","Mus musculus",144202,685075
"3.6.3.1","Mus musculus",144201,685075
"3.6.3.1","Mus musculus",430,685075
"3.6.3.1","Bos taurus",430,712395
"3.6.3.B1","Thermotoga maritima",650,668535
"3.6.3.1","Escherichia coli",845,656078
"3.6.3.B1","Escherichia coli",144207,686725
"3.6.3.1","Saccharomyces cerevisiae",132771,670656
"3.6.3.1","Homo sapiens",617,246838
"3.6.3.1","Homo sapiens",124,246838
"3.6.3.B1","Escherichia coli",132774,668736
"3.6.3.1","Homo sapiens",1096,246838
"3.6.3.1","Homo sapiens",10787,246838
"3.6.3.1","Homo sapiens",1260,687006
"3.6.3.1","Homo sapiens",9277,246838
"3.6.3.1","Homo sapiens",1097,686022
"3.6.3.1","Homo sapiens",61,246838
"3.6.3.1","Cricetulus griseus",1389,696241
"3.6.3.2","Escherichia coli",2265,696384
"3.6.3.2","Rattus norvegicus",2,699744
"3.6.3.2","Salmonella enterica",2,700902
"3.6.3.3","Saccharomyces cerevisiae",15,698831
"3.6.3.3","Cucumis sativus",45,720130
"3.6.3.3","Cucumis sativus",142,720130
"3.6.3.3","Oncorhynchus mykiss",195,719316
"3.6.3.3","Cucumis sativus",74,720130
"3.6.3.4","Saccharomyces cerevisiae",163615,711976
"3.6.3.4","Homo sapiens",152095,698990
"3.6.3.4","Aquifex aeolicus",153,688411
"3.6.3.4","Mus musculus",577,246916
"3.6.3.4","Mus musculus",45,246916
"3.6.3.4","Homo sapiens",3530,667448
"3.6.3.4","Homo sapiens",75872,699977
"3.6.3.4","Mus musculus",142,246916
"3.6.3.4","Homo sapiens",524,684963
"3.6.3.4","Aquifex aeolicus",2,688411
"3.6.3.4","Aquifex aeolicus",42,688411
"3.6.3.5","Escherichia coli",132775,667819
"3.6.3.5","Escherichia coli",54222,667819
"3.6.3.5","Escherichia coli",132776,667819
"3.6.3.5","Escherichia coli",132777,667819
"3.6.3.5","Noccaea caerulescens",52,684877
"3.6.3.5","Arabidopsis thaliana",52,685173
"3.6.3.5","Escherichia coli",74,654606
"3.6.3.5","Homarus americanus",2,688106
"3.6.3.5","Escherichia coli",650,667819
"3.6.3.5","Noccaea caerulescens",14,684877
"3.6.3.5","Arabidopsis thaliana",14,685173
"3.6.3.6","Lupinus albus",39361,700706
"3.6.3.6","Yarrowia lipolytica",46193,686790
"3.6.3.6","Saccharomyces cerevisiae",35,667643
"3.6.3.6","Populus euphratica",45,689514
"3.6.3.6","Glycine max",17657,688069
"3.6.3.6","Lupinus albus",17657,700706
"3.6.3.6","Glycine max",213,688069
"3.6.3.6","Beta vulgaris",695,246937
"3.6.3.6","Beta vulgaris",16159,720724
"3.6.3.6","Zea mays",16159,720724
"3.6.3.6","Arabidopsis thaliana",2,713257
"3.6.3.6","Vicia faba",2,713257
"3.6.3.6","Populus euphratica",42,689514
"3.6.3.6","Suaeda salsa",42,720171
"3.6.3.6","Candida versatilis",54,246935
"3.6.3.6","Avena sativa",54,246946
"3.6.3.6","Saccharomyces cerevisiae",54,246946
"3.6.3.6","Neurospora crassa",650,246938
"3.6.3.6","Saccharomyces cerevisiae",650,246938
"3.6.3.6","Schizosaccharomyces pombe",650,246938
"3.6.3.6","Avena sativa",650,246946
"3.6.3.6","Saccharomyces cerevisiae",650,246946
"3.6.3.6","Arabidopsis thaliana",132778,668559
"3.6.3.6","Zea mays",197,689493
"3.6.3.7","Sus scrofa",661,711011
"3.6.3.7","Sus scrofa",661,711296
"3.6.3.7","Rattus norvegicus",661,711297
"3.6.3.7","Rattus norvegicus",661,720830
"3.6.3.7","Aphanothece halophytica",4,719166
"3.6.3.7","Bifidobacterium animalis",17552,668431
"3.6.3.7","Trypanosoma cruzi",15,695869
"3.6.3.7","Aphanothece halophytica",169946,719166
"3.6.3.7","Bacillus subtilis",105642,210466
"3.6.3.7","Propionigenium modestum",32166,210458
"3.6.3.7","Bacillus subtilis",69,210466
"3.6.3.7","Aphanothece halophytica",144208,686785
"3.6.3.7","Trypanosoma cruzi",39,685317
"3.6.3.7","Sus scrofa",1118,711296
"3.6.3.7","Aphanothece halophytica",7419,686785
"3.6.3.7","Sus scrofa",2,711296
"3.6.3.7","Rattus norvegicus",2,711297
"3.6.3.7","Sus scrofa",2,718694
"3.6.3.7","Rattus norvegicus",2,719173
"3.6.3.7","Leishmania amazonensis",59,686609
"3.6.3.7","Trypanosoma cruzi",59,"685317, 695869"
"3.6.3.7","Aphanothece halophytica",308,719166
"3.6.3.7","Fusarium oxysporum",123241,655394
"3.6.3.7","Acetobacterium woodii",902,210278
"3.6.3.7","Caloramator fervidus",902,210465
"3.6.3.8","Rattus norvegicus",31960,210486
"3.6.3.8","Mus musculus",4,701312
"3.6.3.8","Homo sapiens",15,656099
"3.6.3.8","Oryctolagus cuniculus",15,656099
"3.6.3.8","Lamellidens marginalis",15,684657
"3.6.3.8","Saccharomyces cerevisiae",16271,697976
"3.6.3.8","Arabidopsis thaliana",163619,710754
"3.6.3.8","Homo sapiens",125,210473
"3.6.3.8","Rattus norvegicus",125,210480
"3.6.3.8","Canis lupus familiaris",125,210482
"3.6.3.8","Homo sapiens",125,210483
"3.6.3.8","Bos taurus",125,210489
"3.6.3.8","Homo sapiens",125,210489
"3.6.3.8","Rattus norvegicus",125,210489
"3.6.3.8","Paramecium tetraurelia",125,210497
"3.6.3.8","Homo sapiens",125,667623
"3.6.3.8","Homo sapiens",125,667650
"3.6.3.8","Homo sapiens",125,695858
"3.6.3.8","Mus musculus",125,695858
"3.6.3.8","Homo sapiens",125,697160
"3.6.3.8","Rattus norvegicus",125,697160
"3.6.3.8","Homo sapiens",125,697858
"3.6.3.8","Saccharomyces cerevisiae",125,697976
"3.6.3.8","Arabidopsis thaliana",125,700250
"3.6.3.8","Homo sapiens",125,701104
"3.6.3.8","Arabidopsis thaliana",125,719497
"3.6.3.8","Arabidopsis thaliana",125,720136
"3.6.3.8","Arabidopsis thaliana",125,720644
"3.6.3.8","Homo sapiens",10148,695858
"3.6.3.8","Mus musculus",10148,695858
"3.6.3.8","Rattus norvegicus",11540,656262
"3.6.3.8","Lamellidens marginalis",6,684657
"3.6.3.8","Homo sapiens",2,210473
"3.6.3.8","Homo sapiens",2,667650
"3.6.3.8","Homo sapiens",2,696391
"3.6.3.8","Homo sapiens",2,697167
"3.6.3.8","Oryctolagus cuniculus",2,697629
"3.6.3.8","Arabidopsis thaliana",2,700250
"3.6.3.8","Physcomitrella patens",2,700969
"3.6.3.8","Homo sapiens",2,712744
"3.6.3.8","Oryctolagus cuniculus",49227,210496
"3.6.3.8","Oryctolagus cuniculus",61004,670493
"3.6.3.8","Arabidopsis thaliana",51875,700250
"3.6.3.8","Homo sapiens",11774,695858
"3.6.3.8","Mus musculus",11774,695858
"3.6.3.8","Homo sapiens",430,210473
"3.6.3.8","Arabidopsis thaliana",430,700250
"3.6.3.8","Canis lupus familiaris",5314,210479
"3.6.3.9","Rattus norvegicus",182,671274
"3.6.3.9","Lumbricus terrestris",6447,672864
"3.6.3.9","Oryctolagus cuniculus",11611,675720
"3.6.3.9","Mammalia",2825,677134
"3.6.3.9","Lumbricus terrestris",20134,672864
"3.6.3.9","Xenopus laevis",5345,718740
"3.6.3.9","Mus musculus",12968,675517
"3.6.3.9","Rattus norvegicus",4002,688762
"3.6.3.9","Ovis aries",1159,690001
"3.6.3.9","Lumbricus terrestris",1141,672864
"3.6.3.9","Sus scrofa",14374,688954
"3.6.3.9","Mammalia",524,677134
"3.6.3.9","Homo sapiens",35284,673611
"3.6.3.9","Mus musculus",39,675517
"3.6.3.9","Sus scrofa",959,688954
"3.6.3.9","Mus musculus",36452,675517
"3.6.3.9","Canis lupus familiaris",75873,696017
"3.6.3.9","Rattus norvegicus",75873,696017
"3.6.3.9","Mus musculus",2,246953
"3.6.3.9","Rattus norvegicus",2,671273
"3.6.3.9","Crocodylus porosus",2,720120
"3.6.3.9","Anguilla japonica",2,720153
"3.6.3.9","Rattus norvegicus",2,720204
"3.6.3.9","Clibanarius vittatus",54,686200
"3.6.3.9","Callinectes ornatus",54,686204
"3.6.3.9","Macrobrachium amazonicum",54,686205
"3.6.3.9","Lumbricus terrestris",975,672864
"3.6.3.9","Rattus norvegicus",866,675880
