,EC_number,Compound,Organism_inh,UniqueOrganisms_Ki,Organism_act,UniqueOrganisms_Act
9113,3.4.21.B10,Progesterone,0.0,0,1.0,Homo sapiens
9114,3.4.21.B10,Sodium sulfate,0.0,0,1.0,Homo sapiens
9115,3.4.21.B12,Progesterone,0.0,0,2.0,Homo sapiens
9116,3.4.21.B28,E-64,0.0,0,1.0,Homo sapiens
9117,3.4.21.B39,Diethylstilbestrol,0.0,0,1.0,Homo sapiens
9118,3.4.21.B39,Progesterone,0.0,0,1.0,Homo sapiens
9119,3.4.21.B41,9-cis-Retinoic acid,0.0,0,1.0,Homo sapiens
9120,3.4.21.B6,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate,0.0,0,1.0,Homo sapiens
9121,3.4.21.B6,Dimethyl sulfoxide,0.0,0,1.0,Homo sapiens
9122,3.4.22.1,Cysteamine,0.0,0,3.0,"Bos taurus,Bubalus bubalis,Capra hircus"
9123,3.4.22.1,Dimercaprol,0.0,0,1.0,Bos taurus
9124,3.4.22.1,EDTA,0.0,0,6.0,"Artemia sp.,Bos taurus,Bubalus bubalis,Cyprinus carpio,Homo sapiens,Rattus norvegicus"
9125,3.4.22.1,Emodin,0.0,0,1.0,Homo sapiens
9126,3.4.22.1,Glutathione,0.0,0,5.0,"Bos taurus,Bubalus bubalis,Capra hircus,Rattus norvegicus,Scomber australasicus"
9127,3.4.22.1,Kainic acid,0.0,0,1.0,Rattus norvegicus
9128,3.4.22.1,Mercaptoethanol,0.0,0,9.0,"Bos taurus,Bubalus bubalis,Capra hircus,Cyprinus carpio,Homo sapiens,Macaca fuscata,Oryctolagus cuniculus,Rattus norvegicus,Scomber australasicus"
9129,3.4.22.10,Mercaptoethanol,0.0,0,1.0,Streptococcus sp.
9130,3.4.22.10,Thioglycolate,0.0,0,1.0,Streptococcus sp.
9131,3.4.22.15,ATP,0.0,0,2.0,Rattus norvegicus
9132,3.4.22.15,CoA,0.0,0,1.0,Rattus norvegicus
9133,3.4.22.15,Cysteamine,0.0,0,1.0,Rattus norvegicus
9134,3.4.22.15,EDTA,0.0,0,5.0,"Apostichopus japonicus,Decapterus maruadsi,Oncorhynchus keta,Oryctolagus cuniculus,Rattus norvegicus"
9135,3.4.22.15,Glutathione,0.0,0,1.0,Rattus norvegicus
9136,3.4.22.15,Mercaptoethanol,0.0,0,2.0,"Oncorhynchus keta,Rattus norvegicus"
9137,3.4.22.15,SDS,0.0,0,1.0,Misgurnus mizolepis
9138,3.4.22.16,Dithioerythritol,0.0,0,1.0,Bos taurus
9139,3.4.22.16,EDTA,0.0,0,5.0,"Bos taurus,Cyprinus carpio,Homo sapiens,Oryctolagus cuniculus,Rattus norvegicus"
9140,3.4.22.16,Glutathione,0.0,0,2.0,"Bos taurus,Rattus norvegicus"
9141,3.4.22.16,Mercaptoethanol,0.0,0,3.0,"Bos taurus,Cyprinus carpio,Rattus norvegicus"
9142,3.4.22.16,Thioglycolate,0.0,0,1.0,Bos taurus
9143,3.4.22.2,EDTA,0.0,0,1.0,Carica papaya
9144,3.4.22.2,Glutathione,0.0,0,1.0,Carica papaya
9145,3.4.22.24,EDTA,0.0,0,3.0,Rattus norvegicus
9146,3.4.22.24,Glutathione,0.0,0,1.0,Rattus norvegicus
9147,3.4.22.24,Mercaptoethanol,0.0,0,1.0,Rattus norvegicus
9148,3.4.22.26,Cadmium,0.0,0,2.0,"Homo sapiens,Oryctolagus cuniculus"
9149,3.4.22.26,Calcium cation,0.0,0,2.0,"Homo sapiens,Oryctolagus cuniculus"
9150,3.4.22.26,Magnesium cation,0.0,0,2.0,"Homo sapiens,Oryctolagus cuniculus"
9151,3.4.22.27,Kainic acid,0.0,0,1.0,Mus musculus
9152,3.4.22.28,Acetate,0.0,0,1.0,Enterovirus C
9153,3.4.22.29,Tamoxifen,0.0,0,1.0,enterovirus
9154,3.4.22.3,EDTA,0.0,0,1.0,Ficus sp.
9155,3.4.22.3,Mercaptoethanol,0.0,0,1.0,Ficus carica
9156,3.4.22.32,Dimercaprol,0.0,0,1.0,Ananas comosus
9157,3.4.22.32,Mercaptoethanol,0.0,0,1.0,Ananas comosus
9158,3.4.22.33,EDTA,0.0,0,1.0,Bromelia fastuosa
9159,3.4.22.33,Mercaptoethanol,0.0,0,1.0,Bromelia fastuosa
9160,3.4.22.34,EDTA,0.0,0,7.0,"Arabidopsis thaliana,Canavalia ensiformis,Glycine max,Phaseolus vulgaris,Ricinus communis,Vigna aconitifolia,Vigna mungo"
9161,3.4.22.34,Mercaptoethanol,0.0,0,1.0,Vigna radiata
9162,3.4.22.35,Mercaptoethanol,0.0,0,1.0,Entamoeba histolytica
9163,3.4.22.36,ATP,0.0,0,1.0,Homo sapiens
9164,3.4.22.36,Alendronic acid,0.0,0,1.0,Mus musculus
9165,3.4.22.36,Thalidomide,0.0,0,1.0,Homo sapiens
9166,3.4.22.37,Cysteamine,0.0,0,1.0,Porphyromonas gingivalis
9167,3.4.22.37,Glutathione,0.0,0,1.0,Porphyromonas gingivalis
9168,3.4.22.37,Mercaptoethanol,0.0,0,2.0,Porphyromonas gingivalis
9169,3.4.22.38,Dimethyl sulfoxide,0.0,0,1.0,Homo sapiens
9170,3.4.22.38,EDTA,0.0,0,1.0,Homo sapiens
9171,3.4.22.38,SDS,0.0,0,1.0,Paralichthys olivaceus
9172,3.4.22.38,Sodium chloride,0.0,0,1.0,Homo sapiens
9173,3.4.22.39,EDTA,0.0,0,1.0,unidentified adenovirus
9174,3.4.22.40,D-Galactose,0.0,0,1.0,Saccharomyces cerevisiae
9175,3.4.22.47,EDTA,0.0,0,1.0,Porphyromonas gingivalis
9176,3.4.22.47,Glutathione,0.0,0,1.0,Porphyromonas gingivalis
9177,3.4.22.47,Mercaptoethanol,0.0,0,2.0,Porphyromonas gingivalis
9178,3.4.22.51,Mercaptoethanol,0.0,0,1.0,Trypanosoma congolense
9179,3.4.22.52,Calcium cation,0.0,0,1.0,Homo sapiens
9180,3.4.22.52,Mercaptoethanol,0.0,0,1.0,Homo sapiens
9181,3.4.22.53,Glutathione,0.0,0,2.0,"Penaeus monodon,Tilapia sp."
9182,3.4.22.53,Mercaptoethanol,0.0,0,2.0,"Penaeus monodon,Tilapia sp."
9183,3.4.22.55,Hexadecanoic acid,0.0,0,1.0,Xenopus laevis
9184,3.4.22.56,"(6Z,9Z,12Z)-Octadecatrienoic acid",0.0,0,1.0,Homo sapiens
9185,3.4.22.56,(9Z)-Octadecenoic acid,0.0,0,1.0,Homo sapiens
9186,3.4.22.56,Arachidonate,0.0,0,1.0,Homo sapiens
9187,3.4.22.56,Doxorubicin,0.0,0,1.0,Homo sapiens
9188,3.4.22.56,Hexadecanoic acid,0.0,0,1.0,Homo sapiens
9189,3.4.22.56,Lactate,0.0,0,1.0,Homo sapiens
9190,3.4.22.56,Linoleate,0.0,0,1.0,Homo sapiens
9191,3.4.22.56,Mercaptoethanol,0.0,0,1.0,Homo sapiens
9192,3.4.22.56,Octadecanoic acid,0.0,0,1.0,Homo sapiens
9193,3.4.22.56,Paclitaxel,0.0,0,1.0,Homo sapiens
9194,3.4.22.56,Staurosporine,0.0,0,1.0,Mus musculus
9195,3.4.22.56,Trichothecin,0.0,0,1.0,Homo sapiens
9196,3.4.22.59,Doxorubicin,0.0,0,1.0,Homo sapiens
9197,3.4.22.59,Etoposide,0.0,0,1.0,Homo sapiens
9198,3.4.22.59,Resveratrol,0.0,0,2.0,Homo sapiens
9199,3.4.22.6,Dimercaprol,0.0,0,2.0,Carica papaya
9200,3.4.22.6,Glutathione,0.0,0,2.0,Carica papaya
9201,3.4.22.6,Thioglycolate,0.0,0,1.0,Carica papaya
9202,3.4.22.60,Etoposide,0.0,0,2.0,Homo sapiens
9203,3.4.22.60,Isopentenyl adenosine,0.0,0,1.0,Homo sapiens
9204,3.4.22.60,Nitric oxide,0.0,0,1.0,Homo sapiens
9205,3.4.22.61,Justicidin A,0.0,0,1.0,Homo sapiens
9206,3.4.22.61,Resveratrol,0.0,0,1.0,Homo sapiens
9207,3.4.22.61,Staurosporine,0.0,0,1.0,Mus musculus
9208,3.4.22.62,Adenosine,0.0,0,1.0,Homo sapiens
9209,3.4.22.62,Cordycepin,0.0,0,1.0,Mus musculus
9210,3.4.22.62,Nitric oxide,0.0,0,1.0,Sus scrofa
9211,3.4.22.62,Staurosporine,0.0,0,1.0,Mus musculus
9212,3.4.22.67,Ascorbate,0.0,0,1.0,Zingiber officinale
9213,3.4.22.67,EDTA,0.0,0,1.0,Zingiber officinale
9214,3.4.22.67,SDS,0.0,0,2.0,Zingiber officinale
9215,3.4.22.69,Sodium sulfate,0.0,0,1.0,SARS coronavirus
9216,3.4.22.B1,Mannitol,0.0,0,1.0,Medicago truncatula
9217,3.4.22.B1,Sodium chloride,0.0,0,1.0,Medicago truncatula
9218,3.4.22.B28,Calcium cation,0.0,0,1.0,Mus musculus
9219,3.4.22.B29,Calcium cation,0.0,0,2.0,"Oncorhynchus mykiss,Rattus norvegicus"
9220,3.4.22.B30,Calcium cation,0.0,0,3.0,"Homo sapiens,Oryctolagus cuniculus,Rattus norvegicus"
9221,3.4.22.B30,D-Glucose,0.0,0,1.0,Homo sapiens
9222,3.4.22.B37,Calcium cation,0.0,0,3.0,Drosophila melanogaster
9223,3.4.22.B49,Glutathione,0.0,0,1.0,Fasciola hepatica
9224,3.4.22.B5,Sodium chloride,0.0,0,1.0,Leishmania mexicana
9225,3.4.22.B65,Sodium chloride,0.0,0,1.0,Mus musculus
9226,3.4.22.B65,Sodium sulfate,0.0,0,3.0,Mus musculus
9227,3.4.22.B8,Mercaptoethanol,0.0,0,1.0,Porphyromonas gingivalis
9228,3.4.23.18,Cholesterol,0.0,0,1.0,Aspergillus oryzae
9229,3.4.23.20,Glutathione,0.0,0,1.0,Penicillium expansum
9230,3.4.23.34,CITCO,0.0,0,1.0,Homo sapiens
9231,3.4.23.34,GTP,0.0,0,1.0,Homo sapiens
9232,3.4.23.34,Phenobarbital,0.0,0,1.0,Homo sapiens
9233,3.4.23.46,Sphingosine 1-phosphate,0.0,0,2.0,"Homo sapiens,Mus musculus"
9234,3.4.23.47,EDTA,0.0,0,1.0,Human immunodeficiency virus 2
9235,3.4.23.49,"1,10-Phenanthroline",0.0,0,1.0,Escherichia coli
9236,3.4.23.49,EDTA,0.0,0,1.0,Escherichia coli
9237,3.4.23.49,Tos-Lys-CH2Cl,0.0,0,1.0,Escherichia coli
9238,3.4.23.5,ATP,0.0,0,1.0,Sepia officinalis
9239,3.4.23.B11,Sodium chloride,0.0,0,1.0,Simian foamy virus
9240,3.4.23.B6,Sodium chloride,0.0,0,1.0,Mason-Pfizer monkey virus
9241,3.4.23.B9,EDTA,0.0,0,1.0,bovine leukemia virus
9242,3.4.24.11,Diethylstilbestrol,0.0,0,1.0,Homo sapiens
9243,3.4.24.11,Dihydrotestosterone,0.0,0,1.0,Rattus norvegicus
9244,3.4.24.15,Glutathione disulfide,0.0,0,1.0,Rattus norvegicus
9245,3.4.24.15,Mercaptoethanol,0.0,0,3.0,"Gallus gallus,Homo sapiens,Rattus norvegicus"
9246,3.4.24.17,Heme,0.0,0,1.0,Homo sapiens
9247,3.4.24.17,SDS,0.0,0,1.0,Homo sapiens
9248,3.4.24.23,Cholesterol sulfate,0.0,0,1.0,Homo sapiens
9249,3.4.24.23,SDS,0.0,0,1.0,Homo sapiens
9250,3.4.24.26,Erythromycin,0.0,0,1.0,Pseudomonas aeruginosa
9251,3.4.24.26,Tobramycin,0.0,0,1.0,Pseudomonas aeruginosa
9252,3.4.24.27,Calcium cation,0.0,0,1.0,Bacillus thermoproteolyticus
9253,3.4.24.27,Sodium chloride,0.0,0,1.0,Bacillus thermoproteolyticus
9254,3.4.24.3,Mercaptoethanol,0.0,0,1.0,Porphyromonas gingivalis
9255,3.4.24.35,12-O-Tetradecanoylphorbol 13-acetate,0.0,0,3.0,"Homo sapiens,Mus musculus"
9256,3.4.24.35,"2,3,7,8-Tetrachlorodibenzodioxin",0.0,0,1.0,Homo sapiens
9257,3.4.24.35,Acrolein,0.0,0,1.0,Mus musculus
9258,3.4.24.56,ADP,0.0,0,3.0,"Homo sapiens,Rattus norvegicus"
9259,3.4.24.56,AMP,0.0,0,2.0,"Homo sapiens,Rattus norvegicus"
9260,3.4.24.56,Bradykinin,0.0,0,4.0,"Homo sapiens,Mus musculus,Rattus norvegicus"
9261,3.4.24.56,GTP,0.0,0,1.0,Homo sapiens
9262,3.4.24.56,Glutathione,0.0,0,1.0,Rattus norvegicus
9263,3.4.24.56,Mercaptoethanol,0.0,0,1.0,Rattus norvegicus
9264,3.4.24.56,Somatostatin-14,0.0,0,1.0,Homo sapiens
9265,3.4.24.56,Triphosphate,0.0,0,3.0,Rattus norvegicus
9266,3.4.24.7,D-Glucose,0.0,0,1.0,Homo sapiens
9267,3.4.24.71,E-64,0.0,0,1.0,Homo sapiens
9268,3.4.24.71,Phenylmethanesulfonyl fluoride,0.0,0,1.0,Homo sapiens
9269,3.4.24.80,12-O-Tetradecanoylphorbol 13-acetate,0.0,0,1.0,Homo sapiens
9270,3.4.24.81,12-O-Tetradecanoylphorbol 13-acetate,0.0,0,4.0,"Homo sapiens,Mus musculus"
9271,3.4.24.81,AMPA,0.0,0,1.0,Mus musculus
9272,3.4.24.81,Dihydrotestosterone,0.0,0,1.0,Homo sapiens
9273,3.4.24.81,Staurosporine,0.0,0,3.0,"Homo sapiens,Mus musculus"
9274,3.4.24.82,Retinoate,0.0,0,1.0,Mus musculus
9275,3.4.24.82,Sodium chloride,0.0,0,1.0,Homo sapiens
9276,3.4.24.85,Thapsigargin,0.0,0,1.0,Homo sapiens
9277,3.4.24.86,12(S)-HPETE,0.0,0,1.0,Homo sapiens
9278,3.4.24.86,12-O-Tetradecanoylphorbol 13-acetate,0.0,0,7.0,"Homo sapiens,Mus musculus"
9279,3.4.24.B10,Dihydrotestosterone,0.0,0,1.0,Homo sapiens
9280,3.4.24.B12,Retinoate,0.0,0,2.0,Mus musculus
9281,3.4.24.B12,Sodium chloride,0.0,0,2.0,Homo sapiens
9282,3.4.24.B17,ATP,0.0,0,1.0,Escherichia coli
9283,3.4.24.B17,Dimethyl sulfoxide,0.0,0,1.0,Escherichia coli
9284,3.4.24.B17,Succinate,0.0,0,1.0,Escherichia coli
9285,3.4.24.B20,ATP,0.0,0,9.0,"Arabidopsis thaliana,Bacillus subtilis,Escherichia coli,Spinacia oleracea,Synechocystis sp.,Thermotoga maritima"
9286,3.4.24.B20,Mercaptoethanol,0.0,0,1.0,Escherichia coli
9287,3.4.24.B23,ATP,0.0,0,1.0,Bacillus subtilis
9288,3.4.24.B29,Phenylmethanesulfonyl fluoride,0.0,0,1.0,Sulfolobus solfataricus
9289,3.4.24.B30,SDS,0.0,0,1.0,Aeropyrum pernix
9290,3.4.24.B4,12-O-Tetradecanoylphorbol 13-acetate,0.0,0,1.0,Homo sapiens
9291,3.4.24.B5,12-O-Tetradecanoylphorbol 13-acetate,0.0,0,1.0,Homo sapiens
9292,3.4.24.B7,Myristyltrimethylaminium bromide,0.0,0,1.0,Homo sapiens
9293,3.4.24.B7,SDS,0.0,0,1.0,Homo sapiens
9294,3.4.24.B9,12-O-Tetradecanoylphorbol 13-acetate,0.0,0,1.0,Mus musculus
9295,3.4.24.B9,Dihydrotestosterone,0.0,0,1.0,Homo sapiens
9296,3.4.25.1,Doxorubicin,0.0,0,1.0,Homo sapiens
9297,3.4.25.1,SDS,0.0,0,6.0,"Candida albicans,Manduca sexta,Methanosarcina thermophila,Rattus norvegicus,Schistosoma mansoni,Spinacia oleracea"
9298,3.5.1.1,"(R,R)-Tartaric acid",0.0,0,1.0,Lupinus polyphyllus
9299,3.5.1.1,Acetylcysteine,0.0,0,1.0,Pectobacterium carotovorum
9300,3.5.1.1,D-Sorbitol,0.0,0,1.0,Tetrahymena thermophila
9301,3.5.1.1,Dodecane,0.0,0,1.0,Brevibacillus brevis
9302,3.5.1.1,EDTA,0.0,0,3.0,"Neonectria obtusispora,Pectobacterium carotovorum,Pseudomonas stutzeri"
9303,3.5.1.1,Glutathione,0.0,0,4.0,"Neonectria obtusispora,Pectobacterium carotovorum,Pseudomonas stutzeri"
9304,3.5.1.1,Mercaptoethanol,0.0,0,2.0,"Pectobacterium carotovorum,Pseudomonas stutzeri"
9305,3.5.1.1,SDS,0.0,0,1.0,Pectobacterium carotovorum
9306,3.5.1.1,p-Chloromercuribenzoate,0.0,0,1.0,Lupinus polyphyllus
9307,3.5.1.11,Dichloromethane,0.0,0,1.0,Pectobacterium aroidearum
9308,3.5.1.11,Ether,0.0,0,1.0,Pectobacterium aroidearum
9309,3.5.1.11,Ethyl acetate,0.0,0,1.0,Pectobacterium aroidearum
9310,3.5.1.11,Toluene,0.0,0,1.0,Pectobacterium aroidearum
9311,3.5.1.11,n-Hexane,0.0,0,1.0,Pectobacterium aroidearum
9312,3.5.1.13,Clomipramine,0.0,0,1.0,Rattus norvegicus
9313,3.5.1.13,Cyproheptadine,0.0,0,1.0,Rattus norvegicus
9314,3.5.1.13,Harmaline,0.0,0,1.0,Rattus norvegicus
9315,3.5.1.13,Harmalol,0.0,0,1.0,Rattus norvegicus
9316,3.5.1.14,Dithioerythritol,0.0,0,1.0,Mycobacterium sp.
9317,3.5.1.14,Mercaptoethanol,0.0,0,1.0,Mycobacterium sp.
9318,3.5.1.16,Glutathione,0.0,0,1.0,Escherichia coli
9319,3.5.1.16,Orthophosphate,0.0,0,1.0,Escherichia coli
9320,3.5.1.19,EDTA,0.0,0,2.0,"Acidilobus saccharovorans,Flavobacterium peregrinum"
9321,3.5.1.19,Magnesium chloride,0.0,0,1.0,Arabidopsis thaliana
9322,3.5.1.19,Mercaptoethanol,0.0,0,2.0,Acidilobus saccharovorans
9323,3.5.1.2,"1,10-Phenanthroline",0.0,0,1.0,Escherichia coli
9324,3.5.1.2,ATP,0.0,0,3.0,Rattus norvegicus
9325,3.5.1.2,Ammonia,0.0,0,7.0,"Homo sapiens,Rattus norvegicus"
9326,3.5.1.2,Carbonic acid,0.0,0,1.0,Rattus norvegicus
9327,3.5.1.2,D-Fructose 6-phosphate,0.0,0,1.0,Rattus norvegicus
9328,3.5.1.2,D-Glucose 6-phosphate,0.0,0,1.0,Rattus norvegicus
9329,3.5.1.2,EDTA,0.0,0,1.0,Escherichia coli
9330,3.5.1.2,GTP,0.0,0,1.0,Rattus norvegicus
9331,3.5.1.2,Glyoxylate,0.0,0,1.0,Rhizobium etli
9332,3.5.1.2,ITP,0.0,0,1.0,Rattus norvegicus
9333,3.5.1.2,Lactate,0.0,0,1.0,Rattus norvegicus
9334,3.5.1.2,Malate,0.0,0,1.0,Rattus norvegicus
9335,3.5.1.2,Orthophosphate,0.0,0,10.0,"Homo sapiens,Mus musculus,Rattus norvegicus,Sus scrofa"
9336,3.5.1.2,Oxaloacetate,0.0,0,1.0,Rhizobium etli
9337,3.5.1.2,Phosphoenolpyruvate,0.0,0,1.0,Rattus norvegicus
9338,3.5.1.2,Sulfate,0.0,0,2.0,Rattus norvegicus
9339,3.5.1.21,Mercaptoethanol,0.0,0,1.0,Sus sp.
9340,3.5.1.23,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate,0.0,0,1.0,Rattus norvegicus
9341,3.5.1.23,Barium cation,0.0,0,1.0,Nocardia sp.
9342,3.5.1.23,EDTA,0.0,0,1.0,Mycobacterium tuberculosis
9343,3.5.1.23,Glutathione,0.0,0,1.0,Rattus norvegicus
9344,3.5.1.23,Glutathione disulfide,0.0,0,1.0,Rattus norvegicus
9345,3.5.1.23,Glycocholate,0.0,0,1.0,Rattus norvegicus
9346,3.5.1.23,Magnesium cation,0.0,0,2.0,"Nocardia sp.,Pseudomonas aeruginosa"
9347,3.5.1.23,Paraquat,0.0,0,1.0,Rattus norvegicus
9348,3.5.1.23,Retinoate,0.0,0,1.0,Homo sapiens
9349,3.5.1.23,Sphingosine 1-phosphate,0.0,0,2.0,"Homo sapiens,Rattus norvegicus"
9350,3.5.1.23,Taurocholate,0.0,0,1.0,Rattus norvegicus
9351,3.5.1.23,Zinc cation,0.0,0,1.0,Homo sapiens
9352,3.5.1.24,Magnesium chloride,0.0,0,1.0,Bifidobacterium animalis subsp. lactis
9353,3.5.1.28,Ammonium chloride,0.0,0,1.0,Staphylococcus aureus
9354,3.5.1.28,Cetyltrimethylammonium bromide,0.0,0,1.0,Escherichia coli
9355,3.5.1.28,D-Glucosamine,0.0,0,1.0,Escherichia coli
9356,3.5.1.28,Myristyltrimethylaminium bromide,0.0,0,1.0,Escherichia coli
9357,3.5.1.28,SDS,0.0,0,1.0,Escherichia coli
9358,3.5.1.28,Sodium chloride,0.0,0,1.0,Bacillus cereus phage
9359,3.5.1.3,Hydroxylamine,0.0,0,1.0,Rattus norvegicus
9360,3.5.1.3,Methanol,0.0,0,1.0,Rattus norvegicus
9361,3.5.1.3,SDS,0.0,0,1.0,Bacillus subtilis
9362,3.5.1.30,Dithioerythritol,0.0,0,1.0,Pseudomonas putida
9363,3.5.1.30,L-Lysine,0.0,0,1.0,Pseudomonas putida
9364,3.5.1.32,EDTA,0.0,0,1.0,Campylobacter jejuni
9365,3.5.1.36,"1,4-Dioxane",0.0,0,1.0,Pseudomonas sp.
9366,3.5.1.36,"N,N-Dimethylformamide",0.0,0,1.0,Pseudomonas sp.
9367,3.5.1.38,Mercaptoethanol,0.0,0,1.0,Rhodosporidium toruloides
9368,3.5.1.41,EDTA,0.0,0,1.0,Colletotrichum lindemuthianum
9369,3.5.1.41,Mercaptoethanol,0.0,0,1.0,Amylomyces rouxii
9370,3.5.1.42,ATP,0.0,0,1.0,Azotobacter vinelandii
9371,3.5.1.42,Diphosphate,0.0,0,1.0,Azotobacter vinelandii
9372,3.5.1.42,Orthophosphate,0.0,0,1.0,Azotobacter vinelandii
9373,3.5.1.5,EDTA,0.0,0,1.0,Bos taurus
9374,3.5.1.5,Glycerol,0.0,0,1.0,Helicobacter pylori
9375,3.5.1.5,SDS,0.0,0,1.0,Helicobacter pylori
9376,3.5.1.55,Glutathione,0.0,0,1.0,Brevundimonas diminuta
9377,3.5.1.55,Mercaptoethanol,0.0,0,1.0,Brevundimonas diminuta
9378,3.5.1.65,(S)-Malate,0.0,0,2.0,Camellia sinensis
9379,3.5.1.65,D-Glutamate,0.0,0,1.0,Pseudomonas aeruginosa
9380,3.5.1.65,L-Glutamate,0.0,0,1.0,Pseudomonas aeruginosa
9381,3.5.1.67,ADP,0.0,0,1.0,Arachis hypogaea
9382,3.5.1.67,SDS,0.0,0,1.0,Arachis hypogaea
9383,3.5.1.68,N-Formyl-L-glutamate,0.0,0,1.0,Pseudomonas putida
9384,3.5.1.68,Urocanate,0.0,0,1.0,Pseudomonas putida
9385,3.5.1.69,Taurodeoxycholate,0.0,0,1.0,Shewanella algae
9386,3.5.1.7,Glutathione,0.0,0,1.0,Clostridium oroticum
9387,3.5.1.71,Potassium sulfate,0.0,0,1.0,Hordeum vulgare
9388,3.5.1.72,Mercaptoethanol,0.0,0,2.0,"Bacillus cereus,Bacillus subtilis"
9389,3.5.1.82,2-Oxoglutarate,0.0,0,1.0,Pseudomonas sp.
9390,3.5.1.82,Acetate,0.0,0,1.0,Pseudomonas sp.
9391,3.5.1.82,Diethyl pyrocarbonate,0.0,0,1.0,Pseudomonas sp.
9392,3.5.1.82,Glyoxylate,0.0,0,1.0,Pseudomonas sp.
9393,3.5.1.82,Isoflurophate,0.0,0,1.0,Pseudomonas sp.
9394,3.5.1.82,N-Acetylimidazole,0.0,0,1.0,Pseudomonas sp.
9395,3.5.1.82,Phenylmethanesulfonyl fluoride,0.0,0,1.0,Pseudomonas sp.
9396,3.5.1.82,Tos-Lys-CH2Cl,0.0,0,1.0,Pseudomonas sp.
9397,3.5.1.82,Tos-Phe-CH2Cl,0.0,0,1.0,Pseudomonas sp.
9398,3.5.1.82,p-Chloromercuribenzoate,0.0,0,1.0,Pseudomonas sp.
9399,3.5.1.87,Cobalt ion,0.0,0,2.0,"Geobacillus stearothermophilus,Sinorhizobium meliloti"
9400,3.5.1.87,Fe2+,0.0,0,1.0,Sinorhizobium meliloti
9401,3.5.1.87,Magnesium cation,0.0,0,1.0,Pseudomonas sp.
9402,3.5.1.87,Zinc cation,0.0,0,1.0,Pseudomonas sp.
9403,3.5.1.88,EDTA,0.0,0,1.0,Trypanosoma cruzi
9404,3.5.1.89,Magnesium cation,0.0,0,1.0,Homo sapiens
9405,3.5.1.9,1-Butanol,0.0,0,1.0,Cavia porcellus
9406,3.5.1.9,2-Aminophenol,0.0,0,1.0,Rattus sp.
9407,3.5.1.9,Ethanol,0.0,0,1.0,Cavia porcellus
9408,3.5.1.9,L-Arginine,0.0,0,1.0,Bos taurus
9409,3.5.1.9,L-Lysine,0.0,0,1.0,Bos taurus
9410,3.5.1.9,Methanol,0.0,0,1.0,Cavia porcellus
9411,3.5.1.9,Propane-1-ol,0.0,0,1.0,Cavia porcellus
9412,3.5.1.90,Magnesium chloride,0.0,0,1.0,Methanopyrus kandleri
9413,3.5.1.92,Dithioerythritol,0.0,0,1.0,Sus scrofa
9414,3.5.1.93,D-Galactose,0.0,0,1.0,Achromobacter xylosoxidans
9415,3.5.1.93,D-Glucose,0.0,0,1.0,Achromobacter xylosoxidans
9416,3.5.1.97,EDTA,0.0,0,1.0,Bacillus thuringiensis serovar kyushuensis
9417,3.5.1.97,Mercaptoethanol,0.0,0,1.0,Bacillus thuringiensis serovar kyushuensis
9418,3.5.2.2,Mercaptoethanol,0.0,0,1.0,Sinorhizobium meliloti
9419,3.5.2.2,Thiouracil,0.0,0,1.0,Agrobacterium sp.
9420,3.5.2.2,Uracil,0.0,0,1.0,Geobacillus thermocatenulatus
9421,3.5.2.3,Dimethyl sulfoxide,0.0,0,2.0,"Crithidia fasciculata,Plasmodium berghei"
9422,3.5.2.5,Diethyl pyrocarbonate,0.0,0,1.0,Phaseolus vulgaris
9423,3.5.2.5,Mercaptoethanol,0.0,0,1.0,Phaseolus vulgaris
9424,3.5.2.6,Quinolinate,0.0,0,1.0,Aeromonas hydrophila
9425,3.5.2.7,Glutathione,0.0,0,1.0,Rattus norvegicus
9426,3.5.2.9,Hydroxylamine hydrochloride,0.0,0,1.0,Paecilomyces variotii
9427,3.5.3.1,Dexamethasone,0.0,0,1.0,Mus musculus
9428,3.5.3.1,Hydralazine,0.0,0,1.0,Rattus norvegicus
9429,3.5.3.1,L-Arginine,0.0,0,1.0,Rattus norvegicus
9430,3.5.3.1,Putrescine,0.0,0,1.0,Rhodobacter capsulatus
9431,3.5.3.11,L-Arginine,0.0,0,1.0,Evernia prunastri
9432,3.5.3.11,L-Ornithine,0.0,0,1.0,Evernia prunastri
9433,3.5.3.12,"(R,R)-Tartaric acid",0.0,0,1.0,Lactobacillus hilgardii
9434,3.5.3.12,(S)-Lactate,0.0,0,1.0,Lactobacillus hilgardii
9435,3.5.3.12,Agmatine,0.0,0,5.0,"Streptococcus criceti,Streptococcus downei,Streptococcus mutans,Streptococcus ratti,Streptococcus sobrinus"
9436,3.5.3.12,Histamine,0.0,0,2.0,"Lactobacillus hilgardii,Pseudomonas aeruginosa"
9437,3.5.3.12,Spermidine,0.0,0,1.0,Pseudomonas aeruginosa
9438,3.5.3.12,Succinate,0.0,0,2.0,"Bacillus cereus,Pseudomonas aeruginosa"
9439,3.5.3.12,Tyramine,0.0,0,2.0,"Lactobacillus hilgardii,Pseudomonas aeruginosa"
9440,3.5.3.18,Aspirin,0.0,0,1.0,Rattus norvegicus
9441,3.5.3.18,D-Histidine,0.0,0,1.0,Bos taurus
9442,3.5.3.18,EDTA,0.0,0,1.0,Rattus norvegicus
