,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,DeltaEntropy
ki:3.5.4.16:6,ki,"('3.5.4.16', '6')",3.5.4.16,6,Mg2+,7,0.34145405235023585,Animalia:4;Bacteria:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.4.16#INHIBITORS,0.22615710847609316,Bacteria:56;Animalia:52;Archaea:6;Plantae:1,"209544,209546;209545,209546;209559;209561;209564;655489",6,0.11529694387414269
ki:1.4.1.1:251,ki,"('1.4.1.1', '251')",1.4.1.1,251,L-Ala,9,0.17441604792151597,Bacteria:8;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.4.1.1#INHIBITORS,0.21101278286087793,Bacteria:108;Archaea:19,"349545;349546,349599;349547;349566;349566,349574,349599;349570;349577,349599;349595;655887",9,-0.036596734939361969
ki:4.2.1.84:2,ki,"('4.2.1.84', '2')",4.2.1.84,2,more,8,0.0,Bacteria:8,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.84#INHIBITORS,0.0,Bacteria:93,648444;703995;715804;729123;729148,5,0.0
ki:3.2.1.2:19,ki,"('3.2.1.2', '19')",3.2.1.2,19,Cu2+,8,0.28116757230940415,Plantae:6;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.2#INHIBITORS,0.23860097218031467,Plantae:62;Bacteria:52;Animalia:8;Protozoa:2,136419;208595;208597;208608;208628;656955,6,0.042566600129089471
ki:3.2.1.21:467,ki,"('3.2.1.21', '467')",3.2.1.21,467,"D-glucono-1,5-lactone",12,0.29971232822840532,Plantae:6;Animalia:3;Fungi:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.21#INHIBITORS,0.27145642124622227,Plantae:90;Animalia:71;Bacteria:58;Fungi:14;Archaea:9,326292;326309;326310;326317;326329;326340;326349;326351;677287;698307;715732;721405,12,0.028255906982183054
ki:2.7.1.30:340,ki,"('2.7.1.30', '340')",2.7.1.30,340,glucose 6-phosphate,7,0.0,Plantae:7,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.30#INHIBITORS,0.27677649699519458,Bacteria:37;Animalia:24;Fungi:23;Plantae:16;Archaea:1,641296,1,-0.27677649699519458
ki:2.7.1.23:10,ki,"('2.7.1.23', '10')",2.7.1.23,10,2 NADP+,7,0.26543721339127102,Bacteria:5;Animalia:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.23#INHIBITORS,0.22192359413209525,Bacteria:38;Plantae:21;Animalia:21;Archaea:3;Protozoa:3;Fungi:1,"641183;641186;641189;661147;680634;721366,722144;723257",7,0.043513619259175768
ki:2.7.11.11:2118,ki,"('2.7.11.11', '2118')",2.7.11.11,2118,H-89,8,0.0,Animalia:8,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.11.11#INHIBITORS,0.031677387651888184,Animalia:85;Fungi:1,661558;661884;662206;662452;662681;662708;691722;694375,8,-0.031677387651888184
ki:3.1.3.1:3477,ki,"('3.1.3.1', '3477')",3.1.3.1,3477,levamisole,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.1#INHIBITORS,0.14196000404242168,Animalia:244;Bacteria:57;Fungi:20;Chromista:6;Archaea:5;Plantae:1,"650752;653452;653965;677474;707733;94563,94640;94599",7,-0.14196000404242168
ki:4.1.1.49:278,ki,"('4.1.1.49', '278')",4.1.1.49,278,dihydroxyacetone phosphate,17,0.28212194320876244,Plantae:10;Bacteria:6;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.49#INHIBITORS,0.32219105889235888,Plantae:55;Bacteria:42;Fungi:13,649304,1,-0.040069115683596446
ki:4.2.1.1:1266,ki,"('4.2.1.1', '1266')",4.2.1.1,1266,dorzolamide,9,0.2872649242426551,Animalia:5;Fungi:2;Bacteria:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"650548,652630,665974;652630,652635;678696;696740;699561;702655;705027;714462;727134",9,0.1287779743672432
ki:3.1.1.3:11,ki,"('3.1.1.3', '11')",3.1.1.3,11,Mn2+,13,0.17865368323635647,Bacteria:11;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.20506353893123674,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,650524;650654;651018;652958;665729;666830;682616;692254;694933;713783;715206;716567;80829,13,-0.026409855694880274
ki:3.2.1.3:455,ki,"('3.2.1.3', '455')",3.2.1.3,455,alpha-cyclodextrin,7,0.33474749101802548,Bacteria:3;Archaea:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.3#INHIBITORS,0.32050442985442007,Bacteria:102;Archaea:102;Animalia:48;Fungi:32,708235,1,0.014243061163605408
ki:3.2.1.114:646,ki,"('3.2.1.114', '646')",3.2.1.114,646,swainsonine,10,0.29931524161892659,Animalia:6;Plantae:3;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.114#INHIBITORS,0.11605992355316505,Animalia:121;Plantae:18;Bacteria:1;Fungi:1,646602;646618;646626;646631;646636;646641;666601;696732;710392,9,0.18325531806576154
ki:6.3.1.2:30,ki,"('6.3.1.2', '30')",6.3.1.2,30,AMP,12,0.24577193964369637,Bacteria:8;Archaea:2;Plantae:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.1.2#INHIBITORS,0.22399554459051116,Bacteria:235;Plantae:105;Animalia:86;Archaea:8;Chromista:5,37488;37497;37506;37518;37535;37538;654916;661861;715370;727085,10,0.02177639505318521
ki:1.15.1.1:2,ki,"('1.15.1.1', '2')",1.15.1.1,2,more,19,0.28959742281922374,Plantae:6;Animalia:6;Bacteria:4;Archaea:2;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.15.1.1#INHIBITORS,0.20973810131254697,Plantae:55;Animalia:51;Bacteria:49;Archaea:13;Fungi:5;Chromista:3;Protozoa:1,438101;657631;658667;658951;658957;659042;659618;660069;660283;673992;675150;676295;678369;685124;687064;687265;714572;726829;727224,19,0.079859321506676767
ki:3.2.1.41:14,ki,"('3.2.1.41', '14')",3.2.1.41,14,Zn2+,11,0.20005535771988189,Bacteria:9;Plantae:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.41#INHIBITORS,0.23148874388488028,Bacteria:107;Archaea:30;Plantae:7,"136403,136429;136404;136406;136407;136422;136433;136439;695305;714860",9,-0.031433386164998384
ki:3.2.1.26:19,ki,"('3.2.1.26', '19')",3.2.1.26,19,Cu2+,17,0.33874720222435362,Plantae:10;Bacteria:7,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.26#INHIBITORS,0.23664805541464071,Plantae:171;Bacteria:45;Fungi:14,"136064;136067;136074,136096;136079;136100;136101;136116;136117;136120;136127;136133;136136;664739;665023;679533;708103;708454",17,0.10209914680971291
ki:3.1.3.16:21,ki,"('3.1.3.16', '21')",3.1.3.16,21,EDTA,8,0.34657359027997264,Plantae:2;Bacteria:2;Archaea:2;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.16#INHIBITORS,0.17954629136868691,Animalia:245;Plantae:46;Archaea:27;Fungi:11;Bacteria:7,134622;134641;134676;655958;666272;692710;719781;727733,8,0.16702729891128573
ki:2.7.7.7:3833,ki,"('2.7.7.7', '3833')",2.7.7.7,3833,N2-(p-n-butylphenyl)-2'-deoxyguanosine 5'-triphosphate,8,0.18838508062821838,Animalia:7;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.7#INHIBITORS,0.19860658494479499,Animalia:187;Bacteria:41;Archaea:30;Plantae:9;Fungi:7,643608;643639;643648,3,-0.010221504316576618
ki:3.2.1.3:19,ki,"('3.2.1.3', '19')",3.2.1.3,19,Cu2+,8,0.31387058129468842,Bacteria:3;Archaea:3;Fungi:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.3#INHIBITORS,0.32050442985442007,Bacteria:102;Archaea:102;Animalia:48;Fungi:32,"136233,708235;664653;677784;708235",4,-0.0066338485597316477
ki:3.2.1.17:2,ki,"('3.2.1.17', '2')",3.2.1.17,2,more,7,0.31856663037084476,Animalia:4;Bacteria:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.17#INHIBITORS,0.28965673716809298,Animalia:49;Bacteria:17;Plantae:9,665003;695659;699629;729407;730185,5,0.02890989320275178
ki:4.1.1.49:6,ki,"('4.1.1.49', '6')",4.1.1.49,6,Mg2+,17,0.28212194320876244,Plantae:10;Bacteria:6;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.49#INHIBITORS,0.32219105889235888,Plantae:55;Bacteria:42;Fungi:13,649304,1,-0.040069115683596446
ki:3.1.4.35:615,ki,"('3.1.4.35', '615')",3.1.4.35,615,sildenafil,9,0.0,Animalia:9,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.4.35#INHIBITORS,0.044159891100008813,Animalia:224;Bacteria:4,650342;651412;653097;667126;667501;668987;670209;678907,8,-0.044159891100008813
ki:4.2.1.1:673,ki,"('4.2.1.1', '673')",4.2.1.1,673,NO3-,10,0.29838740102453326,Plantae:4;Animalia:4;Bacteria:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33554;33569,33588;33584;33597;651081;682665;702804;714446;714606;727132",10,0.13990045114912136
ki:3.6.1.5:2,ki,"('3.6.1.5', '2')",3.6.1.5,2,more,7,0.29501526221093893,Animalia:3;Fungi:1;Archaea:1;Plantae:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.5#INHIBITORS,0.15661409060420711,Animalia:83;Plantae:20;Bacteria:7;Fungi:4;Archaea:2;Protozoa:1,210147;655433;678480;701257;712046;720744;720851,7,0.13840117160673182
ki:3.1.1.8:1363,ki,"('3.1.1.8', '1363')",3.1.1.8,1363,BW284c51,11,0.0,Animalia:11,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.8#INHIBITORS,0.044264612838886268,Animalia:1107;Bacteria:14;Plantae:14,666232;679238;679287;679334;679344;681741;714388,7,-0.044264612838886268
ki:3.1.1.8:2,ki,"('3.1.1.8', '2')",3.1.1.8,2,more,11,0.15231804867461907,Animalia:10;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.8#INHIBITORS,0.044264612838886268,Animalia:1107;Bacteria:14;Plantae:14,35207;664593;681113;682916;691219;692179;714388;714777;94440;94462,10,0.10805343583573279
ki:2.1.3.3:16,ki,"('2.1.3.3', '16')",2.1.3.3,16,phosphate,11,0.31017107298834895,Bacteria:5;Animalia:3;Plantae:2;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.1.3.3#INHIBITORS,0.23146681094429439,Bacteria:68;Animalia:45;Plantae:15;Archaea:8;Fungi:1,"485891;485893;485898;485902,485923;485906;485916;485922;485928;485930;485934;658118",11,0.078704262044054563
ki:1.7.99.4:230,ki,"('1.7.99.4', '230')",1.7.99.4,230,azide,12,0.28116757230940415,Bacteria:9;Archaea:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.7.99.4#INHIBITORS,0.23031383779494966,Bacteria:34;Archaea:14;Plantae:1,"395145;395149;395151;395163,395181;395170;395172;395181;658201;661972;675812;725636;726801",12,0.050853734514454491
ki:3.6.1.1:235,ki,"('3.6.1.1', '235')",3.6.1.1,235,NaF,8,0.30325189149497606,Bacteria:4;Animalia:2;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.1#INHIBITORS,0.24363213310740719,Plantae:69;Bacteria:68;Animalia:53;Archaea:18;Fungi:13;Protozoa:1,209775;209786;209789;209796;209812;209824;209829;685433,8,0.059619758387568861
ki:3.2.1.3:388,ki,"('3.2.1.3', '388')",3.2.1.3,388,4-chloromercuribenzoate,8,0.31387058129468842,Bacteria:3;Archaea:3;Fungi:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.3#INHIBITORS,0.32050442985442007,Bacteria:102;Archaea:102;Animalia:48;Fungi:32,664653;708235,2,-0.0066338485597316477
ki:5.4.2.12:3793,ki,"('5.4.2.12', '3793')",5.4.2.12,3793,8-hydroxyquinoline 5-sulfonic acid,8,0.31387058129468842,Bacteria:3;Plantae:3;Fungi:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.4.2.12#INHIBITORS,0.27421571712993975,Bacteria:19;Plantae:13;Archaea:5;Animalia:4;Fungi:3,"3238,3244;3239",2,0.039654864164748671
ki:3.1.1.7:2,ki,"('3.1.1.7', '2')",3.1.1.7,2,more,20,0.099257621672936294,Animalia:19;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.7#INHIBITORS,0.023439541830149558,Animalia:1477;Plantae:12,114146;663748;664328;664581;664595;665263;666538;678228;678404;680261;682922;683010;695200;714851;715185;729091;729761;730711,18,0.07581807984278674
ki:3.1.3.2:762,ki,"('3.1.3.2', '762')",3.1.3.2,762,Tartrate,13,0.33313922120733802,Animalia:8;Bacteria:5,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.24873179174830601,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134688;134690,134719,134726,134738,134741,134744;134703;134717;134728;134731,134750;134739;134752;134754;134768;134783;691171;701794",13,0.084407429459032013
ki:1.11.1.6:85,ki,"('1.11.1.6', '85')",1.11.1.6,85,hydroxylamine,11,0.25318246382495452,Bacteria:8;Animalia:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.11.1.6#INHIBITORS,0.25417798620131571,Bacteria:96;Animalia:66;Plantae:32;Archaea:12;Fungi:6,439782;439790;439797;439808;675328,5,-0.0009955223763611909
ki:1.6.5.2:3265,ki,"('1.6.5.2', '3265')",1.6.5.2,3265,"3,3'-methylene-bis(4-hydroxycoumarin)",9,0.28289518590880575,Animalia:6;Plantae:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.2#INHIBITORS,0.086979215560258061,Animalia:266;Plantae:21;Bacteria:5;Fungi:3;Archaea:2,"394349;394350;394351;394353;394363;394372;394372,394375;394373;394378",9,0.19591597034854769
ki:3.5.1.41:21,ki,"('3.5.1.41', '21')",3.5.1.41,21,EDTA,9,0.28289518590880575,Animalia:6;Fungi:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.41#INHIBITORS,0.35361898238600714,Fungi:8;Animalia:6;Bacteria:4,657247;712927,2,-0.070723796477201395
ki:2.4.1.1:186,ki,"('2.4.1.1', '186')",2.4.1.1,186,UDPglucose,11,0.31017107298834895,Plantae:5;Bacteria:3;Fungi:2;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.4.1.1#INHIBITORS,0.21258932224312188,Animalia:363;Plantae:120;Bacteria:75;Fungi:35;Archaea:1,"488238;488241;488246;488247;488253;488254,488277;488255;488258;488269;488271;488297",11,0.097581750745227069
ki:5.99.1.2:1043,ki,"('5.99.1.2', '1043')",5.99.1.2,1043,camptothecin,7,0.33474749101802548,Animalia:3;Plantae:3;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.99.1.2#INHIBITORS,0.071643250159040744,Animalia:657;Bacteria:35;Plantae:17;Fungi:5;Archaea:1,649539;649613;677299;694898;713959,5,0.26310424085898476
ki:3.5.2.6:2,ki,"('3.5.2.6', '2')",3.5.2.6,2,more,11,0.0,Bacteria:11,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.2.6#INHIBITORS,0.0,Bacteria:454,209366;654591;654608;654635;654642;654962;686103;687334;691825;698303,10,0.0
ki:3.1.3.1:16,ki,"('3.1.3.1', '16')",3.1.3.1,16,phosphate,11,0.33552829472860007,Animalia:4;Bacteria:3;Fungi:2;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.1#INHIBITORS,0.14196000404242168,Animalia:244;Bacteria:57;Fungi:20;Chromista:6;Archaea:5;Plantae:1,"651349;652967;654022;679802,680200,692734,94572,94580;713744;715753;715915;727721;94596;94603,94616;94613",11,0.1935682906861784
ki:2.7.1.90:17,ki,"('2.7.1.90', '17')",2.7.1.90,17,diphosphate,10,0.26727285084777908,Plantae:7;Bacteria:2;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.90#INHIBITORS,0.24461851774132648,Plantae:79;Bacteria:35;Protozoa:16;Archaea:2,642074;642081;642083;642088;642089;642090;642091;642096;642106,9,0.022654333106452595
ki:3.2.1.23:114,ki,"('3.2.1.23', '114')",3.2.1.23,114,lactose,10,0.31444946410967972,Bacteria:5;Plantae:4;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.26035345511727831,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,"171302;171308;171346;655727;656940;682457;682989;699203;706614,706624;713677",10,0.054096008992401412
ki:1.97.1.10:2597,ki,"('1.97.1.10', '2597')",1.97.1.10,2597,aurothioglucose,8,0.0,Animalia:8,http://www.brenda-enzymes.org/enzyme.php?ecno=1.97.1.10#INHIBITORS,0.0,Animalia:48,639412;639413,2,0.0
ki:5.99.1.3:2,ki,"('5.99.1.3', '2')",5.99.1.3,2,more,12,0.30917121728512598,Bacteria:5;Animalia:4;Archaea:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.99.1.3#INHIBITORS,0.14288824633293157,Animalia:684;Bacteria:145;Fungi:35;Archaea:12;Plantae:6,3815;3870;660717;660815;661504;690648;693393;727398;728386,9,0.16628297095219441
ki:1.3.3.4:8904,ki,"('1.3.3.4', '8904')",1.3.3.4,8904,"2-[4-chloro-2-fluoro-5-(prop-2-en-1-yloxy)phenyl]-3-(prop-2-en-1-yloxy)-2,3,4,5,6,7-hexahydro-1H-isoindol-1-one",8,0.18838508062821838,Plantae:7;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.3.3.4#INHIBITORS,0.23270499333373523,Plantae:468;Animalia:203;Bacteria:56;Fungi:18,711472,1,-0.044319912705516856
ki:3.4.15.1:2,ki,"('3.4.15.1', '2')",3.4.15.1,2,more,11,0.0,Animalia:11,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.15.1#INHIBITORS,0.043378803631834016,Animalia:802;Bacteria:14,650873;653580;667871;668009;669020;670641;679403;81210;81211,9,-0.043378803631834016
ki:3.1.1.3:19,ki,"('3.1.1.3', '19')",3.1.1.3,19,Cu2+,19,0.2649211668432882,Bacteria:11;Animalia:5;Plantae:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.20506353893123674,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,650524;650654;650660;651018;652958;653521;677300;680528;681482;682616;690670;691471;692254;692415;692424;715206;716567;729064;80838,19,0.059857627912051459
ki:3.1.1.1:228,ki,"('3.1.1.1', '228')",3.1.1.1,228,Paraoxon,18,0.31061333122349999,Animalia:9;Plantae:3;Bacteria:3;Archaea:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.1#INHIBITORS,0.23353148722507316,Animalia:496;Bacteria:118;Archaea:99;Plantae:22,"170981;170988;170994;171000;171004;171017;171022;171028;651506;670552;678016;678538;680782;682315;691075;692111;722036,723677;725745",18,0.077081843998426824
ki:3.1.26.4:89,ki,"('3.1.26.4', '89')",3.1.26.4,89,NEM,9,0.25067956612937903,Animalia:6;Fungi:1;Bacteria:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.26.4#INHIBITORS,0.15069707908163252,Animalia:81;Bacteria:21;Archaea:4;Plantae:3;Fungi:3;Protozoa:1,134370;134376;134380;134392;134395;134399;134406;134411,8,0.09998248704774651
ki:4.1.1.39:9,ki,"('4.1.1.39', '9')",4.1.1.39,9,O2,17,0.28747928444773246,Plantae:9;Bacteria:4;Archaea:3;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.39#INHIBITORS,0.26521288079240252,Plantae:41;Bacteria:26;Archaea:10;Chromista:2,"4479;4487;649333;649333,653504;651640;680762",6,0.022266403655329947
ki:3.2.1.21:2,ki,"('3.2.1.21', '2')",3.2.1.21,2,more,11,0.28023759816839583,Plantae:6;Bacteria:3;Archaea:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.21#INHIBITORS,0.27145642124622227,Plantae:90;Animalia:71;Bacteria:58;Fungi:14;Archaea:9,655770;678867;680693;696166;698851;702660;702822;704235;704983;730177;731520,11,0.0087811769221735614
ki:4.2.1.1:1049,ki,"('4.2.1.1', '1049')",4.2.1.1,1049,methazolamide,13,0.23428896326642523,Animalia:9;Fungi:2;Bacteria:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33535;33543;33596;652630,664670;678479;678614;679413;696740;699561;702655;705027;714462;727134",13,0.075802013391013334
ki:3.4.24.40:21,ki,"('3.4.24.40', '21')",3.4.24.40,21,EDTA,8,0.0,Bacteria:8,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.24.40#INHIBITORS,0.0,Bacteria:117,"31243;31244;31248;31248,31256;665417;668447;696410;717279",8,0.0
ki:4.2.1.1:298,ki,"('4.2.1.1', '298')",4.2.1.1,298,chloride,11,0.35569650626069443,Animalia:5;Fungi:3;Bacteria:3,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"696639;696649;696695;699246;702555;706571,715948;714462;715948",8,0.19720955638528254
ki:6.4.1.2:76,ki,"('6.4.1.2', '76')",6.4.1.2,76,malonyl-CoA,11,0.31017107298834895,Animalia:5;Plantae:3;Archaea:2;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.4.1.2#INHIBITORS,0.12148408626968388,Animalia:609;Plantae:102;Bacteria:24;Archaea:17;Fungi:9;Chromista:5,37576;37597;37598;37600;651169;664193;725234,7,0.18868698671866507
ki:3.4.22.38:2797,ki,"('3.4.22.38', '2797')",3.4.22.38,2797,L-873724,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.38#INHIBITORS,0.0,Animalia:972,"695456;696654;696654,717363;707615",4,0.0
ki:3.1.3.5:13,ki,"('3.1.3.5', '13')",3.1.3.5,13,ADP,7,0.26543721339127102,Animalia:5;Bacteria:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.5#INHIBITORS,0.1444957374368315,Animalia:206;Bacteria:30;Plantae:10;Fungi:2,649280;652980;656266;715987;95030;95033;95037,7,0.12094147595443952
ki:2.7.2.4:134,ki,"('2.7.2.4', '134')",2.7.2.4,134,L-lysine,29,0.30968814487072327,Bacteria:20;Plantae:9,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.2.4#INHIBITORS,0.19453171279880471,Bacteria:68;Plantae:38;Archaea:2;Fungi:1,"390201;642308,642312,642314;642313,642314;642314;642314,642319,642339;642315;642316;642318;642321;642322;642323;642324;642325,642326;642330;642335;670165;677561;677773;680701;722530;723377",21,0.11515643207191856
ki:3.5.4.12:145,ki,"('3.5.4.12', '145')",3.5.4.12,145,dTTP,9,0.34348078829866169,Animalia:5;Bacteria:4,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.4.12#INHIBITORS,0.19227145987811428,Animalia:54;Bacteria:8,"209853;288998;289007;289009,289010;289011;289018;289020;688405",8,0.15120932842054741
ki:3.2.1.3:1698,ki,"('3.2.1.3', '1698')",3.2.1.3,1698,amino alcohols,7,0.33474749101802548,Bacteria:3;Archaea:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.3#INHIBITORS,0.32050442985442007,Bacteria:102;Archaea:102;Animalia:48;Fungi:32,708235,1,0.014243061163605408
ki:1.1.1.28:93,ki,"('1.1.1.28', '93')",1.1.1.28,93,iodoacetate,29,0.12547740217880984,Bacteria:27;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.28#INHIBITORS,0.12547740217880984,Bacteria:162;Animalia:12,286430;286491,2,0.0
ki:3.4.22.1:520,ki,"('3.4.22.1', '520')",3.4.22.1,520,antipain,12,0.0,Animalia:12,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.1#INHIBITORS,0.054028387777457415,Animalia:605;Protozoa:14,"34989;34992;35024;36629;36630;36635,36639,36640;36638;36641;36651,36652;36653;36656,36658;717630",12,-0.054028387777457415
ki:3.1.3.2:509,ki,"('3.1.3.2', '509')",3.1.3.2,509,molybdate,25,0.27374493355092855,Plantae:15;Bacteria:4;Animalia:4;Protozoa:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.24873179174830601,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134688;134691;134695,134716,134750,134776;134710;134711;134720;134736;134742,134750,694602;134750,134768;134750,134787;134752;134783;134800;134801;651405;652633;653409;653439;665209;665560;666552;691171;701794;714280;730799",25,0.02501314180262254
ki:2.7.2.3:6069,ki,"('2.7.2.3', '6069')",2.7.2.3,6069,nucleoside monophosphates,9,0.25067956612937903,Animalia:6;Fungi:1;Plantae:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.2.3#INHIBITORS,0.19377374987501231,Animalia:132;Fungi:48;Plantae:20;Bacteria:14;Chromista:4;Archaea:3,642251;642257,2,0.05690581625436672
ki:4.2.1.1:332,ki,"('4.2.1.1', '332')",4.2.1.1,332,Br-,7,0.2884354856752725,Animalia:4;Plantae:1;Bacteria:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,33588;679413;682665;714446;714606;727132;729374,7,0.1299485357998606
ki:3.2.1.113:1183,ki,"('3.2.1.113', '1183')",3.2.1.113,1183,1-deoxymannojirimycin,15,0.33653791939134609,Animalia:8;Plantae:4;Fungi:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.113#INHIBITORS,0.31686042699265943,Animalia:55;Plantae:34;Fungi:12,"135958;135992,646582;646579;646583;646584;646585;646587;646591;646603;646606;646610;677614;679055;703909;716100",15,0.019677492398686658
ki:1.1.1.37:57,ki,"('1.1.1.37', '57')",1.1.1.37,57,oxaloacetate,19,0.29691952010905853,Bacteria:7;Animalia:5;Plantae:3;Fungi:2;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.37#INHIBITORS,0.25497205049188576,Animalia:77;Bacteria:69;Archaea:18;Plantae:17;Fungi:5,"286626,286627;286626,286630,286637,286638,286640,286651,286660,286664,286665;286627;286630,286640;286631;286640,286660;286652;286660;286664;286665;286669;656923;657090;667749;689325;700338;721445;723141;723482",19,0.041947469617172772
