reaction,galactose,acetate,pyruvate,fumarate,succinate,glucosamine,glycerol,mannose,xylose,glucose,fructose
THRabcpp,0,0,0,0,0,0,0,0,0,0,0
THRt2pp,0,0,0,0,0,0,0,0,0,0,0
THRt2rpp,0,0,0,0,0,0,0,0,0,0,0
THRt4pp,0,0,0,0,0,0,0,0,0,8.38583333333333E-07,0
THRtex,0,0,0,0,0,0,0,0,0,0,0
THYMt3pp,0,0,0,0,0,0,0,0,0,0,0
THYMtex,0,0,0,0,0,0,0,0,0,0,0
THZPSN3,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
TKT1,7.89129281712957E-05,0.000093297,0.0001345358,0.000072269,0.000103571,0.0001510344,3.1061125E-05,0.0001544291,0.0001831972,0.0001939853,0.0002191573
TKT2,5.13715615046291E-05,6.15184684027776E-05,9.21645046888323E-05,2.77790854797988E-05,5.6962570532408E-05,0.0001023073,0,0.0001046428,0.0001249366,0.0001325468,0.0001503039
TMAOR1,0,0,0,0,0,0,0,0,0,0,0
TMAOR1pp,0,0,0,0,0,0,0,0,0,0,0
TMAOR2,0,0,0,0,0,0,0,0,0,0,0
TMAOR2pp,0,0,0,0,0,0,0,0,0,0,0
TMAOtex,0,0,0,0,0,0,0,0,0,0,0
TMAtex,0,0,0,0,0,0,0,0,0,0,0
TMDK1,0,0,0,0,0,0,0,0,0,0,0
TMDPP,0,0,0,0,0,0,0,0,0,0,0
TMDS,1.88976666666667E-06,2.1805E-06,2.90733333333333E-06,3.0527E-06,3.19806666666667E-06,3.34343333333333E-06,3.41611666666667E-06,3.41611666666667E-06,3.99758333333333E-06,4.21563333333333E-06,4.72441666666667E-06
TMK,0,0,0,0,0,0,0,0,0,0,0
TMPK,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
TMPPP,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
TPI,0.0006071451,0.0006926995,0.0004858084,0.0007766585,0.0007161298,0.0010342128,0.0020557514,0.0010563056,0.0012274144,0.0012915802,0.0014413004
TPRDCOAS,0,0,0,0,0,0,0,0,0,0,0
TRDR,1.79018666666667E-05,0.000020656,2.75413333333334E-05,2.89184E-05,3.02954666666667E-05,3.16725333333332E-05,3.23610666666666E-05,3.23610666666667E-05,3.78693333333335E-05,3.99349333333332E-05,4.47546666666667E-05
TRE6PH,0,0,0,0,0,0,0,0,0,0,0
TRE6PP,0,0,0,0,0,0,0,0,0,0,0
TRE6PS,0,0,0,0,0,0,0,0,0,0,0
TREH,0,0,0,0,0,0,0,0,0,0,0
TREHpp,0,0,0,0,0,0,0,0,0,0,0
TREptspp,0,0,0,0,0,0,0,0,0,0,0
TREtex,0,0,0,0,0,0,0,0,0,0,0
TRPAS2,0,0,0,0,0,0,0,0,0,0,0
TRPS1,0,0,0,0,0,0,0,0,0,0,0
TRPS2,0,0,0,0,0,0,0,0,0,0,0
TRPS3,4.10532777777778E-06,4.73691666666667E-06,6.31588888888889E-06,6.63168333333333E-06,6.94747777777778E-06,7.26327222222222E-06,7.42116944444445E-06,7.42116944444445E-06,8.68434722222222E-06,0.000009158,1.02633194444444E-05
TRPTRS,0,0,0,0,0,0,0,0,0,0,0
TRPt2rpp,0,0,0,0,0,0,0,0,0,0,0
TRPtex,0,0,0,0,0,0,0,0,0,0,0
TRSARr,0,0,0,0,0,0,0,0,0,0,0
TSULabcpp,0,0,0,0,0,0,0,0,0,0,0
TSULtex,0,0,0,0,0,0,0,0,0,0,0
TTDCAtexi,0,0,0,0,0,0,0,0,0,0,0
TTDCEAtexi,0,0,0,0,0,0,0,0,0,0,0
TTRCYCtex,0,0,0,0,0,0,0,0,0,0,0
TTRCYCtpp,0,0,0,0,0,0,0,0,0,0,0
TUNGSabcpp,0,0,0,0,0,0,0,0,0,0,0
TUNGStex,0,0,0,0,0,0,0,0,0,0,0
TYMtex,0,0,0,0,0,0,0,0,0,0,0
TYRL,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
TYROXDApp,0,0,0,0,0,0,0,0,0,0,0
TYRPpp,0,0,0,0,0,0,0,0,0,0,0
TYRPtex,0,0,0,0,0,0,0,0,0,0,0
TYRTA,0,0,0,0,0,0,0,0,0,0,0
TYRTRS,0,0,0,0,0,0,0,0,0,0,0
TYRt2rpp,0,0,0,0,0,0,0,0,0,0,0
TYRtex,0,0,0,0,0,0,0,0,0,0,0
ThDPAT,0,0,0,0,0,0,0,0,0,0,0
U23GAAT,2.81031111111111E-06,3.24266666666667E-06,4.32355555555556E-06,4.53973333333333E-06,4.75591111111111E-06,4.97208888888889E-06,5.08017777777778E-06,5.08017777777778E-06,5.94488888888889E-06,6.26915555555556E-06,7.02577777777778E-06
UAAGDS,2.00691111111111E-06,2.31566666666667E-06,3.08755555555556E-06,3.24193333333333E-06,3.39631111111111E-06,3.55068888888889E-06,3.62787777777778E-06,3.62787777777778E-06,4.24538888888889E-06,0.000004477,5.01727777777778E-06
UACGALPpp,0,0,0,0,0,0,0,0,0,0,0
UACGAMPpp,0,0,0,0,0,0,0,0,0,0,0
UACGAMtex,0,0,0,0,0,0,0,0,0,0,0
UACMAMO,0,0,0,0,0,0,0,0,0,0,0
UAG2E,0,0,0,0,0,0,0,0,0,0,0
UAGAAT,2.81031111111111E-06,3.24266666666667E-06,4.32355555555556E-06,4.53973333333333E-06,4.75591111111111E-06,4.97208888888889E-06,5.08017777777778E-06,5.08017777777778E-06,5.94488888888889E-06,6.26915555555556E-06,7.02577777777778E-06
UAGCVT,2.00691111111111E-06,2.31566666666667E-06,3.08755555555556E-06,3.24193333333333E-06,3.39631111111111E-06,3.55068888888889E-06,3.62787777777778E-06,3.62787777777778E-06,4.24538888888889E-06,0.000004477,5.01727777777778E-06
UAGDP,6.82413333333333E-06,0.000007874,1.04986666666667E-05,1.10236E-05,1.15485333333333E-05,1.20734666666667E-05,1.23359333333333E-05,1.23359333333333E-05,1.44356666666667E-05,1.52230666666667E-05,1.70603333333333E-05
UAGPT3,2.00691111111111E-06,2.31566666666667E-06,3.08755555555556E-06,3.24193333333333E-06,3.39631111111111E-06,3.55068888888889E-06,3.62787777777778E-06,3.62787777777778E-06,4.24538888888889E-06,0.000004477,5.01727777777778E-06
UAMAGS,2.00691111111111E-06,2.31566666666667E-06,3.08755555555556E-06,3.24193333333333E-06,3.39631111111111E-06,3.55068888888889E-06,3.62787777777778E-06,3.62787777777778E-06,4.24538888888889E-06,0.000004477,5.01727777777778E-06
UAMAS,2.00691111111111E-06,2.31566666666667E-06,3.08755555555556E-06,3.24193333333333E-06,3.39631111111111E-06,3.55068888888889E-06,3.62787777777778E-06,3.62787777777778E-06,4.24538888888889E-06,0.000004477,5.01727777777778E-06
UAPGR,2.00691111111111E-06,2.31566666666667E-06,3.08755555555556E-06,3.24193333333333E-06,3.39631111111111E-06,3.55068888888889E-06,3.62787777777778E-06,3.62787777777778E-06,4.24538888888889E-06,0.000004477,5.01727777777778E-06
UDCPDP,2.00691111111111E-06,2.31566666666667E-06,3.08755555555556E-06,3.24193333333333E-06,3.39631111111111E-06,3.55068888888889E-06,3.62787777777778E-06,3.62787777777778E-06,4.24538888888889E-06,0.000004477,5.01727777777778E-06
UDCPDPS,0.000000004,4.5833333333331E-09,6.11111111111096E-09,6.41666666666663E-09,6.7222222222223E-09,0.000000007,7.18055555555532E-09,7.18055555555532E-09,8.40277777777799E-09,8.86111111111111E-09,9.93055555555585E-09
UDCPDPpp,0,0,0,0,0,0,0,0,0,0,0
UDCPPtppi,0,0,0,0,0,0,0,0,0,0,0
UDPACGALtex,0,0,0,0,0,0,0,0,0,0,0
UDPG4E,0,0,0,0,0,0,0,0,0,0,0
UDPGALM,0,0,0,0,0,0,0,0,0,0,0
UDPGALPpp,0,0,0,0,0,0,0,0,0,0,0
UDPGALtex,0,0,0,0,0,0,0,0,0,0,0
UDPGD,0,0,0,0,0,0,0,0,0,0,0
UDPGDC,0,0,0,0,0,0,0,0,0,0,0
UDPGLCURtex,0,0,0,0,0,0,0,0,0,0,0
UDPGPpp,0,0,0,0,0,0,0,0,0,0,0
UDPGtex,0,0,0,0,0,0,0,0,0,0,0
UDPKAAT,0,0,0,0,0,0,0,0,0,0,0
UGLCURPpp,0,0,0,0,0,0,0,0,0,0,0
UGLT,0,0,0,0,0,0,0,0,0,0,0
UGLYCH,0,0,0,0,0,0,0,0,0,0,0
UGMDDS,2.00691111111111E-06,2.31566666666667E-06,3.08755555555556E-06,3.24193333333333E-06,3.39631111111111E-06,3.55068888888889E-06,3.62787777777778E-06,3.62787777777778E-06,4.24538888888889E-06,0.000004477,5.01727777777778E-06
UHGADA,2.81031111111111E-06,3.24266666666667E-06,4.32355555555556E-06,4.53973333333333E-06,4.75591111111111E-06,4.97208888888889E-06,5.08017777777778E-06,5.08017777777778E-06,5.94488888888889E-06,6.26915555555556E-06,7.02577777777778E-06
ULA4NFT,0,0,0,0,0,0,0,0,0,0,0
ULA4Ntppi,0,0,0,0,0,0,0,0,0,0,0
UM3PL,0,0,0,0,0,0,0,0,0,0,0
UM4PCP,0,0,0,0,0,0,0,0,0,0,0
UM4PL,0,0,0,0,0,0,0,0,0,0,0
UMPK,2.73028166666667E-05,3.150325E-05,4.20043333333333E-05,4.410455E-05,4.62047666666667E-05,0.000048305,4.93550916666667E-05,4.93550916666666E-05,0.000057756,6.09062833333333E-05,0.000068257
UMPtex,0,0,0,0,0,0,0,0,0,0,0
UPLA4FNF,0,0,0,0,0,0,0,0,0,0,0
UPLA4FNT,0,0,0,0,0,0,0,0,0,0,0
UPP3MT,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
UPP3S,3.22111111111111E-08,3.71666666666667E-08,4.95555555555556E-08,0.000000052,5.45111111111111E-08,0.000000057,5.82277777777778E-08,5.82277777777778E-08,6.81388888888889E-08,7.18555555555556E-08,8.05277777777778E-08
UPPDC1,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
UPPRT,0,0,0,0,0,0,0,0,0,0,0
URACPAH,0,0,0,0,0,0,0,0,0,0,0
URAt2pp,0,0,0,0,0,0,0,0,0,0,0
URAt2rpp,0,0,0,0,0,0,0,0,0,0,0
URAtex,0,0,0,0,0,0,0,0,0,0,0
URDGLYCD,0,0,0,0,0,0,0,0,0,0,0
UREAtex,0,0,0,0,0,0,0,0,0,0,0
UREAtpp,0,0,0,0,0,0,0,0,0,0,0
URIC,0,0,0,0,0,0,0,0,0,0,0
URIH,0,0,0,0,0,0,0,0,0,0,0
URIK2,0,0,0,0,0,0,0,0,0,0,0
URIt2pp,0,0,0,0,0,0,0,0,0,0,0
URIt2rpp,0,0,0,0,0,0,0,0,0,0,0
URItex,0,0,0,0,0,0,0,0,0,0,0
USHD,1.40515555555556E-06,1.62133333333333E-06,2.16177777777778E-06,2.26986666666667E-06,0.000002378,0.000002486,2.54008888888889E-06,2.54008888888889E-06,2.97244444444445E-06,3.13457777777778E-06,3.51288888888889E-06
VALTA,0,0,0,0,0,0,0,0,0,0,0
VALTRS,0,0,0,0,0,0,0,0,0,0,0
VALabcpp,0,0,0,0,0,0,0,0,0,0,0
VALt2rpp,0,0,0,0,0,0,0,0,0,0,0
VALtex,0,0,0,0,0,0,0,0,0,0,0
VPAMTr,0,0,0,0,0,0,0,0,0,0,0
WCOS,0,0,0,0,0,0,0,0,0,0,0
X5PL3E,0,0,0,0,0,0,0,0,0,0,0
XAND,0,0,0,0,0,0,0,0,0,0,0
XANt2pp,0,0,0,0,0,0,0,0,0,0,0
XANtex,0,0,0,0,0,0,0,0,0,0,0
XANtpp,0,0,0,0,0,0,0,0,0,0,0
XMPtex,0,0,0,0,0,0,0,0,0,0,0
XPPT,0,0,0,0,0,0,0,0,0,0,0
XTSNH,0,0,0,0,0,0,0,0,0,0,0
XTSNt2rpp,0,0,0,0,0,0,0,0,0,0,0
XTSNtex,0,0,0,0,0,0,0,0,0,0,0
XYLI1,0,0,0,0,0,0,0,0,0,0,0
XYLI2,0,0,0,0,0,0,0,0,0,0,0
XYLK,0,0,0,0,0,0,0,0,0,0,0
XYLK2,0,0,0,0,0,0,0,0,0,0,0
XYLUt2pp,0,0,0,0,0,0,0,0,0,0,0
XYLUtex,0,0,0,0,0,0,0,0,0,0,0
XYLabcpp,0,0,0,0,0,0,0,0,0,0,0
XYLt2pp,0,0,0,0,0,0,0,0,0,0,0
XYLtex,0,0,0,0,0,0,0,0,0,0,0
ZN2abcpp,0,0,0,0,0,0,0,0,0,0,0
ZN2t3pp,0,0,0,0,0,0,0,0,0,0,0
ZN2tpp,2.46277777777778E-08,2.84166666666667E-08,3.78888888888889E-08,3.97833333333333E-08,4.16777777777778E-08,4.35722222222222E-08,4.45194444444444E-08,4.45194444444444E-08,5.20972222222222E-08,5.49388888888889E-08,6.15694444444444E-08
ZNabcpp,0,0,0,0,0,0,0,0,0,0,0
Zn2tex,2.46277777777778E-08,2.84166666666667E-08,3.78888888888889E-08,3.97833333333333E-08,4.16777777777778E-08,4.35722222222222E-08,4.45194444444444E-08,4.45194444444444E-08,5.20972222222222E-08,5.49388888888889E-08,6.15694444444444E-08
EX_ca2_e_reverse,3.75916666666667E-07,4.3375E-07,5.78333333333333E-07,6.0725E-07,6.36166666666666E-07,6.65083333333333E-07,6.79541666666667E-07,6.79541666666667E-07,7.95208333333333E-07,8.38583333333333E-07,9.39791666666667E-07
EX_cbl1_e_reverse,0,0,0,0,0,0,0,0,0,0,0
EX_cl_e_reverse,3.75916666666667E-07,4.3375E-07,5.78333333333333E-07,6.0725E-07,6.36166666666666E-07,6.65083333333333E-07,6.79541666666667E-07,6.79541666666667E-07,7.95208333333333E-07,8.38583333333333E-07,9.39791666666667E-07
EX_co2_e_reverse,0,0,0,0,0,0,0,0,0,0,0
EX_cobalt2_e_reverse,1.80555555555556E-09,2.08333333333333E-09,2.77777777777778E-09,2.91666666666667E-09,3.05555555555556E-09,3.19444444444445E-09,3.26388888888889E-09,3.26388888888889E-09,3.81944444444444E-09,0.000000004,4.51388888888889E-09
EX_cu2_e_reverse,5.12055555555556E-08,5.90833333333333E-08,7.87777777777778E-08,8.27166666666667E-08,8.66555555555556E-08,9.05944444444445E-08,9.25638888888888E-08,9.25638888888888E-08,1.08319444444444E-07,1.14227777777778E-07,0.000000128
EX_fe2_e_reverse,0.00000116,1.33841666666667E-06,1.78455555555556E-06,1.87378333333333E-06,0.000001963,2.05223888888889E-06,2.09685277777778E-06,2.09685277777778E-06,2.45376388888889E-06,2.58760555555556E-06,2.89990277777778E-06
EX_fe3_e_reverse,0,0,0,0,0,0,0,0,0,0,0
EX_glc_e_reverse,0.0007733865,0.0008867601,0.0007546957,0.0009899965,0.0009674875,0,0.0001704758,0,0.0015953449,0,0
EX_h_e_reverse,0,0,0,0,0,0,0,0,0,0,0
EX_h2o_e_reverse,0,0,0,0,0,0,0,0,0,0,0
EX_k_e_reverse,1.40972722222222E-05,1.62660833333333E-05,2.16881111111111E-05,2.27725166666667E-05,2.38569222222222E-05,2.49413277777778E-05,2.54835305555556E-05,2.54835305555556E-05,2.98211527777778E-05,3.14477611111111E-05,3.52431805555556E-05
EX_mg2_e_reverse,6.26527777777778E-07,7.22916666666667E-07,9.63888888888889E-07,1.01208333333333E-06,1.06027777777778E-06,1.10847222222222E-06,1.13256944444444E-06,1.13256944444444E-06,1.32534722222222E-06,1.39763888888889E-06,1.56631944444444E-06
EX_mn2_e_reverse,4.99055555555556E-08,5.75833333333333E-08,7.67777777777778E-08,8.06166666666667E-08,8.44555555555556E-08,8.82944444444444E-08,9.02138888888889E-08,9.02138888888889E-08,1.05569444444444E-07,1.11327777777778E-07,1.24763888888889E-07
EX_mobd_e_reverse,9.31666666666667E-09,1.075E-08,1.43333333333333E-08,1.505E-08,1.57666666666667E-08,1.64833333333333E-08,1.68416666666667E-08,1.68416666666667E-08,1.97083333333333E-08,2.07833333333333E-08,2.32916666666667E-08
EX_na1_e_reverse,0,0,0,0,0,0,0,0,0,0,0
EX_nh4_e_reverse,0.0007800595,0.0009000687,0.0012000916,0.0012600961,0.0013201007,0.000040354,0.0014101076,0.0014101076,0.0016501259,0.0017401328,0.0019501488
EX_ni2_e_reverse,2.33277777777778E-08,2.69166666666667E-08,3.58888888888889E-08,3.76833333333333E-08,3.94777777777778E-08,4.12722222222222E-08,4.21694444444444E-08,4.21694444444444E-08,4.93472222222222E-08,0.000000052,5.83194444444444E-08
EX_o2_e_reverse,0.0014374481,0.0016249401,0.0023147939,0.001912641,0.0024745693,0.0023718898,0.0024927484,0.0024217812,0.0027967653,0.0029373843,0.0032654953
EX_pi_e_reverse,6.96677944444555E-05,8.03859166666669E-05,0.0001071812,0.0001125403,0.0001178993,0.0001232584,0.0001259379,0.0001259379,0.0001473742,0.0001554128,0.0001741695
EX_sel_e_reverse,0,0,0,0,0,0,0,0,0,0,0
EX_slnt_e_reverse,0,0,0,0,0,0,0,0,0,0,0
EX_so4_e_reverse,1.82151666666667E-05,2.10174999999999E-05,2.80233333333334E-05,2.94245E-05,3.08256666666667E-05,3.22268333333332E-05,3.29274166666666E-05,3.29274166666667E-05,3.85320833333335E-05,4.06338333333332E-05,4.55379166666667E-05
EX_tungs_e_reverse,0,0,0,0,0,0,0,0,0,0,0
EX_zn2_e_reverse,2.46277777777778E-08,2.84166666666667E-08,3.78888888888889E-08,3.97833333333333E-08,4.16777777777778E-08,4.35722222222222E-08,4.45194444444444E-08,4.45194444444444E-08,5.20972222222222E-08,5.49388888888889E-08,6.15694444444444E-08
12PPDRtex_reverse,0,0,0,0,0,0,0,0,0,0,0
12PPDRtpp_reverse,0,0,0,0,0,0,0,0,0,0,0
12PPDStex_reverse,0,0,0,0,0,0,0,0,0,0,0
12PPDStpp_reverse,0,0,0,0,0,0,0,0,0,0,0
23CAMPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
23CCMPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
23CGMPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
23CUMPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
23DAPPAtex_reverse,0,0,0,0,0,0,0,0,0,0,0
26DAHtex_reverse,0,0,0,0,0,0,0,0,0,0,0
34dhpactex_reverse,0,0,0,0,0,0,0,0,0,0,0
3AMPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
3CMPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
3GMPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
3HPPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
3OAR100_reverse,0,0,0,0,0,0,0,0,0,0,0
3OAR120_reverse,0,0,0,0,0,0,0,0,0,0,0
3OAR140_reverse,0,0,0,0,0,0,0,0,0,0,0
3OAR160_reverse,0,0,0,0,0,0,0,0,0,0,0
3OAR180_reverse,0,0,0,0,0,0,0,0,0,0,0
3OAR40_reverse,0,0,0,0,0,0,0,0,0,0,0
3OAR60_reverse,0,0,0,0,0,0,0,0,0,0,0
3OAR80_reverse,0,0,0,0,0,0,0,0,0,0,0
3PEPTtex_reverse,0,0,0,0,0,0,0,0,0,0,0
3UMPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
4HOXPACDtex_reverse,0,0,0,0,0,0,0,0,0,0,0
4PEPTtex_reverse,0,0,0,0,0,0,0,0,0,0,0
5DGLCNR_reverse,0,0,0,0,0,0,0,0,0,0,0
5DGLCNt2rpp_reverse,0,0,0,0,0,0,0,0,0,0,0
5DGLCNtex_reverse,0,0,0,0,0,0,0,0,0,0,0
5MTRtex_reverse,0,0,0,0,0,0,0,0,0,0,0
A5PISO_reverse,0,0,0,0,0,0,0,0,0,0,0
ABUTtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACT1r_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACT2r_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACT3r_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACT4r_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACT5r_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACT6r_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACT7r_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACT8r_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACt2pp_reverse,0,0,0,0,0,0,0,0,0,0,0
ACACtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACALD_reverse,0,0,0,0,0,0,0,0,0,0,0
ACALDtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACALDtpp_reverse,0,0,0,0,0,0,0,0,0,0,0
ACGAL1Ptex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACGALtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACGAM1Ptex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACGAtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACKr_reverse,0,0,0,0.0011267212,0,0,0,0,0,0,0
ACMANAtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACNAMtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACOAD1f_reverse,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ACOAD2f_reverse,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ACOAD3f_reverse,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ACOAD4f_reverse,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ACOAD5f_reverse,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ACOAD6f_reverse,2.00818222222222E-05,2.31713333333333E-05,3.08951111111111E-05,3.24398666666667E-05,3.39846222222222E-05,3.55293777777778E-05,3.63017555555556E-05,3.63017555555556E-05,4.24807777777778E-05,4.47979111111111E-05,5.02045555555556E-05
ACOAD7f_reverse,9.21757777777778E-06,1.06356666666667E-05,1.41808888888889E-05,1.48899333333333E-05,0.000015599,0.000016308,1.66625444444444E-05,1.66625444444444E-05,1.94987222222222E-05,2.05622888888889E-05,2.30439444444444E-05
ACOAD8f_reverse,0,0,0,0,0,0,0,0,0,0,0
ACOATA_reverse,0,0,0,0,0,0,0,0,0,0,0
ACONIs_reverse,0,0,0,0,0,0,0,0,0,0,0
ACONTa_reverse,0,0,0,0,0,0,0,0,0,0,0
ACONTb_reverse,0,0,0,0,0,0,0,0,0,0,0
ACOTA_reverse,2.13627555555556E-05,2.46493333333333E-05,3.28657777777778E-05,3.45090666666667E-05,3.61523555555556E-05,3.77956444444444E-05,3.86172888888889E-05,3.86172888888889E-05,4.51904444444444E-05,4.76553777777778E-05,5.34068888888889E-05
ACSERtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ACt2rpp_reverse,4.20749333333334E-05,0.000048548,6.47306666666667E-05,0.0011946884,7.12037333333333E-05,7.44402666666665E-05,7.67380749999999E-05,7.60585333333334E-05,8.90046666666669E-05,9.38594666666666E-05,0.0001051873
ACtex_reverse,4.20749333333334E-05,0.000048548,6.47306666666667E-05,0.0011946884,7.12037333333333E-05,7.44402666666665E-05,7.60585333333333E-05,7.60585333333334E-05,8.90046666666669E-05,9.38594666666666E-05,0.0001051873
ADEt2rpp_reverse,0,0,0,0,0,0,0,0,0,0,0
ADEtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ADK1_reverse,0,0,0,0,0,0,0,0,0,0,0
ADK3_reverse,0,0,0,0,0,0,0,0,0,0,0
ADK4_reverse,0,0,0,0,0,0,0,0,0,0,0
ADNt2rpp_reverse,0,0,0,0,0,0,0,0,0,0,0
ADNtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ADSL1r_reverse,0,0,0,0,0,0,0,0,0,0,0
ADSL2r_reverse,0,0,0,0,0,0,0,0,0,0,0
AGMtex_reverse,0,0,0,0,0,0,0,0,0,0,0
AGPR_reverse,2.13627555555556E-05,2.46493333333333E-05,3.28657777777778E-05,3.45090666666667E-05,3.61523555555556E-05,3.77956444444444E-05,3.86172888888889E-05,3.86172888888889E-05,4.51904444444444E-05,4.76553777777778E-05,5.34068888888889E-05
AICART_reverse,0,0,0,0,0,0,0,0,0,0,0
AIRC3_reverse,3.23566388888925E-05,3.73345833333335E-05,4.97794444444436E-05,5.22684166666654E-05,5.47573888888876E-05,5.72463611111117E-05,5.84908472222196E-05,5.8490847222222E-05,6.84467361111101E-05,7.21801944444438E-05,8.0891597222221E-05
AKGt2rpp_reverse,0,0,0,0,0,0,0,0,0,0,0
AKGtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ALAALAr_reverse,0,0,0,0,0,0,0,0,0,0,0
ALAALAtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ALAGLUE_reverse,0,0,0,0,0,0,0,0,0,0,0
ALAR_reverse,0,0,0,0,0,0,0,0,0,0,0
ALATA_L_reverse,4.19868222222222E-05,4.84463333333333E-05,6.45951111111111E-05,6.78248666666667E-05,7.10546222222222E-05,7.42843777777778E-05,7.58992555555555E-05,7.58992555555555E-05,8.88182777777778E-05,9.36629111111111E-05,0.0001049671
ALAt2rpp_reverse,3.75916666666667E-07,4.3375E-07,0,0,6.36166666666666E-07,0,0,6.79541666666667E-07,7.95208333333333E-07,0,0
ALAtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ALCD19_reverse,0,0,0,0,0,0,0,0,0,0,0
ALCD2x_reverse,0,0,0,0,0,0,0,0,0,0,0
ALDD19xr_reverse,0,0,0,0,0,0,0,0,0,0,0
ALLPI_reverse,0,0,0,0,0,0,0,0,0,0,0
ALLTNt2rpp_reverse,0,0,0,0,0,0,0,0,0,0,0
ALLTNtex_reverse,0,0,0,0,0,0,0,0,0,0,0
ALLULPE_reverse,0,0,0,0,0,0,0,0,0,0,0
ALLtex_reverse,0,0,0,0,0,0,0,0,0,0,0
AMANAPEr_reverse,0,0,0,0,0,0,0,0,0,0,0
AMAOTr_reverse,0,0,0,0,0,0,0,0,0,0,0
AMPtex_reverse,0,0,0,0,0,0,0,0,0,0,0
