"EC_number","LigandID","Commentary"
"3.6.3.16",21542,"allosteric activation"
"3.6.3.16",21542,"activates 10fold the ATPase activity of wild-type ArsA, activation rates of mutants, overview"
"3.6.3.16",14389,"ArsD is an arsenic metallochaperone that delivers As(III) to the ArsA ATPase of the ArsAB pump, transferring the trivalent metalloids As(III) and Sb(III) to the ArsA subunit of the pump thereby increasing the affinity of ArsA for As(III), resulting in increased rates if extrusion and resistance to environmentally relevant concentrations of arsenite, mutational analysis of metalloid binding sites involved in As(III) transport and resistance, overview"
"3.6.3.16",14389,"encoded in the arsRDABC operon, the dimeric arsenic chaperone ArsD transfers trivalent metalloids to ArsA, the catalytic subunit of an As(III)-Sb(III) efflux pump. Interaction with ArsD increases the affinity of ArsA for arsenite and antimonite , thus increasing its ATPase activity at lower concentrations of arsenite 60fold, as well as for antimonite, and enhancing the rate of arsenite extrusion rendering cells resistant to environmental concentrations of arsenic, overview, cannot be replaced by DTT"
"3.6.3.16",14389,"a metallochaperone that delivers trivalent metalloids [As(III) or Sb(III)] to the ArsA ATPase, the catalytic subunit of the ArsAB pump. ArsD residues Cys12, Cys13, and Cys18 are involved in the transfer of As(III) to ArsA"
"3.6.3.16",14389,"ArsD is an arsenic chaperone for ArsA. ArsD transfers As(III) to ArsA and increases the affinity of ArsA for As(III). Cys12, Cys13 and Cys18 in ArsD form a three sulfur-coordinated As(III) binding site that is essential for metallochaperone activity, Interaction between ArsD and ArsA, ArsD function, overview"
"3.6.3.16",14389,"ArsD is a metallochaperone which sequesters arsenite and antimonite and transfers them to the ArsA ATPase increasing the apparent affinity of ArsA for its substrates and lowering the concentration of free As(III) and Sb(III) in the cytosol"
"3.6.3.16",397,"allosteric activation"
"3.6.3.16",397,"activates 3fold the ATPase activity of wild-type ArsA, activation rates of mutants, overview"
"3.6.3.16",2,"in vivo, cytosolic As(III) is nearly completely complexed with GSH. GSH greatly increases the rate of binding of As(III) to ArsD, but GSH does not affect the As(III)-stimulated ArsA ATPase activity"
"3.6.3.19",169939,"MalF stimulates the substrate transport activity through its second periplasmic loop, overview"
"3.6.3.19",12934,"required"
"3.6.3.19",12934,"required by wild-type strain, mutant strain does not require maltose-binding protein for transport. The major function of the maltose-binding protein is to send a transmembrane signal, in the presence of ligands, to the ATPase subunits on the inner side of the membrane. In addition it performs a special function in the translocation of the larger ligands, maltodextrins, perhaps by aligning them from entry into the channel"
"3.6.3.19",12934,"stimulates detergent-soluble maltose transporter, does not change the affinity of the complex for ATP but does increase the maximal rate of ATP hydrolysis"
"3.6.3.19",12934,"a periplasmic maltose-binding protein, MBP, is required to stimulate the ATPase activity of the transporter. MBP stimulates ATP hydrolysis and initiates the transport process, it must interact with the resting state conformation to form a pretranslocation complex that is metastable in order to advance to the outward-facing conformation in the presence of ATP"
"3.6.3.19",2,"the ATPase activity of the maltose transporter MalFGK2 is dependent on interactions with the maltose-binding protein, MBP. A mutant sMBP, that can bind both maltose and sucrose, can stimulate ATPase activity of MalFGK2 to equal levels with either ligand bound, the activation is highly reduced compared to the wild-type MBP, structural basis and modeling the open sMBP structure bound to MalFGK2 in the transition state for ATP hydrolysis, mechanism and structure-function relationship, overview"
"3.6.3.19",169938,"binds with high-affinity to MalFGK2 and facilitate the acquisition of maltose"
"3.6.3.19",1389,"stimulates detergent-soluble maltose transporter, increases ATPase activity and lowers affinity for ATP"
"3.6.3.21",21615,"required"
"3.6.3.33",61002,"0.02 mmol, 16% increase in basal activity in lauryl dimethylamine-N-oxide, 50% increase in activity in the presence of vitamin B12 in TX-100"
"3.6.3.39",3254,"from Escherichia coli, about 1.4fold stimulation"
"3.6.3.39",9205,"about 2fold stimulation of the ATPase activity of MsbA by its substrate"
"3.6.3.39",748,"2fold stimulation of MsbA"
"3.6.3.39",16457,"1.4fold stimulation of the wild-type enzyme, no stimulation of mutant S289A/S290A. Erythromycin resistance is conferred by wild-type or mutant MsbA, taxol is sufficient to reverse the erythromycin resistance of wild-type MsbA-expressing cells"
"3.6.4.9",6131,""
"3.6.4.9",6131,"dependent on substrate if complete chaperonin system GroEL-GroES and ATP is required"
"3.6.4.9",2,"nonfolded protein substrate binding-induced stimulation of ATPase activity"
"3.6.4.9",2,"conformational state allosteric interactions control speed of chaperonin cycle"
"3.6.4.9",2,"binding of ADP to at least 2 subunits of a ring is regquired for GroES binding, ATP binding to at least 4 subunits is required to drive productive refolding"
"3.6.4.9",49,"2fold increase in activity after modification of GroEL with 2 mM N-ethylmaleimide"
"3.6.4.9",152106,"chaperonin machine enhances hemicycle time and mean residence time set by the rate of ATP hydrolysis by the cis ring"
"3.6.4.10",56393,"peptide NRLLLTG, 5fold and 2fold increase in ATPase activity at pH 7.0 and pH 9.0, respectively"
"3.6.4.10",56393,"approx. 5fold activation of ATPase activity by NRLLLTG peptide"
"3.6.4.10",4,"in 1:1 mixture with ATP-gammaS, greatly stimulates protein remodeling"
"3.6.4.10",11164,"in 1:1 mixture with ATP, greatly stimulates protein remodeling"
"3.6.4.10",9533,"interaction with DnaJ stimulates the hydrolysis of ATP by DnaK"
"3.6.4.10",3000,"presence of peptide NRLLLTG eliminates stimulatory effect"
"3.6.4.10",6131,"required for the functioning of the Escherichia coli heat shock protein, also stimulates the reassembly"
"3.6.4.10",13181,"heat shock protein, cochaperonin, increases effectiveness of DnaK 40fold"
"3.6.4.10",13181,""
"3.6.4.10",106266,"cochaperone to Hsc66"
"3.6.4.10",106461,""
"3.6.4.10",62995,"peptide binding to the substrate-binding site. Stimulates ATPase activity, eliminates stimulatory effect of geranylgeraniol"
"3.6.4.12",3705,"the effect of single-stranded DNA on the kinetics of NTP hydrolysis depends on the type of nucleotide cofactor and the base composition of the DNA and is centered at the hydrolysis step. Homoadenosine ssDNA oligomers are particularly effective in increasing the hydrolysis rate"
"3.6.4.13",152101,"is required for ATPase and RNA unwinding activities of the enzyme, forms a complex with the enzyme, interaction analysis, overview. Avid, enthalpy-favored interaction between the helicase and RNase E 696-762 with an equilibrium binding constant Kaof at least 1 x 108 M-1 determined by isothermal titration calorimetry. Protein-protein and RNA-binding surfaces both communicate allosterically with the ATPase catalytic center"
"3.6.4.13",1986,"activates the ATPase activity of DbpA by promoting a conformational change after ATP binding that is associated with hydrolysis"
"3.6.5.2",3014,"stimulating intrinsic GTPase acitivity"
"3.6.5.3",43879,""
"3.6.5.3",8108,""
"3.6.5.3",7198,""
"3.6.5.3",49120,""
"3.6.5.3",789,""
"3.6.5.3",3078,""
"3.6.5.3",13086,""
"3.6.5.3",57263,"functional compatibility between elongation factor G and the L7/12 protein in the ribosome governs its translational specificity; the C-terminal domian of L7/12 is responsible for EF-Tu function. Functional compatibility between elongation factor Tu and the L7/12 protein in the ribosome governs its translational specificity"
"3.6.5.3",2,"activity triggered by ribosome-induced conformational changes of EF-Tu"
"3.6.5.3",5585,""
"3.6.5.3",54,""
"3.6.5.3",31936,""
"3.6.5.3",21702,""
"3.6.5.3",23376,"stimulates GTPase activity of elongation factor Tu. The factor binding site is loacetd on the 50S ribosomal subunit and comprises proteins L7/12, L10, L11, the l11-binding region of 23 rRNA, and the sarcin-ricin loop of 23S rRNA. L7/12 stimulates the GTPase activity of elongation factor G by inducing the catalytically active conformation of the G domain; stimulates GTPase activity of elongation factor Tu. The factor binding site is loacetd on the 50S ribosomal subunit and comprises proteins L7/12, L10, L11, the l11-binding region of 23 rRNA, and the sarcin-ricin loop of 23S rRNA. L7/12 stimulates the GTPase activity of elongation factor Tu by inducing the catalytically active conformation of the G domain"
"3.6.5.3",3365,""
"3.6.5.3",2358,""
"3.6.5.3",2358,"only EF-G"
"3.6.5.3",939,""
"3.6.5.4",57264,"accelerates the association between Ffh and FtsY 400fold in their GTP-bound form and thereby stimulates GTPase activity"
"3.6.5.4",57264,"stimulates GTPase activity in the SRP-FtsY complex in vitro and is essential for SRP function in vivo"
"3.6.5.4",35025,"GTPase subunit of the bacterial SRP receptor, both Ffh and FtsY act as GTPase activating proteins for one another, resulting in a mutual stimulation of GTP hydrolysis by both proteins"
"3.6.5.4",35025,"GTPase subunit of the SRP receptor activates Ffh, Ffh and FtsY reciprocally regulate each other’s GTPase activity"
"3.6.5.4",35025,"GTPase subunit of the bacterial SRP receptor activates Ffh, reciprocal GTPase activation mechanism"
"3.6.5.4",37,"GTP binding to both the SRP and SR is a prerequisite for the formation of the SRP-SR complex in which GTP hydrolysis is activated in a composite active site"
"4.1.1.8",13,"the presence of 0.3 mM ADP results in a marginal increase in kcat and a small decrease in Km, leading to a 1.7fold higher catalytic efficiency. One molecule of ADP is bound per monomer distant from the CoA binding site"
"4.1.1.8",30,"weak activating effect"
"4.1.1.8",4,"weak activating effect"
"4.1.1.11",29,"acetyl-CoA is required for activation"
"4.1.1.11",2,"role for Thr57 in the activation of the enzyme, while neither Tyr58 nor Tyr22 is required for the activation reaction, overview"
"4.1.1.11",194953,"analysis of the protein complex between Escherichia coli PanD and PanZ in vitro using isothermal titration calorimetry and mass spectrometry and thereby determine the stoichiometry and affinity of the components of this protein complex, high affinity 4:4 heterooctameric complex, overview. Non-covalent interaction between the acetyl group of acetyl-CoA and the PanD zymogen may be required to induce activation"
"4.1.1.11",194953,"PanD is activated by the putative acetyltransferase YhhK, termed PanZ. Activation of PanD both in vivo and in vitro is PanZ-dependent. PanZ binds to PanD. Gene panZ is conserved only in Escherichia coli-related enterobacterial species including Shigella, Salmonella, Klebsiella and Yersinia"
"4.1.1.11",9354,"1 mol of pyruvate is covalently bound per mol of enzyme"
"4.1.1.11",9354,"catalytic pyruvoyl groups at three active sites and an ester at the fourth. The ester is an intermediate in the autocatalytic self-processing leading to formation of the pyruvoyl group"
"4.1.1.11",9354,"contains 3 pyruvoyl groups per tetrameric enzyme"
"4.1.1.11",9354,""
"4.1.1.15",332,"activates"
"4.1.1.15",141,"activates"
"4.1.1.15",174,"activates"
"4.1.1.15",507,"activates"
"4.1.1.18",2,"RpoS is not required either for induction of the cadBA operon or for activity of the Cad system in Escherichia coli starved of phosphate"
"4.1.1.18",20824,"the enzyme contains six sulfhydryl groups"
"4.1.1.19",95792,"reactivation of the apoenzyme"
"4.1.1.19",96042,"reactivation of the apoenzyme"
"4.1.1.19",2,"arginine decarboxylase activity is modulated by external pH and active at acidic pH"
"4.1.1.20",15468,"activates"
"4.1.1.20",1531,"activates"
"4.1.1.31",63,"activates"
"4.1.1.31",93409,"activates"
"4.1.1.31",37,"activates"
"4.1.1.49",29,""
"4.1.1.49",194957,""
"4.1.1.50",31,"contains pyruvate"
"4.1.1.50",31,"cofactor; contains 1 pyruvoyl residue for each alphabeta pair"
"4.1.1.50",31,"each subunit contains one covalently linked pyruvate"
"4.1.1.65",9396,"e.g. Triton X-100, absolute requirement"
"4.1.1.65",31,"dependent on"
"4.1.1.65",31,"the small subunit contains a pyruvoyl prosthetic group"
"4.1.1.65",31,"the pyruvoyl residue is covalently bound to the amino terminus of one of the two nonidentical subunits"
"4.1.1.65",31,"dependent on; the pyruvate prosthetic group is in amide linkage to the amino terminus of the alpha-subunit. The prosthetic group is derived from Ser through a post-tranlational cleavage of a proenzyme"
"4.1.1.65",61,""
"4.1.1.98",197851,"slight stimulation of activity at 10 mM"
"4.1.1.98",45,"maximal stimulation of activity at about 10 mM"
"4.1.1.98",44,"slight stimulation of activity at 10 mM"
"4.1.1.98",3823,"slight (20%) stimulation of activity at 10 mM"
"4.1.1.98",83,"strong stimulation"
"4.1.1.98",2,"not activated by thiamine diphosphate, coenzyme A, pyridoxamine phosphate, pyridoxall 5'-phosphate, biotin, ascorbic acid, NADH, NADPH, folic acid, FAD, FMN, or glutamate"
"4.1.1.98",650,""
"4.1.2.13",34,"enhances D-fructose 1,6-bisphosphate-cleavage activity, fructose 1-phosphate-cleavage activity is unaffected"
"4.1.2.13",131,"enhances activity"
"4.1.2.13",51,"enhances D-fructose 1,6-bisphosphate-cleavage activity, fructose 1-phosphate-cleavage activity is unaffected"
"4.1.2.13",422,"enhances D-fructose 1,6-bisphosphate-cleavage activity, fructose 1-phosphate-cleavage activity is unaffected"
"4.1.2.19",2,"the enzyme contains 12 sulfhydryl groups per molecule"
"4.1.2.25",21,"increases activity"
"4.1.3.6",1509,"contains 3.5 mol pantothenate per mol of enzyme in the acyl-carrier-protein gamma-subunit"
"4.1.99.1",78256,"diammonium hydrogen phosphate serves as an activator on tryptophan synthesis from D-serine, maximum activity at 20% saturation concentration"
"4.1.99.1",2,"20 SH groups per mol of enzyme"
"4.1.99.1",2,"NaCl, NH4H2PO4, NH4NO3, NH4Cl, (BH4)2CO3, K2HPO4, and Na2HPO4 have no effect on enzyme activity"
"4.1.99.1",139468,"dimers of plasmid ColE1 make an sRNA that interacts directly with the enzyme and enhance its substrate affinity"
"4.1.99.3",1085,"binds to the enzyme and acts as a light-harvesting pigment"
"4.1.99.3",95976,"light-harvesting cofactor"
"4.1.99.3",20,"enzyme contains FAD as catalytic cofactor and a second chromophore as a light harvesting antenna"
"4.1.99.3",20,"FAD binding pocket is similar to that of cryptochrome 1"
"4.1.99.3",256,"in wild-type, substantial losses occur prior to formation of the ultimate (FADH- 306TrpH°+) charge pair but that there is no significant kinetic development in the 100 ps-to-10 ns time window. The quantum yield of FADH- W306°+ is at 19%, in reference to the established quantum yield of the long-lived excited state of [Ru(bpy)3]2+"
"4.1.99.3",256,"FADH-/FADH reduction potential of the cryptochrome1 is significantly higher than that of the photolyase at 164 mV vs normal hydrogen electrode, but it also increases upon substrate binding (to 195 mV vs normal hydrogen electrode) similar to what is observed in photolyase. FADH-/FADH reduction potential is insensitive to ATP binding"
"4.1.99.3",2,"an electric field can enhance the electron transfer from the enzyme to its substrate"
"4.1.99.3",2,"reduction potential is unchanged in the presence of 120× molar excess of Mg-ATP"
"4.2.1.7",63,"sulfhydryl compounds required, 50 mM 2-mercaptoethanol in presence of 0.8 mM FeSO4 is optimal"
"4.2.1.7",553,"increases activity"
"4.2.1.8",1771,"required for maintenance of activity"
"4.2.1.20",61,"Trion X-100 leads to the emergence of the highest relative activity at 0.02% (v/v)"
"4.2.1.20",2672,"activates at 0.04%"
"4.2.1.30",4,""
"4.2.1.30",135879,""
"4.2.1.47",5,"activates"
"4.2.1.47",98544,""
"4.2.1.51",274,"activation"
"4.2.1.79",2,"gene prpD, part of the prp operon, induction and expression depends on propionate during growth"
"4.2.1.79",312,"induces the enzyme expression from acnC and prpD"
"4.2.1.104",1136,""
"4.2.1.104",1376,"extracellular, enzyme induction"
"4.2.3.3",1798,"activates H98Q variant"
"4.2.3.12",21,"1-5 mM, 110-120% activation"
"4.3.1.1",97730,"activates"
"4.3.1.1",30651,"activates"
"4.3.1.1",30651,"activates wild-type enzyme, mutant C-terminal-truncated and acetylated enzyme"
"4.3.1.1",634,""
"4.3.1.1",985,"activates"
"4.3.1.1",135,"activates"
"4.3.1.1",97,"activates the fumarate-amination reaction"
"4.3.1.1",98115,"activates"
"4.3.1.1",12820,""
"4.3.1.1",12667,"activates"
"4.3.1.1",31155,"activates"
"4.3.1.1",393,"enzyme is activated several-fold by limited treatment; mechanism of activation"
"4.3.1.1",393,"enzyme is activated several-fold by limited treatment"
"4.3.1.17",2,"the enzyme is inactive in crude extract and can be activated with iron and dithiothreitol. The activation requires oxygen, and is inhibited by free radical scavengers and by diethylenentriamine pentaacetic acid, which prevents Fe cycling"
"4.3.1.18",98201,"can substitute for pyridoxal 5'-phosphate, the enzyme exhibits 35-40% of the activity of the native enzyme"
"4.3.1.19",835,"activates"
"4.3.3.7",88,"at 10 mM 112% activity, at 100 mM 111% activity"
"4.3.3.7",10710,"at 1 mM 108% activity, at 10 mM 122% activity"
"4.4.1.15",45,""
"4.4.1.16",31,""
"5.1.1.3",135880,"strong activation by UDP-MurNAc-Ala, the product of the preceding enzyme in the peptidoglycan biosynthetic pathway"
"5.1.1.3",20562,"absolutely required"
"5.1.1.3",20562,"activator"
"5.1.1.7",2,"no pyridoxal phosphate requirement"
"5.1.1.7",2,"no pyridoxal phosphate requirement; one, but not both, of the proton acceptor sites is a thiol"
"5.1.1.7",30917,"required for activity"
"5.1.3.2",26,"activates the reduction of epimerase-bound NAD+"
"5.1.3.2",133,"activates the reduction of epimerase-bound NAD+"
"5.1.3.14",2,"enzyme does not contain a tightly bound NAD+"
"5.1.3.14",126,"allosteric activation"
"5.1.3.14",383,"the reverse reaction with UDP-N-acetylmannosamine requires the presence of UDP-N-acetylglucosamine"
"5.3.1.5",416,""
"5.3.1.13",21,"0.01 mM"
"5.3.1.13",21,""
"5.3.1.13",21,"EDTA treatment increases the activity of c3406 protein by approximately 2.5fold"
"5.3.3.10",2,"enzyme is active in absence of Mg2+"
"5.3.4.1",139501,"disulfide bond formation is catalyzed by the DsbA/DsbB system, DsbA is critical for catalyzing disulfide bond formation in proteins in the bacterial periplasm, which it accomplishes by directly oxidizing substrate proteins via dithiol-disulfide exchange, DsbA donates its disulfide bond directly to substrate proteins, in the process of transferring electrons from DsbA to a tightly bound ubiquinone cofactor, DsbA must be reoxidized by an electron acceptor, overview"
"5.3.4.1",177,"required for activity"
"5.3.4.1",330,"promotes the activation of carbonic anhydrase IV"
"5.4.2.7",2898,""
"5.4.2.7",93148,"10fold stimulation, Km: 0.00017 mM, optimal concentration: 0.0014 mM"
"5.4.2.7",4817,"3fold stimulation, Km: 0.00008 mM, optimal concentration: 0.0007 mM"
"5.4.2.7",44769,"10fold stimulation, Km: 0.00017 mM, optimal concentration: 0.0014 mM"
"5.4.2.7",44769,"stimulates, Km: 0.00024 mM for enzyme form I, 0.00027 mM for enzyme form II and 0.00029 mM for enzyme form III"
"5.4.2.10",21575,"retains the enzyme in an active and phosphorylated form"
"5.4.2.10",2898,"retains the enzyme in an active and phosphorylated form"
"5.4.2.10",2898,"20fold activation at 0.7 mM"
"5.4.2.11",1251,""
"5.4.2.11",689,""
"5.4.2.12",689,""
"5.4.3.8",456,"stimulates activity of mutant enzyme Lys265Arg"
"5.4.3.8",324,"stimulates activity of mutant enzyme Lys265Arg"
"5.4.4.2",63,"stimulates, 2.25fold stimulation at 20-30 mM"
"5.4.4.2",45,"stimulates, 2fold stimulation at 1 mM"
"5.4.99.9",20037,"specific activity 29fold higher than of control without illumination"
"5.4.99.9",40,"enzyme activation mechanism, overview"
"5.4.99.9",3230,"20 mM"
"5.99.1.2",168,"acidic nitrite enhanced the bactericidal effect of stabilized topoisomerase I cleavage complex"
"6.1.1.3",2,"3-hydroxynorvaline enhances the ATPase function of the synthetic site, at a rate not increased by nonaminoacylatable tRNA"
"6.1.1.4",177,""
"6.1.1.4",459,"presence of tRNALeu robustly stimulates editing activity"
"6.1.1.5",148,"at least 2 bound Mg2+ or spermidines required for binding of tRNA to the enzyme"
"6.1.1.5",148,"activates"
"6.1.1.6",46701,""
"6.1.1.6",45,"activates 30fold the aminoacylation raection"
"6.1.1.7",2,"elongation factor Tu has no stimulating effect on the enzyme with both substrates: tRNAAla and Ala-tmRNA, but it protects both acylated RNAs against hydrolysis of the alanyl ester bond"
"6.1.1.7",2,"the class II enzyme does not show tight product binding and formation of ternary complexes with EF-Tu, it is not activated by EF-Tu"
"6.1.1.9",63,"stimulates"
"6.1.1.9",2,"stimulatory effects of diverse tRNA variants on the editing activity, overview"
"6.1.1.17",274,"optimal activity at 0.25 mg/ml"
"6.1.1.18",197,"significant stimulation of ATP-diphosphate exchange and aminoacylation in presence of limited MgCl2 concentrations, cannot totally replace Mg2+"
"6.1.1.19",29241,"supports aminoacylation in presence of crude tRNA not in presence of resolved tRNA"
"6.1.1.19",42841,"supports aminoacylation in presence of crude tRNA not in presence of resolved tRNA"
"6.1.1.19",90409,"supports aminoacylation in presence of crude tRNA not in presence of resolved tRNA"
"6.1.1.19",721,"supports aminoacylation in presence of crude tRNA not in presence of resolved tRNA"
"6.1.1.19",148,"supports aminoacylation in presence of crude tRNA not in presence of resolved tRNA"
"6.1.1.19",197,"supports aminoacylation in presence of crude tRNA not in presence of resolved tRNA"
"6.1.1.20",177,"activates"
"6.2.1.20",2,"no evidence for a phospholipid requirement"
"6.2.1.20",61,"stimulates"
"6.3.1.1",31273,""
"6.3.1.2",21728,"0.4 M, 67.7% residual activity after 60°C heat treatment"
"6.3.1.2",2,"glucose shows little tendency to protect the enzyme from loss of activity"
"6.3.1.2",454,"0.4 M, 70.1% residual activity after 60°C heat treatment"
"6.3.1.2",20471,"0.4 M, 74.2% residual activity after 60°C heat treatment"
"6.3.1.2",1625,"0.4 M, 72.2% residual activity after 60°C heat treatment"
"6.3.1.2",135884,"0.4 M, 75.5% residual activity after 60°C heat treatment"
"6.3.1.2",1149,"0.4 M, 62.0% residual activity after 60°C heat treatment"
"6.3.2.4",147806,"a leflunomide metabolite, slightly activating"
"6.3.2.4",38095,"slightly activating"
"6.3.2.10",47,"activation of mutant K202A"
"6.3.2.10",462,"activation of mutant K202A"
"6.3.2.10",701,"slight activation of mutant K202A"
"6.3.2.10",120,"slight activation of mutant K202A"
"6.3.2.10",312,"strong activation of mutant K202A"
"6.3.2.10",1419,"slight activation of mutant K202A"
"6.3.4.2",5697,"0 mM guanosine, kact: 1.5/sec, KA: 0.21 mM, Ki: 0.36 mM; the GTP analogue is capable of activating Gln-dependent CTP formation"
"6.3.4.2",18833,"the GTP analogue is capable of activating Gln-dependent CTP formation"
"6.3.4.2",18242,"0 mM guanosine, kact: 8.5/sec, KA: 0.035 mM, Ki: 0.27 mM"
"6.3.4.2",37,"required as an allosteric effector to promote glutamine hydrolysis"
"6.3.4.2",37,"required as allosteric effector to promote reaction with glutamine as substrate, GTP functions by stabilizing the protein conformation that binds the tetrahedral intermediate(s) formed during glutamine hydrolysis"
"6.3.4.2",37,"activates enzyme-catalyzed glutamine hydrolysis"
"6.3.4.2",37,"0.1 mM guanosine, kact: 10.3/sec, KA: 0.088 mM, Ki: 0.22 mM; 0.2 mM guanosine, kact: 8.2/sec, KA: 0.078 mM, Ki: 0.12 mM; 0 mM guanosine, kact: 10.6/sec, KA: 0.081 mM, Ki: 0.28 mM; allosteric effector, structural requirements for activation are stringent, but requirements for inhibition are lax. GTP promotes Gln hydrolysis but inhibits Gln-dependent CTP formation at concentrations of over 0.15 mM"
"6.3.4.2",37,"required, activates"
"6.3.4.2",37,"GTP acts a positive allosteric effector for Gln-dependent CTP formation. However, at concentrations exceeding 0.15 mM, GTP inhibits Gln-dependent CTP formation. Moreover, GTP is an inhibitor of NH3-dependent CTP formation at all concentrations"
"6.3.4.2",1789,"0 mM guanosine, kact: 4/sec, KA: 0.19 mM, Ki: 0.5 mM; the GTP analogue is capable of activating Gln-dependent CTP formation"
"6.3.4.2",229,"0 mM guanosine, kact: 5.2/sec, KA: 2.9 mM, Ki: 4.5 mM; the GTP analogue is capable of activating Gln-dependent CTP formation"
"6.3.4.2",2,"activation potency in descending order: GTP = 6-thio-GTP, ITP = guanosine 5'-tetraphosphate, O6-methyl-GTP, 2'-deoxy-GTP, no activation with guanosine, GMP, GDP, 2',3'-dideoxy-GTP, acycloguanosine, and acycloguanosine monophosphate, indicating that the 5'-triphosphate, 2'-OH, and 3'-OH are required for full activation, binding structures and kinetics, overview"
"6.3.4.2",2,"binding of the substrates ATP and UTP, or the product CTP, promotes oligomerization of CTPS from inactive dimers to active tetramers, Gly142 is critical for nucleotide-dependent oligomerization of CTPS to active tetramers"
"6.3.4.2",18243,"0 mM guanosine, kact: 2.8/sec, KA: 0.13 mM, Ki: 0.29 mM"
"6.3.4.2",38396,"the GTP analogue is capable of activating Gln-dependent CTP formation"
"6.3.4.14",143,"required for activation of the ATP synthesis reaction with carbamoyl phosphate and ADP as substrates, E211, E288, N290 and R292 are responsible, at least in part, for the substrate-induced synergism by biotin, activation via a conformational change of enzyme"
"6.3.4.14",143,"activates the ATP synthesis reaction with ADP and carbamoyl phosphate as substrates"
"6.3.4.14",143,"substrate-induced synergism, the reaction in presence of biotin is 1100fold faster than in its absence"
"6.3.4.14",69,"maximal activation, 10fold, at 15% v/v. Inactivation at 20% v/v"
"6.3.4.14",69,"maximal activation, 11fold at 15%"
"6.3.4.16",4649,"weak activator, the IMP binding site is located at the C-terminus, binding structure analysis from crystal structure with bound IMP, PDB ID 1CE8"
"6.3.4.16",576,""
"6.3.4.21",142,"activation"
"6.3.5.2",2,"the total number of sulfhydryl groups is approximately 22 per dimer"
"6.3.5.5",753,""
"6.3.5.5",37,"enhances activity"
"6.3.5.5",232,"allosteric effector"
"6.3.5.5",232,"His995, located in the C-terminal regulatory domain, is cross-linked with IMP"
"6.3.5.5",232,"the effector stabilzes the (alpha,beta)4-tetramer of enzyme"
"6.3.5.5",232,"allosteric effect on Escherichia coli enzyme in dependence of temperature, no response to chimeric enzyme"
"6.3.5.5",232,""
"6.3.5.5",232,"the IMP activator and the UMP inhibitor bind to the same site on the enzyme"
"6.3.5.5",229,"enhances activity"
"6.3.5.5",192,"positive allosteric activation, E783, T1042, and T1043 are primarily responsible for the binding of ornithine to enzyme"
"6.3.5.5",192,"effector on ATP synthesis reaction, when ornithine is bound to the enzyme, its activation dominates the actions of UMP and IMP"
"6.3.5.5",192,"the effector stabilizes the (alpha,beta)4-tetramer of enzyme"
"6.3.5.5",192,"binds to the enzyme’s large subunit at the interface located between the allosteric and the carbamoyl phosphate domains"
"6.3.5.5",192,"allosteric effect on chimeric enzyme and Escherichia coli enzyme"
"6.3.5.5",192,""
"6.3.5.5",2,"allosteric effectors bind at domain D of eCPS"
"6.3.5.5",3480,"carbamoyl-phosphate synthase II: no requirement for N-acetylglutamate"
"6.3.5.5",89,"250fold activation of glutaminase activity. Irreversible inactivation of synthetase activity"
"6.3.5.5",3657,"allosteric activation"
"6.3.5.5",3657,"activates"
"6.3.5.5",576,""
"6.3.5.5",576,"co-substrate with carbamoyl phosphate for the second step of arginine biosynthesis, acts as a positive allosteric effector for eCPS, the catalyst for the first pathway step"
"6.3.5.5",118998,"activation of Escherichia coli and chimeric enzyme, the presence of UTP reduces the PRPP binding"
"6.3.5.5",55194,""
"6.3.5.5",2763,"required for Gln-dependent activity"
"6.3.5.5",1007,"enhances activity"
"6.4.1.2",8057,"biotin derivative, can partly substitute for biotin"
"6.4.1.2",143,"required for subunit AccB activity, biotin is not involved in regulation of operon accBC transcription"
"6.4.1.2",143,"required for activity"
"6.4.1.2",131,"no effect"
"6.5.1.2",99406,"blunt-end ligation in presence of high concentrations of macromolecular solutes, inactive in absence, e.g. polyethylene glycol 6000, bovine plasma albumin, or Ficoll 70"
"6.5.1.2",2,"no requirement for sulfhydryl reagent"
