ReactionID,EC,RegID,Metabolite,Mode,KI,Mechanism,Chebi
"SERINE-O-ACETTRAN-RXN","2.3.1.30","REG0-8042","CYS","-","NaN","COMPETITIVE",35235
"DIAMINOPIMDECARB-RXN","4.1.1.20","REG0-8050","CYSTINE","-","NaN","COMPETITIVE",35491
"ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","1.2.1.11","REG0-8116","CYSTINE","-","NaN","NaN",35491
"RXN-13990","4.1.3.42","REG0-8861","D-4-HYDROXY-2-KETO-GLUTARATE","-","NaN","COMPETITIVE",62213
"DALADALALIG-RXN","6.3.2.4","REG0-11569","D-ALA-D-ALA","-","49","NONCOMPETITIVE",57822
"DALADALALIG-RXN","6.3.2.4","REG0-11570","D-ALA-D-ALA","-","70","NONCOMPETITIVE",57822
"GLYOHMETRANS-RXN","2.1.2.1","REG0-11227","D-ALANINE","-","NaN","NaN",57416
"MANNONDEHYDRAT-RXN","4.2.1.8","REG0-7556","D-ALTRONATE","+","NaN","NaN",17360
"CROBETREDUCT-RXN","1.3.99","REG0-8531","D-CARNITINE","-","NaN","NaN",11060
"TRANS-RXN0-593","3.6.3.21","REG0-12347","D-CYSTEINE","+","NaN","NaN",35236
"DCYSDESULF-RXN","4.4.1.15","REG0-8607","D-CYSTEINE","-","NaN","NaN",35236
"GLUCARDEHYDRA-RXN","4.2.1.40","REG0-7224","D-GALACTARATE","-","NaN","NaN",16537
"KDGALDOL-RXN","4.1.2.20","REG0-8696","D-GALACTARATE","-","NaN","OTHER",16537
"GLUTDEHYD-RXN","1.4.1.4","REG0-7746","D-GLT","-","NaN","COMPETITIVE",29986
"GLUTAMATESYN-RXN","1.4.1.13","REG0-8685","D-GLT","-","NaN","NaN",29986
"KDGALDOL-RXN","4.1.2.20","REG0-8697","D-GLUCARATE","-","NaN","OTHER",30612
"RXN0-7008","1.5.5.2","REG0-8056","D-LACTATE","-","NaN","COMPETITIVE",16004
"ALTRO-OXIDOREDUCT-RXN","1.1.1.58","REG0-7523","D-MANNONATE","-","NaN","COMPETITIVE",17767
"ASPDECARBOX-RXN","4.1.1.11","REG0-8803","D-SERINE","-","NaN","COMPETITIVE",35247
"MANNONDEHYDRAT-RXN","4.2.1.8","REG0-7557","D-TAGATURONATE","+","NaN","NaN",17886
"THYKI-RXN","2.7.1.145","REG0-7492","DADP","+","NaN","ALLOSTERIC",57667
"RXN0-384","3.6.1.19","REG0-7305","DAMP","-","NaN","COMPETITIVE",58245
"RXN0-3741","3.1.3.89","REG0-11837","DATP","-","NaN","NaN",61404
"TYROSINE--TRNA-LIGASE-RXN","6.1.1.1","REG0-7255","DATP","-","NaN","NaN",61404
"THYKI-RXN","2.7.1.145","REG0-7486","DATP","+","NaN","ALLOSTERIC",61404
"RIBONUCLEOSIDE-DIP-REDUCTI-RXN","1.17.4.1","REG0-7705","DATP","-","NaN","NaN",61404
"MANNOSE-ISOMERASE-RXN","5.3.1.7","REG0-9433","DATP","-","NaN","NaN",61404
"THYKI-RXN","2.7.1.145","REG0-7488","DCDP","+","NaN","ALLOSTERIC",58593
"RIBONUCLEOSIDE-DIP-REDUCTI-RXN","1.17.4.1","REG0-7702","DCDP","-","NaN","COMPETITIVE",58593
"RXN0-3741","3.1.3.89","REG0-11836","DCTP","-","NaN","NaN",61481
"DTMPKI-RXN","2.7.4.12","REG0-6782","DCTP","-","NaN","NaN",61481
"RXN0-5515","2.7.7.41","REG0-7063","DCTP","-","NaN","COMPETITIVE",61481
"THYKI-RXN","2.7.1.145","REG0-7485","DCTP","+","NaN","ALLOSTERIC",61481
"3-DEHYDROQUINATE-DEHYDRATASE-RXN","4.2.1.10","REG0-11785","DEHYDROQUINATE","-","NaN","NaN",32364
"4OHBENZOATE-OCTAPRENYLTRANSFER-RXN","2.5.1.39","REG0-8972","DEOXYCHOLATE","-","NaN","NaN",23614
"RXN0-5055","6.4.1.2","REG0-10524","DETHIOBIOTIN","-","NaN","NONCOMPETITIVE",57861
"THYKI-RXN","2.7.1.145","REG0-7493","DGDP","+","NaN","ALLOSTERIC",58595
"RXN0-3741","3.1.3.89","REG0-11835","DGTP","-","NaN","NaN",61429
"THYKI-RXN","2.7.1.145","REG0-7487","DGTP","+","NaN","ALLOSTERIC",61429
"GUANYL-KIN-RXN","2.7.4.8","REG0-8377","DGTP","-","NaN","COMPETITIVE",61429
"GTP-CYCLOHYDRO-I-RXN","3.5.4.16","REG0-8731","DGTP","-","0.24    ","COMPETITIVE",61429
"AKBLIG-RXN","2.3.1.29","REG0-11293","DIACETYL","-","NaN","NaN",16583
"RXN-1381","2.3.1.15","REG0-11772","DIACETYL","-","NaN","NaN",16583
"THREODEHYD-RXN","1.1.1.103","REG0-7513","DIACETYL","-","NaN","NaN",16583
"RXN-11496","1.2.5.1","REG0-7985","DIACETYL","+","NaN","ALLOSTERIC",16583
"NADH-DEHYDROGENASE-QUINONE-RXN","1.6.5.11","REG0-6852","DICOUMAROL","-","NaN","COMPETITIVE",4513
"QOR-RXN","1.6.5.5","REG0-7122","DICOUMAROL","-","NaN","NaN",4513
"RXN-15313","4.1.3.3","REG-14664","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"ACYL-COA-HYDROLASE-RXN","3.1.2.20","REG0-10448","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"HOMSUCTRAN-RXN","2.3.1.46","REG0-11038","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"3-DEHYDROQUINATE-DEHYDRATASE-RXN","4.2.1.10","REG0-11780","DIETHYLPYROCARBONATE","-","NaN","OTHER",59051
"7-ALPHA-HYDROXYSTEROID-DEH-RXN","1.1.1.159","REG0-6664","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"O-SUCCINYLBENZOATE-COA-LIG-RXN","6.2.1.26","REG0-7363","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"ASPARTASE-RXN","4.3.1.1","REG0-7462","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"ACNEULY-RXN","4.1.3.3","REG0-7544","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"SORB6PDEHYDROG-RXN","1.1.1.140","REG0-7583","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"L-GLN-FRUCT-6-P-AMINOTRANS-RXN","2.6.1.16","REG0-8408","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"KDO-8PSYNTH-RXN","2.5.1.55","REG0-8518","DIETHYLPYROCARBONATE","-","NaN","NaN",59051
"FOLYLPOLYGLUTAMATESYNTH-RXN","6.3.2.17","REG0-10164","DIHYDROFOLATE","-","NaN","NaN",57451
"DIHYDROFOLATESYNTH-RXN","6.3.2.12","REG0-9667","DIHYDROFOLATE","-","NaN","COMPETITIVE",57451
"H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN","3.6.1.67","REG0-9083","DIHYDRONEOPTERIN-P","-","NaN","NaN",58762
"RXN0-5260","1.1.5.3","REG0-11450","DIHYDROXY-ACETONE-PHOSPHATE","-","NaN","COMPETITIVE",57642
"RXN-1381","2.3.1.15","REG0-11767","DIHYDROXY-ACETONE-PHOSPHATE","-","NaN","MIXED",57642
"METHGLYSYN-RXN","4.2.3.3","REG0-6942","DIHYDROXY-ACETONE-PHOSPHATE","+","NaN","NaN",57642
"RXN-15313","4.1.3.3","REG-14665","DIHYDROXYACETONE","-","NaN","COMPETITIVE",16016
"ACNEULY-RXN","4.1.3.3","REG0-7542","DIHYDROXYACETONE","-","NaN","COMPETITIVE",16016
"3.4.21.92-RXN","3.4.21.92","REG0-12284","DIISOPROPYL-FLUOROPHOSPHATE","-","NaN","NaN",17941
"3.4.21.102-RXN","3.4.21.102","REG0-12289","DIISOPROPYL-FLUOROPHOSPHATE","-","NaN","NaN",17941
"3.4.21.53-RXN","3.4.21.53","REG0-12299","DIISOPROPYL-FLUOROPHOSPHATE","-","NaN","NaN",17941
"LYSOPHOSPHOLIPASE-RXN","3.1.1.5","REG0-9149","DIISOPROPYL-FLUOROPHOSPHATE","-","NaN","IRREVERSIBLE",17941
"THIOESTER-RXN","3.1.2.2","REG0-9150","DIISOPROPYL-FLUOROPHOSPHATE","-","NaN","IRREVERSIBLE",17941
"GALACTARDEHYDRA-RXN","4.2.1.42","REG0-9652","DIMETHYLARSINATE","-","NaN","NaN",16223
"TRNA-S-TRANSFERASE-RXN","2.8.1.4","REG0-12030","DITHIOTHREITOL","+","NaN","NaN",42106
"F16BDEPHOS-RXN","3.1.3.11","REG0-12216","DITHIOTHREITOL","+","NaN","NaN",42106
"AKBLIG-RXN","2.3.1.29","REG0-6692","DITHIOTHREITOL","-","NaN","NaN",42106
"DHHB-METHYLTRANSFER-RXN","2.1.1.64","REG0-7074","DITHIOTHREITOL","+","NaN","NaN",42106
"3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN","4.1.1.98","REG0-7577","DITHIOTHREITOL","+","NaN","NaN",42106
"1.1.1.283-RXN","1.1.1.283","REG0-8183","DITHIOTHREITOL","+","NaN","NaN",42106
"ISOCHORSYN-RXN","5.4.4.2","REG0-9213","DITHIOTHREITOL","NIL","NaN","NaN",42106
"ALLANTOINASE-RXN","3.5.2.5","REG0-9428","DITHIOTHREITOL","-","NaN","COMPETITIVE",42106
"RXN0-5264","1.7.2.3","REG0-12131","DMSO","-","NaN","COMPETITIVE",28262
"DTDPGLUCOSEPP-RXN","2.7.7.24","REG0-11790","DTDP-D-GLUCOSE","-","NaN","NaN",57477
"GLYCOPHOSPHORYL-RXN","2.4.1.1","REG0-8438","DTDP-D-GLUCOSE","-","NaN","COMPETITIVE",57477
"DTDPGLUCOSEPP-RXN","2.7.7.24","REG0-10068","DTDP-RHAMNOSE","-","NaN","NaN",57510
"DTMPKI-RXN","2.7.4.12","REG0-6776","DUMP","-","NaN","COMPETITIVE",246422
"DCTP-DEAM-RXN","3.5.4.13","REG0-8418","DUTP","-","NaN","NaN",61555
"RXN-16650","2.4.1.129","REG0-10082","EDTA","-","NaN","NaN",42191
"HOMOCYSMET-RXN","2.1.1.14","REG0-11044","EDTA","-","NaN","NaN",42191
"RXN0-5515","2.7.7.41","REG0-11774","EDTA","-","NaN","NaN",42191
"RXN-6622","3.4.13.18","REG0-12023","EDTA","-","NaN","NaN",42191
"RXN0-884","1.17.7.4","REG0-12286","EDTA","-","NaN","NaN",42191
"3.4.15.5-RXN","3.4.15.5","REG0-12311","EDTA","-","NaN","NaN",42191
"CYCPHOSDIESTER-RXN","3.1.4.16","REG0-6747","EDTA","-","NaN","NaN",42191
"RXN0-6277","1","REG0-6788","EDTA","-","NaN","NaN",42191
"THI-P-KIN-RXN","2.7.4.16","REG0-7005","EDTA","-","NaN","NaN",42191
"ASPARTASE-RXN","4.3.1.1","REG0-7458","EDTA","-","NaN","OTHER",42191
"3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN","4.1.1.98","REG0-7575","EDTA","-","NaN","NaN",42191
"DUTP-PYROP-RXN","3.6.1.19","REG0-7582","EDTA","-","NaN","NaN",42191
"GLUCONOLACT-RXN","3.1.1.17","REG0-7595","EDTA","-","NaN","NaN",42191
"UDPACYLGLCNACDEACETYL-RXN","3.5.1.108","REG0-7647","EDTA","-","NaN","NaN",42191
"RHAMNULPALDOL-RXN","4.1.2.19","REG0-7785","EDTA","-","NaN","NaN",42191
"GALACTUROISOM-RXN","5.3.1.12","REG0-7834","EDTA","-","NaN","NaN",42191
"GLUCUROISOM-RXN","5.3.1.12","REG0-7871","EDTA","-","NaN","NaN",42191
"GST-RXN","2.5.1.18","REG0-7968","EDTA","+","NaN","NaN",42191
"ACID-PHOSPHATASE-RXN","3.1.3.2","REG0-8011","EDTA","-","NaN","NaN",42191
"ACETYLORNDEACET-RXN","3.5.1.16","REG0-8088","EDTA","-","NaN","NaN",42191
"KDO-8PPHOSPHAT-RXN","3.1.3.45","REG0-8246","EDTA","-","NaN","NaN",42191
"F16ALDOLASE-RXN","4.1.2.13","REG0-8470","EDTA","-","NaN","NaN",42191
"CROBETREDUCT-RXN","1.3.99","REG0-8533","EDTA","-","NaN","NaN",42191
"RHAMNISOM-RXN","5.3.1.14","REG0-8636","EDTA","-","NaN","NaN",42191
"KDGALDOL-RXN","4.1.2.20","REG0-8701","EDTA","-","NaN","NaN",42191
"3-NUCLEOTID-RXN","3.1.3.6","REG0-8785","EDTA","-","NaN","NaN",42191
"ACETATE--COA-LIGASE-RXN","6.2.1.1","REG0-8846","EDTA","-","NaN","NaN",42191
"RXN-11277","3.1.3.81","REG0-8916","EDTA","+","NaN","NaN",42191
"AGMATIN-RXN","3.5.3.11","REG0-9972","EDTA","-","NaN","NaN",42191
"DUTP-PYROP-RXN","3.6.1.19","REG0-7581","EGTA","-","NaN","NaN",30741
"AGMATIN-RXN","3.5.3.11","REG0-9971","EGTA","-","NaN","NaN",30741
"BETAGALACTOSID-RXN","3.2.1.108","REG0-8194","ETHANOL-AMINE","-","NaN","NaN",57603
"ACID-PHOSPHATASE-RXN","3.1.3.2","REG0-8015","ETOH","+","NaN","NaN",16236
"PEPSYNTH-RXN","2.7.9.2","REG0-10562","F-","-","NaN","NaN",17051
"INORGPYROPHOSPHAT-RXN","3.6.1.1","REG0-11231","F-","-","NaN","NaN",17051
"GUANYLCYC-RXN","4.6.1.2","REG0-7861","F-","-","NaN","NaN",17051
"RXN0-5114","3.1.3.3","REG0-8394","F-","-","NaN","NaN",17051
"2PGADEHYDRAT-RXN","4.2.1.11","REG0-8437","F-","-","NaN","NaN",17051
"GLYCOPHOSPHORYL-RXN","2.4.1.1","REG0-8452","F-","+","NaN","NaN",17051
"KDGALDOL-RXN","4.1.2.20","REG0-8702","F-","-","NaN","NaN",17051
"FMNREDUCT-RXN","1.5.1.39","REG0-12183","FAD","-","0.1    ","COMPETITIVE",57692
"RXN-15313","4.1.3.3","REG-14661","FE+2","-","NaN","NaN",29033
"SAMDECARB-RXN","4.1.1.50","REG0-11000","FE+2","+","NaN","NaN",29033
"AMINOPROPDEHYDROG-RXN","1.1.1.75","REG0-6718","FE+2","-","NaN","NaN",29033
"ALTRODEHYDRAT-RXN","4.2.1.7","REG0-7252","FE+2","+","NaN","NaN",29033
"O-SUCCINYLBENZOATE-COA-LIG-RXN","6.2.1.26","REG0-7361","FE+2","-","NaN","NaN",29033
"PHOSPHOGLUCMUT-RXN","5.4.2.2","REG0-7415","FE+2","-","NaN","NaN",29033
"ACNEULY-RXN","4.1.3.3","REG0-7547","FE+2","-","NaN","NaN",29033
"MANNONDEHYDRAT-RXN","4.2.1.8","REG0-7561","FE+2","+","NaN","NaN",29033
"ACETYLORNTRANSAM-RXN","2.6.1.11","REG0-7708","FE+2","-","NaN","NaN",29033
"DIMESULFREDUCT-RXN","1.8.5.3","REG0-7927","FE+2","+","NaN","NaN",29033
"N-ACETYLGLUTPREDUCT-RXN","1.2.1.38","REG0-8388","FE+2","-","NaN","NaN",29033
"DAHPSYN-RXN","2.5.1.54","REG0-8529","FE+2","+","NaN","NaN",29033
"D-PPENTOMUT-RXN","5.4.2.7","REG0-8819","FE+2","-","NaN","NaN",29033
"SAMDECARB-RXN","4.1.1.50","REG0-10999","FE+3","+","NaN","NaN",29034
"D-PPENTOMUT-RXN","5.4.2.7","REG0-8816","FE+3","-","NaN","NaN",29034
"MANNOSE-ISOMERASE-RXN","5.3.1.7","REG0-9437","FE+3","-","NaN","NaN",29034
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN","2.1.2.11","REG0-8345","FORMALDEHYDE","-","NaN","NaN",16842
"RXN0-5268","1.10.3.10","REG0-9493","FORMAMIDE","-","NaN","NONCOMPETITIVE",16397
"R524-RXN","4.2.1.104","REG0-7828","FORMATE","-","NaN","COMPETITIVE",15740
"GLYCEROL-KIN-RXN","2.7.1.30","REG0-11842","FRUCTOSE-16-DIPHOSPHATE","-","500","NONCOMPETITIVE",32966
"GSADENYLATION-RXN","2.7.7.42","REG0-6900","FRUCTOSE-16-DIPHOSPHATE","-","NaN","NaN",32966
"6PFRUCTPHOS-RXN","2.7.1.11","REG0-6966","FRUCTOSE-16-DIPHOSPHATE","-","NaN","COMPETITIVE",32966
"1PFRUCTPHOSN-RXN","2.7.1.56","REG0-7120","FRUCTOSE-16-DIPHOSPHATE","-","NaN","NaN",32966
"PEPCARBOX-RXN","4.1.1.31","REG0-7274","FRUCTOSE-16-DIPHOSPHATE","+","NaN","ALLOSTERIC",32966
"RXN-9952","1.1.1.44","REG0-7506","FRUCTOSE-16-DIPHOSPHATE","-","NaN","NaN",32966
"PEPDEPHOS-RXN","2.7.1.40","REG0-8167","FRUCTOSE-16-DIPHOSPHATE","+","NaN","ALLOSTERIC",32966
"GLUC1PADENYLTRANS-RXN","2.7.7.27","REG0-8914","FRUCTOSE-16-DIPHOSPHATE","+","NaN","ALLOSTERIC",32966
"QUINOPRIBOTRANS-RXN","2.4.2.19","REG0-9548","FRUCTOSE-16-DIPHOSPHATE","-","NaN","COMPETITIVE",32966
"GSADENYLATION-RXN","2.7.7.42","REG0-6899","FRUCTOSE-6P","-","NaN","NaN",57634
"6PFRUCTPHOS-RXN","2.7.1.11","REG0-7476","FRUCTOSE-6P","+","NaN","OTHER",57634
"PHOSICITDEHASE-RXN","2.7.11.5","REG0-7689","FRUCTOSE-6P","-","NaN","NaN",57634
"NAG6PDEACET-RXN","3.5.1.25","REG0-7844","FRUCTOSE-6P","-","NaN","NaN",57634
"MALIC-NADP-RXN","1.1.1.40","REG0-11300","FUM","-","NaN","NaN",29806
"GLUTDECARBOX-RXN","4.1.1.15","REG0-7152","FUM","-","NaN","COMPETITIVE",29806
"GLUTDECARBOX-RXN","4.1.1.15","REG0-8569","FUM","-","NaN","COMPETITIVE",29806
"RXN-16701","1.1.1","REG-15072","G3P","-","NaN","NONCOMPETITIVE",58272
"RXN0-5260","1.1.5.3","REG0-11449","G3P","-","NaN","COMPETITIVE",58272
"GSADENYLATION-RXN","2.7.7.42","REG0-6901","G3P","-","NaN","NaN",58272
"METHGLYSYN-RXN","4.2.3.3","REG0-6939","G3P","-","NaN","NaN",58272
"DEPHOSICITDEHASE-RXN","3.1.3","REG0-7601","G3P","+","NaN","NaN",58272
"PHOSICITDEHASE-RXN","2.7.11.5","REG0-7694","G3P","-","NaN","NaN",58272
"ISOCIT-CLEAV-RXN","4.1.3.1","REG0-8283","G3P","-","NaN","COMPETITIVE",58272
"KETOGLUTREDUCT-RXN","1.1.1","REG0-8925","G3P","-","NaN","NONCOMPETITIVE",58272
"DARABISOM-RXN","5.3.1.3","REG0-9156","GALACTITOL","-","NaN","NaN",16813
"BETAGALACTOSID-RXN","3.2.1.108","REG0-8185","GALACTOSE","-","NaN","COMPETITIVE",28034
"CROBETREDUCT-RXN","1.3.99","REG0-8530","GAMMA-BUTYROBETAINE","-","NaN","COMPETITIVE",16244
"RXN0-5260","1.1.5.3","REG0-11446","GAP","-","NaN","COMPETITIVE",59776
"KDPGALDOL-RXN","4.1.2.55","REG0-6925","GAP","-","NaN","COMPETITIVE",59776
"PRPPAMIDOTRANS-RXN","2.4.2.14","REG0-11362","GDP","+","NaN","NaN",58189
"ORNDECARBOX-RXN","4.1.1.17","REG0-11742","GDP","+","NaN","NaN",58189
"DGTPTRIPHYDRO-RXN","3.1.5.1","REG0-6772","GDP","-","NaN","NaN",58189
"6PFRUCTPHOS-RXN","2.7.1.11","REG0-7475","GDP","+","NaN","ALLOSTERIC",58189
"THYKI-RXN","2.7.1.145","REG0-7494","GDP","+","NaN","ALLOSTERIC",58189
"1.1.1.271-RXN","1.1.1.271","REG0-8063","GDP","-","NaN","COMPETITIVE",58189
"GUANYL-KIN-RXN","2.7.4.8","REG0-8375","GDP","-","NaN","COMPETITIVE",58189
"NUCLEOSIDE-DIP-KIN-RXN","2.7.4.6","REG0-8480","GDP","-","NaN","COMPETITIVE",58189
"GTP-CYCLOHYDRO-I-RXN","3.5.4.16","REG0-8729","GDP","-","1.5    ","COMPETITIVE",58189
"GUANOSINEKIN-RXN","2.7.1.73","REG0-8827","GDP","-","NaN","NONCOMPETITIVE",58189
"GUANOSINEKIN-RXN","2.7.1.73","REG0-8829","GDP","-","NaN","NaN",58189
"GDPMANMANHYDRO-RXN","3.2.1","REG0-9523","GDP","-","NaN","COMPETITIVE",58189
"GDPMANDEHYDRA-RXN","4.2.1.47","REG0-8095","GDP-D-GLUCOSE","-","NaN","NaN",62230
"UDPSUGARHYDRO-RXN","3.6.1.45","REG0-8841","GDP-D-GLUCOSE","-","NaN","COMPETITIVE",62230
"LYSDECARBOX-RXN","4.1.1.18","REG0-11287","GDP-TP","-","NaN","NaN",16690
"ORNDECARBOX-RXN","4.1.1.17","REG0-11741","GDP-TP","+","NaN","NaN",16690
"EXOPOLYPHOSPHATASE-RXN","3.6.1.11","REG0-7103","GDP-TP","-","10","COMPETITIVE",16690
"GLYCOPHOSPHORYL-RXN","2.4.1.1","REG0-8440","GLC","-","NaN","COMPETITIVE",15903
"PHOSPHOGLUCMUT-RXN","5.4.2.2","REG0-7407","GLC-1-P","-","NaN","COMPETITIVE",58601
"MALIC-NADP-RXN","1.1.1.40","REG0-11308","GLC-6-P","+","NaN","NaN",58247
"F16BDEPHOS-RXN","3.1.3.11","REG0-12209","GLC-6-P","-","NaN","NaN",58247
"GSADENYLATION-RXN","2.7.7.42","REG0-6908","GLN","+","NaN","NaN",58359
"URITRANS-RXN","2.7.7.59","REG0-7131","GLN","-","NaN","NaN",58359
"GSDEADENYLATION-RXN","2.7.7.89","REG0-7723","GLN","-","NaN","NaN",58359
"GLUTDEHYD-RXN","1.4.1.4","REG0-7747","GLN","-","NaN","COMPETITIVE",58359
"DIAMINOPIMDECARB-RXN","4.1.1.20","REG0-10145","GLT","-","NaN","COMPETITIVE",29985
"MALIC-NADP-RXN","1.1.1.40","REG0-11302","GLT","+","NaN","NaN",29985
"GLUTAMIN-RXN","3.5.1.38","REG0-7397","GLT","-","NaN","COMPETITIVE",29985
"PYROXALTRANSAM-RXN","2.6.1.31","REG0-7446","GLT","-","NaN","NaN",29985
"L-GLN-FRUCT-6-P-AMINOTRANS-RXN","2.6.1.16","REG0-8403","GLT","-","NaN","COMPETITIVE",29985
"GLUTAMIN-RXN","3.5.1.38","REG0-8740","GLT","-","NaN","COMPETITIVE",29985
"GLUTAMIN-RXN","3.5.1.38","REG0-8754","GLT","+","NaN","ALLOSTERIC",29985
"MANNONDEHYDRAT-RXN","4.2.1.8","REG0-7551","GLUCONATE","-","NaN","COMPETITIVE",18391
"GLUTDECARBOX-RXN","4.1.1.15","REG0-9685","GLUTACONATE","-","NaN","COMPETITIVE",36460
"GLUTDECARBOX-RXN","4.1.1.15","REG0-9707","GLUTACONATE","-","NaN","COMPETITIVE",36460
"GLUTDECARBOX-RXN","4.1.1.15","REG0-9682","GLUTARATE","-","NaN","COMPETITIVE",30921
"GLUTDECARBOX-RXN","4.1.1.15","REG0-9719","GLUTARATE","-","NaN","COMPETITIVE",30921
"AKBLIG-RXN","2.3.1.29","REG0-6691","GLUTATHIONE","-","NaN","NaN",57925
"LYXK-RXN","2.7.1.53","REG0-7579","GLUTATHIONE","+","NaN","NaN",57925
"ACETYLORNDEACET-RXN","3.5.1.16","REG0-8090","GLUTATHIONE","+","NaN","NaN",57925
"1.1.1.283-RXN","1.1.1.283","REG0-8184","GLUTATHIONE","+","NaN","NaN",57925
"GLUTCYSLIG-RXN","6.3.2.2","REG0-8323","GLUTATHIONE","-","NaN","NaN",57925
"ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","1.2.1.11","REG0-9055","GLUTATHIONE","-","NaN","NaN",57925
"RXN-16701","1.1.1","REG-15073","GLY","-","NaN","ALLOSTERIC",15428
"FORMYLTHFDEFORMYL-RXN","3.5.1.10","REG0-7988","GLY","-","NaN","NaN",15428
"SERINE-O-ACETTRAN-RXN","2.3.1.30","REG0-8041","GLY","-","NaN","COMPETITIVE",15428
"PGLYCDEHYDROG-RXN","1.1.1.95","REG0-8372","GLY","-","NaN","ALLOSTERIC",15428
"GLUTAMINESYN-RXN","6.3.1.2","REG0-8905","GLY","-","NaN","NaN",15428
"KETOGLUTREDUCT-RXN","1.1.1","REG0-8924","GLY","-","NaN","ALLOSTERIC",15428
"BADH-RXN","1.2.1.8","REG0-10201","GLYCERALD","-","NaN","COMPETITIVE",17378
"RXN0-313","4.1.2","REG0-6833","GLYCEROL","-","NaN","UNCOMPETITIVE",17754
"GLYCEROL-KIN-RXN","2.7.1.30","REG0-7101","GLYCEROL","-","NaN","NaN",17754
"GLYC3PDEHYDROGBIOSYN-RXN","1.1.1.94","REG0-11229","GLYCEROL-3P","-","4.4    ","COMPETITIVE",57597
"F16ALDOLASE-RXN","4.1.2.13","REG0-6858","GLYCEROL-3P","+","NaN","NaN",57597
"PHOSPHAGLYPSYN-RXN","2.7.8.5","REG0-6971","GLYCEROL-3P","-","NaN","NaN",57597
"GLYCEROL-KIN-RXN","2.7.1.30","REG0-7096","GLYCEROL-3P","-","NaN","COMPETITIVE",57597
"GLYCOLALD-DEHYDROG-RXN","1.2.1.21","REG0-9207","GLYCOLALDEHYDE","-","NaN","NaN",17071
"MALSYN-RXN","2.3.3.9","REG0-7498","GLYCOLLATE","-","NaN","COMPETITIVE",29805
"ISOCIT-CLEAV-RXN","4.1.3.1","REG0-8287","GLYCOLLATE","-","NaN","NaN",29805
"RXN-11319","4.1.99.19","REG0-12396","GLYOX","-","NaN","NaN",35179
"ISOCITDEH-RXN","1.1.1.42","REG0-6923","GLYOX","-","NaN","COMPETITIVE",35179
"PYRUVDEH-RXN","1.2.1","REG0-6992","GLYOX","-","NaN","COMPETITIVE",35179
"PHOSICITDEHASE-RXN","2.7.11.5","REG0-7688","GLYOX","-","NaN","NaN",35179
"RXN-13990","4.1.3.42","REG0-8860","GLYOX","-","NaN","COMPETITIVE",35179
"ACETOLACTSYN-RXN","2.2.1.6","REG0-8908","GLYOX","-","NaN","NaN",35179
"PRPPAMIDOTRANS-RXN","2.4.2.14","REG0-11355","GMP","-","NaN","COMPETITIVE",58115
"PRPPAMIDOTRANS-RXN","2.4.2.14","REG0-11356","GMP","-","NaN","ALLOSTERIC",58115
"GUANPRIBOSYLTRAN-RXN","2.4.2.8","REG0-6911","GMP","-","NaN","NaN",58115
"IMP-DEHYDROG-RXN","1.1.1.205","REG0-7387","GMP","-","NaN","COMPETITIVE",58115
"XANPRIBOSYLTRAN-RXN","2.4.2.22","REG0-7899","GMP","-","NaN","NaN",58115
"GUANOSINEKIN-RXN","2.7.1.73","REG0-8826","GMP","-","NaN","COMPETITIVE",58115
"HYPOXANPRIBOSYLTRAN-RXN","2.4.2.8","REG0-9457","GMP","-","NaN","NaN",58115
"PRPPAMIDOTRANS-RXN","2.4.2.14","REG0-11361","GTP","+","NaN","NaN",37565
"ORNDECARBOX-RXN","4.1.1.17","REG0-11743","GTP","+","NaN","NaN",37565
"PEPDEPHOS-RXN","2.7.1.40","REG0-12161","GTP","-","NaN","NaN",37565
"RXN0-5073","3.6.1","REG0-6660","GTP","-","NaN","COMPETITIVE",37565
"ADENYLATECYC-RXN","4.6.1.1","REG0-6675","GTP","-","NaN","NONCOMPETITIVE",37565
"DGTPTRIPHYDRO-RXN","3.1.5.1","REG0-6771","GTP","-","NaN","COMPETITIVE",37565
"URACIL-PRIBOSYLTRANS-RXN","2.4.2.9","REG0-7019","GTP","+","NaN","NaN",37565
"CTPSYN-RXN","6.3.4.2","REG0-7073","GTP","+","NaN","ALLOSTERIC",37565
"RXN-12002","2.7.4.22","REG0-7089","GTP","+","NaN","ALLOSTERIC",37565
"PEPCARBOX-RXN","4.1.1.31","REG0-7275","GTP","+","NaN","ALLOSTERIC",37565
