,EC_number,Cofactor,Organism,LigandID,Commentary,Literature,ChEBI,bigg.metabolite,KEGG_ID,Compound
26910,4.3.1.17,pyridoxal 5'-phosphate,Clostridium propionicum,32,pyridoxal-5'-phosphate-independent enzyme,210792,18405,pydx5p_c,C00018,Pyridoxal phosphate
26911,4.3.1.17,pyridoxal 5'-phosphate,Peptoniphilus asaccharolyticus,32,pyridoxal-5'-phosphate-independent enzyme,"210790, 210794",18405,pydx5p_c,C00018,Pyridoxal phosphate
26912,4.3.1.17,pyridoxal 5'-phosphate,Homo sapiens,32,,649220,18405,pydx5p_c,C00018,Pyridoxal phosphate
26913,4.3.1.17,pyridoxal 5'-phosphate,Ovis aries,32,,651527,18405,pydx5p_c,C00018,Pyridoxal phosphate
26914,4.3.1.17,pyridoxal 5'-phosphate,Rattus norvegicus,32,,"650191, 650648, 651527, 651919, 651924",18405,pydx5p_c,C00018,Pyridoxal phosphate
26915,4.3.1.17,pyridoxal 5'-phosphate,Homo sapiens,32,pyridoxal 5'-phosphate is sandwiched between F40 and A222,666863,18405,pydx5p_c,C00018,Pyridoxal phosphate
26916,4.3.1.17,pyridoxal 5'-phosphate,Homo sapiens,32,"SDH is a pyridoxal 5'-phosphate-dependent enzyme, PLP is covalently attached to K48 by Schiff-base linkage in the active site. The ring nitrogen of PLP is involved in a H-bonding with C309, but is apparently not protonated",691069,18405,pydx5p_c,C00018,Pyridoxal phosphate
26917,4.3.1.17,pyridoxal 5'-phosphate,Rattus norvegicus,32,dependent on,693834,18405,pydx5p_c,C00018,Pyridoxal phosphate
26918,4.3.1.17,pyridoxal 5'-phosphate,Escherichia coli K-12,32,dependent on,694235,18405,pydx5p_c,C00018,Pyridoxal phosphate
26919,4.3.1.17,pyridoxal 5'-phosphate,Entamoeba histolytica,32,,705606,18405,pydx5p_c,C00018,Pyridoxal phosphate
26920,4.3.1.17,pyridoxal 5'-phosphate,Homo sapiens,32,,728723,18405,pydx5p_c,C00018,Pyridoxal phosphate
26921,4.3.1.17,pyridoxal 5'-phosphate,Mycobacterium smegmatis,32,,729942,18405,pydx5p_c,C00018,Pyridoxal phosphate
26922,4.3.1.18,AMP,Gallus gallus,30,activates,210780,16027,amp_c,C00020,AMP
26923,4.3.1.18,ATP,Gallus gallus,4,"activation at low concentrations, inhibition at high concentrations",210780,15422,atp_c,C00002,ATP
26924,4.3.1.18,CMP,Gallus gallus,100,activates,210780,17361,cmp_c,C00055,CMP
26925,4.3.1.18,IMP,Gallus gallus,232,activates,210780,17202,imp_c,C00130,IMP
26926,4.3.1.18,pyridoxal 5'-phosphate,Escherichia coli,32,transimination of the enzyme-linked cofactor by D-Ser,210803,18405,pydx5p_c,C00018,Pyridoxal phosphate
26927,4.3.1.18,pyridoxal 5'-phosphate,Klebsiella pneumoniae,32,enzyme linked cofactor; Km: 0.0025 mM,210807,18405,pydx5p_c,C00018,Pyridoxal phosphate
26928,4.3.1.18,pyridoxal 5'-phosphate,Escherichia coli,32,1 mol of pyridoxal 5'-phosphate is bound per mol of enzyme to one epsilon-amino group,210810,18405,pydx5p_c,C00018,Pyridoxal phosphate
26929,4.3.1.18,pyridoxal 5'-phosphate,Escherichia coli,32,enzyme linked cofactor,"210805, 210811",18405,pydx5p_c,C00018,Pyridoxal phosphate
26930,4.3.1.18,pyridoxal 5'-phosphate,Escherichia coli,32,1 pyridoxal 5'-phosphate per D-serine dehydratase molecule,651969,18405,pydx5p_c,C00018,Pyridoxal phosphate
26931,4.3.1.18,pyridoxal 5'-phosphate,Saccharomyces cerevisiae,32,PLP,678079,18405,pydx5p_c,C00018,Pyridoxal phosphate
26932,4.3.1.18,pyridoxal 5'-phosphate,Saccharomyces cerevisiae,32,Dsd adopts a fold that is characteristic of type III pyridoxal-dependent enzymes,714376,18405,pydx5p_c,C00018,Pyridoxal phosphate
26933,4.3.1.18,pyridoxal 5'-phosphate,Saccharomyces cerevisiae,32,"reduction of the aldimine linkage tethering PLP to recombinant, tagged D-serine dehydratase by treatment with NaBH4 so as to yield an inactive form of the holoenzyme, DsdR, which is further treated with a protease in order to remove the amino-terminal purification tag. Fourier Transform infrared spectroscopic analysis reveals that both the reduced form DsdR and the reduced/detagged form DsdRD maintain the overall secondary structure of wild-type, but feature a significantly increased thermal stability. The observed Tm values for DsdR and for DsdRD shift to 71.5°C and 73.3°C, respectively, resulting in nearly 11° and 13° higher than the one measured for wild-type. Though catalytically inert, DsdRD retains the ability to enantioselectively bind its natural substrate",714380,18405,pydx5p_c,C00018,Pyridoxal phosphate
26934,4.3.1.18,pyridoxal 5'-phosphate,Gallus gallus,32,"20 microM, increases pyruvate formation by 28%",715734,18405,pydx5p_c,C00018,Pyridoxal phosphate
26935,4.3.1.18,pyridoxal 5'-phosphate,Gallus gallus,32,,"680567, 728925",18405,pydx5p_c,C00018,Pyridoxal phosphate
26936,4.3.1.18,pyridoxal 5'-phosphate,Escherichia coli,32,,"664227, 729282",18405,pydx5p_c,C00018,Pyridoxal phosphate
26937,4.3.1.18,pyridoxal 5'-phosphate,Saccharomyces cerevisiae,32,,"729705, 729953, 730889",18405,pydx5p_c,C00018,Pyridoxal phosphate
26938,4.3.1.18,UMP,Gallus gallus,133,activates,210780,16695,ump_c,C00105,UMP
26939,4.3.1.19,ADP,Escherichia coli,13,no stimulation by ADP,210823,16761,adp_c,C00008,ADP
26940,4.3.1.19,ADP,Salmonella enterica subsp. enterica serovar Typhimurium,13,stimulation,210823,16761,adp_c,C00008,ADP
26941,4.3.1.19,ADP,Morganella morganii,13,activates,210830,16761,adp_c,C00008,ADP
26942,4.3.1.19,ADP,Clostridium tetanomorphum,13,activates,210833,16761,adp_c,C00008,ADP
26943,4.3.1.19,AMP,Morganella morganii,30,activates,210830,16027,amp_c,C00020,AMP
26944,4.3.1.19,AMP,Escherichia coli,30,activates,210833,16027,amp_c,C00020,AMP
26945,4.3.1.19,pyridoxal 5'-phosphate,Clostridium propionicum,32,required,210792,18405,pydx5p_c,C00018,Pyridoxal phosphate
26946,4.3.1.19,pyridoxal 5'-phosphate,Chloroflexus aurantiacus,32,cofactor,210818,18405,pydx5p_c,C00018,Pyridoxal phosphate
26947,4.3.1.19,pyridoxal 5'-phosphate,Candida maltosa,32,cofactor; Km: 0.00028 mM,210821,18405,pydx5p_c,C00018,Pyridoxal phosphate
26948,4.3.1.19,pyridoxal 5'-phosphate,Escherichia coli,32,cofactor; contains 2 mol of pyridoxal 5'-phosphate per mol of enzyme,210823,18405,pydx5p_c,C00018,Pyridoxal phosphate
26949,4.3.1.19,pyridoxal 5'-phosphate,Salmonella enterica subsp. enterica serovar Typhimurium,32,cofactor; contains 2 mol of pyridoxal 5'-phosphate per mol of enzyme,210823,18405,pydx5p_c,C00018,Pyridoxal phosphate
26950,4.3.1.19,pyridoxal 5'-phosphate,Morganella morganii,32,cofactor; contains 2 mol of pyridoxal 5'-phosphate per mol of enzyme; contains 4 mol of pyridoxal 5'-phosphate per mol of enzyme,210824,18405,pydx5p_c,C00018,Pyridoxal phosphate
26951,4.3.1.19,pyridoxal 5'-phosphate,Pseudomonas aeruginosa,32,required,210828,18405,pydx5p_c,C00018,Pyridoxal phosphate
26952,4.3.1.19,pyridoxal 5'-phosphate,Spinacia oleracea,32,cofactor; tightly bound,210829,18405,pydx5p_c,C00018,Pyridoxal phosphate
26953,4.3.1.19,pyridoxal 5'-phosphate,Morganella morganii,32,contains 4 mol of pyridoxal 5'-phosphate per mol of enzyme,210830,18405,pydx5p_c,C00018,Pyridoxal phosphate
26954,4.3.1.19,pyridoxal 5'-phosphate,Clostridium tetanomorphum,32,cofactor; contains 4 mol of pyridoxal 5'-phosphate per mol of enzyme,210833,18405,pydx5p_c,C00018,Pyridoxal phosphate
26955,4.3.1.19,pyridoxal 5'-phosphate,Escherichia coli,32,cofactor; contains 4 mol of pyridoxal 5'-phosphate per mol of enzyme,210833,18405,pydx5p_c,C00018,Pyridoxal phosphate
26956,4.3.1.19,pyridoxal 5'-phosphate,Escherichia coli,32,contains 2 mol of pyridoxal 5'-phosphate per mol of enzyme,210835,18405,pydx5p_c,C00018,Pyridoxal phosphate
26957,4.3.1.19,pyridoxal 5'-phosphate,Escherichia coli,32,cofactor,210840,18405,pydx5p_c,C00018,Pyridoxal phosphate
26958,4.3.1.19,pyridoxal 5'-phosphate,Thermus sp.,32,required,210843,18405,pydx5p_c,C00018,Pyridoxal phosphate
26959,4.3.1.19,pyridoxal 5'-phosphate,Rattus norvegicus,32,Km: 0.000682 mM; reactivates after dissociation of the coenzyme,210849,18405,pydx5p_c,C00018,Pyridoxal phosphate
26960,4.3.1.19,pyridoxal 5'-phosphate,Rattus norvegicus,32,activates; reactivates after dissociation of the coenzyme,210852,18405,pydx5p_c,C00018,Pyridoxal phosphate
26961,4.3.1.19,pyridoxal 5'-phosphate,Escherichia coli,32,cofactor; enzyme contains 1 mol of pyridoxal 5'-phosphate per 56000 Da subunit,210856,18405,pydx5p_c,C00018,Pyridoxal phosphate
26962,4.3.1.19,pyridoxal 5'-phosphate,Escherichia coli,32,required,210863,18405,pydx5p_c,C00018,Pyridoxal phosphate
26963,4.3.1.19,pyridoxal 5'-phosphate,Arabidopsis thaliana,32,1 mol per monomer,649943,18405,pydx5p_c,C00018,Pyridoxal phosphate
26964,4.3.1.19,pyridoxal 5'-phosphate,Arabidopsis thaliana,32,1 molecule per monomer,650119,18405,pydx5p_c,C00018,Pyridoxal phosphate
26965,4.3.1.19,pyridoxal 5'-phosphate,Rattus norvegicus,32,,650401,18405,pydx5p_c,C00018,Pyridoxal phosphate
26966,4.3.1.19,pyridoxal 5'-phosphate,Salmonella enterica subsp. enterica serovar Typhimurium,32,,"677340, 680728",18405,pydx5p_c,C00018,Pyridoxal phosphate
26967,4.3.1.19,pyridoxal 5'-phosphate,Entamoeba histolytica,32,,705606,18405,pydx5p_c,C00018,Pyridoxal phosphate
26968,4.3.1.19,pyridoxamine 5'-phosphate,Rattus norvegicus,664,reactivates after dissociation of the coenzyme,"210849, 210852",18335,pyam5p_c,C00647,Pyridoxamine phosphate
26969,4.3.1.20,pyridoxal 5'-phosphate,Paracoccus denitrificans,32,activates,210866,18405,pydx5p_c,C00018,Pyridoxal phosphate
26970,4.3.1.20,pyridoxal 5'-phosphate,Paracoccus denitrificans,32,required for activity,210867,18405,pydx5p_c,C00018,Pyridoxal phosphate
26971,4.3.1.22,NADH,Rhodobacter sphaeroides,8,required,677089,16908,nadh_c,C00004,NADH
26972,4.3.1.22,NADPH,Rhodobacter sphaeroides,5,less than 40% of the activity with NADH,677089,16474,nadph_c,C00005,NADPH
26973,4.3.1.24,"3,5-dihydro-5-methylidene-4H-imidazol-4-one",Petroselinum crispum,24924,MIO cofactor,664905,,,,
26974,4.3.1.24,"3,5-dihydro-5-methylidene-4H-imidazol-4-one",Photorhabdus luminescens,24924,MIO cofactor,664905,,,,
26975,4.3.1.24,"3,5-dihydro-5-methylidene-4H-imidazol-4-one",Streptomyces maritimus,24924,MIO cofactor,664905,,,,
26976,4.3.1.24,"3,5-dihydro-5-methylidene-4H-imidazol-4-one",Triticum aestivum,24924,prosthetic group,693878,,,,
26977,4.3.1.24,4-methylidene-imidazole-5-one,Anabaena variabilis,146627,deamination of L-Phe is dependent upon a 4-methylidene-imidazole-5-one prosthetic group that is produced by the posttranslational condensation of a sequential Ala-Ser-Gly triad in the enzyme,693649,,,,
26978,4.3.1.24,more,Bambusa oldhamii,2,"PAL2 sequence containes a conserved active site motif, the Ala-Ser-Gly triad, which can be converted into a 3,5-dihydro-5-methylidine-4H-imidazol-4-one prosthetic group",706605,33206,,,
26979,4.3.1.27,pyridoxal 5'-phosphate,Delftia sp. HT23,32,,712323,18405,pydx5p_c,C00018,Pyridoxal phosphate
26980,4.3.1.28,NAD(P)+,Streptomyces hygroscopicus,50,,719691,,,,
26981,4.3.1.28,NAD+,Streptomyces pristinaespiralis,7,"there is no requirement for an external cofactor for full activity, although sequence data indicate NAD+ as cofactor. NAD+ binds very tightly to the enzyme",719006,,,,
26982,4.3.1.28,NAD+,Streptomyces hygroscopicus,7,"the enzyme has about 0.17 equivalents of tightly bound NAD+. In the presence of exogenous NAD+, the initial rate is elevated 8fold with a Km of 0.0023 mM for the cofactor",719643,,,,
26983,4.3.1.30,4Fe-4S-center,Streptomyces venezuelae,916,[4Fe-4S]1+ is the catalytically active form of all radical S-adenosyl-L-methionine-dependent enzymes. Dependence on a [4Fe-4S] cluster and S-adenosyl-L-methionine for DesII activity,715254,,,,
26984,4.3.1.30,4Fe-4S-center,Streptomyces venezuelae,916,[4Fe-4S]1+ is the catalytically active form of all radical S-adenosyl-L-methionine-dependent enzymes. Dependence on a [4Fe-4S] cluster and S-adenosyl-L-methionine for DesII activity,715276,,,,
26985,4.3.1.30,4Fe-4S-center,Streptomyces venezuelae,916,a radical S-adenosyl-L-methionine-dependent enzyme. Dependence on a [4Fe-4S] cluster and S-adenosyl-L-methionine for DesII activity,715304,,,,
26986,4.3.1.30,more,Streptomyces venezuelae,2,"in the experiment, the [4Fe-4S]2+ of DesII is reduced to [4Fe-4S]1+ by stepwise electron transfer from NADPH through flavodoxin and flavodoxin reductase. Accordingly, a system consisting of flavodoxin/flavodoxin reductase-NADPH or its equivalent from the cellular pool may serve as the in vivo reducing system for the DesII-catalyzed reaction",715254,33206,,,
26987,4.3.1.30,S-adenosyl-L-methionine,Streptomyces venezuelae,24,a radical S-adenosyl-L-methionine-dependent enzyme. Dependence on a [4Fe-4S] cluster and S-adenosyl-L-methionine for DesII activity,715254,15414,amet_c,C00019,S-Adenosyl-L-methionine
26988,4.3.1.30,S-adenosyl-L-methionine,Streptomyces venezuelae,24,"a radical S-adenosyl-L-methionine-dependent enzyme. Dependence on a [4Fe-4S] cluster and S-adenosyl-L-methionine for DesII activity. Radical S-adenosyl-L-methionine enzymes are an important class of biological catalysts involved in radical mediated transformations in both primary and secondary metabolic pathways. All of these enzymes contain a [4Fe-4S] cluster in the active-site and are S-adenosyl-L-methionine dependent. The reactions are initiated by a single electron transfer from the reduced [4Fe-4S]1+ cluster to SAM to induce the homolytic cleavage of the C5'-S bond in -adenosyl-L-methionine, which yields a reactive 5'-deoxyadenosyl radical along with L-methionine. The 5'-deoxyadenosyl radical is used to generate a substrate radical intermediate that is subsequently converted to product",715276,15414,amet_c,C00019,S-Adenosyl-L-methionine
26989,4.3.1.30,S-adenosyl-L-methionine,Streptomyces venezuelae,24,a radical S-adenosyl-L-methionine-dependent enzyme. Dependence on a [4Fe-4S] cluster and S-adenosyl-L-methionine for DesII activity,715304,15414,amet_c,C00019,S-Adenosyl-L-methionine
26990,4.3.2.1,GDP,Bos taurus,53,"0.2 mM, slight stimulation",34433,17552,gdp_c,C00035,GDP
26991,4.3.2.4,more,Chlorocebus aethiops,2,no requirement for NAD+ or ATP,648690,33206,,,
26992,4.3.2.4,more,Cricetulus griseus,2,no requirement for NAD+ or ATP,648690,33206,,,
26993,4.3.2.4,more,Escherichia coli,2,no requirement for NAD+ or ATP,648690,33206,,,
26994,4.3.2.4,more,Lactobacillus casei,2,no requirement for NAD+ or ATP,648690,33206,,,
26995,4.3.2.4,more,Proteus mirabilis,2,no requirement for NAD+ or ATP,648690,33206,,,
26996,4.3.2.5,more,Bos taurus,2,no cofactor requirement,648691,33206,,,
26997,4.3.2.5,more,Rattus norvegicus,2,no cofactor requirement,648701,33206,,,
26998,4.3.3.7,FAD,Clostridium botulinum,20,produces a 5fold increase in dipicolinic acid production,705792,16238,fad_c,C00016,FAD
26999,4.3.3.7,FMN,Clostridium botulinum,56,results in a 3fold increase in dipicolinic acid production,705792,17621,fmn_c,C00061,FMN
27000,4.3.3.7,more,Clostridium botulinum,2,neither NAD+ nor NADP+ are involved in the production of dipicolinic acid,705792,33206,,,
27001,4.3.99.3,more,Burkholderia multivorans,2,"to initiate radical chemistry, all AdoMet radical enzymes require the one-electron reduction of the [4Fe-4S] cluster. This electron is typically supplied by a flavodoxin. For the Burkholderia multivorans enzyme, more product is generated using the chemical reductant dithionite",730439,33206,,,
27002,4.3.99.3,S-adenosyl-L-methionine,Bacillus subtilis,24,"dependent on. Members of the radical SAM superfamily contain a CX3CX2C-motif for binding a [4Fe-4S] cluster, which when reductively activated, cleaves SAM to 5?-deoxyadenosyl radical, which in turn initiates radical mediated transformations of the substrate",717240,15414,amet_c,C00019,S-Adenosyl-L-methionine
27003,4.3.99.3,S-adenosyl-L-methionine,Bacillus subtilis,24,"Km is 0.045 mM, the cofactor supports multiple turnovers, it is regenerated at the end of each catalytic cycle",729229,15414,amet_c,C00019,S-Adenosyl-L-methionine
27004,4.3.99.3,S-adenosyl-L-methionine,Burkholderia multivorans,24,the binding site is conserved despite modified enzyme fold,730439,15414,amet_c,C00019,S-Adenosyl-L-methionine
27005,4.4.1.1,pyridoxal 5'-phosphate,Neurospora sp.,32,coenzyme,34487,18405,pydx5p_c,C00018,Pyridoxal phosphate
27006,4.4.1.1,pyridoxal 5'-phosphate,Rattus norvegicus,32,the epsilon-NH2 group of the active-site Lys forms a Schiff base with pyridoxal 5'phosphate. The enzyme contains the sequence -Ser-X-X-Lys(pyridoxal-5'-phosphate),34490,18405,pydx5p_c,C00018,Pyridoxal phosphate
27007,4.4.1.1,pyridoxal 5'-phosphate,Rattus norvegicus,32,coenzyme,34493,18405,pydx5p_c,C00018,Pyridoxal phosphate
27008,4.4.1.1,pyridoxal 5'-phosphate,Neurospora sp.,32,required,34499,18405,pydx5p_c,C00018,Pyridoxal phosphate
27009,4.4.1.1,pyridoxal 5'-phosphate,Lactobacillus fermentum,32,,34506,18405,pydx5p_c,C00018,Pyridoxal phosphate
27010,4.4.1.1,pyridoxal 5'-phosphate,Lactococcus lactis,32,,34509,18405,pydx5p_c,C00018,Pyridoxal phosphate
27011,4.4.1.1,pyridoxal 5'-phosphate,Rattus norvegicus,32,contains 4 mol of pyridoxal 5'-phosphate per mol of enzyme,5584,18405,pydx5p_c,C00018,Pyridoxal phosphate
27012,4.4.1.1,pyridoxal 5'-phosphate,Streptomyces phaeochromogenes,32,contains 4 mol of pyridoxal 5'-phosphate per mol of enzyme,"34484, 586904",18405,pydx5p_c,C00018,Pyridoxal phosphate
27013,4.4.1.1,pyridoxal 5'-phosphate,Saccharomyces cerevisiae,32,1 molecule per subunit,650479,18405,pydx5p_c,C00018,Pyridoxal phosphate
27014,4.4.1.1,pyridoxal 5'-phosphate,Saccharomyces cerevisiae,32,Km value 0.003 mM,650640,18405,pydx5p_c,C00018,Pyridoxal phosphate
27015,4.4.1.1,pyridoxal 5'-phosphate,Saccharomyces cerevisiae,32,2 molecules per subunit,651810,18405,pydx5p_c,C00018,Pyridoxal phosphate
27016,4.4.1.1,pyridoxal 5'-phosphate,Mus musculus,32,,663934,18405,pydx5p_c,C00018,Pyridoxal phosphate
27017,4.4.1.1,pyridoxal 5'-phosphate,Treponema denticola,32,,"34507, 664075",18405,pydx5p_c,C00018,Pyridoxal phosphate
27018,4.4.1.1,pyridoxal 5'-phosphate,Treponema denticola,32,enzyme binds 2 mol per dimer,665558,18405,pydx5p_c,C00018,Pyridoxal phosphate
27019,4.4.1.1,pyridoxal 5'-phosphate,Geotrichum candidum,32,,674055,18405,pydx5p_c,C00018,Pyridoxal phosphate
27020,4.4.1.1,pyridoxal 5'-phosphate,Danio rerio,32,,690376,18405,pydx5p_c,C00018,Pyridoxal phosphate
27021,4.4.1.1,pyridoxal 5'-phosphate,Oncorhynchus mykiss,32,,690376,18405,pydx5p_c,C00018,Pyridoxal phosphate
27022,4.4.1.1,pyridoxal 5'-phosphate,Lactobacillus reuteri,32,,"652626, 692897",18405,pydx5p_c,C00018,Pyridoxal phosphate
27023,4.4.1.1,pyridoxal 5'-phosphate,Rattus norvegicus,32,dependent on,708133,18405,pydx5p_c,C00018,Pyridoxal phosphate
27024,4.4.1.1,pyridoxal 5'-phosphate,Sus scrofa,32,,"692223, 694364, 708240",18405,pydx5p_c,C00018,Pyridoxal phosphate
27025,4.4.1.1,pyridoxal 5'-phosphate,Lactobacillus casei,32,,708517,18405,pydx5p_c,C00018,Pyridoxal phosphate
27026,4.4.1.1,pyridoxal 5'-phosphate,Homo sapiens,32,; residues K212 and Y114 are involved in binding,709539,18405,pydx5p_c,C00018,Pyridoxal phosphate
27027,4.4.1.1,pyridoxal 5'-phosphate,Oryctolagus cuniculus,32,,709711,18405,pydx5p_c,C00018,Pyridoxal phosphate
27028,4.4.1.1,pyridoxal 5'-phosphate,Homo sapiens,32,,"690967, 709969, 710055",18405,pydx5p_c,C00018,Pyridoxal phosphate
27029,4.4.1.1,pyridoxal 5'-phosphate,Mus musculus,32,,"676159, 693730, 707177, 707582, 708300, 708397, 708627, 709608, 710075, 710078, 710627",18405,pydx5p_c,C00018,Pyridoxal phosphate
27030,4.4.1.1,pyridoxal 5'-phosphate,Arabidopsis thaliana,32,,729125,18405,pydx5p_c,C00018,Pyridoxal phosphate
27031,4.4.1.1,pyridoxal 5'-phosphate,Saccharomyces cerevisiae,32,,"663694, 707410, 729315",18405,pydx5p_c,C00018,Pyridoxal phosphate
27032,4.4.1.1,pyridoxal 5'-phosphate,Neurospora crassa,32,,729507,18405,pydx5p_c,C00018,Pyridoxal phosphate
27033,4.4.1.1,pyridoxal 5'-phosphate,Escherichia coli,32,,729511,18405,pydx5p_c,C00018,Pyridoxal phosphate
27034,4.4.1.1,pyridoxal 5'-phosphate,Homo sapiens,32,,"693241, 693818, 701750, 708300, 709005, 709040, 709390, 710063, 710078, 710421, 730038",18405,pydx5p_c,C00018,Pyridoxal phosphate
27035,4.4.1.1,pyridoxal 5'-phosphate,Rattus norvegicus,32,,"690781, 691972, 692207, 693818, 693936, 694398, 708300, 708411, 708627, 709212, 709213, 709676, 709778, 710078, 710627, 730038",18405,pydx5p_c,C00018,Pyridoxal phosphate
27036,4.4.1.1,pyridoxal 5'-phosphate,Leishmania major,32,,730121,18405,pydx5p_c,C00018,Pyridoxal phosphate
27037,4.4.1.1,pyridoxal 5'-phosphate,Leishmania mexicana,32,,730121,18405,pydx5p_c,C00018,Pyridoxal phosphate
27038,4.4.1.1,pyridoxal 5'-phosphate,Cerebratulus marginatus,32,,730944,18405,pydx5p_c,C00018,Pyridoxal phosphate
27039,4.4.1.4,pyridoxal 5'-phosphate,Allium cepa,32,enzyme contains pyridoxal 5'-phosphate; Lys285 is the pyridoxal phosphate binding site,34564,18405,pydx5p_c,C00018,Pyridoxal phosphate
27040,4.4.1.4,pyridoxal 5'-phosphate,Allium cepa,32,contains 3 mol of pyridoxal 5'-phosphate,34611,18405,pydx5p_c,C00018,Pyridoxal phosphate
27041,4.4.1.4,pyridoxal 5'-phosphate,Tulbaghia violacea,32,enzyme contains pyridoxal 5'-phosphate,34613,18405,pydx5p_c,C00018,Pyridoxal phosphate
27042,4.4.1.4,pyridoxal 5'-phosphate,Allium cepa,32,contains 3.76 mol of pyridoxal 5'-phosphate per mol of enzyme; enzyme contains pyridoxal 5'-phosphate,34614,18405,pydx5p_c,C00018,Pyridoxal phosphate
27043,4.4.1.4,pyridoxal 5'-phosphate,Allium sativum,32,contains 1.68 mol of pyridoxal 5'-phosphate per mol of enzyme; enzyme contains pyridoxal 5'-phosphate,34614,18405,pydx5p_c,C00018,Pyridoxal phosphate
27044,4.4.1.4,pyridoxal 5'-phosphate,Allium sativum,32,contains one mol of pyridoxal 5'-phosphate per mol of subunit; enzyme contains pyridoxal 5'-phosphate,34615,18405,pydx5p_c,C00018,Pyridoxal phosphate
27045,4.4.1.4,pyridoxal 5'-phosphate,Lentinula edodes,32,enzyme contains pyridoxal 5'-phosphate,34617,18405,pydx5p_c,C00018,Pyridoxal phosphate
27046,4.4.1.4,pyridoxal 5'-phosphate,Allium sativum,32,enzyme contains pyridoxal 5'-phosphate,34620,18405,pydx5p_c,C00018,Pyridoxal phosphate
27047,4.4.1.4,pyridoxal 5'-phosphate,Allium tuberosum,32,,34622,18405,pydx5p_c,C00018,Pyridoxal phosphate
27048,4.4.1.4,pyridoxal 5'-phosphate,Allium cepa,32,stimulates,34630,18405,pydx5p_c,C00018,Pyridoxal phosphate
27049,4.4.1.4,pyridoxal 5'-phosphate,Allium sativum,32,dependent on,692426,18405,pydx5p_c,C00018,Pyridoxal phosphate
27050,4.4.1.4,pyridoxal 5'-phosphate,Allium sativum,32,dependent on,695022,18405,pydx5p_c,C00018,Pyridoxal phosphate
27051,4.4.1.4,pyridoxal 5'-phosphate,Ensifer adhaerens,32,activity of P-19486 alliinase in the absence of cofactor is 14.3% of that detected in the presence of 0.020 mM cofactor,728940,18405,pydx5p_c,C00018,Pyridoxal phosphate
27052,4.4.1.4,pyridoxal 5'-phosphate,Allium sativum,32,required,729464,18405,pydx5p_c,C00018,Pyridoxal phosphate
27053,4.4.1.4,pyridoxal 5'-phosphate,Allium sativum,32,,"675431, 701590, 703494, 729980, 730220, 730282",18405,pydx5p_c,C00018,Pyridoxal phosphate
27054,4.4.1.5,glutathione,Rattus norvegicus,44,,690300,16856,,C00051,Glutathione
27055,4.4.1.5,glutathione,Aloe vera,44,,692050,16856,,C00051,Glutathione
27056,4.4.1.5,glutathione,Amaranthus sp.,44,,692050,16856,,C00051,Glutathione
27057,4.4.1.5,glutathione,Brassica sp.,44,,692050,16856,,C00051,Glutathione
27058,4.4.1.5,glutathione,Glycine max,44,,692050,16856,,C00051,Glutathione
27059,4.4.1.5,glutathione,Nicotiana sp.,44,,692050,16856,,C00051,Glutathione
27060,4.4.1.5,glutathione,Pisum sativum,44,,692050,16856,,C00051,Glutathione
27061,4.4.1.5,glutathione,Solanum tuberosum,44,,692050,16856,,C00051,Glutathione
27062,4.4.1.5,glutathione,Saccharomyces cerevisiae,44,,707439,16856,,C00051,Glutathione
27063,4.4.1.5,glutathione,Allium cepa,44,,707782,16856,,C00051,Glutathione
27064,4.4.1.5,glutathione,Aeluropus lagopoides,44,,709703,16856,,C00051,Glutathione
27065,4.4.1.5,glutathione,Triticum aestivum,44,,"692050, 709889",16856,,C00051,Glutathione
27066,4.4.1.5,glutathione,Plasmodium falciparum,44,,710003,16856,,C00051,Glutathione
27067,4.4.1.5,glutathione,Leishmania donovani,44,,710372,16856,,C00051,Glutathione
27068,4.4.1.5,glutathione,Mus musculus,44,,"692048, 708402, 709168, 709607, 710359, 710382",16856,,C00051,Glutathione
27069,4.4.1.5,glutathione,Oryza sativa,44,,"692050, 710521",16856,,C00051,Glutathione
27070,4.4.1.5,glutathione,Homo sapiens,44,,"707014, 707602, 707749, 707837, 708034, 709445, 709654, 709815, 709820, 710151, 710387, 710567",16856,,C00051,Glutathione
27071,4.4.1.6,pyridoxal 5'-phosphate,Vachellia farnesiana,32,one mol per mol of enzyme,34678,18405,pydx5p_c,C00018,Pyridoxal phosphate
27072,4.4.1.6,pyridoxal 5'-phosphate,Vachellia farnesiana,32,,34680,18405,pydx5p_c,C00018,Pyridoxal phosphate
27073,4.4.1.6,pyridoxal 5'-phosphate,Pseudomonas cruciviae,32,,"34677, 34681",18405,pydx5p_c,C00018,Pyridoxal phosphate
27074,4.4.1.8,pyridoxal 5'-phosphate,Lactococcus lactis,32,dependent on,34689,18405,pydx5p_c,C00018,Pyridoxal phosphate
27075,4.4.1.8,pyridoxal 5'-phosphate,Escherichia coli,32,5.7 mol of pyridoxal 5'-phosphate is bound per mol of enzyme; Km: 0.005 mM,34690,18405,pydx5p_c,C00018,Pyridoxal phosphate
27076,4.4.1.8,pyridoxal 5'-phosphate,Paracoccus denitrificans,32,required as cofactor,34691,18405,pydx5p_c,C00018,Pyridoxal phosphate
27077,4.4.1.8,pyridoxal 5'-phosphate,Spinacia oleracea,32,,34693,18405,pydx5p_c,C00018,Pyridoxal phosphate
