"","kingdom","phylum","class","order","family","genus","species","RevisedName"
"Lupinus albus","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Cichorium endivia","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Pinus sylvestris","Plantae",NA,NA,NA,NA,NA,NA,NA
"Hypericum androsaemum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Ruta graveolens","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Penicillium griseofulvum",NA,NA,NA,NA,NA,NA,NA,NA
"Methylomicrobium alcaliphilum","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Methylophaga alcalica","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Aeromonas hydrophila","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Datura stramonium","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae",NA,NA,NA
"Treponema denticola","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Morchella esculenta",NA,NA,NA,NA,NA,NA,NA,NA
"Lepidochelys kempii","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Tachypleus tridentatus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Oreochromis niloticus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Streptomyces mobaraensis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Loligo sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium acidi-urici",NA,NA,NA,NA,NA,NA,NA,NA
"Dehalococcoides sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Rhodosporidium toruloides","Fungi",NA,NA,NA,NA,NA,NA,NA
"Brassica juncea","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"uncultured bacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter calcoaceticus subsp. anitratus",NA,NA,NA,NA,NA,NA,NA,NA
"Mesorhizobium ciceri","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Dioscorea cayenensis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Dioscorea rotundata","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Mizuhopecten yessoensis",NA,NA,NA,NA,NA,NA,NA,NA
"Voandzeia subterranea",NA,NA,NA,NA,NA,NA,NA,NA
"Indocibium guttattam",NA,NA,NA,NA,NA,NA,NA,NA
"Lethenteron camtschaticum","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Xanthosoma sagittifolium","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Carassius carassius","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Ruminiclostridium thermocellum",NA,NA,NA,NA,NA,NA,NA,NA
"Clarias batrachus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Ameiurus nebulosus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Corynebacterium callunae","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Neisseria polysaccharea","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Neisseria perflava","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Deinococcus geothermalis","Bacteria","Deinococcus-Thermus","Deinococci",NA,NA,NA,NA,NA
"Paenibacillus macerans","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Pseudomonas syringae pv. phaseolicola",NA,NA,NA,NA,NA,NA,NA,NA
"Bacillus circulans","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Gluconacetobacter diazotrophicus","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA,NA
"Pelophylax ridibundus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Biomphalaria glabrata","Animalia",NA,NA,NA,NA,NA,NA,NA
"Saprolegnia monoica","Fungi",NA,NA,NA,NA,NA,NA,NA
"Prosopis juliflora","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Deschampsia antarctica","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Dunaliella tertiolecta","Plantae",NA,NA,NA,NA,NA,NA,NA
"Selaginella lepidophylla","Plantae",NA,NA,NA,NA,NA,NA,NA
"Stomoxys calcitrans","Animalia",NA,NA,NA,NA,NA,NA,NA
"Aspergillus flavus",NA,NA,NA,NA,NA,NA,NA,NA
"Apodachlya sp.","Fungi",NA,NA,NA,NA,NA,NA,NA
"Athelia rolfsii",NA,NA,NA,NA,NA,NA,NA,NA
"Hyalophora cecropia","Animalia",NA,NA,NA,NA,NA,NA,NA
"Neocallimastix frontalis",NA,NA,NA,NA,NA,NA,NA,NA
"Absidia glauca",NA,NA,NA,NA,NA,NA,NA,NA
"Botrytis cinerea",NA,NA,NA,NA,NA,NA,NA,NA
"Umbelopsis vinacea",NA,NA,NA,NA,NA,NA,NA,NA
"Mortierella candelabrum",NA,NA,NA,NA,NA,NA,NA,NA
"Mortierella pusilla",NA,NA,NA,NA,NA,NA,NA,NA
"Amylomyces rouxii",NA,NA,NA,NA,NA,NA,NA,NA
"Choanephora infundibulifera f. cucurbitarum",NA,NA,NA,NA,NA,NA,NA,NA
"Phascolomyces articulosus",NA,NA,NA,NA,NA,NA,NA,NA
"Pleuronectes platessa","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Anaerobranca gottschalkii","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Rhodothermus marinus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacillus autolyticus",NA,NA,NA,NA,NA,NA,NA,NA
"Paenibacillus illinoisensis","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Bacillus coagulans","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Thermoactinomyces vulgaris","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Paenibacillus campinasensis","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Salimicrobium halophilum","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA
"Thermoanaerobacter sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Bacillus agaradhaerens","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Astasia ocellata",NA,NA,NA,NA,NA,NA,NA,NA
"Fucus gardneri",NA,NA,NA,NA,NA,NA,NA,NA
"Achlya ambisexualis","Fungi",NA,NA,NA,NA,NA,NA,NA
"Exophiala dermatitidis",NA,NA,NA,NA,NA,NA,NA,NA
"Wickerhamomyces anomalus",NA,NA,NA,NA,NA,NA,NA,NA
"Citrus aurantiifolia",NA,NA,NA,NA,NA,NA,NA,NA
"Nicotiana alata","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae",NA,NA,NA
"Musca domestica","Animalia",NA,NA,NA,NA,NA,NA,NA
"Neisseria gonorrhoeae","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Streptomyces galilaeus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Silene latifolia subsp. alba",NA,NA,NA,NA,NA,NA,NA,NA
"Ajuga reptans","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Shigella flexneri","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Chlorocebus sabaeus","Animalia","Chordata","Mammalia","Primates",NA,NA,NA,NA
"Pyrococcus horikoshii","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus",NA,NA
"Euonymus alatus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Paederia scandens",NA,NA,NA,NA,NA,NA,NA,NA
"Poterioochromonas malhamensis",NA,NA,NA,NA,NA,NA,NA,NA
"Ochromonas malhamensis",NA,NA,NA,NA,NA,NA,NA,NA
"Agave vera cruz","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Aspergillus aculeatus",NA,NA,NA,NA,NA,NA,NA,NA
"Allium cepa","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Silene dioica","Plantae",NA,"Magnoliopsida","Caryophyllales",NA,NA,NA,NA
"Morella rubra","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Streptococcus pneumoniae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae",NA,NA,NA
"Pyropia perforata",NA,NA,NA,NA,NA,NA,NA,NA
"Acholeplasma laidlawii","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Digitalis purpurea","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Asparagus setaceus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Solanum melongena","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae","Solanum",NA,NA
"Rhodotorula bogoriensis",NA,NA,NA,NA,NA,NA,NA,NA
"Avena sativa","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Withania somnifera","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae",NA,NA,NA
"Cinchona succirubra",NA,NA,NA,NA,NA,NA,NA,NA
"Coturnix sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Tropaeolum majus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Anas sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Meleagris gallopavo","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Xenopus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Dimocarpus longan","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Betula pendula","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Brassica oleracea var. botrytis",NA,NA,NA,NA,NA,NA,NA,NA
"Streptococcus pyogenes","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae",NA,NA,NA
"Streptococcus dysgalactiae subsp. equisimilis",NA,NA,NA,NA,NA,NA,NA,NA
"Stenotrophomonas rhizophila","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Dictyostelium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Glebionis segetum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Gracilaria tenuistipitata",NA,NA,NA,NA,NA,NA,NA,NA
"Dahlia pinnata","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Shigella boydii","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Mycoplasma genitalium","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Saccharopolyspora erythraea","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Lactobacillus reuteri","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,NA
"Mycoplasma mycoides","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Methanococcus voltae","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Sulfolobus shibatae","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus",NA,NA
"Giardia intestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"Lactobacillus bifidus",NA,NA,NA,NA,NA,NA,NA,NA
"Toxoplasma gondii",NA,NA,NA,NA,NA,NA,NA,NA
"Acer pseudoplatanus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Cryptothecodinium cohnii",NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium botulinum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Meleagris sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Photobacterium damselae","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Vibrio sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Photobacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Paenibacillus thiaminolyticus","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Marsilea drummondii",NA,NA,NA,NA,NA,NA,NA,NA
"Athyrium nipponicum",NA,NA,NA,NA,NA,NA,NA,NA
"Blechnum niponicum",NA,NA,NA,NA,NA,NA,NA,NA
"Dicranopteris linearis","Plantae",NA,NA,NA,NA,NA,NA,NA
"Dryopteris erythrosora","Plantae",NA,NA,NA,NA,NA,NA,NA
"Equisetum arvense","Plantae",NA,NA,NA,NA,NA,NA,NA
"Lycopodium clavatum","Plantae",NA,NA,NA,NA,NA,NA,NA
"Osmunda japonica",NA,NA,NA,NA,NA,NA,NA,NA
"Polystichum aculeatum",NA,NA,NA,NA,NA,NA,NA,NA
"Polystichum fortunei",NA,NA,NA,NA,NA,NA,NA,NA
"Polystichum tsus-simense",NA,NA,NA,NA,NA,NA,NA,NA
"Pteridium aquilinum","Plantae",NA,NA,NA,NA,NA,NA,NA
"Carassius auratus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Celosia crista",NA,NA,NA,NA,NA,NA,NA,NA
"Meretrix meretrix",NA,NA,NA,NA,NA,NA,NA,NA
"Porphyra sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Leishmania infantum",NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex nummularia","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Eremothecium gossypii",NA,NA,NA,NA,NA,NA,NA,NA
"Eremothecium ashbyi",NA,NA,NA,NA,NA,NA,NA,NA
"Abies grandis","Plantae",NA,NA,NA,NA,NA,NA,NA
"Citrus sinensis",NA,NA,NA,NA,NA,NA,NA,NA
"Haliotis discus",NA,NA,NA,NA,NA,NA,NA,NA
"Festuca arundinacea",NA,NA,NA,NA,NA,NA,NA,NA
"Liposcelis bostrychophila","Animalia",NA,NA,NA,NA,NA,NA,NA
"Liposcelis entomophila","Animalia",NA,NA,NA,NA,NA,NA,NA
"Liposcelis paeta","Animalia",NA,NA,NA,NA,NA,NA,NA
"Mamestra brassicae",NA,NA,NA,NA,NA,NA,NA,NA
"Penaeus monodon","Animalia",NA,NA,NA,NA,NA,NA,NA
"Spodoptera litura","Animalia",NA,NA,NA,NA,NA,NA,NA
"Ficus carica","Plantae",NA,"Magnoliopsida","Rosales",NA,NA,NA,NA
"Euphorbia tirucalli","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Ficus benghalensis","Plantae",NA,"Magnoliopsida","Rosales",NA,NA,NA,NA
"Ficus benjamina","Plantae",NA,"Magnoliopsida","Rosales",NA,NA,NA,NA
"Ficus decora",NA,NA,NA,NA,NA,NA,NA,NA
"Ficus deltoidea",NA,NA,NA,NA,NA,NA,NA,NA
"Ficus elastica","Plantae",NA,"Magnoliopsida","Rosales",NA,NA,NA,NA
"Ficus lyrata","Plantae",NA,"Magnoliopsida","Rosales",NA,NA,NA,NA
"Parthenium hysterophorus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Parthenium argentatum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Narcissus pseudonarcissus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Pantoea agglomerans","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Streptomyces anulatus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Rana temporaria","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Hansenula schneggii",NA,NA,NA,NA,NA,NA,NA,NA
"Vigna aconitifolia","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae","Vigna",NA,NA
"Clostridium sporogenes","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Rhodoblastus acidophilus","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Flavobacterium lutescens",NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium aminovalericum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Yersinia pseudotuberculosis","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Candida guilliermondii var. membranaefaciens",NA,NA,NA,NA,NA,NA,NA,NA
"Rhodococcus jostii RHA1",NA,NA,NA,NA,NA,NA,NA,NA
"Burkholderia caryophylli","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Oceanimonas doudoroffii","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Pseudomonas chlororaphis subsp. aureofaciens",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas formicans",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas mendocina","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Vogesella indigofera","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Austromegabalanus psittacus",NA,NA,NA,NA,NA,NA,NA,NA
"Lymantria dispar","Animalia",NA,NA,NA,NA,NA,NA,NA
"Bombus atratus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Crassostrea virginica","Animalia",NA,NA,NA,NA,NA,NA,NA
"Apis mellifera","Animalia",NA,NA,NA,NA,NA,NA,NA
"Calliphoridae","Animalia",NA,NA,NA,NA,NA,NA,NA
"Dunaliella marina",NA,NA,NA,NA,NA,NA,NA,NA
"Monoraphidium minutum",NA,NA,NA,NA,NA,NA,NA,NA
"Halothiobacillus neapolitanus","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Brassica sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Chlorogloeopsis fritschii","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Heterosigma carterae",NA,NA,NA,NA,NA,NA,NA,NA
"Odontella sinensis",NA,NA,NA,NA,NA,NA,NA,NA
"Vaucheria litorea",NA,NA,NA,NA,NA,NA,NA,NA
"Chlorella sorokiniana","Plantae",NA,NA,NA,NA,NA,NA,NA
"Rhodomicrobium vannielii","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA,NA
"Synechococcus sp. PCC 7002",NA,NA,NA,NA,NA,NA,NA,NA
"Phaeospirillum molischianum","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA
"Rhodocyclus tenuis","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Acidovorax facilis","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Avicennia marina","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Populus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Nicotiana benthamiana",NA,NA,NA,NA,NA,NA,NA,NA
"Phaseolus acutifolius","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Solanum pimpinellifolium","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae","Solanum",NA,NA
"Micrococcus flavus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Candida mycoderma","Fungi",NA,"Saccharomycetes","Saccharomycetales",NA,"Candida",NA,NA
"Sporosarcina psychrophila","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Microbispora rosea subsp. aerata",NA,NA,NA,NA,NA,NA,NA,NA
"Busycotypus canaliculatum",NA,NA,NA,NA,NA,NA,NA,NA
"Takifugu rubripes","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Dicentrarchus labrax","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Brochothrix thermosphacta","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Cardium tuberculatum",NA,NA,NA,NA,NA,NA,NA,NA
"Anguilla rostrata","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Concholepas concholepas",NA,NA,NA,NA,NA,NA,NA,NA
"Metacarcinus magister",NA,NA,NA,NA,NA,NA,NA,NA
"Meganyctiphanes norvegica","Animalia",NA,NA,NA,NA,NA,NA,NA
"Brassica rapa subsp. campestris",NA,NA,NA,NA,NA,NA,NA,NA
"Leishmania mexicana",NA,NA,NA,NA,NA,NA,NA,NA
"Trypanoplasma borreli",NA,NA,NA,NA,NA,NA,NA,NA
"Entodinium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Pigeon",NA,NA,NA,NA,NA,NA,NA,NA
"Patella caerulea",NA,NA,NA,NA,NA,NA,NA,NA
"Yersinia enterocolitica","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Stigmatella aurantiaca","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Tatlockia micdadei","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Dunaliella parva",NA,NA,NA,NA,NA,NA,NA,NA
"Rhodothermus phage RM378",NA,NA,NA,NA,NA,NA,NA,NA
"Culex quinquefasciatus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Musa cavendishii",NA,NA,NA,NA,NA,NA,NA,NA
"Propionibacterium freudenreichii subsp. shermanii",NA,NA,NA,NA,NA,NA,NA,NA
"Brassica nigra","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Hexamita inflata",NA,NA,NA,NA,NA,NA,NA,NA
"Saccharum hybrid cultivar",NA,NA,NA,NA,NA,NA,NA,NA
"Naegleria gruberi",NA,NA,NA,NA,NA,NA,NA,NA
"Bruguiera sexangula","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Tetrahymena pyriformis",NA,NA,NA,NA,NA,NA,NA,NA
"Kluyvera cryocrescens","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Veillonella parvula","Bacteria","Firmicutes",NA,NA,NA,NA,NA,NA
"Paenibacillus polymyxa","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Synechococcus elongatus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Maricaulis maris","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Trachemys scripta","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Isostychopus badonotus",NA,NA,NA,NA,NA,NA,NA,NA
"Locusta migratoria manilensis",NA,NA,NA,NA,NA,NA,NA,NA
"Salmonella enterica subsp. enterica serovar Minnesota",NA,NA,NA,NA,NA,NA,NA,NA
"Sinomonas atrocyanea","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Acetabularia acetabulum","Plantae",NA,NA,NA,NA,NA,NA,NA
"Ureaplasma parvum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacillus amyloliquefaciens","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Streptomyces morookaense","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Cullen corylifolium",NA,NA,NA,NA,NA,NA,NA,NA
"Saccharomyces fragilis","Fungi",NA,"Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces",NA,NA
"Nonomuraea sp. ATCC 39727",NA,NA,NA,NA,NA,NA,NA,NA
"Enterobacteria phage K1E",NA,NA,NA,NA,NA,NA,NA,NA
"Thermococcus pacificus","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,NA
"Sulfophobococcus zilligii","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae",NA,NA,NA
"Herpes simplex virus",NA,NA,NA,NA,NA,NA,NA,NA
"Methanosarcina acetivorans","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Thermus aquaticus","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus",NA,NA
"Equid herpesvirus 1",NA,NA,NA,NA,NA,NA,NA,NA
"Enterobacteria phage T7",NA,NA,NA,NA,NA,NA,NA,NA
"Salinivibrio costicola","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Leptospira interrogans serovar Copenhageni",NA,NA,NA,NA,NA,NA,NA,NA
"Edwardsiella tarda","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Hafnia alvei","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Salmonella enterica subsp. enterica serovar Enteritidis",NA,NA,NA,NA,NA,NA,NA,NA
"Aeromonas caviae","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Allochromatium vinosum","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Arthrobacter viscosus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Chlorobaculum thiosulfatiphilum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Escherichia aurescens",NA,NA,NA,NA,NA,NA,NA,NA
"Rubrivivax gelatinosus","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Serratia liquefaciens","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Shigella dysenteriae","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"'Chlorella' fusca",NA,NA,NA,NA,NA,NA,NA,NA
"Ostreococcus tauri",NA,NA,NA,NA,NA,NA,NA,NA
"Lens culinaris","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Rhodobacter gelatinosa","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Rhodobacter globiformis","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Rhodocyclus purpureus","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Blastochloris viridis","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA,NA
"Phaeospirillum fulvum","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA
"Rhodopila globiformis","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA,NA
"Micrococcus cerificans","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Pelophylax esculentus",NA,NA,NA,NA,NA,NA,NA,NA
"Mannheimia haemolytica","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Streptococcus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Foot-and-mouth disease virus",NA,NA,NA,NA,NA,NA,NA,NA
"Bovine viral diarrhea virus 1",NA,NA,NA,NA,NA,NA,NA,NA
"Enterobacteria phage Qbeta",NA,NA,NA,NA,NA,NA,NA,NA
"Hepatitis C virus",NA,NA,NA,NA,NA,NA,NA,NA
"Nipah virus",NA,NA,NA,NA,NA,NA,NA,NA
"Enterovirus C",NA,NA,NA,NA,NA,NA,NA,NA
"influenza A virus",NA,NA,NA,NA,NA,NA,NA,NA
"Brome mosaic virus",NA,NA,NA,NA,NA,NA,NA,NA
"Maize dwarf mosaic virus",NA,NA,NA,NA,NA,NA,NA,NA
"Human immunodeficiency virus 1",NA,NA,NA,NA,NA,NA,NA,NA
"Rauscher murine leukemia virus",NA,NA,NA,NA,NA,NA,NA,NA
"Rous sarcoma virus",NA,NA,NA,NA,NA,NA,NA,NA
"Avian myeloblastosis virus",NA,NA,NA,NA,NA,NA,NA,NA
