,EC_number,Organism,LigandID,KI_Value,Commentary,Literature,chebiID,bigg.metabolite,KEGG_ID,Compound
36488,4.6.1.2,Bos taurus,59195,0.23,"pH 7.4, 30°C",665511,,,,
36489,4.6.1.2,Rattus norvegicus,59210,0.251,"pH 8.0, 30°C, wild-type enzyme",665604,,,,
36490,4.6.1.2,Homo sapiens,17,0.3,,653637,CHEBI:29888,ppi,C00013,Diphosphate
36491,4.6.1.2,Bos taurus,59200,0.4,"pH 7.4, 30°C",665511,,,,
36492,4.6.1.2,Bos taurus,59198,0.43,"pH 7.4, 30°C",665511,,,,
36493,4.6.1.2,Bos taurus,59201,0.53,"pH 7.4, 30°C",665511,,,,
36494,4.6.1.2,Bos taurus,59193,0.71,"pH 7.4, 30°C",665511,,,,
36495,4.6.1.2,Bos taurus,59196,1.1,"pH 7.4, 30°C",665511,,,,
36496,4.6.1.2,Bos taurus,59205,1.3,"pH 7.4, 30°C",665511,,,,
36497,4.6.1.2,Bos taurus,59197,1.5,"pH 7.4, 30°C",665511,,,,
36498,4.6.1.2,Bos taurus,59203,1.7,"pH 7.4, 30°C",665511,,,,
36499,4.6.1.2,Bos taurus,59207,2.0,"pH 7.4, 30°C",665511,,,,
36500,4.6.1.2,Homo sapiens,4,2.3,"37°C, pH 7.5",653601,CHEBI:15422,atp,C00002,ATP
36501,4.6.1.2,Bos taurus,23784,3.2,"pH 7.4, 30°C",665511,,,,
36502,4.6.1.2,Bos taurus,59204,3.6,"pH 7.4, 30°C",665511,,,,
36503,4.6.1.2,Bos taurus,23785,4.1,"pH 7.4, 30°C",665511,,,,
36504,4.6.1.2,Bos taurus,59202,4.2,"pH 7.4, 30°C",665511,CHEBI:85434,,,
36505,4.6.1.2,Bos taurus,59194,4.9,"pH 7.4, 30°C",665511,,,,
36506,4.6.1.2,Bos taurus,59206,16.0,"pH 7.4, 30°C",665511,,,,
36507,4.6.1.2,Bos taurus,65,16.0,"pH 7.4, 30°C",665511,CHEBI:15713,utp,C00075,UTP
36508,4.6.1.2,Bos taurus,59208,23.0,"pH 7.4, 30°C",665511,,,,
36509,4.6.1.2,Bos taurus,59209,24.0,"pH 7.4, 30°C",665511,,,,
36510,4.6.1.6,Bacillus anthracis,10068,1.1e-06,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36511,4.6.1.6,Bordetella pertussis,10068,1.1e-06,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36512,4.6.1.6,Bacillus anthracis,10068,4.5e-06,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36513,4.6.1.6,Bacillus anthracis,8709,8e-05,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36514,4.6.1.6,Bacillus anthracis,6289,0.00058,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36515,4.6.1.6,Bordetella pertussis,8708,0.001,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36516,4.6.1.6,Bordetella pertussis,8709,0.0013,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36517,4.6.1.6,Bordetella pertussis,11807,0.0018,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36518,4.6.1.6,Bacillus anthracis,11806,0.0028,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36519,4.6.1.6,Bacillus anthracis,11807,0.0038,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36520,4.6.1.6,Bordetella pertussis,6289,0.0044,"in 75 mM HEPES-NaOH, pH 7.4,at 37°C",714199,,,,
36521,4.6.1.6,Bacillus anthracis,8708,0.0057,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36522,4.6.1.6,Bordetella pertussis,11806,0.0061,"in 75 mM HEPES-NaOH, pH 7.4, at 37°C",714199,,,,
36523,4.6.1.13,Bacillus cereus,15,2.0,,285229,CHEBI:29108,ca2,C00076,Calcium cation
36524,4.6.1.13,Bacillus cereus,6,2.0,,285229,CHEBI:18420,mg2,C00305,Magnesium cation
36525,4.6.1.13,Bacillus cereus,11,2.0,,285229,CHEBI:29035,mn2,,
36526,4.6.1.13,Bacillus cereus,14,2.0,,285229,CHEBI:29105,zn2,C00038,Zinc cation
36527,4.6.1.14,Rattus norvegicus,23561,0.0006,,661039,,,,
36528,4.6.1.15,Rattus norvegicus,13,2.5e-05,,441636,CHEBI:16761,adp,C00008,ADP
36529,4.6.1.15,Rattus norvegicus,4,5e-05,,441636,CHEBI:15422,atp,C00002,ATP
36530,4.99.1.1,Mus musculus,2,-999.0,"Ki-values of porphyrin isomers that are not substrates are in the range of 0.013-0.07 mM, Ki-values of metalloporphyrin isomers that are not substrates are in the range of 0.002-0.013 mM, Ki-values for metal inhibitors are in the range of 0.01-0.05 mM",650802,,,,
36531,4.99.1.1,Mus musculus,7338,0.0014,wild-type,678038,,,,
36532,4.99.1.1,Mus musculus,7338,0.00251,mutant P255G,678038,,,,
36533,4.99.1.1,Mus musculus,38,0.007,"wild type enzyme, at pH 8.0, temperature not specified in the publication",715572,CHEBI:49786,ni2,,
36534,4.99.1.1,Homo sapiens,6244,0.0712,for the human ferrochelatase (R115L)-catalyzed insertion of zinc into deuteroporphyrin,704589,,,,
36535,4.99.1.1,Homo sapiens,6244,0.3376,"0.5% cholate, for the human ferrochelatase (R115L)-catalyzed insertion of zinc into deuteroporphyrin",704589,,,,
36536,4.99.1.1,Mus musculus,38,2.4,"mutant enzyme F283L, at pH 8.0, temperature not specified in the publication",715572,CHEBI:49786,ni2,,
36537,5.1.1.1,Mycobacterium tuberculosis,41591,0.02,"in 100 mM Tris-Tricine, pH 8.5, temperature not specified in the publication",716705,,,,
36538,5.1.1.1,Mycobacterium tuberculosis,41585,0.038,"in 100 mM Tris-Tricine, pH 8.5, temperature not specified in the publication",716705,,,,
36539,5.1.1.1,Mycobacterium tuberculosis,41589,0.08,"in 100 mM Tris-Tricine, pH 8.5, temperature not specified in the publication",716705,,,,
36540,5.1.1.1,Mycobacterium tuberculosis,41592,0.086,"in 100 mM Tris-Tricine, pH 8.5, temperature not specified in the publication",716705,CHEBI:74159,,,
36541,5.1.1.1,Bacillus anthracis,85,0.16,,702868,CHEBI:15429,ham,C00192,Hydroxylamine
36542,5.1.1.1,Geobacillus stearothermophilus,874,0.33,"mutant Y265F, 37°C, pH 9.1",661196,CHEBI:74159,,,
36543,5.1.1.1,Mycobacterium tuberculosis,41586,0.63,"in 100 mM Tris-Tricine, pH 8.5, temperature not specified in the publication",716705,,,,
36544,5.1.1.1,Mycobacterium tuberculosis,41588,0.68,"in 100 mM Tris-Tricine, pH 8.5, temperature not specified in the publication",716705,,,,
36545,5.1.1.1,Mycobacterium tuberculosis,41587,0.76,"in 100 mM Tris-Tricine, pH 8.5, temperature not specified in the publication",716705,,,,
36546,5.1.1.1,Streptomyces lavendulae,874,0.87,"pH 8.2, 25°C",662288,CHEBI:74159,,,
36547,5.1.1.1,Mycobacterium tuberculosis,41590,0.93,"in 100 mM Tris-Tricine, pH 8.5, temperature not specified in the publication",716705,,,,
36548,5.1.1.1,Escherichia coli,874,1.2,"pH 8.2, 25°C",662288,CHEBI:74159,,,
36549,5.1.1.1,Geobacillus stearothermophilus,874,4.0,"or higher, wild-type, 37°C, pH 9.1",661196,CHEBI:74159,,,
36550,5.1.1.1,Geobacillus stearothermophilus,1924,6.0,"wild-type, 37°C, pH 9.1",661196,CHEBI:75592,,,
36551,5.1.1.1,Escherichia coli,1924,8.2,"pH 8.2, 25°C",662288,CHEBI:75592,,,
36552,5.1.1.1,Geobacillus stearothermophilus,312,20.0,,649893,CHEBI:30768,ppa,C00163,Propanoate
36553,5.1.1.1,Bacillus anthracis,312,30.0,,702868,CHEBI:30768,ppa,C00163,Propanoate
36554,5.1.1.1,Geobacillus stearothermophilus,47,92.0,,649893,CHEBI:15366,ac,C00033,Acetate
36555,5.1.1.3,Bacillus anthracis,18238,0.0002,potent competitive inhibitor for RacE2 mutant V149A,675451,,,,
36556,5.1.1.3,Bacillus anthracis,18239,0.0002,potent competitive inhibitor for RacE2 mutant V149A,675451,,,,
36557,5.1.1.3,Bacillus anthracis,13514,0.0003,potent competitive inhibitor for RacE2 mutant V149A,675451,,,,
36558,5.1.1.3,Bacillus anthracis,18239,0.0015,"D-glutamate analog, good competitive inhibitor for RacE1",675451,,,,
36559,5.1.1.3,Bacillus anthracis,18238,0.0035,"D-glutamate analog, good competitive inhibitor for RacE1",675451,,,,
36560,5.1.1.3,Bacillus anthracis,13514,0.0046,"D-glutamate analog, good competitive inhibitor for RacE1",675451,,,,
36561,5.1.1.3,Helicobacter pylori,344,0.0058,,676152,CHEBI:15966,glu__D,C00217,D-Glutamate
36562,5.1.1.3,Bacillus subtilis,28196,0.042,pH and temperature not specified in the publication,"713607, 723810",,,,
36563,5.1.1.3,Bacillus subtilis,28453,0.059,pH and temperature not specified in the publication,"713607, 723810",CHEBI:73941,,,
36564,5.1.1.3,Bacillus anthracis,18238,0.064,"D-glutamate analog, only weak inhibitor of RacE2",675451,,,,
36565,5.1.1.3,Bacillus anthracis,18239,0.073,"D-glutamate analog, only weak inhibitor of RacE2",675451,,,,
36566,5.1.1.3,Bacillus anthracis,1443,0.075,"isozyme RacE1, pH and temperature not specified in the publication",716017,CHEBI:46837,,,
36567,5.1.1.3,Bacillus anthracis,1443,0.092,"isozyme RacE2, pH and temperature not specified in the publication",716017,CHEBI:46837,,,
36568,5.1.1.3,Bacillus anthracis,13514,0.289,"D-glutamate analog, only weak inhibitor of RacE2",675451,,,,
36569,5.1.1.3,Helicobacter pylori,344,0.661,deletion mutant A75T,676152,CHEBI:15966,glu__D,C00217,D-Glutamate
36570,5.1.1.3,Bacillus anthracis,1443,1.236,"RacE2 mutant enzyme S207A, pH and temperature not specified in the publication",716017,CHEBI:46837,,,
36571,5.1.1.3,Bacillus subtilis,78285,1.97,competitive inhibition,704192,CHEBI:46837,,,
36572,5.1.1.3,Bacillus anthracis,1443,2.342,"RacE2 mutant enzyme K106A, pH and temperature not specified in the publication",716017,CHEBI:46837,,,
36573,5.1.1.3,Enterococcus faecalis,192525,3.1,pH and temperature not specified in the publication,727152,,,,
36574,5.1.1.3,Enterococcus faecalis,192537,18.4,pH and temperature not specified in the publication,727152,,,,
36575,5.1.1.3,Aquifex pyrophilus,2731,50.0,,653305,CHEBI:58000,,,
36576,5.1.1.3,Helicobacter pylori,344,100.0,value above 100 for deletion mutant E151K,676152,CHEBI:15966,glu__D,C00217,D-Glutamate
36577,5.1.1.4,Trypanosoma cruzi,6642,0.0036,"pH 6.0, 37°C, TcPRACB",652377,CHEBI:36751,,C05942,Pyrrole-2-carboxylate
36578,5.1.1.4,Trypanosoma cruzi,6642,0.0057,"pH 6.0, 37°C, TcPRACA",652377,CHEBI:36751,,C05942,Pyrrole-2-carboxylate
36579,5.1.1.4,Trypanosoma cruzi,176547,0.006,"recombinant His-tagged enzyme, pH 6.0, 37°C",728600,CHEBI:36751,,C05942,Pyrrole-2-carboxylate
36580,5.1.1.4,Trypanosoma vivax,6642,0.02,"0.005 mM pyrrole-2-carboxylic acid, serial concentrations of 20-160 mM L-proline",705596,CHEBI:36751,,C05942,Pyrrole-2-carboxylate
36581,5.1.1.4,Trypanosoma cruzi,194454,0.3,"recombinant His-tagged enzyme, pH 6.0, 37°C",728600,,,,
36582,5.1.1.4,Trypanosoma cruzi,194455,1.0,"recombinant His-tagged enzyme, pH 6.0, 37°C",728600,,,,
36583,5.1.1.4,Trypanosoma cruzi,194457,2.0,"recombinant His-tagged enzyme, pH 6.0, 37°C",728600,,,,
36584,5.1.1.4,Trypanosoma cruzi,194456,2.0,"recombinant His-tagged enzyme, pH 6.0, 37°C",728600,,,,
36585,5.1.1.4,Trypanosoma cruzi,194453,2.0,"recombinant His-tagged enzyme, pH 6.0, 37°C",728600,,,,
36586,5.1.1.4,Clostridium sticklandii,194459,111.0,pH and temperature not specified in the publication,727156,,,,
36587,5.1.1.13,Scapharca broughtonii,4,1.48,"pH 5.53, conversion of D-aspartate",650894,CHEBI:15422,atp,C00002,ATP
36588,5.1.1.13,Scapharca broughtonii,4,1.98,"pH 5.53, conversion of L-aspartate",650894,CHEBI:15422,atp,C00002,ATP
36589,5.1.1.13,Pyrococcus horikoshii,1714,7.4,"pH 8.0, 70°C",695052,CHEBI:76049,cit,,
36590,5.1.1.18,Homo sapiens,5740,0.011,,694974,CHEBI:17576,,C03961,erythro-3-Hydroxy-Ls-aspartate
36591,5.1.1.18,Homo sapiens,392,0.033,,694974,CHEBI:30794,malon,C00383,Malonate
36592,5.1.1.18,Mus musculus,5740,0.043,"pH 8.0, 37°C",661171,CHEBI:17576,,C03961,erythro-3-Hydroxy-Ls-aspartate
36593,5.1.1.18,Mus musculus,5740,0.043,,694974,CHEBI:17576,,C03961,erythro-3-Hydroxy-Ls-aspartate
36594,5.1.1.18,Mus musculus,392,0.071,"pH 8.0, 37°C",661171,CHEBI:30794,malon,C00383,Malonate
36595,5.1.1.18,Mus musculus,392,0.071,,694974,CHEBI:30794,malon,C00383,Malonate
36596,5.1.1.18,Homo sapiens,72,0.366,,694974,CHEBI:57305,gly,,
36597,5.1.1.18,Mus musculus,575,0.55,"pH 8.0, 37°C",661171,CHEBI:18300,male,C01384,Maleic acid
36598,5.1.1.18,Mus musculus,57856,0.64,"pH 8.0, 37°C",661171,CHEBI:27891,slcys,C05824,S-Sulfo-L-cysteine
36599,5.1.1.18,Mus musculus,1258,0.66,"pH 8.0, 37°C",661171,CHEBI:15673,,C00552,meso-Tartaric acid
36600,5.1.1.18,Mus musculus,7186,0.69,"pH 8.0, 37°C",661171,CHEBI:4593,,C00975,Dihydroxyfumarate
36601,5.1.1.18,Mus musculus,266,1.13,"pH 8.0, 37°C",661171,CHEBI:58048,asn__L,,
36602,5.1.1.18,Mus musculus,31974,1.3,pH 8.0,705049,CHEBI:58902,,,
36603,5.1.1.18,Mus musculus,72,1.64,"pH 8.0, 37°C",661171,CHEBI:57305,gly,,
36604,5.1.1.18,Mus musculus,72,1.64,,694974,CHEBI:57305,gly,,
36605,5.1.1.18,Mus musculus,72,1.64,pH 8.0,705049,CHEBI:57305,gly,,
36606,5.1.1.18,Mus musculus,1353,1.9,"pH 8.6, 37°C",661410,CHEBI:17053,asp__L,C00049,L-Aspartate
36607,5.1.1.18,Mus musculus,1353,1.9,pH 8.0,705049,CHEBI:17053,asp__L,C00049,L-Aspartate
36608,5.1.1.18,Schizosaccharomyces pombe,194450,167.0,pH and temperature not specified in the publication,727156,,,,
36609,5.1.2.2,Pseudomonas putida,3624,0.00267,,672613,,,,
36610,5.1.2.2,Pseudomonas putida,62777,0.00279,,672613,,,,
36611,5.1.2.2,Pseudomonas putida,13101,0.0047,"25°C, pH 7.5, wild-type enzyme",285195,,,,
36612,5.1.2.2,Pseudomonas putida,13101,0.0047,,661344,,,,
36613,5.1.2.2,Pseudomonas putida,13101,0.0047,"pH 7.5, 25°C, recombinant wild-type enzyme",727042,,,,
36614,5.1.2.2,Pseudomonas putida,23562,0.00591,pH 6.3,661344,,,,
36615,5.1.2.2,Pseudomonas putida,23562,0.00693,pH 8.7,661344,,,,
36616,5.1.2.2,Pseudomonas putida,13101,0.0087,,285195,,,,
36617,5.1.2.2,Pseudomonas putida,16546,0.0093,,285195,,,,
36618,5.1.2.2,Pseudomonas putida,21817,0.0117,"25°C, pH 7.5, wild-type enzyme",285195,,,,
36619,5.1.2.2,Pseudomonas putida,9701,0.023,"wild-type, 20 mM Mg2+, pH 7.5",690962,,,,
36620,5.1.2.2,Pseudomonas putida,14464,0.023,"wild-type, pH 7.5, 25°C, presence of 20 mM Mg2+",690962,,,,
36621,5.1.2.2,Pseudomonas putida,9701,0.027,"wild-type, 3.3 mM Mg2+, pH 7.5",690962,,,,
36622,5.1.2.2,Pseudomonas putida,14464,0.027,"wild-type, pH 7.5, 25°C",690962,,,,
36623,5.1.2.2,Pseudomonas putida,194461,0.027,"pH 7.5, 25°C, recombinant wild-type enzyme",727042,,,,
36624,5.1.2.2,Pseudomonas putida,9701,0.035,"mutant V29L, 3.3 mM Mg2+, pH 7.5",690962,,,,
36625,5.1.2.2,Pseudomonas putida,14464,0.035,"mutant V29L, pH 7.5, 25°C",690962,,,,
36626,5.1.2.2,Pseudomonas putida,9701,0.057,"25°C, pH 7.5",650239,,,,
36627,5.1.2.2,Pseudomonas putida,9701,0.112,"mutant V29I/V29I, 20 mM Mg2+, pH 7.5",690962,,,,
36628,5.1.2.2,Pseudomonas putida,14464,0.112,"mutant V22I/V29L, pH 7.5, 25°C, presence of 20 mM Mg2+",690962,,,,
36629,5.1.2.2,Pseudomonas putida,1955,0.16,mutant enzyme F52W/Y54W,661212,,,,
36630,5.1.2.2,Pseudomonas putida,9701,0.19,"mutant V22I, 3.3 mM Mg2+, pH 7.5",690962,,,,
36631,5.1.2.2,Pseudomonas putida,14464,0.19,"mutant V22I, pH 7.5, 25°C, presence of 20 mM Mg2+",690962,,,,
36632,5.1.2.2,Pseudomonas putida,776,0.2,,285195,CHEBI:30745,pac,C07086,Phenylacetic acid
36633,5.1.2.2,Pseudomonas putida,21817,0.216,"25°C, pH 7.5, mutant enzyme N197A",285195,,,,
36634,5.1.2.2,Pseudomonas putida,13101,0.238,"25°C, pH 7.5, mutant enzyme N197A",285195,,,,
36635,5.1.2.2,Pseudomonas putida,16545,0.3,,285195,,,,
36636,5.1.2.2,Pseudomonas putida,1954,0.48,mutant enzyme F52W/Y54W,661212,,,,
36637,5.1.2.2,Pseudomonas putida,57857,0.5,wild-type enzyme,661212,,,,
36638,5.1.2.2,Pseudomonas putida,54552,0.52,"25°C, pH 7.5",650239,,,,
36639,5.1.2.2,Pseudomonas putida,613,0.65,,285195,CHEBI:18280,,C02137,alpha-Oxo-benzeneacetic acid
36640,5.1.2.2,Pseudomonas putida,35227,0.67,wild-type enzyme,661212,CHEBI:39414,,,
36641,5.1.2.2,Pseudomonas putida,35227,0.67,"pH 7.5, 25°C, recombinant wild-type enzyme",727042,CHEBI:39414,,,
36642,5.1.2.2,Pseudomonas putida,194463,0.67,"pH 7.5, 25°C, recombinant wild-type enzyme",727042,,,,
36643,5.1.2.2,Pseudomonas putida,16547,0.95,"25°C, pH 7.5, wild-type enzyme; wild-type enzyme",285195,,,,
36644,5.1.2.2,Pseudomonas putida,23562,1.41,pH 7.5,661344,,,,
36645,5.1.2.2,Pseudomonas putida,4283,1.8,"pH 7.5, 25°C, recombinant wild-type enzyme",727042,CHEBI:16513,,C02287,Hydroxymalonate
36646,5.1.2.2,Pseudomonas putida,54551,1.9,"25°C, pH 7.5",650239,,,,
36647,5.1.2.2,Pseudomonas putida,1954,2.0,wild-type enzyme,661212,,,,
36648,5.1.2.2,Pseudomonas putida,16547,3.3,"25°C, pH 7.5, mutant enzyme N197A; mutant N197A",285195,,,,
36649,5.1.2.2,Pseudomonas putida,21364,3.5,,285195,,,,
36650,5.1.2.2,Pseudomonas putida,57858,4.5,wild-type enzyme,661212,CHEBI:41967,,,
36651,5.1.2.2,Pseudomonas putida,48211,5.1,,285195,,,,
36652,5.1.2.2,Pseudomonas putida,194462,5.5,"pH 7.5, 25°C, recombinant wild-type enzyme",727042,,,,
36653,5.1.2.2,Pseudomonas putida,16582,11.4,wild-type enzyme,661212,CHEBI:50613,2hb,C05984,2-Hydroxybutanoic acid
36654,5.1.2.2,Pseudomonas putida,17794,17.3,wild-type enzyme,661212,CHEBI:50612,2hb,,
36655,5.1.2.2,Pseudomonas putida,669,26.1,"pH 7.5, 25°C, recombinant wild-type enzyme",727042,CHEBI:422,lac__L,C00186,(S)-Lactate
36656,5.1.2.2,Pseudomonas putida,1341,32.0,"pH 7.5, 25°C, recombinant wild-type enzyme",727042,CHEBI:42111,lac__D,C00256,(R)-Lactate
36657,5.1.2.2,Pseudomonas putida,1955,33.0,wild-type enzyme,661212,,,,
36658,5.1.2.2,Pseudomonas putida,194464,40.2,"pH 7.5, 25°C, recombinant wild-type enzyme",727042,,,,
36659,5.1.2.2,Pseudomonas putida,35227,45.0,mutant enzyme F52W/Y54W,661212,CHEBI:39414,,,
36660,5.1.2.2,Pseudomonas putida,16582,71.0,mutant enzyme F52W/Y54W,661212,CHEBI:50613,2hb,C05984,2-Hydroxybutanoic acid
36661,5.1.2.2,Pseudomonas putida,17794,98.0,mutant enzyme F52W/Y54W,661212,CHEBI:50612,2hb,,
36662,5.1.3.1,Spinacia oleracea,8271,0.9,"25°C, pH 8.0",653499,CHEBI:14336,glyc1p,C03189,DL-Glycerol 1-phosphate
36663,5.1.3.2,Hordeum vulgare,133,0.032,"; 25°C, pH 8.0",661017,CHEBI:16695,ump,C00105,UMP
36664,5.1.3.2,Hordeum vulgare,26,0.036,"; 25°C, pH 8.0",661017,CHEBI:17659,udp,C00015,UDP
36665,5.1.3.2,Kluyveromyces marxianus,915,0.1,"25°C, pH 8.8",651045,CHEBI:16695,ump,C00105,UMP
36666,5.1.3.2,Escherichia coli,54553,0.2,pH 8.8,651922,,,,
36667,5.1.3.4,Escherichia coli,604,0.37,"37°C, pH 7.6, mutant enzyme H97N, with L-ribulose 5-phosphate as substrate",2396,CHEBI:17071,gcald,C00266,Glycolaldehyde
36668,5.1.3.6,Zea mays,26,0.0632,"recombinant ZmUGlcAE, position 1-47 is lacking",704357,CHEBI:17659,udp,C00015,UDP
36669,5.1.3.6,Zea mays,1013,0.0731,"recombinant ZmUGlcAE, position 1-47 is lacking",704357,CHEBI:16082,udpxyl,C00190,UDP-D-xylose
36670,5.1.3.6,Arabidopsis thaliana,26,0.1107,"recombinant AtUGlcAE3, position 1-53 is lacking",704357,CHEBI:17659,udp,C00015,UDP
36671,5.1.3.6,Oryza sativa,26,0.1145,"recombinant OsUGlcAE3, position 1-53 is lacking",704357,CHEBI:17659,udp,C00015,UDP
36672,5.1.3.6,Arabidopsis thaliana,26,0.1341,"recombinant AtUGlcAE2, position 1-68 is lacking",704357,CHEBI:17659,udp,C00015,UDP
36673,5.1.3.6,Arabidopsis thaliana,26,0.1436,"recombinant AtUGlcAE1, position 1-64 is lacking",704357,CHEBI:17659,udp,C00015,UDP
36674,5.1.3.6,Oryza sativa,1013,0.1599,"recombinant OsUGlcAE3, position 1-53 is lacking",704357,CHEBI:16082,udpxyl,C00190,UDP-D-xylose
36675,5.1.3.6,Arabidopsis thaliana,1013,0.2473,"recombinant AtUGlcAE3, position 1-53 is lacking",704357,CHEBI:16082,udpxyl,C00190,UDP-D-xylose
36676,5.1.3.6,Arabidopsis thaliana,1013,0.2972,"recombinant AtUGlcAE1, position 1-64 is lacking",704357,CHEBI:16082,udpxyl,C00190,UDP-D-xylose
36677,5.1.3.6,Arabidopsis thaliana,1013,0.3051,"recombinant AtUGlcAE2, position 1-68 is lacking",704357,CHEBI:16082,udpxyl,C00190,UDP-D-xylose
36678,5.1.3.7,Homo sapiens,33636,0.011,,650828,,,,
36679,5.1.3.8,Nostoc sp.,899,14.7,"pH 7.5, 30°C",728018,CHEBI:45744,acnam,,
36680,5.1.3.8,Nostoc punctiforme,899,15.1,"pH 7.5, 30°C",728018,CHEBI:45744,acnam,,
36681,5.1.3.8,Anabaena variabilis,899,38.7,"pH 7.5, 30°C",728018,CHEBI:45744,acnam,,
36682,5.1.3.8,Anabaena variabilis,31,412.0,"pH 7.5, 30°C",728018,CHEBI:32816,pyr,C00022,Pyruvate
36683,5.1.3.8,Nostoc sp.,31,454.0,"pH 7.5, 30°C",728018,CHEBI:32816,pyr,C00022,Pyruvate
36684,5.1.3.8,Nostoc punctiforme,31,463.0,"pH 7.5, 30°C",728018,CHEBI:32816,pyr,C00022,Pyruvate
36685,5.1.3.14,Rattus norvegicus,4513,0.025,,2261,CHEBI:16556,cmp_nate,C00128,CMP-N-acetylneuraminate
36686,5.1.99.4,Rattus norvegicus,2,-999.0,inhibition kinetics,681308,,,,
36687,5.1.99.4,Homo sapiens,193222,1e-06,"pH not specified in the publication, 37°C",727330,,,,
36688,5.1.99.4,Homo sapiens,194467,1.6e-06,"pH not specified in the publication, 37°C",727330,,,,
36689,5.1.99.4,Homo sapiens,193297,2.3e-06,"pH not specified in the publication, 37°C",727330,,,,
36690,5.1.99.4,Homo sapiens,194468,2.8e-05,"pH not specified in the publication, 37°C",727330,,,,
36691,5.1.99.4,Homo sapiens,193221,9.8e-05,"pH not specified in the publication, 37°C",727330,,,,
36692,5.1.99.4,Homo sapiens,66830,0.000156,"pH not specified in the publication, 37°C",727330,,,,
36693,5.1.99.4,Homo sapiens,192749,0.000254,"pH not specified in the publication, 37°C",727330,,,,
36694,5.1.99.4,Homo sapiens,192445,0.000575,"pH not specified in the publication, 37°C",727330,,,,
36695,5.1.99.4,Rattus norvegicus,66830,0.0009,"pH 7.0, 37°C",681308,,,,
36696,5.1.99.4,Rattus norvegicus,66831,0.0013,"pH 7.0, 37°C",681308,,,,
36697,5.1.99.4,Rattus norvegicus,66832,0.0023,"pH 7.0, 37°C",681308,,,,
36698,5.1.99.4,Rattus norvegicus,66829,0.0038,"pH 7.0, 37°C",681308,,,,
36699,5.1.99.4,Rattus norvegicus,17603,0.0054,"pH 7.0, 37°C",681308,,,,
36700,5.1.99.4,Rattus norvegicus,18442,0.0192,"pH 7.0, 37°C",681308,,,,
36701,5.1.99.4,Rattus norvegicus,66828,0.02,"pH 7.0, 37°C",681308,,,,
36702,5.1.99.4,Rattus norvegicus,66826,0.045,"pH 7.0, 37°C",681308,,,,
36703,5.1.99.4,Rattus norvegicus,66827,0.137,"pH 7.0, 37°C",681308,,,,
36704,5.2.1.1,Nocardia farcinica,30677,0.001,"pH 7.5, temperature not specified in the publication",715258,,,,
36705,5.2.1.8,Homo sapiens,62080,1e-06,,680340,,,,
36706,5.2.1.8,Homo sapiens,62074,2.8e-06,,678717,,,,
36707,5.2.1.8,Vicia faba,1044,3.9e-06,,653459,,,,
36708,5.2.1.8,Homo sapiens,62068,5e-06,,678715,,,,
36709,5.2.1.8,Homo sapiens,62067,5e-06,,678715,,,,
36710,5.2.1.8,Homo sapiens,62079,7e-06,,680340,,,,
36711,5.2.1.8,Homo sapiens,66842,1e-05,,680340,,,,
36712,5.2.1.8,Homo sapiens,62078,1.2e-05,,680340,,,,
36713,5.2.1.8,Homo sapiens,62109,1.9e-05,,682235,,,,
36714,5.2.1.8,Homo sapiens,62108,5e-05,,682235,,,,
36715,5.2.1.8,Mycoplasma genitalium,1247,5e-05,unfolded alpha-lactalbumin,652779,,,,
36716,5.2.1.8,Escherichia coli,1344,5.59e-05,mutant enzyme C69A,649847,CHEBI:15794,,C03840,Juglone
36717,5.2.1.8,Homo sapiens,62106,5.9e-05,,682235,,,,
36718,5.2.1.8,Homo sapiens,62107,6e-05,,682235,,,,
36719,5.2.1.8,Homo sapiens,62073,6.8e-05,,678717,,,,
36720,5.2.1.8,Homo sapiens,62072,8.1e-05,,678717,,,,
36721,5.2.1.8,Homo sapiens,62104,8.4e-05,,682235,,,,
36722,5.2.1.8,Homo sapiens,62105,9e-05,,682235,,,,
36723,5.2.1.8,Homo sapiens,66843,0.0001,,680340,,,,
36724,5.2.1.8,Homo sapiens,62053,0.00016,,678713,,,,
36725,5.2.1.8,Homo sapiens,62052,0.0002,,678713,,,,
36726,5.2.1.8,Homo sapiens,41593,0.0002,"using Trp-Phe-Tyr-pSer-Pro-Arg-4-nitroanilide as substrate, in 50 mM HEPES, 0.1 M NaCl, 5 mM NaN3, pH 7.4, at 22°C",715863,,,,
36727,5.2.1.8,Homo sapiens,62054,0.00023,,678713,,,,
