Commentary,EC_number,KEGG_ID,KI_Value,LigandID,Literature,Mechanism,Mode,Name,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
ReactionID=RXN-15313,4.1.3.3,C00184,,DIHYDROXYACETONE,,COMPETITIVE,-,Glycerone,Escherichia Coli,EcoCyc,dha,CHEBI:16016,acnml
ReactionID=ACNEULY-RXN,4.1.3.3,C00184,,DIHYDROXYACETONE,,COMPETITIVE,-,Glycerone,Escherichia Coli,EcoCyc,dha,CHEBI:16016,acnml
ReactionID=DTDPGLUCOSEPP-RXN,2.7.7.24,,,DTDP-D-GLUCOSE,,,-,,Escherichia Coli,EcoCyc,dtdpglu,CHEBI:57477,g1ptt
ReactionID=GLYCOPHOSPHORYL-RXN,2.4.1.1,,,DTDP-D-GLUCOSE,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,dtdpglu,CHEBI:57477,glcp2
ReactionID=DTDPGLUCOSEPP-RXN,2.7.7.24,,,DTDP-RHAMNOSE,,,-,,Escherichia Coli,EcoCyc,dtdprmn,CHEBI:57510,g1ptt
ReactionID=DCTP-DEAM-RXN,3.5.4.13,,,DUTP,,,-,,Escherichia Coli,EcoCyc,dutp,CHEBI:61555,dctpd
ReactionID=FMNREDUCT-RXN,1.5.1.39,,0.0001,FAD,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,fad,CHEBI:57692,fmnrx2
ReactionID=RXN-15313,4.1.3.3,C14818,,FE+2,,,-,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,acnml
ReactionID=SAMDECARB-RXN,4.1.1.50,C14818,,FE+2,,,+,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,admdc
ReactionID=ALTRODEHYDRAT-RXN,4.2.1.7,C14818,,FE+2,,,+,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,altrh
ReactionID=O-SUCCINYLBENZOATE-COA-LIG-RXN,6.2.1.26,C14818,,FE+2,,,-,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,sucbzl
ReactionID=ACNEULY-RXN,4.1.3.3,C14818,,FE+2,,,-,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,acnml
ReactionID=MANNONDEHYDRAT-RXN,4.2.1.8,C14818,,FE+2,,,+,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,mnnh
ReactionID=ACETYLORNTRANSAM-RXN,2.6.1.11,C14818,,FE+2,,,-,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,acota
ReactionID=N-ACETYLGLUTPREDUCT-RXN,1.2.1.38,C14818,,FE+2,,,-,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,agpr
ReactionID=DAHPSYN-RXN,2.5.1.54,C14818,,FE+2,,,+,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,ddpa
ReactionID=D-PPENTOMUT-RXN,5.4.2.7,C14818,,FE+2,,,-,Fe2+,Escherichia Coli,EcoCyc,fe2,CHEBI:29033,ppm2
ReactionID=SAMDECARB-RXN,4.1.1.50,C14819,,FE+3,,,+,Fe3+,Escherichia Coli,EcoCyc,fe3,CHEBI:29034,admdc
ReactionID=D-PPENTOMUT-RXN,5.4.2.7,C14819,,FE+3,,,-,Fe3+,Escherichia Coli,EcoCyc,fe3,CHEBI:29034,ppm2
ReactionID=3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN,2.1.2.11,C00067,,FORMALDEHYDE,,,-,Formaldehyde,Escherichia Coli,EcoCyc,fald,CHEBI:16842,mohmt
ReactionID=GLYCEROL-KIN-RXN,2.7.1.30,C00354,0.5,FRUCTOSE-16-DIPHOSPHATE,,NONCOMPETITIVE,-,"D-Fructose 1,6-bisphosphate",Escherichia Coli,EcoCyc,fdp,CHEBI:37736,glyk
ReactionID=6PFRUCTPHOS-RXN,2.7.1.11,C00354,,FRUCTOSE-16-DIPHOSPHATE,,COMPETITIVE,-,"D-Fructose 1,6-bisphosphate",Escherichia Coli,EcoCyc,fdp,CHEBI:37736,pfk
ReactionID=1PFRUCTPHOSN-RXN,2.7.1.56,C00354,,FRUCTOSE-16-DIPHOSPHATE,,,-,"D-Fructose 1,6-bisphosphate",Escherichia Coli,EcoCyc,fdp,CHEBI:37736,fruk
ReactionID=PEPCARBOX-RXN,4.1.1.31,C00354,,FRUCTOSE-16-DIPHOSPHATE,,ALLOSTERIC,+,"D-Fructose 1,6-bisphosphate",Escherichia Coli,EcoCyc,fdp,CHEBI:37736,ppc
ReactionID=RXN-9952,1.1.1.44,C00354,,FRUCTOSE-16-DIPHOSPHATE,,,-,"D-Fructose 1,6-bisphosphate",Escherichia Coli,EcoCyc,fdp,CHEBI:37736,gnd
ReactionID=PEPDEPHOS-RXN,2.7.1.40,C00354,,FRUCTOSE-16-DIPHOSPHATE,,ALLOSTERIC,+,"D-Fructose 1,6-bisphosphate",Escherichia Coli,EcoCyc,fdp,CHEBI:37736,pyk
ReactionID=GLUC1PADENYLTRANS-RXN,2.7.7.27,C00354,,FRUCTOSE-16-DIPHOSPHATE,,ALLOSTERIC,+,"D-Fructose 1,6-bisphosphate",Escherichia Coli,EcoCyc,fdp,CHEBI:37736,glgc
ReactionID=QUINOPRIBOTRANS-RXN,2.4.2.19,C00354,,FRUCTOSE-16-DIPHOSPHATE,,COMPETITIVE,-,"D-Fructose 1,6-bisphosphate",Escherichia Coli,EcoCyc,fdp,CHEBI:37736,nndpr
ReactionID=MALIC-NADP-RXN,1.1.1.40,C00122,,FUM,,,-,Fumarate,Escherichia Coli,EcoCyc,fum,CHEBI:29806,me2
ReactionID=GLUTDECARBOX-RXN,4.1.1.15,C00122,,FUM,,COMPETITIVE,-,Fumarate,Escherichia Coli,EcoCyc,fum,CHEBI:29806,asp1dc
ReactionID=METHGLYSYN-RXN,4.2.3.3,,,G3P,,,-,,Escherichia Coli,EcoCyc,3pg,CHEBI:58272,mgsa
ReactionID=DEPHOSICITDEHASE-RXN,3.1.3,,,G3P,,,+,,Escherichia Coli,EcoCyc,3pg,CHEBI:58272,pthrpp
ReactionID=ISOCIT-CLEAV-RXN,4.1.3.1,,,G3P,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,3pg,CHEBI:58272,icl
ReactionID=KDPGALDOL-RXN,4.1.2.55,,,GAP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,g3p,CHEBI:59776,ddpgala
ReactionID=PRPPAMIDOTRANS-RXN,2.4.2.14,,,GDP,,,+,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,gluprt
ReactionID=ORNDECARBOX-RXN,4.1.1.17,,,GDP,,,+,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,orndc
ReactionID=DGTPTRIPHYDRO-RXN,3.1.5.1,,,GDP,,,-,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,ntptp1
ReactionID=6PFRUCTPHOS-RXN,2.7.1.11,,,GDP,,ALLOSTERIC,+,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,pfk
ReactionID=1.1.1.271-RXN,1.1.1.271,,,GDP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,gdmane
ReactionID=GUANYL-KIN-RXN,2.7.4.8,,,GDP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,dgk1
ReactionID=NUCLEOSIDE-DIP-KIN-RXN,2.7.4.6,,,GDP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,ndpk1
ReactionID=GTP-CYCLOHYDRO-I-RXN,3.5.4.16,,0.0015,GDP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,gtpci
ReactionID=GUANOSINEKIN-RXN,2.7.1.73,,,GDP,,NONCOMPETITIVE,-,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,gsnk
ReactionID=GUANOSINEKIN-RXN,2.7.1.73,,,GDP,,,-,,Escherichia Coli,EcoCyc,gdp,CHEBI:58189,gsnk
ReactionID=LYSDECARBOX-RXN,4.1.1.18,C04494,,GDP-TP,,,-,Guanosine 3'-diphosphate 5'-triphosphate,Escherichia Coli,EcoCyc,gdptp,CHEBI:16690,lysdc
ReactionID=ORNDECARBOX-RXN,4.1.1.17,C04494,,GDP-TP,,,+,Guanosine 3'-diphosphate 5'-triphosphate,Escherichia Coli,EcoCyc,gdptp,CHEBI:16690,orndc
ReactionID=GLUTDEHYD-RXN,1.4.1.4,,,GLN,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gln__l,CHEBI:58359,gludy
ReactionID=DIAMINOPIMDECARB-RXN,4.1.1.20,,,GLT,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,glu__l,CHEBI:29985,dapdc
ReactionID=MALIC-NADP-RXN,1.1.1.40,,,GLT,,,+,,Escherichia Coli,EcoCyc,glu__l,CHEBI:29985,me2
ReactionID=GLUTAMIN-RXN,3.5.1.38,,,GLT,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,glu__l,CHEBI:29985,asnn
ReactionID=L-GLN-FRUCT-6-P-AMINOTRANS-RXN,2.6.1.16,,,GLT,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,glu__l,CHEBI:29985,gf6pta
ReactionID=GLUTAMIN-RXN,3.5.1.38,,,GLT,,ALLOSTERIC,+,,Escherichia Coli,EcoCyc,glu__l,CHEBI:29985,asnn
ReactionID=MANNONDEHYDRAT-RXN,4.2.1.8,C00257,,GLUCONATE,,COMPETITIVE,-,D-Gluconic acid,Escherichia Coli,EcoCyc,glcn,CHEBI:18391,mnnh
ReactionID=FORMYLTHFDEFORMYL-RXN,3.5.1.10,C00037,,GLY,,,-,Glycine,Escherichia Coli,EcoCyc,gly,CHEBI:15428,fthfd
ReactionID=SERINE-O-ACETTRAN-RXN,2.3.1.30,C00037,,GLY,,COMPETITIVE,-,Glycine,Escherichia Coli,EcoCyc,gly,CHEBI:15428,serat
ReactionID=PGLYCDEHYDROG-RXN,1.1.1.95,C00037,,GLY,,ALLOSTERIC,-,Glycine,Escherichia Coli,EcoCyc,gly,CHEBI:15428,pgcd
ReactionID=GLUTAMINESYN-RXN,6.3.1.2,C00037,,GLY,,,-,Glycine,Escherichia Coli,EcoCyc,gly,CHEBI:15428,glns
ReactionID=BADH-RXN,1.2.1.8,C00577,,GLYCERALD,,COMPETITIVE,-,D-Glyceraldehyde,Escherichia Coli,EcoCyc,glyald,CHEBI:17378,betaldhx
ReactionID=GLYCEROL-KIN-RXN,2.7.1.30,C00116,,GLYCEROL,,,-,Glycerol,Escherichia Coli,EcoCyc,glyc,CHEBI:17754,glyk
ReactionID=GLYC3PDEHYDROGBIOSYN-RXN,1.1.1.94,,0.0044,GLYCEROL-3P,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,glyc3p,CHEBI:57597,g3pd2
ReactionID=F16ALDOLASE-RXN,4.1.2.13,,,GLYCEROL-3P,,,+,,Escherichia Coli,EcoCyc,glyc3p,CHEBI:57597,fba
ReactionID=PHOSPHAGLYPSYN-RXN,2.7.8.5,,,GLYCEROL-3P,,,-,,Escherichia Coli,EcoCyc,glyc3p,CHEBI:57597,pgsa120
ReactionID=GLYCEROL-KIN-RXN,2.7.1.30,,,GLYCEROL-3P,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,glyc3p,CHEBI:57597,glyk
ReactionID=GLYCOLALD-DEHYDROG-RXN,1.2.1.21,C00266,,GLYCOLALDEHYDE,,,-,Glycolaldehyde,Escherichia Coli,EcoCyc,gcald,CHEBI:17071,gcaldd
ReactionID=MALSYN-RXN,2.3.3.9,C00160,,GLYCOLLATE,,COMPETITIVE,-,Glycolate,Escherichia Coli,EcoCyc,glyclt,CHEBI:29805,mals
ReactionID=ISOCIT-CLEAV-RXN,4.1.3.1,C00160,,GLYCOLLATE,,,-,Glycolate,Escherichia Coli,EcoCyc,glyclt,CHEBI:29805,icl
ReactionID=PRPPAMIDOTRANS-RXN,2.4.2.14,,,GMP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gmp,CHEBI:58115,gluprt
ReactionID=PRPPAMIDOTRANS-RXN,2.4.2.14,,,GMP,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,gmp,CHEBI:58115,gluprt
ReactionID=GUANPRIBOSYLTRAN-RXN,2.4.2.8,,,GMP,,,-,,Escherichia Coli,EcoCyc,gmp,CHEBI:58115,adpt
ReactionID=IMP-DEHYDROG-RXN,1.1.1.205,,,GMP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gmp,CHEBI:58115,impd
ReactionID=GUANOSINEKIN-RXN,2.7.1.73,,,GMP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gmp,CHEBI:58115,gsnk
ReactionID=HYPOXANPRIBOSYLTRAN-RXN,2.4.2.8,,,GMP,,,-,,Escherichia Coli,EcoCyc,gmp,CHEBI:58115,adpt
ReactionID=PRPPAMIDOTRANS-RXN,2.4.2.14,,,GTP,,,+,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,gluprt
ReactionID=ORNDECARBOX-RXN,4.1.1.17,,,GTP,,,+,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,orndc
ReactionID=PEPDEPHOS-RXN,2.7.1.40,,,GTP,,,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,pyk
ReactionID=RXN0-5073,3.6.1,,,GTP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,ntp12
ReactionID=ADENYLATECYC-RXN,4.6.1.1,,,GTP,,NONCOMPETITIVE,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,adncyc
ReactionID=DGTPTRIPHYDRO-RXN,3.1.5.1,,,GTP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,ntptp1
ReactionID=URACIL-PRIBOSYLTRANS-RXN,2.4.2.9,,,GTP,,,+,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,upprt
ReactionID=CTPSYN-RXN,6.3.4.2,,,GTP,,ALLOSTERIC,+,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,ctps2
ReactionID=PEPCARBOX-RXN,4.1.1.31,,,GTP,,ALLOSTERIC,+,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,ppc
ReactionID=METHYLENETHFDEHYDROG-NADP-RXN,1.5.1.5,,,GTP,,,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,mthfd
ReactionID=GUANYL-KIN-RXN,2.7.4.8,,,GTP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,dgk1
ReactionID=NUCLEOSIDE-DIP-KIN-RXN,2.7.4.6,,,GTP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,ndpk1
ReactionID=NUCLEOSIDE-DIP-KIN-RXN,2.7.4.6,,,GTP,,,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,ndpk1
ReactionID=GUANOSINEKIN-RXN,2.7.1.73,,,GTP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,gsnk
ReactionID=THI-P-SYN-RXN,2.5.1.3,,,GTP,,,-,,Escherichia Coli,EcoCyc,gtp,CHEBI:37565,tmppp
ReactionID=GUANYL-KIN-RXN,2.7.4.8,C00387,,GUANOSINE,,COMPETITIVE,-,Guanosine,Escherichia Coli,EcoCyc,gsn,CHEBI:16750,dgk1
ReactionID=LYSDECARBOX-RXN,4.1.1.18,,,GUANOSINE-5DP-3DP,,,-,,Escherichia Coli,EcoCyc,ppgpp,CHEBI:77828,lysdc
ReactionID=ORNDECARBOX-RXN,4.1.1.17,,,GUANOSINE-5DP-3DP,,,+,,Escherichia Coli,EcoCyc,ppgpp,CHEBI:77828,orndc
ReactionID=URACIL-PRIBOSYLTRANS-RXN,2.4.2.9,,,GUANOSINE-5DP-3DP,,,+,,Escherichia Coli,EcoCyc,ppgpp,CHEBI:77828,upprt
ReactionID=HYPOXANPRIBOSYLTRAN-RXN,2.4.2.8,,,GUANOSINE-5DP-3DP,,,-,,Escherichia Coli,EcoCyc,ppgpp,CHEBI:77828,adpt
ReactionID=GDPPYPHOSKIN-RXN,2.7.6.5,,,GUANOSINE-5DP-3DP,,,-,,Escherichia Coli,EcoCyc,ppgpp,CHEBI:77828,gdpdpk
ReactionID=ADENYLOSUCCINATE-SYNTHASE-RXN,6.3.4.4,,,GUANOSINE-5DP-3DP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,ppgpp,CHEBI:77828,adss
ReactionID=PPPGPPHYDRO-RXN,3.6.1.40,,,GUANOSINE-5DP-3DP,,,-,,Escherichia Coli,EcoCyc,ppgpp,CHEBI:77828,gtpdpdp
ReactionID=ORNDECARBOX-RXN,4.1.1.17,,,GUANOSINE-5DP-3DP,,,-,,Escherichia Coli,EcoCyc,ppgpp,CHEBI:77828,orndc
ReactionID=THIOREDOXIN-REDUCT-NADPH-RXN,1.8.1.9,C01326,,HCN,,,-,Hydrogen cyanide,Escherichia Coli,EcoCyc,cyan,CHEBI:18407,trdr
ReactionID=GLYCOPHOSPHORYL-RXN,2.4.1.1,C01326,,HCN,,,-,Hydrogen cyanide,Escherichia Coli,EcoCyc,cyan,CHEBI:18407,glcp2
ReactionID=SULFITE-REDUCT-RXN,1.8.1.2,C01326,,HCN,,COMPETITIVE,-,Hydrogen cyanide,Escherichia Coli,EcoCyc,cyan,CHEBI:18407,sulri
ReactionID=KDGALDOL-RXN,4.1.2.20,C01326,,HCN,,,-,Hydrogen cyanide,Escherichia Coli,EcoCyc,cyan,CHEBI:18407,glcral
ReactionID=R621-RXN,1.14.12.17,C01326,,HCN,,,-,Hydrogen cyanide,Escherichia Coli,EcoCyc,cyan,CHEBI:18407,nodox
ReactionID=BADH-RXN,1.2.1.8,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,betaldhx
ReactionID=RHAMNULPALDOL-RXN,4.1.2.19,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,rmpa
ReactionID=ISOCIT-CLEAV-RXN,4.1.3.1,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,icl
ReactionID=GLUTAMIN-RXN,3.5.1.38,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,asnn
ReactionID=PGPPHOSPHA-RXN,3.1.3.27,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,pgpp120
ReactionID=FUMHYDR-RXN,4.2.1.2,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,fum
ReactionID=N-ACETYLTRANSFER-RXN,2.3.1.1,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,acgs
ReactionID=DARAB5PISOM-RXN,5.3.1.13,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,a5piso
ReactionID=GLUTDECARBOX-RXN,4.1.1.15,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,asp1dc
ReactionID=O-SUCCINYLBENZOATE-COA-LIG-RXN,6.2.1.26,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,sucbzl
ReactionID=THREODEHYD-RXN,1.1.1.103,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,thrd
ReactionID=GABATRANSAM-RXN,2.6.1.19,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,abta
ReactionID=KDO-8PPHOSPHAT-RXN,3.1.3.45,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,kdopp
ReactionID=GLYCOPHOSPHORYL-RXN,2.4.1.1,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,glcp2
ReactionID=KDO-8PSYNTH-RXN,2.5.1.55,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,kdops
ReactionID=GLYOCARBOLIG-RXN,4.1.1.47,C00703,,HG+2,,,-,Mercury(2+),Escherichia Coli,EcoCyc,hg2,CHEBI:16793,glxcl
ReactionID=HISTIDPHOS-RXN,3.1.3.15,,,HIS,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,his__l,CHEBI:57595,histp
ReactionID=GLUTAMINESYN-RXN,6.3.1.2,,,HIS,,,-,,Escherichia Coli,EcoCyc,his__l,CHEBI:57595,glns
ReactionID=ATPPHOSPHORIBOSYLTRANS-RXN,2.4.2.17,,,HIS,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,his__l,CHEBI:57595,atpprt
ReactionID=HISTIDPHOS-RXN,3.1.3.15,,,HISTIDINOL,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,histd,CHEBI:57699,histp
ReactionID=HISTIDINE--TRNA-LIGASE-RXN,6.1.1.21,,,HISTIDINOL,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,histd,CHEBI:57699,histrs
ReactionID=OHMETPYRKIN-RXN,2.7.1.49,C01279,,HMP,,COMPETITIVE,-,4-Amino-5-hydroxymethyl-2-methylpyrimidine,Escherichia Coli,EcoCyc,4ahmmp,CHEBI:16892,hmpk1
ReactionID=HOMOSERKIN-RXN,2.7.1.39,,,HOMO-CYS,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,hcys__l,CHEBI:58199,hsk
ReactionID=GLUTDEHYD-RXN,1.4.1.4,,,HOMO-SER,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,hom__l,CHEBI:57476,gludy
ReactionID=HOMOSERKIN-RXN,2.7.1.39,,,HOMO-SER,,OTHER,-,,Escherichia Coli,EcoCyc,hom__l,CHEBI:57476,hsk
ReactionID=ASPARTATEKIN-RXN,2.7.2.4,,,HOMO-SER,,,+,,Escherichia Coli,EcoCyc,hom__l,CHEBI:57476,aspk
ReactionID=SUPEROX-DISMUT-RXN,1.15.1.1,C00027,,HYDROGEN-PEROXIDE,,,-,Hydrogen peroxide,Escherichia Coli,EcoCyc,h2o2,CHEBI:16240,spodm
ReactionID=CYTDEAM-RXN,3.5.4.1,C00027,,HYDROGEN-PEROXIDE,,,-,Hydrogen peroxide,Escherichia Coli,EcoCyc,h2o2,CHEBI:16240,csnd
ReactionID=ACETOLACTSYN-RXN,2.2.1.6,,,ILE,,,-,,Escherichia Coli,EcoCyc,ile__l,CHEBI:58045,achbs
ReactionID=L-ASPARTATE-OXID-RXN,1.4.3.16,,,IMINOASPARTATE,,,-,,Escherichia Coli,EcoCyc,iasp,CHEBI:58831,aspo6
ReactionID=SAICARSYN-RXN,6.3.2.6,,,IMP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,imp,CHEBI:58053,prascsi
ReactionID=PRPPAMIDOTRANS-RXN,2.4.2.14,,,IMP,,,-,,Escherichia Coli,EcoCyc,imp,CHEBI:58053,gluprt
ReactionID=HYPOXANPRIBOSYLTRAN-RXN,2.4.2.8,,,IMP,,,-,,Escherichia Coli,EcoCyc,imp,CHEBI:58053,adpt
ReactionID=CARBPSYN-RXN,6.3.5.5,,,IMP,,ALLOSTERIC,+,,Escherichia Coli,EcoCyc,imp,CHEBI:58053,cbps
ReactionID=METHYLENETHFDEHYDROG-NADP-RXN,1.5.1.5,,,IMP,,,-,,Escherichia Coli,EcoCyc,imp,CHEBI:58053,mthfd
ReactionID=GUANYL-KIN-RXN,2.7.4.8,,,IMP,,,-,,Escherichia Coli,EcoCyc,imp,CHEBI:58053,dgk1
ReactionID=NADH-DEHYDROG-A-RXN,1.6.5.3,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,nadh16pp
ReactionID=GTP-CYCLOHYDRO-I-RXN,3.5.4.16,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,gtpci
ReactionID=UDPMANNACADEHYDROG-RXN,1.1.1.336,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,uacmamo
ReactionID=6PFRUCTPHOS-RXN,2.7.1.11,C00238,,K+,,,-,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,pfk
ReactionID=F16ALDOLASE-RXN,4.1.2.13,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,fba
ReactionID=BADH-RXN,1.2.1.8,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,betaldhx
ReactionID=CITSYN-RXN,2.3.3.16,C00238,,K+,,OTHER,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,cs
ReactionID=GLYCDEH-RXN,1.1.1.6,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,glycdx
ReactionID=THI-P-KIN-RXN,2.7.4.16,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,tmpk
ReactionID=TREHALOSE6PSYN-RXN,2.4.1.15,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,tre6ps
ReactionID=DIHYDROFOLATEREDUCT-RXN,1.5.1.3,C00238,,K+,,,-,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,dhfr
ReactionID=CARBPSYN-RXN,6.3.5.5,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,cbps
ReactionID=IMP-DEHYDROG-RXN,1.1.1.205,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,impd
ReactionID=MALIC-NADP-RXN,1.1.1.40,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,me2
ReactionID=GLYOCARBOLIG-RXN,4.1.1.47,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,glxcl
ReactionID=THIKIN-RXN,2.7.1.89,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,tmk
ReactionID=ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,1.2.1.11,C00238,,K+,,,-,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,asad
ReactionID=GUANYL-KIN-RXN,2.7.4.8,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,dgk1
ReactionID=PPPGPPHYDRO-RXN,3.6.1.40,C00238,,K+,,,-,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,gtpdpdp
ReactionID=UDPNACETYLMURAMATEDEHYDROG-RXN,1.3.1.98,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,uapgr
ReactionID=UDP-NACMURALGLDAPLIG-RXN,6.3.2.13,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,uaagds
ReactionID=HOMOSERDEHYDROG-RXN,1.1.1.3,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,hsdy
ReactionID=NICONUCADENYLYLTRAN-RXN,2.7.7.18,C00238,,K+,,,+,Potassium cation,Escherichia Coli,EcoCyc,k,CHEBI:29103,nmnat
