,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
398225,ReactionID=PHOSPHAGLYPSYN-RXN,,2.7.8.5,,,GLYCEROL-3P,,,-,Escherichia coli,EcoCyc,glyc3p,CHEBI:57597,pgsa120
398226,ReactionID=GLYCEROL-KIN-RXN,,2.7.1.30,,,GLYCEROL-3P,,,-,Escherichia coli,EcoCyc,glyc3p,CHEBI:57597,glyk
398227,ReactionID=GLYCOLALD-DEHYDROG-RXN,Glycolaldehyde,1.2.1.21,C00266,,GLYCOLALDEHYDE,,,-,Escherichia coli,EcoCyc,gcald,CHEBI:17071,gcaldd
398228,ReactionID=MALSYN-RXN,,2.3.3.9,,,GLYCOLLATE,,,-,Escherichia coli,EcoCyc,glyclt,CHEBI:29805,mals
398229,ReactionID=ISOCIT-CLEAV-RXN,,4.1.3.1,,,GLYCOLLATE,,,-,Escherichia coli,EcoCyc,glyclt,CHEBI:29805,icl
398236,ReactionID=PRPPAMIDOTRANS-RXN,,2.4.2.14,,,GMP,,,-,Escherichia coli,EcoCyc,gmp,CHEBI:58115,gluprt
398237,ReactionID=PRPPAMIDOTRANS-RXN,,2.4.2.14,,,GMP,,,-,Escherichia coli,EcoCyc,gmp,CHEBI:58115,gluprt
398238,ReactionID=GUANPRIBOSYLTRAN-RXN,,2.4.2.8,,,GMP,,,-,Escherichia coli,EcoCyc,gmp,CHEBI:58115,adpt
398239,ReactionID=IMP-DEHYDROG-RXN,,1.1.1.205,,,GMP,,,-,Escherichia coli,EcoCyc,gmp,CHEBI:58115,impd
398241,ReactionID=GUANOSINEKIN-RXN,,2.7.1.73,,,GMP,,,-,Escherichia coli,EcoCyc,gmp,CHEBI:58115,gsnk
398242,ReactionID=HYPOXANPRIBOSYLTRAN-RXN,,2.4.2.8,,,GMP,,,-,Escherichia coli,EcoCyc,gmp,CHEBI:58115,adpt
398243,ReactionID=PRPPAMIDOTRANS-RXN,,2.4.2.14,,,GTP,,,+,Escherichia coli,EcoCyc,gtp,CHEBI:37565,gluprt
398244,ReactionID=ORNDECARBOX-RXN,,4.1.1.17,,,GTP,,,+,Escherichia coli,EcoCyc,gtp,CHEBI:37565,orndc
398245,ReactionID=PEPDEPHOS-RXN,,2.7.1.40,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,pyk
398246,ReactionID=RXN0-5073,,3.6.1,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,ntp12
398247,ReactionID=ADENYLATECYC-RXN,,4.6.1.1,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,adncyc
398248,ReactionID=DGTPTRIPHYDRO-RXN,,3.1.5.1,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,ntptp1
398249,ReactionID=URACIL-PRIBOSYLTRANS-RXN,,2.4.2.9,,,GTP,,,+,Escherichia coli,EcoCyc,gtp,CHEBI:37565,upprt
398250,ReactionID=CTPSYN-RXN,,6.3.4.2,,,GTP,,,+,Escherichia coli,EcoCyc,gtp,CHEBI:37565,ctps2
398252,ReactionID=PEPCARBOX-RXN,,4.1.1.31,,,GTP,,,+,Escherichia coli,EcoCyc,gtp,CHEBI:37565,ppc
398255,ReactionID=METHYLENETHFDEHYDROG-NADP-RXN,,1.5.1.5,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,mthfd
398256,ReactionID=GUANYL-KIN-RXN,,2.7.4.8,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,dgk1
398257,ReactionID=NUCLEOSIDE-DIP-KIN-RXN,,2.7.4.6,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,ndpk1
398258,ReactionID=NUCLEOSIDE-DIP-KIN-RXN,,2.7.4.6,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,ndpk1
398259,ReactionID=ORNDECARBOX-RXN,,4.1.1.17,,,GTP,,,+,Escherichia coli,EcoCyc,gtp,CHEBI:37565,orndc
398260,ReactionID=GUANOSINEKIN-RXN,,2.7.1.73,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,gsnk
398261,ReactionID=THI-P-SYN-RXN,,2.5.1.3,,,GTP,,,-,Escherichia coli,EcoCyc,gtp,CHEBI:37565,tmppp
398263,ReactionID=GUANYL-KIN-RXN,Guanosine,2.7.4.8,C00387,,GUANOSINE,,,-,Escherichia coli,EcoCyc,gsn,CHEBI:16750,dgk1
398264,ReactionID=LYSDECARBOX-RXN,,4.1.1.18,,,GUANOSINE-5DP-3DP,,,-,Escherichia coli,EcoCyc,ppgpp,CHEBI:77828,lysdc
398265,ReactionID=ORNDECARBOX-RXN,,4.1.1.17,,,GUANOSINE-5DP-3DP,,,+,Escherichia coli,EcoCyc,ppgpp,CHEBI:77828,orndc
398267,ReactionID=URACIL-PRIBOSYLTRANS-RXN,,2.4.2.9,,,GUANOSINE-5DP-3DP,,,+,Escherichia coli,EcoCyc,ppgpp,CHEBI:77828,upprt
398268,ReactionID=HYPOXANPRIBOSYLTRAN-RXN,,2.4.2.8,,,GUANOSINE-5DP-3DP,,,-,Escherichia coli,EcoCyc,ppgpp,CHEBI:77828,adpt
398269,ReactionID=GDPPYPHOSKIN-RXN,,2.7.6.5,,,GUANOSINE-5DP-3DP,,,-,Escherichia coli,EcoCyc,ppgpp,CHEBI:77828,gdpdpk
398270,ReactionID=ADENYLOSUCCINATE-SYNTHASE-RXN,,6.3.4.4,,,GUANOSINE-5DP-3DP,,,-,Escherichia coli,EcoCyc,ppgpp,CHEBI:77828,adss
398271,ReactionID=PPPGPPHYDRO-RXN,,3.6.1.40,,,GUANOSINE-5DP-3DP,,,-,Escherichia coli,EcoCyc,ppgpp,CHEBI:77828,gtpdpdp
398272,ReactionID=ORNDECARBOX-RXN,,4.1.1.17,,,GUANOSINE-5DP-3DP,,,-,Escherichia coli,EcoCyc,ppgpp,CHEBI:77828,orndc
398273,ReactionID=THIOREDOXIN-REDUCT-NADPH-RXN,Hydrogen cyanide,1.8.1.9,C01326,,HCN,,,-,Escherichia coli,EcoCyc,cyan,CHEBI:18407,trdr
398276,ReactionID=GLYCOPHOSPHORYL-RXN,Hydrogen cyanide,2.4.1.1,C01326,,HCN,,,-,Escherichia coli,EcoCyc,cyan,CHEBI:18407,glcp2
398277,ReactionID=SULFITE-REDUCT-RXN,Hydrogen cyanide,1.8.1.2,C01326,,HCN,,,-,Escherichia coli,EcoCyc,cyan,CHEBI:18407,sulri
398279,ReactionID=KDGALDOL-RXN,Hydrogen cyanide,4.1.2.20,C01326,,HCN,,,-,Escherichia coli,EcoCyc,cyan,CHEBI:18407,glcral
398280,ReactionID=R621-RXN,Hydrogen cyanide,1.14.12.17,C01326,,HCN,,,-,Escherichia coli,EcoCyc,cyan,CHEBI:18407,nodox
398285,ReactionID=BADH-RXN,Mercury(2+),1.2.1.8,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,betaldhx
398287,ReactionID=RHAMNULPALDOL-RXN,Mercury(2+),4.1.2.19,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,rmpa
398288,ReactionID=ISOCIT-CLEAV-RXN,Mercury(2+),4.1.3.1,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,icl
398290,ReactionID=GLUTAMIN-RXN,Mercury(2+),3.5.1.38,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,asnn
398291,ReactionID=PGPPHOSPHA-RXN,Mercury(2+),3.1.3.27,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,pgpp120
398293,ReactionID=FUMHYDR-RXN,Mercury(2+),4.2.1.2,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,fum
398297,ReactionID=N-ACETYLTRANSFER-RXN,Mercury(2+),2.3.1.1,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,acgs
398299,ReactionID=DARAB5PISOM-RXN,Mercury(2+),5.3.1.13,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,a5piso
398300,ReactionID=GLUTDECARBOX-RXN,Mercury(2+),4.1.1.15,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,asp1dc
398301,ReactionID=O-SUCCINYLBENZOATE-COA-LIG-RXN,Mercury(2+),6.2.1.26,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,sucbzl
398302,ReactionID=THREODEHYD-RXN,Mercury(2+),1.1.1.103,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,thrd
398303,ReactionID=GABATRANSAM-RXN,Mercury(2+),2.6.1.19,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,abta
398305,ReactionID=KDO-8PPHOSPHAT-RXN,Mercury(2+),3.1.3.45,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,kdopp
398306,ReactionID=GLYCOPHOSPHORYL-RXN,Mercury(2+),2.4.1.1,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,glcp2
398307,ReactionID=KDO-8PSYNTH-RXN,Mercury(2+),2.5.1.55,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,kdops
398309,ReactionID=GLUTDECARBOX-RXN,Mercury(2+),4.1.1.15,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,asp1dc
398310,ReactionID=GLYOCARBOLIG-RXN,Mercury(2+),4.1.1.47,C00703,,HG+2,,,-,Escherichia coli,EcoCyc,hg2,CHEBI:16793,glxcl
398311,ReactionID=HISTIDPHOS-RXN,,3.1.3.15,,,HIS,,,-,Escherichia coli,EcoCyc,his__l,CHEBI:57595,histp
398312,ReactionID=GLUTAMINESYN-RXN,,6.3.1.2,,,HIS,,,-,Escherichia coli,EcoCyc,his__l,CHEBI:57595,glns
398313,ReactionID=ATPPHOSPHORIBOSYLTRANS-RXN,,2.4.2.17,,,HIS,,,-,Escherichia coli,EcoCyc,his__l,CHEBI:57595,atpprt
398314,ReactionID=HISTIDPHOS-RXN,,3.1.3.15,,,HISTIDINOL,,,-,Escherichia coli,EcoCyc,histd,CHEBI:57699,histp
398315,ReactionID=HISTIDINE--TRNA-LIGASE-RXN,,6.1.1.21,,,HISTIDINOL,,,-,Escherichia coli,EcoCyc,histd,CHEBI:57699,histrs
398316,ReactionID=OHMETPYRKIN-RXN,4-Amino-5-hydroxymethyl-2-methylpyrimidine,2.7.1.49,C01279,,HMP,,,-,Escherichia coli,EcoCyc,4ahmmp,CHEBI:16892,hmpk1
398317,ReactionID=HOMOSERKIN-RXN,,2.7.1.39,,,HOMO-CYS,,,-,Escherichia coli,EcoCyc,hcys__l,CHEBI:58199,hsk
398318,ReactionID=GLUTDEHYD-RXN,,1.4.1.4,,,HOMO-SER,,,-,Escherichia coli,EcoCyc,hom__l,CHEBI:57476,gludy
398319,ReactionID=HOMOSERKIN-RXN,,2.7.1.39,,,HOMO-SER,,,-,Escherichia coli,EcoCyc,hom__l,CHEBI:57476,hsk
398320,ReactionID=ASPARTATEKIN-RXN,,2.7.2.4,,,HOMO-SER,,,+,Escherichia coli,EcoCyc,hom__l,CHEBI:57476,aspk
398331,ReactionID=SUPEROX-DISMUT-RXN,Hydrogen peroxide,1.15.1.1,C00027,,HYDROGEN-PEROXIDE,,,-,Escherichia coli,EcoCyc,h2o2,CHEBI:16240,spodm
398332,ReactionID=CYTDEAM-RXN,Hydrogen peroxide,3.5.4.1,C00027,,HYDROGEN-PEROXIDE,,,-,Escherichia coli,EcoCyc,h2o2,CHEBI:16240,csnd
398344,ReactionID=ACETOLACTSYN-RXN,,2.2.1.6,,,ILE,,,-,Escherichia coli,EcoCyc,ile__l,CHEBI:58045,achbs
398345,ReactionID=L-ASPARTATE-OXID-RXN,,1.4.3.16,,,IMINOASPARTATE,,,-,Escherichia coli,EcoCyc,iasp,CHEBI:58831,aspo6
398346,ReactionID=SAICARSYN-RXN,,6.3.2.6,,,IMP,,,-,Escherichia coli,EcoCyc,imp,CHEBI:58053,prascsi
398347,ReactionID=PRPPAMIDOTRANS-RXN,,2.4.2.14,,,IMP,,,-,Escherichia coli,EcoCyc,imp,CHEBI:58053,gluprt
398348,ReactionID=HYPOXANPRIBOSYLTRAN-RXN,,2.4.2.8,,,IMP,,,-,Escherichia coli,EcoCyc,imp,CHEBI:58053,adpt
398349,ReactionID=CARBPSYN-RXN,,6.3.5.5,,,IMP,,,+,Escherichia coli,EcoCyc,imp,CHEBI:58053,cbps
398350,ReactionID=METHYLENETHFDEHYDROG-NADP-RXN,,1.5.1.5,,,IMP,,,-,Escherichia coli,EcoCyc,imp,CHEBI:58053,mthfd
398352,ReactionID=GUANYL-KIN-RXN,,2.7.4.8,,,IMP,,,-,Escherichia coli,EcoCyc,imp,CHEBI:58053,dgk1
398378,ReactionID=NADH-DEHYDROG-A-RXN,Potassium cation,1.6.5.3,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,nadh16pp
398379,ReactionID=GTP-CYCLOHYDRO-I-RXN,Potassium cation,3.5.4.16,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,gtpci
398381,ReactionID=UDPMANNACADEHYDROG-RXN,Potassium cation,1.1.1.336,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,uacmamo
398382,ReactionID=6PFRUCTPHOS-RXN,Potassium cation,2.7.1.11,C00238,,K+,,,-,Escherichia coli,EcoCyc,k,CHEBI:29103,pfk
398383,ReactionID=F16ALDOLASE-RXN,Potassium cation,4.1.2.13,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,fba
398384,ReactionID=BADH-RXN,Potassium cation,1.2.1.8,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,betaldhx
398385,ReactionID=CITSYN-RXN,Potassium cation,2.3.3.16,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,cs
398387,ReactionID=GLYCDEH-RXN,Potassium cation,1.1.1.6,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,glycdx
398388,ReactionID=THI-P-KIN-RXN,Potassium cation,2.7.4.16,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,tmpk
398389,ReactionID=TREHALOSE6PSYN-RXN,Potassium cation,2.4.1.15,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,tre6ps
398390,ReactionID=DIHYDROFOLATEREDUCT-RXN,Potassium cation,1.5.1.3,C00238,,K+,,,-,Escherichia coli,EcoCyc,k,CHEBI:29103,dhfr
398392,ReactionID=CARBPSYN-RXN,Potassium cation,6.3.5.5,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,cbps
398393,ReactionID=IMP-DEHYDROG-RXN,Potassium cation,1.1.1.205,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,impd
398395,ReactionID=MALIC-NADP-RXN,Potassium cation,1.1.1.40,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,me2
398396,ReactionID=GLYOCARBOLIG-RXN,Potassium cation,4.1.1.47,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,glxcl
398397,ReactionID=THIKIN-RXN,Potassium cation,2.7.1.89,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,tmk
398398,ReactionID=ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,Potassium cation,1.2.1.11,C00238,,K+,,,-,Escherichia coli,EcoCyc,k,CHEBI:29103,asad
398400,ReactionID=GUANYL-KIN-RXN,Potassium cation,2.7.4.8,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,dgk1
398401,ReactionID=PPPGPPHYDRO-RXN,Potassium cation,3.6.1.40,C00238,,K+,,,-,Escherichia coli,EcoCyc,k,CHEBI:29103,gtpdpdp
398402,ReactionID=UDPNACETYLMURAMATEDEHYDROG-RXN,Potassium cation,1.3.1.98,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,uapgr
398403,ReactionID=UDP-NACMURALGLDAPLIG-RXN,Potassium cation,6.3.2.13,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,uaagds
398404,ReactionID=HOMOSERDEHYDROG-RXN,Potassium cation,1.1.1.3,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,hsdy
398405,ReactionID=NICONUCADENYLYLTRAN-RXN,Potassium cation,2.7.7.18,C00238,,K+,,,+,Escherichia coli,EcoCyc,k,CHEBI:29103,nmnat
398410,ReactionID=KDGALDOL-RXN,,4.1.2.20,,,KDO,,,-,Escherichia coli,EcoCyc,kdo,CHEBI:16064,glcral
398411,ReactionID=KDO-8PSYNTH-RXN,,2.5.1.55,,,KDO-8P,,,-,Escherichia coli,EcoCyc,kdo8p,CHEBI:58368,kdops
398412,ReactionID=KDOTRANS2-RXN,,2.4.99.13,,,KDO2-LIPID-A,,,-,Escherichia coli,EcoCyc,lipa,CHEBI:58540,moat2
398413,ReactionID=KDOTRANS-RXN,,2.4.99.12,,,KDO2-LIPID-A,,,-,Escherichia coli,EcoCyc,lipa,CHEBI:58540,moat
398414,ReactionID=KDOTRANS2-RXN,,2.4.99.13,,,KDO2-LIPID-IVA,,,-,Escherichia coli,EcoCyc,kdo2lipid4,CHEBI:60365,moat2
398415,ReactionID=KDOTRANS-RXN,,2.4.99.12,,,KDO2-LIPID-IVA,,,-,Escherichia coli,EcoCyc,kdo2lipid4,CHEBI:60365,moat
398419,ReactionID=DAHPSYN-RXN,,2.5.1.54,,,L-ALPHA-ALANINE,,,-,Escherichia coli,EcoCyc,ala__l,CHEBI:57972,ddpa
398420,ReactionID=SERINE-O-ACETTRAN-RXN,,2.3.1.30,,,L-ALPHA-ALANINE,,,-,Escherichia coli,EcoCyc,ala__l,CHEBI:57972,serat
398421,ReactionID=GLUTAMINESYN-RXN,,6.3.1.2,,,L-ALPHA-ALANINE,,,-,Escherichia coli,EcoCyc,ala__l,CHEBI:57972,glns
398424,ReactionID=MALIC-NADP-RXN,,1.1.1.40,,,L-ASPARTATE,,,+,Escherichia coli,EcoCyc,asp__l,CHEBI:29991,me2
398425,ReactionID=ASPARAGHYD-RXN,,3.5.1.38,,,L-ASPARTATE,,,-,Escherichia coli,EcoCyc,asp__l,CHEBI:29991,asnn
398426,ReactionID=PEPCARBOX-RXN,,4.1.1.31,,,L-ASPARTATE,,,-,Escherichia coli,EcoCyc,asp__l,CHEBI:29991,ppc
398428,ReactionID=ASPARTASE-RXN,,4.3.1.1,,,L-ASPARTATE,,,+,Escherichia coli,EcoCyc,asp__l,CHEBI:29991,aspt
398430,ReactionID=GLUTAMATESYN-RXN,,1.4.1.13,,,L-ASPARTATE,,,-,Escherichia coli,EcoCyc,asp__l,CHEBI:29991,glusy
398432,ReactionID=N-ACETYLTRANSFER-RXN,,2.3.1.1,,,L-CITRULLINE,,,-,Escherichia coli,EcoCyc,citr__l,CHEBI:57743,acgs
398433,ReactionID=TRANS-RXN0-593,,3.6.3.21,,,L-CYSTATHIONINE,,,-,Escherichia coli,EcoCyc,cyst__l,CHEBI:58161,argabcpp
398434,ReactionID=CTPSYN-RXN,,6.3.4.2,,,L-GLUTAMATE_GAMMA-SEMIALDEHYDE,,,-,Escherichia coli,EcoCyc,glu5sa,CHEBI:58066,ctps2
398435,ReactionID=L-GLN-FRUCT-6-P-AMINOTRANS-RXN,,2.6.1.16,,,L-GLUTAMATE_GAMMA-SEMIALDEHYDE,,,-,Escherichia coli,EcoCyc,glu5sa,CHEBI:58066,gf6pta
398440,ReactionID=CARBPSYN-RXN,,6.3.5.5,,,L-ORNITHINE,,,+,Escherichia coli,EcoCyc,orn,CHEBI:46911,cbps
398441,ReactionID=ARGDECARBOX-RXN,,4.1.1.19,,,L-ORNITHINE,,,-,Escherichia coli,EcoCyc,orn,CHEBI:46911,argdc
398442,ReactionID=ACETYLORNDEACET-RXN,,3.5.1.16,,,L-ORNITHINE,,,-,Escherichia coli,EcoCyc,orn,CHEBI:46911,acoda
398443,ReactionID=AGMATIN-RXN,,3.5.3.11,,,L-ORNITHINE,,,-,Escherichia coli,EcoCyc,orn,CHEBI:46911,agmt
398444,ReactionID=2-DEHYDROPANTOATE-REDUCT-RXN,(R)-Pantoate,1.1.1.169,C00522,,L-PANTOATE,,,-,Escherichia coli,EcoCyc,pant__r,CHEBI:15980,dpr
398445,ReactionID=3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN,(R)-Pantoate,2.1.2.11,C00522,,L-PANTOATE,,,-,Escherichia coli,EcoCyc,pant__r,CHEBI:15980,mohmt
398450,ReactionID=LACTALDDEHYDROG-RXN,(S)-Lactaldehyde,1.2.1.22,C00424,,LACTALD,,,-,Escherichia coli,EcoCyc,lald__l,CHEBI:18041,lcadi
398451,ReactionID=LAUROYLACYLTRAN-RXN,,2.3.1.241,,,LAUROYLCOA-CPD,,,-,Escherichia coli,EcoCyc,ddcacoa,CHEBI:57375,edtxs1
398452,ReactionID=2-ISOPROPYLMALATESYN-RXN,,2.3.3.13,,,LEU,,,-,Escherichia coli,EcoCyc,leu__l,CHEBI:57427,ipps
398454,ReactionID=ACETOLACTSYN-RXN,,2.2.1.6,,,LEU,,,-,Escherichia coli,EcoCyc,leu__l,CHEBI:57427,achbs
398455,ReactionID=BRANCHED-CHAINAMINOTRANSFERLEU-RXN,,2.6.1.6,,,LEU,,,-,Escherichia coli,EcoCyc,leu__l,CHEBI:57427,valta
398457,ReactionID=ACETOOHBUTSYN-RXN,,2.2.1.6,,,LEU,,,-,Escherichia coli,EcoCyc,leu__l,CHEBI:57427,achbs
398458,ReactionID=ACETOOHBUTSYN-RXN,,2.2.1.6,,,LEU,,,-,Escherichia coli,EcoCyc,leu__l,CHEBI:57427,achbs
398459,ReactionID=ACETOLACTSYN-RXN,,2.2.1.6,,,LEU,,,-,Escherichia coli,EcoCyc,leu__l,CHEBI:57427,achbs
398460,ReactionID=ASPARTATEKIN-RXN,,2.7.2.4,,,LEU,,,-,Escherichia coli,EcoCyc,leu__l,CHEBI:57427,aspk
398470,ReactionID=HOMOSERKIN-RXN,,2.7.1.39,,,LYS,,,-,Escherichia coli,EcoCyc,lys__l,CHEBI:32551,hsk
398472,ReactionID=ARGDECARBOX-RXN,,4.1.1.19,,,LYS,,,-,Escherichia coli,EcoCyc,lys__l,CHEBI:32551,argdc
398473,ReactionID=DIAMINOPIMDECARB-RXN,,4.1.1.20,,,LYS,,,-,Escherichia coli,EcoCyc,lys__l,CHEBI:32551,dapdc
398474,ReactionID=ASPARTATEKIN-RXN,,2.7.2.4,,,LYS,,,-,Escherichia coli,EcoCyc,lys__l,CHEBI:32551,aspk
398475,ReactionID=ASPARTATEKIN-RXN,,2.7.2.4,,,LYS,,,-,Escherichia coli,EcoCyc,lys__l,CHEBI:32551,aspk
398477,ReactionID=PEPCARBOX-RXN,,4.1.1.31,,,MAL,,,-,Escherichia coli,EcoCyc,mal__l,CHEBI:15589,ppc
398491,ReactionID=TRANS-RXN0-593,,3.6.3.21,,,MESO-DIAMINOPIMELATE,,,-,Escherichia coli,EcoCyc,26dap__m,CHEBI:57791,argabcpp
398493,ReactionID=HOMOCYSMETB12-RXN,,2.1.1.13,,,MET,,,-,Escherichia coli,EcoCyc,met__l,CHEBI:57844,mets
398495,ReactionID=HOMSUCTRAN-RXN,,2.3.1.46,,,MET,,,-,Escherichia coli,EcoCyc,met__l,CHEBI:57844,hsst
398496,ReactionID=FORMYLTHFDEFORMYL-RXN,,3.5.1.10,,,MET,,,+,Escherichia coli,EcoCyc,met__l,CHEBI:57844,fthfd
398497,ReactionID=GLUTAMATESYN-RXN,,1.4.1.13,,,MET,,,-,Escherichia coli,EcoCyc,met__l,CHEBI:57844,glusy
398501,ReactionID=3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN,Methanol,4.1.1.98,C00132,,METOH,,,+,Escherichia coli,EcoCyc,meoh,CHEBI:17790,ophbdc
398502,ReactionID=RXN-16649,Magnesium cation,3.4.16.4,C00305,,MG+2,,,-,Escherichia coli,EcoCyc,mg2,CHEBI:18420,mddcp1pp
398503,ReactionID=ADENYL-KIN-RXN,Magnesium cation,2.7.4.3,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,mg2,CHEBI:18420,adk1
398506,ReactionID=TRIPHOSPHATASE-RXN,Magnesium cation,3.6.1.25,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,mg2,CHEBI:18420,ppa2
398507,ReactionID=RXN-9514,Magnesium cation,2.3.1.86,C00305,,MG+2,,,-,Escherichia coli,EcoCyc,mg2,CHEBI:18420,3oar100
398508,ReactionID=UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN,Magnesium cation,2.3.1.191,C00305,,MG+2,,,-,Escherichia coli,EcoCyc,mg2,CHEBI:18420,u23gaat
398513,ReactionID=DIHYDROFOLATEREDUCT-RXN,Magnesium cation,1.5.1.3,C00305,,MG+2,,,-,Escherichia coli,EcoCyc,mg2,CHEBI:18420,dhfr
398514,ReactionID=RXN-1381,Magnesium cation,2.3.1.15,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,mg2,CHEBI:18420,g3pat120
398518,ReactionID=RXN-9952,Magnesium cation,1.1.1.44,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,mg2,CHEBI:18420,gnd
398520,ReactionID=GDPMANDEHYDRA-RXN,Magnesium cation,4.2.1.47,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,mg2,CHEBI:18420,gmand
398521,ReactionID=MANNONOXIDOREDUCT-RXN,Magnesium cation,1.1.1.57,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,mg2,CHEBI:18420,manao
398523,ReactionID=PRPPSYN-RXN,Magnesium cation,2.7.6.1,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,mg2,CHEBI:18420,prpps
398524,ReactionID=GLUTAMIN-RXN,Magnesium cation,3.5.1.38,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,mg2,CHEBI:18420,asnn
398525,ReactionID=GLUTAMIN-RXN,Magnesium cation,3.5.1.38,C00305,,MG+2,,,-,Escherichia coli,EcoCyc,mg2,CHEBI:18420,asnn
398526,ReactionID=GLUTAMIN-RXN,Magnesium cation,3.5.1.38,C00305,,MG+2,,,-,Escherichia coli,EcoCyc,mg2,CHEBI:18420,asnn
398530,ReactionID=SAMDECARB-RXN,,4.1.1.50,,,MN+2,,,+,Escherichia coli,EcoCyc,mn2,CHEBI:29035,admdc
398531,ReactionID=RXN-6622,,3.4.13.18,,,MN+2,,,+,Escherichia coli,EcoCyc,mn2,CHEBI:29035,amptasecg
398535,ReactionID=GLUCARDEHYDRA-RXN,,4.2.1.40,,,MN+2,,,-,Escherichia coli,EcoCyc,mn2,CHEBI:29035,glcrd
398539,ReactionID=THREODEHYD-RXN,,1.1.1.103,,,MN+2,,,+,Escherichia coli,EcoCyc,mn2,CHEBI:29035,thrd
398540,ReactionID=MANNONDEHYDRAT-RXN,,4.2.1.8,,,MN+2,,,+,Escherichia coli,EcoCyc,mn2,CHEBI:29035,mnnh
398541,ReactionID=MANNONOXIDOREDUCT-RXN,,1.1.1.57,,,MN+2,,,+,Escherichia coli,EcoCyc,mn2,CHEBI:29035,manao
