,EC_number,bigg.metabolite,KM_Value,growth condition,concentration,saturation,met:EC,elasticity,bigg.reaction
3011,6.1.1.6,atp,0.0527188146271,Glucose 1 Cm,1.611,0.968312665479,atp:6.1.1.6,0.0316873345205,lystrs
3012,6.1.1.7,atp,0.088797522488,Glucose 1 Cm,1.611,0.947759941221,atp:6.1.1.7,0.0522400587795,alatrs
3013,6.1.1.9,atp,9.4,Glucose 1 Cm,1.611,0.146308237217,atp:6.1.1.9,0.853691762783,valtrs
3014,6.2.1.20,atp,0.3,Glucose 1 Cm,1.611,0.843014128728,atp:6.2.1.20,0.156985871272,aacps1
3015,6.2.1.26,atp,0.0735,Glucose 1 Cm,1.611,0.956366874443,atp:6.2.1.26,0.0436331255565,sucbzl
3016,6.2.1.5,atp,0.0318590646441,Glucose 1 Cm,1.611,0.980607548554,atp:6.2.1.5,0.0193924514463,sucoas
3017,6.3.1.1,atp,0.27,Glucose 1 Cm,1.611,0.856459330144,atp:6.3.1.1,0.143540669856,asns2
3018,6.3.1.2,atp,0.2,Glucose 1 Cm,1.611,0.889563776919,atp:6.3.1.2,0.110436223081,glns
3019,6.3.1.5,atp,0.2,Glucose 1 Cm,1.611,0.889563776919,atp:6.3.1.5,0.110436223081,nads1
3020,6.3.2.1,atp,0.251589867848,Glucose 1 Cm,1.611,0.864924709303,atp:6.3.2.1,0.135075290697,pants
3021,6.3.2.13,atp,0.62,Glucose 1 Cm,1.611,0.72209771403,atp:6.3.2.13,0.27790228597,uaagds
3022,6.3.2.17,atp,0.19455709597,Glucose 1 Cm,1.611,0.892245392625,atp:6.3.2.17,0.107754607375,dhfs
3023,6.3.2.2,atp,0.00283283622172,Glucose 1 Cm,1.611,0.998244653251,atp:6.3.2.2,0.00175534674852,glucys
3024,6.3.2.4,atp,1.4,Glucose 1 Cm,1.611,0.535038193291,atp:6.3.2.4,0.464961806709,alaalar
3025,6.3.2.8,atp,0.162781373341,Glucose 1 Cm,1.611,0.908229178755,atp:6.3.2.8,0.0917708212454,uamas
3026,6.3.2.9,atp,0.100349389634,Glucose 1 Cm,1.611,0.94136241831,atp:6.3.2.9,0.0586375816898,uamags
3027,6.3.3.1,atp,0.073,Glucose 1 Cm,1.611,0.956650831354,atp:6.3.3.1,0.0433491686461,prais
3028,6.3.3.3,atp,0.005,Glucose 1 Cm,1.611,0.996905940594,atp:6.3.3.3,0.00309405940594,dbts
3029,6.3.4.18,atp,0.048,Glucose 1 Cm,1.611,0.971066907776,atp:6.3.4.18,0.0289330922242,airc2
3030,6.3.4.2,atp,0.054,Glucose 1 Cm,1.611,0.967567567568,atp:6.3.4.2,0.0324324324324,ctps2
3031,6.3.4.21,atp,0.4,Glucose 1 Cm,1.611,0.801093983093,atp:6.3.4.21,0.198906016907,namnpp
3032,6.3.5.2,atp,0.21135106708,Glucose 1 Cm,1.611,0.884022858769,atp:6.3.5.2,0.115977141231,gmps2
3033,6.3.5.4,atp,0.156092561918,Glucose 1 Cm,1.611,0.911667014348,atp:6.3.5.4,0.088332985652,asns1
3034,6.3.5.5,atp,0.103057890319,Glucose 1 Cm,1.611,0.939874906851,atp:6.3.5.5,0.0601250931494,cbps
3035,1.7.1.7,gmp,0.0229782505862,Glucose 1 Cm,0.029,0.557925664542,gmp:1.7.1.7,0.442074335458,gmpr
3036,3.1.3.5,gmp,0.509901951359,Glucose 1 Cm,0.029,0.0538131285791,gmp:3.1.3.5,0.946186871421,ntd10
3037,3.1.3.6,gmp,0.26,Glucose 1 Cm,0.029,0.100346020761,gmp:3.1.3.6,0.899653979239,3ntd2pp
3038,2.1.1.144,acon_c,34.4673758792,Glucose 1 Cm,0.009,0.000261048319914,acon_c:2.1.1.144,0.99973895168,aconmt
3039,4.2.1.3,acon_c,0.0304630924235,Glucose 1 Cm,0.009,0.228061194582,acon_c:4.2.1.3,0.771938805418,aconta
3040,2.1.1.144,cit,17.8745629317,Glucose 1 Cm,0.749,0.0402178682321,cit:2.1.1.144,0.959782131768,aconmt
3041,4.1.3.6,cit,0.16,Glucose 1 Cm,0.749,0.82398239824,cit:4.1.3.6,0.17601760176,citl
3042,4.2.1.3,cit,3.5721142199,Glucose 1 Cm,0.749,0.173334922866,cit:4.2.1.3,0.826665077134,aconta
3043,2.2.1.1,s7p,4.0,Glucose 1 Cm,0.121,0.029361805387,s7p:2.2.1.1,0.970638194613,tkt1
3044,2.2.1.2,s7p,0.285,Glucose 1 Cm,0.121,0.29802955665,s7p:2.2.1.2,0.70197044335,tala
3045,5.3.1.28,s7p,0.9,Glucose 1 Cm,0.121,0.118511263467,s7p:5.3.1.28,0.881488736533,s7pi
3046,2.2.1.1,xu5p__d,0.16,Glucose 1 Cm,0.185,0.536231884058,xu5p__d:2.2.1.1,0.463768115942,tkt1
3047,2.4.2.1,r1p,0.048579831206,Glucose 1 Cm,0.004,0.0760747972798,r1p:2.4.2.1,0.92392520272,punp1
3048,5.4.2.7,r1p,0.043,Glucose 1 Cm,0.004,0.0851063829787,r1p:5.4.2.7,0.914893617021,ppm2
3049,2.5.1.19,pep,0.073875129779,Glucose 1 Cm,0.047,0.388831019962,pep:2.5.1.19,0.611168980038,pscvt
3050,2.5.1.54,pep,0.0492359384718,Glucose 1 Cm,0.047,0.488383038045,pep:2.5.1.54,0.511616961955,ddpa
3051,2.5.1.55,pep,0.00556178721376,Glucose 1 Cm,0.047,0.894185728671,pep:2.5.1.55,0.105814271329,kdops
3052,2.5.1.7,pep,0.00560062668188,Glucose 1 Cm,0.047,0.893525476117,pep:2.5.1.7,0.106474523883,uagcvt
3053,4.1.1.31,pep,0.6,Glucose 1 Cm,0.047,0.0726429675425,pep:4.1.1.31,0.927357032457,ppc
3054,4.1.1.49,pep,0.360020574368,Glucose 1 Cm,0.047,0.115473278158,pep:4.1.1.49,0.884526721842,ppck
3055,2.7.1.107,adp,1.0,Glucose 1 Cm,0.911,0.476713762428,adp:2.7.1.107,0.523286237572,dagk160
3056,2.7.4.3,adp,0.09,Glucose 1 Cm,0.911,0.91008991009,adp:2.7.4.3,0.0899100899101,adk1
3057,3.1.3.5,adp,0.745120795576,Glucose 1 Cm,0.911,0.55008064776,adp:3.1.3.5,0.44991935224,ntd10
3058,3.1.4.16,adp,0.19,Glucose 1 Cm,0.911,0.827429609446,adp:3.1.4.16,0.172570390554,23pde2pp
3059,3.6.3.14,adp,0.1,Glucose 1 Cm,0.911,0.901088031652,adp:3.6.3.14,0.0989119683482,atps4rpp
3060,4.1.1.49,adp,0.05,Glucose 1 Cm,0.911,0.947970863684,adp:4.1.1.49,0.0520291363163,ppck
3061,2.7.1.107,gtp,8.7,Glucose 1 Cm,1.378,0.136733478865,gtp:2.7.1.107,0.863266521135,dagk160
3062,2.7.1.11,gtp,4.3,Glucose 1 Cm,1.378,0.242691088411,gtp:2.7.1.11,0.757308911589,pfk
3063,2.7.4.25,gtp,0.64,Glucose 1 Cm,1.378,0.682854311199,gtp:2.7.4.25,0.317145688801,cytk1
3064,3.1.5.1,gtp,0.15,Glucose 1 Cm,1.378,0.901832460733,gtp:3.1.5.1,0.098167539267,ntptp1
3065,3.5.4.25,gtp,0.329180704061,Glucose 1 Cm,1.378,0.807178757774,gtp:3.5.4.25,0.192821242226,gtpcii2
3066,3.6.1.19,gtp,1.0,Glucose 1 Cm,1.378,0.579478553406,gtp:3.6.1.19,0.420521446594,ntpp1
3067,3.6.5.6,gtp,0.042,Glucose 1 Cm,1.378,0.970422535211,gtp:3.6.5.6,0.0295774647887,ntp3
3068,6.3.4.4,gtp,0.0258542191565,Glucose 1 Cm,1.378,0.98158340175,gtp:6.3.4.4,0.0184165982505,adss
3069,2.7.1.33,pnto__r,0.0368854504518,Glucose 1 Cm,0.034,0.479647089541,pnto__r:2.7.1.33,0.520352910459,pntk
3070,3.1.3.11,fdp,0.00888426829289,Glucose 1 Cm,1.878,0.995291566927,fdp:3.1.3.11,0.00470843307254,fbp
3071,3.1.3.7,fdp,1.17,Glucose 1 Cm,1.878,0.616141732283,fdp:3.1.3.7,0.383858267717,bpnt
3072,4.1.2.13,fdp,0.174713559467,Glucose 1 Cm,1.878,0.914886537062,fdp:4.1.2.13,0.0851134629384,fba
3073,3.6.1.19,gdp,0.35,Glucose 1 Cm,0.839,0.705634987384,gdp:3.6.1.19,0.294365012616,ntpp1
3074,4.1.3.1,succ,0.59,Glucose 1 Cm,0.466,0.441287878788,succ:4.1.3.1,0.558712121212,icl
3075,6.2.1.5,succ,0.25,Glucose 1 Cm,0.466,0.650837988827,succ:6.2.1.5,0.349162011173,sucoas
3076,4.2.1.2,fum,0.454231562374,Glucose 1 Cm,0.479,0.513270252863,fum:4.2.1.2,0.486729747137,fum
3077,5.3.1.13,ru5p__d,0.361073775132,Glucose 1 Cm,0.419,0.537128683667,ru5p__d:5.3.1.13,0.462871316333,a5piso
3078,1.1.1.140,f6p,0.568,Glucose 2 Cm,0.346,0.378555798687,f6p:1.1.1.140,0.621444201313,sbtpd
3079,2.2.1.1,f6p,1.1,Glucose 2 Cm,0.346,0.23928077455,f6p:2.2.1.1,0.76071922545,tkt1
3080,2.2.1.2,f6p,1.15336908402,Glucose 2 Cm,0.346,0.230763728349,f6p:2.2.1.2,0.769236271651,tala
3081,2.6.1.16,f6p,0.608829444704,Glucose 2 Cm,0.346,0.362368380991,f6p:2.6.1.16,0.637631619009,gf6pta
3082,2.7.1.11,f6p,0.0407616378371,Glucose 2 Cm,0.346,0.894607857012,f6p:2.7.1.11,0.105392142988,pfk
3083,3.5.99.6,f6p,1.7,Glucose 2 Cm,0.346,0.169110459433,f6p:3.5.99.6,0.830889540567,g6pda
3084,5.3.1.8,f6p,0.15,Glucose 2 Cm,0.346,0.697580645161,f6p:5.3.1.8,0.302419354839,man6pi
3085,5.3.1.9,f6p,0.171464281995,Glucose 2 Cm,0.346,0.668645183908,f6p:5.3.1.9,0.331354816092,pgi
3086,1.1.1.205,imp,0.0217548542475,Glucose 2 Cm,2.927,0.992622359157,imp:1.1.1.205,0.00737764084259,impd
3087,3.1.3.5,imp,0.66,Glucose 2 Cm,2.927,0.816002230276,imp:3.1.3.5,0.183997769724,ntd10
3088,6.3.4.4,imp,0.0347218297492,Glucose 2 Cm,2.927,0.988276471679,imp:6.3.4.4,0.0117235283207,adss
3089,1.1.1.290,akg,0.093,Glucose 2 Cm,0.582,0.862222222222,akg:1.1.1.290,0.137777777778,perd
3090,1.1.1.95,akg,0.0607947366143,Glucose 2 Cm,0.582,0.905421228347,akg:1.1.1.95,0.0945787716535,pgcd
3091,1.14.11.17,akg,0.0158655010498,Glucose 2 Cm,0.582,0.973463093251,akg:1.14.11.17,0.026536906749,taudo
3092,1.4.1.13,akg,0.0374939158528,Glucose 2 Cm,0.582,0.939476539005,akg:1.4.1.13,0.0605234609951,glusy
3093,1.4.1.4,akg,3.55791610907,Glucose 2 Cm,0.582,0.140582558841,akg:1.4.1.4,0.859417441159,gludy
3094,2.2.1.9,akg,1.5,Glucose 2 Cm,0.582,0.279538904899,akg:2.2.1.9,0.720461095101,sephchcs
3095,2.6.1.1,akg,0.215827708975,Glucose 2 Cm,0.582,0.729480805759,akg:2.6.1.1,0.270519194241,aspta
3096,2.6.1.11,akg,2.5,Glucose 2 Cm,0.582,0.188838416613,akg:2.6.1.11,0.811161583387,acota
3097,2.6.1.19,akg,1.07,Glucose 2 Cm,0.582,0.352300242131,akg:2.6.1.19,0.647699757869,abta
3098,2.6.1.29,akg,0.88,Glucose 2 Cm,0.582,0.398084815321,akg:2.6.1.29,0.601915184679,spmdat2
3099,2.6.1.42,akg,1.02088376734,Glucose 2 Cm,0.582,0.363095573028,akg:2.6.1.42,0.636904426972,ileta
3100,2.6.1.82,akg,19.0,Glucose 2 Cm,0.582,0.0297211725054,akg:2.6.1.82,0.970278827495,ptrcta
3101,1.1.1.37,mal__l,2.6,Glucose 2 Cm,1.977,0.431942320297,mal__l:1.1.1.37,0.568057679703,mdh
3102,1.1.1.40,mal__l,3.41,Glucose 2 Cm,1.977,0.36699461667,mal__l:1.1.1.40,0.63300538333,me2
3103,4.2.1.2,mal__l,0.272864188864,Glucose 2 Cm,1.977,0.878719706632,mal__l:4.2.1.2,0.121280293368,fum
3104,1.1.1.44,6pgc,0.093,Glucose 2 Cm,0.41,0.815109343936,6pgc:1.1.1.44,0.184890656064,gnd
3105,1.1.1.49,g6p,0.185688522541,Glucose 2 Cm,1.164,0.862421203529,g6p:1.1.1.49,0.137578796471,g6pdh2r
3106,2.4.1.15,g6p,5.26782687643,Glucose 2 Cm,1.164,0.180975020373,g6p:2.4.1.15,0.819024979627,tre6ps
3107,2.6.1.16,g6p,16.0,Glucose 2 Cm,1.164,0.0678163598229,g6p:2.6.1.16,0.932183640177,gf6pta
3108,5.3.1.9,g6p,0.28,Glucose 2 Cm,1.164,0.806094182825,g6p:5.3.1.9,0.193905817175,pgi
3109,1.1.1.94,dhap,0.17,Glucose 2 Cm,1.234,0.878917378917,dhap:1.1.1.94,0.121082621083,g3pd2
3110,4.1.2.17,dhap,54.7,Glucose 2 Cm,1.234,0.0220617155934,dhap:4.1.2.17,0.977938284407,fclpa
3111,4.1.2.19,dhap,0.711378660898,Glucose 2 Cm,1.234,0.634323807906,dhap:4.1.2.19,0.365676192094,rmpa
3112,4.2.3.3,dhap,0.501816593132,Glucose 2 Cm,1.234,0.710904599531,dhap:4.2.3.3,0.289095400469,mgsa
3113,1.1.1.94,glyc3p,0.21,Glucose 2 Cm,0.483,0.69696969697,glyc3p:1.1.1.94,0.30303030303,g3pd2
3114,2.3.1.15,glyc3p,0.391158559217,Glucose 2 Cm,0.483,0.552531339889,glyc3p:2.3.1.15,0.447468660111,g3pat120
3115,2.7.8.5,glyc3p,0.32,Glucose 2 Cm,0.483,0.601494396015,glyc3p:2.7.8.5,0.398505603985,pgsa120
3116,3.1.3.21,glyc3p,2.9,Glucose 2 Cm,0.483,0.142772686964,glyc3p:3.1.3.21,0.857227313036,g3pt
3117,1.17.4.1,atp,0.07,Glucose 2 Cm,1.752,0.961580680571,atp:1.17.4.1,0.0384193194292,rndr1
3118,2.1.2.2,atp,0.0774,Glucose 2 Cm,1.752,0.957691046245,atp:2.1.2.2,0.0423089537553,garft
3119,2.5.1.6,atp,0.0778395786217,Glucose 2 Cm,1.752,0.957460982082,atp:2.5.1.6,0.0425390179178,metat
3120,2.7.1.107,atp,1.07364350264,Glucose 2 Cm,1.752,0.620035754108,atp:2.7.1.107,0.379964245892,dagk160
3121,2.7.1.11,atp,0.0508000513259,Glucose 2 Cm,1.752,0.97182158316,atp:2.7.1.11,0.0281784168403,pfk
3122,2.7.1.12,atp,0.0743975806058,Glucose 2 Cm,1.752,0.959265396869,atp:2.7.1.12,0.0407346031312,gnk
3123,2.7.1.148,atp,0.02,Glucose 2 Cm,1.752,0.988713318284,atp:2.7.1.148,0.0112866817156,cdpmek
3124,2.7.1.16,atp,0.153845688374,Glucose 2 Cm,1.752,0.919276943924,atp:2.7.1.16,0.0807230560756,rbk_l1
3125,2.7.1.2,atp,1.37113092008,Glucose 2 Cm,1.752,0.560975522587,atp:2.7.1.2,0.439024477413,hex1
3126,2.7.1.23,atp,0.758287544405,Glucose 2 Cm,1.752,0.697928013826,atp:2.7.1.23,0.302071986174,nadk
3127,2.7.1.25,atp,0.01,Glucose 2 Cm,1.752,0.994324631101,atp:2.7.1.25,0.00567536889898,adsk
3128,2.7.1.30,atp,0.0078,Glucose 2 Cm,1.752,0.995567678145,atp:2.7.1.30,0.00443232185476,glyk
3129,2.7.1.33,atp,0.21607868937,Glucose 2 Cm,1.752,0.890208307962,atp:2.7.1.33,0.109791692038,pntk
3130,2.7.1.39,atp,0.406201920232,Glucose 2 Cm,1.752,0.811786878501,atp:2.7.1.39,0.188213121499,hsk
3131,2.7.1.49,atp,0.1431,Glucose 2 Cm,1.752,0.924489472851,atp:2.7.1.49,0.075510527149,hmpk1
3132,2.7.1.56,atp,0.293179441776,Glucose 2 Cm,1.752,0.856648548393,atp:2.7.1.56,0.143351451607,fruk
3133,2.7.1.59,atp,0.0112249721603,Glucose 2 Cm,1.752,0.993633840073,atp:2.7.1.59,0.00636615992715,acgamk
3134,2.7.1.6,atp,2.36643191324,Glucose 2 Cm,1.752,0.425404628972,atp:2.7.1.6,0.574595371028,galkr
3135,2.7.1.71,atp,0.16,Glucose 2 Cm,1.752,0.916317991632,atp:2.7.1.71,0.0836820083682,shkk
3136,2.7.1.73,atp,0.601747455333,Glucose 2 Cm,1.752,0.744344936425,atp:2.7.1.73,0.255655063575,gsnk
3137,2.7.2.11,atp,0.736806299728,Glucose 2 Cm,1.752,0.703951930768,atp:2.7.2.11,0.296048069232,glu5k
3138,2.7.2.4,atp,1.60078067845,Glucose 2 Cm,1.752,0.522551329189,atp:2.7.2.4,0.477448670811,aspk
3139,2.7.2.8,atp,0.683277145225,Glucose 2 Cm,1.752,0.719425303783,atp:2.7.2.8,0.280574696217,acgk
3140,2.7.4.16,atp,0.27,Glucose 2 Cm,1.752,0.86646884273,atp:2.7.4.16,0.13353115727,tmpk
3141,2.7.4.25,atp,0.038,Glucose 2 Cm,1.752,0.978770949721,atp:2.7.4.25,0.0212290502793,cytk1
3142,2.7.4.3,atp,0.0850220126159,Glucose 2 Cm,1.752,0.953717477509,atp:2.7.4.3,0.0462825224913,adk1
3143,2.7.4.7,atp,0.193,Glucose 2 Cm,1.752,0.900771208226,atp:2.7.4.7,0.0992287917738,pmpk
3144,2.7.4.9,atp,0.219089023002,Glucose 2 Cm,1.752,0.888848742779,atp:2.7.4.9,0.111151257221,dtmpk
3145,2.7.6.1,atp,0.023,Glucose 2 Cm,1.752,0.987042253521,atp:2.7.6.1,0.0129577464789,prpps
3146,2.7.6.3,atp,0.0156390540219,Glucose 2 Cm,1.752,0.991152574964,atp:2.7.6.3,0.00884742503641,hppk2
3147,2.7.7.18,atp,0.0291547594742,Glucose 2 Cm,1.752,0.983631540539,atp:2.7.7.18,0.016368459461,nmnat
3148,2.7.7.27,atp,0.628689062868,Glucose 2 Cm,1.752,0.735921388192,atp:2.7.7.27,0.264078611808,glgc
3149,2.7.7.3,atp,0.22,Glucose 2 Cm,1.752,0.888438133874,atp:2.7.7.3,0.111561866126,ptpati
3150,2.7.7.58,atp,1.12,Glucose 2 Cm,1.752,0.610027855153,atp:2.7.7.58,0.389972144847,dhbs
3151,2.7.7.63,atp,0.00547905101272,Glucose 2 Cm,1.752,0.99688243737,atp:2.7.7.63,0.00311756263016,lipatpt
3152,2.7.9.2,atp,0.028,Glucose 2 Cm,1.752,0.984269662921,atp:2.7.9.2,0.0157303370787,pps
3153,2.7.9.3,atp,1.03923048454,Glucose 2 Cm,1.752,0.627680161027,atp:2.7.9.3,0.372319838973,selnps
3154,3.1.3.5,atp,0.377182051535,Glucose 2 Cm,1.752,0.822851197124,atp:3.1.3.5,0.177148802876,ntd10
3155,3.1.4.16,atp,0.18,Glucose 2 Cm,1.752,0.906832298137,atp:3.1.4.16,0.0931677018634,23pde2pp
3156,3.6.3.14,atp,0.116000843096,Glucose 2 Cm,1.752,0.93790107562,atp:3.6.3.14,0.0620989243795,atps4rpp
3157,3.6.3.16,atp,0.161156826931,Glucose 2 Cm,1.752,0.915763922402,atp:3.6.3.16,0.0842360775982,aso3t8pp
3158,3.6.3.19,atp,0.148398113196,Glucose 2 Cm,1.752,0.921912091911,atp:3.6.3.19,0.0780879080889,maltabcpp
3159,3.6.3.27,atp,0.0239,Glucose 2 Cm,1.752,0.986542035024,atp:3.6.3.27,0.0134579649755,piuabcpp
3160,3.6.3.31,atp,0.356914284197,Glucose 2 Cm,1.752,0.83075922674,atp:3.6.3.31,0.16924077326,ptrcabcpp
3161,3.6.3.33,atp,0.0638827050147,Glucose 2 Cm,1.752,0.964820026735,atp:3.6.3.33,0.035179973265,cbl1abcpp
3162,3.6.3.5,atp,0.0139642400438,Glucose 2 Cm,1.752,0.992092569188,atp:3.6.3.5,0.00790743081152,zn2abcpp
3163,3.6.3.54,atp,0.5,Glucose 2 Cm,1.752,0.777975133215,atp:3.6.3.54,0.222024866785,cu1abcpp
3164,4.1.1.49,atp,0.06,Glucose 2 Cm,1.752,0.966887417219,atp:4.1.1.49,0.0331125827815,ppck
3165,4.6.1.1,atp,0.348568501159,Glucose 2 Cm,1.752,0.83405992189,atp:4.6.1.1,0.16594007811,adncyc
3166,6.1.1.1,atp,0.5,Glucose 2 Cm,1.752,0.777975133215,atp:6.1.1.1,0.222024866785,tyrtrs
3167,6.1.1.10,atp,1.21224726372,Glucose 2 Cm,1.752,0.59104381117,atp:6.1.1.10,0.40895618883,mettrs
3168,6.1.1.11,atp,6.8e-05,Glucose 2 Cm,1.752,0.999961188721,atp:6.1.1.11,3.88112790143e-05,sertrs
3169,6.1.1.14,atp,0.0286513950266,Glucose 2 Cm,1.752,0.983909598978,atp:6.1.1.14,0.0160904010221,glytrs
3170,6.1.1.15,atp,0.6,Glucose 2 Cm,1.752,0.744897959184,atp:6.1.1.15,0.255102040816,protrs
3171,6.1.1.16,atp,0.266638881743,Glucose 2 Cm,1.752,0.867911549631,atp:6.1.1.16,0.132088450369,cystrs
3172,6.1.1.18,atp,0.583589913459,Glucose 2 Cm,1.752,0.750131686176,atp:6.1.1.18,0.249868313824,glntrs
3173,6.1.1.19,atp,1.30706525944,Glucose 2 Cm,1.752,0.57272397004,atp:6.1.1.19,0.42727602996,argtrs
3174,6.1.1.2,atp,0.2,Glucose 2 Cm,1.752,0.897540983607,atp:6.1.1.2,0.102459016393,trptrs
3175,6.1.1.20,atp,0.009,Glucose 2 Cm,1.752,0.994889267462,atp:6.1.1.20,0.00511073253833,phetrs
3176,6.1.1.21,atp,0.756919929083,Glucose 2 Cm,1.752,0.69830845524,atp:6.1.1.21,0.30169154476,histrs
3177,6.1.1.22,atp,0.142407347178,Glucose 2 Cm,1.752,0.924827494261,atp:6.1.1.22,0.0751725057392,asntrs
3178,6.1.1.24,atp,0.62,Glucose 2 Cm,1.752,0.738617200675,atp:6.1.1.24,0.261382799325,glutrs
3179,6.1.1.3,atp,0.267,Glucose 2 Cm,1.752,0.867756315007,atp:6.1.1.3,0.132243684993,thrtrs
3180,6.1.1.4,atp,0.263569285988,Glucose 2 Cm,1.752,0.869233328856,atp:6.1.1.4,0.130766671144,leutrs
3181,6.1.1.5,atp,0.0261231549777,Glucose 2 Cm,1.752,0.985308579496,atp:6.1.1.5,0.014691420504,iletrs
3182,6.1.1.6,atp,0.0527188146271,Glucose 2 Cm,1.752,0.970788349853,atp:6.1.1.6,0.0292116501473,lystrs
3183,6.1.1.7,atp,0.088797522488,Glucose 2 Cm,1.752,0.951761385267,atp:6.1.1.7,0.0482386147326,alatrs
3184,6.1.1.9,atp,9.4,Glucose 2 Cm,1.752,0.157101865136,atp:6.1.1.9,0.842898134864,valtrs
3185,6.2.1.20,atp,0.3,Glucose 2 Cm,1.752,0.853801169591,atp:6.2.1.20,0.146198830409,aacps1
3186,6.2.1.26,atp,0.0735,Glucose 2 Cm,1.752,0.95973705834,atp:6.2.1.26,0.0402629416598,sucbzl
3187,6.2.1.5,atp,0.0318590646441,Glucose 2 Cm,1.752,0.982140369004,atp:6.2.1.5,0.0178596309964,sucoas
3188,6.3.1.1,atp,0.27,Glucose 2 Cm,1.752,0.86646884273,atp:6.3.1.1,0.13353115727,asns2
3189,6.3.1.2,atp,0.2,Glucose 2 Cm,1.752,0.897540983607,atp:6.3.1.2,0.102459016393,glns
3190,6.3.1.5,atp,0.2,Glucose 2 Cm,1.752,0.897540983607,atp:6.3.1.5,0.102459016393,nads1
3191,6.3.2.1,atp,0.251589867848,Glucose 2 Cm,1.752,0.874430455112,atp:6.3.2.1,0.125569544888,pants
3192,6.3.2.13,atp,0.62,Glucose 2 Cm,1.752,0.738617200675,atp:6.3.2.13,0.261382799325,uaagds
3193,6.3.2.17,atp,0.19455709597,Glucose 2 Cm,1.752,0.900050660537,atp:6.3.2.17,0.0999493394633,dhfs
3194,6.3.2.2,atp,0.00283283622172,Glucose 2 Cm,1.752,0.998385694544,atp:6.3.2.2,0.00161430545591,glucys
3195,6.3.2.4,atp,1.4,Glucose 2 Cm,1.752,0.555837563452,atp:6.3.2.4,0.444162436548,alaalar
3196,6.3.2.8,atp,0.162781373341,Glucose 2 Cm,1.752,0.914986966341,atp:6.3.2.8,0.0850130336589,uamas
3197,6.3.2.9,atp,0.100349389634,Glucose 2 Cm,1.752,0.945825884579,atp:6.3.2.9,0.0541741154212,uamags
3198,6.3.3.1,atp,0.073,Glucose 2 Cm,1.752,0.96,atp:6.3.3.1,0.04,prais
3199,6.3.3.3,atp,0.005,Glucose 2 Cm,1.752,0.997154240182,atp:6.3.3.3,0.00284575981787,dbts
3200,6.3.4.18,atp,0.048,Glucose 2 Cm,1.752,0.973333333333,atp:6.3.4.18,0.0266666666667,airc2
3201,6.3.4.2,atp,0.054,Glucose 2 Cm,1.752,0.970099667774,atp:6.3.4.2,0.0299003322259,ctps2
3202,6.3.4.21,atp,0.4,Glucose 2 Cm,1.752,0.814126394052,atp:6.3.4.21,0.185873605948,namnpp
3203,6.3.5.2,atp,0.21135106708,Glucose 2 Cm,1.752,0.892351871948,atp:6.3.5.2,0.107648128052,gmps2
3204,6.3.5.4,atp,0.156092561918,Glucose 2 Cm,1.752,0.91819444977,atp:6.3.5.4,0.0818055502301,asns1
3205,6.3.5.5,atp,0.103057890319,Glucose 2 Cm,1.752,0.944444919559,atp:6.3.5.5,0.0555550804407,cbps
3206,1.7.1.7,gmp,0.0229782505862,Glucose 2 Cm,0.028,0.54925384214,gmp:1.7.1.7,0.45074615786,gmpr
3207,3.1.3.5,gmp,0.509901951359,Glucose 2 Cm,0.028,0.0520540963446,gmp:3.1.3.5,0.947945903655,ntd10
3208,3.1.3.6,gmp,0.26,Glucose 2 Cm,0.028,0.0972222222222,gmp:3.1.3.6,0.902777777778,3ntd2pp
3209,2.1.1.144,acon_c,34.4673758792,Glucose 2 Cm,0.009,0.000261048319914,acon_c:2.1.1.144,0.99973895168,aconmt
3210,4.2.1.3,acon_c,0.0304630924235,Glucose 2 Cm,0.009,0.228061194582,acon_c:4.2.1.3,0.771938805418,aconta
3211,2.1.1.144,cit,17.8745629317,Glucose 2 Cm,0.811,0.0434024922323,cit:2.1.1.144,0.956597507768,aconmt
3212,4.1.3.6,cit,0.16,Glucose 2 Cm,0.811,0.835221421215,cit:4.1.3.6,0.164778578785,citl
3213,4.2.1.3,cit,3.5721142199,Glucose 2 Cm,0.811,0.185028260573,cit:4.2.1.3,0.814971739427,aconta
3214,2.2.1.1,s7p,4.0,Glucose 2 Cm,0.123,0.0298326461315,s7p:2.2.1.1,0.970167353869,tkt1
3215,2.2.1.2,s7p,0.285,Glucose 2 Cm,0.123,0.301470588235,s7p:2.2.1.2,0.698529411765,tala
3216,5.3.1.28,s7p,0.9,Glucose 2 Cm,0.123,0.120234604106,s7p:5.3.1.28,0.879765395894,s7pi
3217,2.2.1.1,xu5p__d,0.16,Glucose 2 Cm,0.188,0.540229885057,xu5p__d:2.2.1.1,0.459770114943,tkt1
3218,2.4.2.1,r1p,0.048579831206,Glucose 2 Cm,0.005,0.0933186963725,r1p:2.4.2.1,0.906681303627,punp1
3219,5.4.2.7,r1p,0.043,Glucose 2 Cm,0.005,0.104166666667,r1p:5.4.2.7,0.895833333333,ppm2
3220,2.5.1.19,pep,0.073875129779,Glucose 2 Cm,0.052,0.413107816383,pep:2.5.1.19,0.586892183617,pscvt
3221,2.5.1.54,pep,0.0492359384718,Glucose 2 Cm,0.052,0.513651582481,pep:2.5.1.54,0.486348417519,ddpa
3222,2.5.1.55,pep,0.00556178721376,Glucose 2 Cm,0.052,0.903377092982,pep:2.5.1.55,0.0966229070183,kdops
