,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,Organisms,DeltaEntropy
ki:3.1.3.26:174,ki,"('3.1.3.26', '174')",3.1.3.26,174,F-,12,0.240487895564,Plantae:9;Bacteria:2;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.26#INHIBITORS,0.252438183718,Plantae:112;Bacteria:43;Animalia:8,"651559;653451;653933;94779;94780;94781;94785,94788;94787;94793;94797;94801;94804",12,Lupinus albus;Corylus avellana;Bacillus subtilis;Secale cereale;Avena sativa;Escherichia coli;Cucurbita maxima;Glycine max;Phaseolus vulgaris;Vigna radiata var. radiata;Lilium longiflorum;Homo sapiens,-0.011950288154
ki:3.1.3.5:21,ki,"('3.1.3.5', '21')",3.1.3.5,21,EDTA,15,0.297289131772,Animalia:7;Bacteria:7;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.5#INHIBITORS,0.144101319551,Animalia:207;Bacteria:30;Plantae:10;Fungi:2,653772;664550;729593;95033;95036;95037;95039;95047;95054;95059,10,Helicobacter pylori;Rattus norvegicus;Homo sapiens;Gadus macrocephalus;Aliivibrio fischeri;Photobacterium leiognathi;Photobacterium phosphoreum;Vibrio alginolyticus;Vibrio cholerae;Vibrio harveyi;Cavia porcellus;Bos taurus;Sus scrofa;Saccharomyces cerevisiae;Sebastes inermis,0.153187812221
ki:3.1.3.8:14,ki,"('3.1.3.8', '14')",3.1.3.8,14,Zn2+,13,0.178653683236,Bacteria:11;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.8#INHIBITORS,0.284712791082,Bacteria:88;Plantae:32;Fungi:14,114247;114259;114263;650693;651559;666840;679925;693595;708343;708544;715310;717000;729495,13,Raoultella terrigena;Klebsiella oxytoca;Selenomonas ruminantium;Citrobacter braakii;Lupinus albus;Pantoea agglomerans;Cryptococcus laurentii;Pectobacterium wasabiae;Yersinia kristensenii;Enterococcus hirae;Bacillus subtilis;Bacillus licheniformis;Bacillus nealsonii,-0.106059107846
ki:3.1.3.8:19,ki,"('3.1.3.8', '19')",3.1.3.8,19,Cu2+,14,0.218658577446,Bacteria:11;Plantae:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.8#INHIBITORS,0.284712791082,Bacteria:88;Plantae:32;Fungi:14,114247;114259;114263;650693;650923;651559;679925;693595;706314;708343;708544;715310;717000;729495,14,Raoultella terrigena;Klebsiella oxytoca;Selenomonas ruminantium;Citrobacter braakii;Pseudomonas syringae;Lupinus albus;Cryptococcus laurentii;Pectobacterium wasabiae;Arabidopsis thaliana;Yersinia kristensenii;Enterococcus hirae;Bacillus subtilis;Bacillus licheniformis;Bacillus nealsonii,-0.0660542136369
ki:3.1.4.1:21,ki,"('3.1.4.1', '21')",3.1.4.1,21,EDTA,11,0.30548829518,Animalia:6;Plantae:4;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.4.1#INHIBITORS,0.113323332858,Animalia:266;Plantae:48;Bacteria:6;Fungi:2;Archaea:1,"134081,208367;208355;208358;208365,208392;208366;208367,208368;208371,208392;208376;208388,208392;208389;711445",11,Bos taurus;Homo sapiens;Daucus carota;Rattus norvegicus;Sus scrofa;Mus musculus;Lactobacillus acidophilus;Avena sativa;Beta vulgaris;Hordeum vulgare;Bothrops atrox,0.192164962322
ki:3.2.1.1:14,ki,"('3.2.1.1', '14')",3.2.1.1,14,Zn2+,21,0.200011463263,Bacteria:16;Archaea:2;Plantae:2;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.205345095591,Bacteria:261;Animalia:115;Plantae:38;Archaea:20;Fungi:1,171741;393379;393383;393404;393429;393445;393446;393472;666785;677426;678857;678862;691902;693478;695097;701769;701883;702987;717982;718200;727441,21,Bacillus circulans;Bacillus subtilis;Clostridium butyricum;Bacillus licheniformis;Pyrococcus furiosus;Corallococcus coralloides;Streptomyces megasporus;Bacteria;Bacillus amyloliquefaciens;Lysinibacillus sphaericus;Alkalimonas amylolytica;Geobacillus stearothermophilus;Eisenia fetida;Streptomyces gulbargensis;Anoxybacillus amylolyticus;Bacillus mojavensis;Thermotoga neapolitana;Carthamus tinctorius;Lactococcus lactis;Glycine max;Halorubrum xinjiangense,-0.00533363232748
ki:3.2.1.1:19,ki,"('3.2.1.1', '19')",3.2.1.1,19,Cu2+,17,0.192775095553,Bacteria:14;Archaea:2;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.205345095591,Bacteria:261;Animalia:115;Plantae:38;Archaea:20;Fungi:1,171741;393374;393379;393383;393401;393404;393429;393445;393446;393472;655358;665150;678857;691902;695097;701883;727441,17,Bacillus circulans;Brevibacillus brevis;Bacillus subtilis;Clostridium butyricum;Thermoactinomyces vulgaris;Bacillus licheniformis;Pyrococcus furiosus;Corallococcus coralloides;Streptomyces megasporus;Bacteria;Lactobacillus manihotivorans;Bacillus amyloliquefaciens;Alkalimonas amylolytica;Eisenia fetida;Anoxybacillus amylolyticus;Thermotoga neapolitana;Halorubrum xinjiangense,-0.0125700000374
ki:3.2.1.1:21,ki,"('3.2.1.1', '21')",3.2.1.1,21,EDTA,23,0.251933128077,Bacteria:15;Plantae:4;Animalia:2;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.205345095591,Bacteria:261;Animalia:115;Plantae:38;Archaea:20;Fungi:1,"136410;393366,393406,678862;393379;393404;393421;393436;393445;393446;393464;393465;393472;655034;656916;663719;677634;678804;682295;690510;691902;701769;718200;721313;727458",23,Thermoanaerobacter thermohydrosulfuricus;Bacillus subtilis;Bacillus licheniformis;Ruminobacter amylophilus;Callosobruchus chinensis;Corallococcus coralloides;Streptomyces megasporus;Micrococcus luteus;Kocuria varians;Bacteria;Vigna angularis;Tulipa gesneriana;Thermotoga maritima;Geobacillus thermoleovorans;Bacillus halodurans;Geobacillus stearothermophilus;Vigna radiata;Bacillus amyloliquefaciens;Eisenia fetida;Bacillus mojavensis;Glycine max;Pyrococcus furiosus;Haloferax mediterranei,0.0465880324866
ki:3.2.1.1:23,ki,"('3.2.1.1', '23')",3.2.1.1,23,Co2+,13,0.19843251379,Bacteria:10;Animalia:1;Archaea:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.205345095591,Bacteria:261;Animalia:115;Plantae:38;Archaea:20;Fungi:1,171741;393374;393391;393404;393429;393445;393446;691902;693478;701769;701883;717982;718200,13,Bacillus circulans;Brevibacillus brevis;Bacillus subtilis;Bacillus licheniformis;Pyrococcus furiosus;Corallococcus coralloides;Streptomyces megasporus;Eisenia fetida;Streptomyces gulbargensis;Bacillus mojavensis;Thermotoga neapolitana;Lactococcus lactis;Glycine max,-0.00691258180115
ki:3.2.1.1:25,ki,"('3.2.1.1', '25')",3.2.1.1,25,Fe2+,17,0.229017034254,Bacteria:12;Animalia:2;Archaea:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.205345095591,Bacteria:261;Animalia:115;Plantae:38;Archaea:20;Fungi:1,171741;393374;393383;393391;393404;393429;393445;393446;663786;666785;677426;678862;691902;693478;702987;717982;727441,17,Bacillus circulans;Brevibacillus brevis;Clostridium butyricum;Bacillus subtilis;Bacillus licheniformis;Pyrococcus furiosus;Corallococcus coralloides;Streptomyces megasporus;Zabrotes subfasciatus;Bacillus amyloliquefaciens;Lysinibacillus sphaericus;Geobacillus stearothermophilus;Eisenia fetida;Streptomyces gulbargensis;Carthamus tinctorius;Lactococcus lactis;Halorubrum xinjiangense,0.0236719386631
ki:3.2.1.1:33,ki,"('3.2.1.1', '33')",3.2.1.1,33,Hg2+,20,0.146875232777,Bacteria:17;Animalia:1;Archaea:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.205345095591,Bacteria:261;Animalia:115;Plantae:38;Archaea:20;Fungi:1,171741;393379;393383;393401;393404;393421;393445;393446;393472;655358;665150;677634;682295;691902;693478;695097;701769;701883;717982;727441,20,Bacillus circulans;Bacillus subtilis;Clostridium butyricum;Thermoactinomyces vulgaris;Bacillus licheniformis;Ruminobacter amylophilus;Corallococcus coralloides;Streptomyces megasporus;Bacteria;Lactobacillus manihotivorans;Bacillus amyloliquefaciens;Geobacillus thermoleovorans;Vigna radiata;Eisenia fetida;Streptomyces gulbargensis;Anoxybacillus amylolyticus;Bacillus mojavensis;Thermotoga neapolitana;Lactococcus lactis;Halorubrum xinjiangense,-0.0584698628142
ki:3.2.1.1:6,ki,"('3.2.1.1', '6')",3.2.1.1,6,Mg2+,12,0.18869524632,Bacteria:10;Archaea:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.205345095591,Bacteria:261;Animalia:115;Plantae:38;Archaea:20;Fungi:1,393374;393383;393403;393429;393446;663719;677791;690510;701883;717982;718200;729119,12,Brevibacillus brevis;Clostridium butyricum;Bacillus circulans;Pyrococcus furiosus;Streptomyces megasporus;Thermotoga maritima;Bacillus subtilis;Bacillus amyloliquefaciens;Thermotoga neapolitana;Lactococcus lactis;Glycine max;Brevibacillus laterosporus,-0.0166498492709
ki:3.2.1.113:1183,ki,"('3.2.1.113', '1183')",3.2.1.113,1183,1-deoxymannojirimycin,15,0.336537919391,Animalia:8;Plantae:4;Fungi:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.113#INHIBITORS,0.316860426993,Animalia:55;Plantae:34;Fungi:12,"135958;135992,646582;646579;646583;646584;646585;646587;646591;646603;646606;646610;677614;679055;703909;716100",15,Homo sapiens;Bos taurus;Vigna radiata var. radiata;Sus scrofa;Oryctolagus cuniculus;Rattus norvegicus;Ricinus communis;Spodoptera frugiperda;Mus musculus;Gallus gallus;Vigna umbellata;Candida albicans;Saccharomyces cerevisiae;Arabidopsis thaliana;Sporothrix schenckii,0.0196774923987
ki:3.2.1.113:21,ki,"('3.2.1.113', '21')",3.2.1.113,21,EDTA,10,0.31444946411,Animalia:5;Plantae:4;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.113#INHIBITORS,0.316860426993,Animalia:55;Plantae:34;Fungi:12,"135992,646575,646582;646570;646579;646584;646587;646593;646597;646606;646610;703909",10,Rattus norvegicus;Bos taurus;Vigna radiata var. radiata;Oryctolagus cuniculus;Ricinus communis;Saccharomyces cerevisiae;Homo sapiens;Gallus gallus;Vigna umbellata;Arabidopsis thaliana,-0.00241096288298
ki:3.2.1.14:19,ki,"('3.2.1.14', '19')",3.2.1.14,19,Cu2+,11,0.30548829518,Bacteria:6;Plantae:4;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.14#INHIBITORS,0.249021081797,Bacteria:78;Plantae:40;Animalia:38;Fungi:6;Archaea:4,393505;393512;656792;677767;680311;693430;693969;707249;717887;729087;729154,11,Stomoxys calcitrans;Amycolatopsis orientalis;Oryza sativa;Vibrio parahaemolyticus;Carica papaya;Phaseolus lunatus;Bacillus cereus;Phaseolus vulgaris;Stenotrophomonas maltophilia;Laceyella putida;Pseudoalteromonas tunicata,0.056467213383
ki:3.2.1.14:33,ki,"('3.2.1.14', '33')",3.2.1.14,33,Hg2+,15,0.351640055995,Bacteria:6;Plantae:6;Animalia:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.14#INHIBITORS,0.249021081797,Bacteria:78;Plantae:40;Animalia:38;Fungi:6;Archaea:4,393498;393505;393512;393525;646793;656792;679330;680311;707249;708009;710447;717887;729087;729154;729427,15,Aeromonas hydrophila;Stomoxys calcitrans;Amycolatopsis orientalis;Brassica oleracea;Ananas comosus;Oryza sativa;Oreochromis niloticus;Carica papaya;Phaseolus vulgaris;Massilia timonae;Ipomoea carnea;Stenotrophomonas maltophilia;Laceyella putida;Pseudoalteromonas tunicata;Scorpaena scrofa,0.102618974199
ki:3.2.1.18:19,ki,"('3.2.1.18', '19')",3.2.1.18,19,Cu2+,11,0.311589965953,Animalia:5;Bacteria:5;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.18#INHIBITORS,0.26342137907,Bacteria:125;Animalia:113;Protozoa:6,171113;171147;171149;171151;171173;171183;171185;656893;665540;703999;729295,11,Asterias rubens;Oryctolagus cuniculus;Clostridium perfringens;Bos taurus;Clostridium tertium;Rattus norvegicus;Clostridium chauvoei;Entamoeba histolytica;Homo sapiens;Streptococcus pneumoniae;Bacteroides thetaiotaomicron,0.0481685868832
ki:3.2.1.2:78,ki,"('3.2.1.2', '78')",3.2.1.2,78,PCMB,12,0.306142594998,Plantae:6;Bacteria:5;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.2#INHIBITORS,0.238070458679,Plantae:63;Bacteria:52;Animalia:8;Protozoa:2,"136419;208595;208595,208616,208638;208599;208601,208602,208608;208604,208609;208617;208618;208622;208628;208635",11,Bacillus cereus;Hordeum vulgare;Ipomoea batatas;Medicago sativa;Thermoanaerobacterium thermosulfurigenes;Geobacillus stearothermophilus;Bacillus megaterium;Paenibacillus polymyxa;Oryza sativa;Sinapis alba;Entamoeba invadens;Glycine max,0.068072136319
ki:3.2.1.20:317,ki,"('3.2.1.20', '317')",3.2.1.20,317,Tris,13,0.352635141568,Plantae:6;Bacteria:4;Animalia:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.20#INHIBITORS,0.250626520266,Fungi:241;Animalia:138;Bacteria:110;Plantae:107;Archaea:20;Protozoa:15,"393268,393276;393277;393281;393285;393288;393289;393299;393303;393306;393310;393325;393341;393351",13,Bacillus licheniformis;Allium fistulosum;Rattus norvegicus;Vigna radiata;Solanum tuberosum;Vitis vinifera;Fagopyrum esculentum;Geobacillus thermoglucosidasius;Bacillus cereus;Oryza sativa;Homo sapiens;Dysdercus peruvianus;Lactobacillus brevis,0.102008621302
ki:3.2.1.20:33,ki,"('3.2.1.20', '33')",3.2.1.20,33,Hg2+,12,0.342727953111,Bacteria:5;Plantae:5;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.20#INHIBITORS,0.250626520266,Fungi:241;Animalia:138;Bacteria:110;Plantae:107;Archaea:20;Protozoa:15,393263;393267;393277;393279;393285;393289;393303;393306;393316;655516;666565;679331,12,Oryza sativa;Escherichia coli;Allium fistulosum;Lactobacillus acidophilus;Vigna radiata;Vitis vinifera;Geobacillus thermoglucosidasius;Bacillus cereus;Homo sapiens;Thermotoga maritima;Panicum miliaceum;Camelus dromedarius,0.0921014328446
ki:3.2.1.21:19,ki,"('3.2.1.21', '19')",3.2.1.21,19,Cu2+,12,0.285927097357,Bacteria:5;Plantae:5;Animalia:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.21#INHIBITORS,0.271509675828,Plantae:90;Animalia:71;Bacteria:59;Fungi:14;Archaea:9,171306;326347;655770;664360;677287;678761;698851;704983;715732;724664;730177;731520,12,Rhizobium leguminosarum;Ruminococcus albus;Vanilla planifolia;Pectobacterium carotovorum;Plumeria obtusa;Zea mays;Carapichea ipecacuanha;Rhynchophorus palmarum;Olea europaea;Pyrococcus furiosus;Weissella cibaria;Thermotoga petrophila,0.0144174215286
ki:3.2.1.21:33,ki,"('3.2.1.21', '33')",3.2.1.21,33,Hg2+,15,0.323371927996,Bacteria:8;Plantae:5;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.21#INHIBITORS,0.271509675828,Plantae:90;Animalia:71;Bacteria:59;Fungi:14;Archaea:9,171306;326300;326310;326328;326329;326347;654224;655770;656944;664360;677287;678761;702775;713832;731520,15,Rhizobium leguminosarum;Paenibacillus polymyxa;Alternaria alternata;Clostridium stercorarium;Caldicellulosiruptor saccharolyticus;Ruminococcus albus;Candida sake;Vanilla planifolia;Glycine max;Pectobacterium carotovorum;Plumeria obtusa;Zea mays;Orobanche minor;Terrabacter ginsenosidimutans;Thermotoga petrophila,0.0518622521676
ki:3.2.1.21:467,ki,"('3.2.1.21', '467')",3.2.1.21,467,"D-glucono-1,5-lactone",12,0.299712328228,Plantae:6;Animalia:3;Fungi:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.21#INHIBITORS,0.271509675828,Plantae:90;Animalia:71;Bacteria:59;Fungi:14;Archaea:9,326292;326309;326310;326317;326329;326340;326349;326351;677287;698307;715732;721405,12,Zea mays;Manihot esculenta;Alternaria alternata;Sus scrofa;Caldicellulosiruptor saccharolyticus;Erinnyis ello;Homo sapiens;Prunus dulcis;Plumeria obtusa;Physarum polycephalum;Olea europaea;Linum usitatissimum,0.0282026524004
ki:3.2.1.22:33,ki,"('3.2.1.22', '33')",3.2.1.22,33,Hg2+,15,0.267771658714,Plantae:10;Bacteria:4;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.22#INHIBITORS,0.254572464946,Plantae:80;Bacteria:68;Animalia:22;Archaea:10;Fungi:8,"135999;171187;171187,171230;171205;171215;171219;171262;655085;656418;656949;680270;680458;682601;696818",14,Lupinus angustifolius;Prunus dulcis;Vicia faba;Citrullus lanatus;Cucurbita pepo;Saccharum officinarum;Medicago sativa;Lactobacillus fermentum;Bifidobacterium breve;Arachis hypogaea;Oryza sativa;Glycine max;Sulfolobus solfataricus;Geobacillus stearothermophilus;Yersinia pestis,0.013199193768
ki:3.2.1.22:71,ki,"('3.2.1.22', '71')",3.2.1.22,71,D-galactose,15,0.298613251581,Plantae:8;Bacteria:3;Animalia:2;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.22#INHIBITORS,0.254572464946,Plantae:80;Bacteria:68;Animalia:22;Archaea:10;Fungi:8,135999;171200;171204;171206;171215;171219;171232;171238;655258;656418;666568;680270;682601;698429,14,Lupinus angustifolius;Lens culinaris;Cocos nucifera;Lactobacillus fermentum;Cucurbita pepo;Saccharum officinarum;Saccharomyces carlsbergensis;Streptomyces olivaceus;Spodoptera frugiperda;Tenebrio molitor;Arachis hypogaea;Carica papaya;Glycine max;Geobacillus stearothermophilus;Debaryomyces hansenii,0.0440407866352
ki:3.2.1.22:75,ki,"('3.2.1.22', '75')",3.2.1.22,75,Ag+,14,0.252978924254,Plantae:10;Bacteria:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.22#INHIBITORS,0.254572464946,Plantae:80;Bacteria:68;Animalia:22;Archaea:10;Fungi:8,"135999;171187;171187,171230;171205;171215;171219;656418;678818;680270;682601;696818;697975;698429",13,Lupinus angustifolius;Prunus dulcis;Vicia faba;Citrullus lanatus;Cucurbita pepo;Saccharum officinarum;Medicago sativa;Arachis hypogaea;Oryza sativa;Glycine max;Geobacillus stearothermophilus;Yersinia pestis;Bifidobacterium breve;Debaryomyces hansenii,-0.0015935406916
ki:3.2.1.23:114,ki,"('3.2.1.23', '114')",3.2.1.23,114,lactose,10,0.31444946411,Bacteria:5;Plantae:4;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.260353455117,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,"171302;171308;171346;655727;656940;682457;682989;699203;706614,706624;713677",10,Lactobacillus helveticus;Medicago sativa;Thermoanaerobacterium thermosulfurigenes;Tenebrio molitor;Vigna radiata;Oryza sativa;Bifidobacterium longum;Geobacillus stearothermophilus;Escherichia coli;Cucumis sativus,0.0540960089924
ki:3.2.1.23:14,ki,"('3.2.1.23', '14')",3.2.1.23,14,Zn2+,19,0.20870958142,Bacteria:13;Fungi:2;Archaea:2;Animalia:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.260353455117,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,171273;171306;171309;171310;171318;171329;171343;171352;654252;655644;665287;677681;678419;679904;682989;701806;725579;727060,18,Escherichia coli;Rhizobium leguminosarum;Torulopsis sphaerica;Torulopsis versatilis;Bacillus coagulans;Xanthomonas campestris;Geobacillus stearothermophilus;Rattus norvegicus;Bifidobacterium bifidum;Pseudoalteromonas haloplanktis;Lactobacillus crispatus;Lactobacillus reuteri;Bacillus subtilis;Erythrina variegata;Lactobacillus acidophilus;Bifidobacterium longum;Streptococcus mitis;Pyrococcus furiosus;Haloferax lucentense,-0.051643873697
ki:3.2.1.23:15,ki,"('3.2.1.23', '15')",3.2.1.23,15,Ca2+,11,0.292129601436,Bacteria:6;Fungi:2;Plantae:2;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.260353455117,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,171304;171309;171352;656940;665287;679236;679904;682989;704135;725579,10,Lactobacillus murinus;Torulopsis sphaerica;Torulopsis versatilis;Bifidobacterium bifidum;Vigna radiata;Lactobacillus reuteri;Escherichia coli;Lactobacillus acidophilus;Bifidobacterium longum;Pisum sativum;Pyrococcus furiosus,0.0317761463185
ki:3.2.1.23:19,ki,"('3.2.1.23', '19')",3.2.1.23,19,Cu2+,21,0.225325311806,Bacteria:13;Plantae:4;Archaea:2;Animalia:1;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.260353455117,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,"171273;171273,679236;171288;171293;171298;171306;171310;171329;171353;654252;656940;665014;665287;677681;679904;682457;682989;701806;706705;725579;727060",21,Saccharomyces fragilis;Raphanus sativus;Paenibacillus macerans;Marchantia polymorpha;Rhizobium leguminosarum;Bacillus coagulans;Geobacillus stearothermophilus;Saccharopolyspora rectivirgula;Pseudoalteromonas haloplanktis;Vigna radiata;Oreochromis niloticus;Lactobacillus reuteri;Bacillus subtilis;Escherichia coli;Lactobacillus acidophilus;Oryza sativa;Bifidobacterium longum;Streptococcus mitis;Lactobacillus delbrueckii;Pyrococcus furiosus;Haloferax lucentense,-0.0350281433116
ki:3.2.1.23:21,ki,"('3.2.1.23', '21')",3.2.1.23,21,EDTA,11,0.20005535772,Bacteria:9;Archaea:1;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.260353455117,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,171271;171318;171351;171353;654252;665287;679236;706705;713787;727060,10,Saccharomyces fragilis;Streptococcus pneumoniae;Xanthomonas campestris;Thermus aquaticus;Saccharopolyspora rectivirgula;Pseudoalteromonas haloplanktis;Lactobacillus reuteri;Escherichia coli;Lactobacillus delbrueckii;Enterobacter cloacae;Haloferax lucentense,-0.0602980973974
ki:3.2.1.23:33,ki,"('3.2.1.23', '33')",3.2.1.23,33,Hg2+,19,0.327929164681,Plantae:8;Fungi:4;Bacteria:4;Animalia:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.260353455117,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,"171273;171273,171308;171288;171293;171298;171306;171309;171310;171314;171327;171342;656793;656940;665014;678419;682457",16,Escherichia coli;Felis catus;Saccharomyces fragilis;Raphanus sativus;Paenibacillus macerans;Marchantia polymorpha;Rhizobium leguminosarum;Medicago sativa;Torulopsis sphaerica;Torulopsis versatilis;Bacillus coagulans;Saccharum officinarum;Rattus norvegicus;Cryptococcus laurentii;Prunus persica;Vigna radiata;Oreochromis niloticus;Erythrina variegata;Oryza sativa,0.0675757095638
ki:3.2.1.23:71,ki,"('3.2.1.23', '71')",3.2.1.23,71,D-galactose,24,0.2817321987,Bacteria:12;Plantae:8;Animalia:2;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.260353455117,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,"171288;171293;171296;171298;171302;171308;171309;171310;171318;171321;171327;171329;171346;171353;656940;665287;679560;682439;682457;701854;704135;706614,706624;713677",23,Raphanus sativus;Paenibacillus macerans;Streptococcus thermophilus;Marchantia polymorpha;Lactobacillus helveticus;Medicago sativa;Torulopsis sphaerica;Torulopsis versatilis;Bacillus coagulans;Xanthomonas campestris;Bos taurus;Rattus norvegicus;Geobacillus stearothermophilus;Thermoanaerobacterium thermosulfurigenes;Saccharopolyspora rectivirgula;Vigna radiata;Lactobacillus reuteri;Alicyclobacillus acidocaldarius;Hymenaea courbaril;Oryza sativa;Caldicellulosiruptor saccharolyticus;Pisum sativum;Escherichia coli;Cucumis sativus,0.0213787435829
ki:3.2.1.24:19,ki,"('3.2.1.24', '19')",3.2.1.24,19,Cu2+,13,0.28361387305,Plantae:6;Animalia:2;Fungi:2;Archaea:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.24#INHIBITORS,0.261728648816,Plantae:95;Animalia:69;Fungi:22;Bacteria:15;Archaea:12,135963;135969;135975;135979;135980;135985;135995;135999;136003;680469;696847;723704;724357,13,Gallus gallus;Candida albicans;Helianthus annuus;Saccharomyces cerevisiae;Canavalia ensiformis;Rhodococcus erythropolis;Styela plicata;Lupinus angustifolius;Medicago sativa;Picrophilus torridus;Solanum lycopersicum;Lablab purpureus;Sulfolobus solfataricus,0.0218852242344
ki:3.2.1.24:21,ki,"('3.2.1.24', '21')",3.2.1.24,21,EDTA,16,0.25993019271,Plantae:8;Animalia:4;Fungi:2;Archaea:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.24#INHIBITORS,0.261728648816,Plantae:95;Animalia:69;Fungi:22;Bacteria:15;Archaea:12,135958;135966;135969;135972;135975;135985;135986;135988;135992;135995;135999;136003;136018;646644;656917;680469,16,Homo sapiens;Mus musculus;Candida albicans;Saccharomyces cerevisiae;Helianthus annuus;Rhodococcus erythropolis;Triticum aestivum;Citrullus lanatus;Vigna radiata;Styela plicata;Lupinus angustifolius;Medicago sativa;Canavalia ensiformis;Spodoptera frugiperda;Oryza sativa;Picrophilus torridus,-0.00179845610596
ki:3.2.1.24:646,ki,"('3.2.1.24', '646')",3.2.1.24,646,swainsonine,17,0.281069699953,Animalia:6;Plantae:6;Fungi:2;Archaea:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.24#INHIBITORS,0.261728648816,Plantae:95;Animalia:69;Fungi:22;Bacteria:15;Archaea:12,135956;135962;135963;135964;135986;135987;646644;654360;656917;665978;680469;696214;696847;698317;714369;723704;730990,17,Candida albicans;Mus musculus;Gallus gallus;Homo sapiens;Triticum aestivum;Prunus serotina;Spodoptera frugiperda;Thermotoga maritima;Oryza sativa;Canavalia ensiformis;Picrophilus torridus;Drosophila melanogaster;Solanum lycopersicum;Neosartorya fischeri;Sulfolobus solfataricus;Lablab purpureus;Equus caballus,0.0193410511368
ki:3.2.1.26:14,ki,"('3.2.1.26', '14')",3.2.1.26,14,Zn2+,10,0.336505833505,Plantae:6;Bacteria:4,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.26#INHIBITORS,0.236648055415,Plantae:171;Bacteria:45;Fungi:14,136067;136079;136101;136102;136117;136120;136133;136136;664739;708454,10,Carica papaya;Beta vulgaris;Corynebacterium glutamicum;Ricinus communis;Thermotoga maritima;Prunus persica;Azotobacter chroococcum;Cicer arietinum;Portulaca oleracea;Thermotoga neapolitana,0.09985777809
