,EC_number,Compound,Organism_inh,Organism_act
9223,3.4.22.B49,Glutathione,0.0,1.0
9224,3.4.22.B5,Sodium chloride,0.0,1.0
9225,3.4.22.B65,Sodium chloride,0.0,1.0
9226,3.4.22.B65,Sodium sulfate,0.0,3.0
9227,3.4.22.B8,Mercaptoethanol,0.0,1.0
9228,3.4.23.18,Cholesterol,0.0,1.0
9229,3.4.23.20,Glutathione,0.0,1.0
9230,3.4.23.34,CITCO,0.0,1.0
9231,3.4.23.34,GTP,0.0,1.0
9232,3.4.23.34,Phenobarbital,0.0,1.0
9233,3.4.23.46,Sphingosine 1-phosphate,0.0,2.0
9234,3.4.23.47,EDTA,0.0,1.0
9235,3.4.23.49,"1,10-Phenanthroline",0.0,1.0
9236,3.4.23.49,EDTA,0.0,1.0
9237,3.4.23.49,Tos-Lys-CH2Cl,0.0,1.0
9238,3.4.23.5,ATP,0.0,1.0
9239,3.4.23.B11,Sodium chloride,0.0,1.0
9240,3.4.23.B6,Sodium chloride,0.0,1.0
9241,3.4.23.B9,EDTA,0.0,1.0
9242,3.4.24.11,Diethylstilbestrol,0.0,1.0
9243,3.4.24.11,Dihydrotestosterone,0.0,1.0
9244,3.4.24.15,Glutathione disulfide,0.0,1.0
9245,3.4.24.15,Mercaptoethanol,0.0,3.0
9246,3.4.24.17,Heme,0.0,1.0
9247,3.4.24.17,SDS,0.0,1.0
9248,3.4.24.23,Cholesterol sulfate,0.0,1.0
9249,3.4.24.23,SDS,0.0,1.0
9250,3.4.24.26,Erythromycin,0.0,1.0
9251,3.4.24.26,Tobramycin,0.0,1.0
9252,3.4.24.27,Calcium cation,0.0,1.0
9253,3.4.24.27,Sodium chloride,0.0,1.0
9254,3.4.24.3,Mercaptoethanol,0.0,1.0
9255,3.4.24.35,12-O-Tetradecanoylphorbol 13-acetate,0.0,3.0
9256,3.4.24.35,"2,3,7,8-Tetrachlorodibenzodioxin",0.0,1.0
9257,3.4.24.35,Acrolein,0.0,1.0
9258,3.4.24.56,ADP,0.0,3.0
9259,3.4.24.56,AMP,0.0,2.0
9260,3.4.24.56,Bradykinin,0.0,4.0
9261,3.4.24.56,GTP,0.0,1.0
9262,3.4.24.56,Glutathione,0.0,1.0
9263,3.4.24.56,Mercaptoethanol,0.0,1.0
9264,3.4.24.56,Somatostatin-14,0.0,1.0
9265,3.4.24.56,Triphosphate,0.0,3.0
9266,3.4.24.7,D-Glucose,0.0,1.0
9267,3.4.24.71,E-64,0.0,1.0
9268,3.4.24.71,Phenylmethanesulfonyl fluoride,0.0,1.0
9269,3.4.24.80,12-O-Tetradecanoylphorbol 13-acetate,0.0,1.0
9270,3.4.24.81,12-O-Tetradecanoylphorbol 13-acetate,0.0,4.0
9271,3.4.24.81,AMPA,0.0,1.0
9272,3.4.24.81,Dihydrotestosterone,0.0,1.0
9273,3.4.24.81,Staurosporine,0.0,3.0
9274,3.4.24.82,Retinoate,0.0,1.0
9275,3.4.24.82,Sodium chloride,0.0,1.0
9276,3.4.24.85,Thapsigargin,0.0,1.0
9277,3.4.24.86,12(S)-HPETE,0.0,1.0
9278,3.4.24.86,12-O-Tetradecanoylphorbol 13-acetate,0.0,7.0
9279,3.4.24.B10,Dihydrotestosterone,0.0,1.0
9280,3.4.24.B12,Retinoate,0.0,2.0
9281,3.4.24.B12,Sodium chloride,0.0,2.0
9282,3.4.24.B17,ATP,0.0,1.0
9283,3.4.24.B17,Dimethyl sulfoxide,0.0,1.0
9284,3.4.24.B17,Succinate,0.0,1.0
9285,3.4.24.B20,ATP,0.0,9.0
9286,3.4.24.B20,Mercaptoethanol,0.0,1.0
9287,3.4.24.B23,ATP,0.0,1.0
9288,3.4.24.B29,Phenylmethanesulfonyl fluoride,0.0,1.0
9289,3.4.24.B30,SDS,0.0,1.0
9290,3.4.24.B4,12-O-Tetradecanoylphorbol 13-acetate,0.0,1.0
9291,3.4.24.B5,12-O-Tetradecanoylphorbol 13-acetate,0.0,1.0
9292,3.4.24.B7,Myristyltrimethylaminium bromide,0.0,1.0
9293,3.4.24.B7,SDS,0.0,1.0
9294,3.4.24.B9,12-O-Tetradecanoylphorbol 13-acetate,0.0,1.0
9295,3.4.24.B9,Dihydrotestosterone,0.0,1.0
9296,3.4.25.1,Doxorubicin,0.0,1.0
9297,3.4.25.1,SDS,0.0,6.0
9298,3.5.1.1,"(R,R)-Tartaric acid",0.0,1.0
9299,3.5.1.1,Acetylcysteine,0.0,1.0
9300,3.5.1.1,D-Sorbitol,0.0,1.0
9301,3.5.1.1,Dodecane,0.0,1.0
9302,3.5.1.1,EDTA,0.0,3.0
9303,3.5.1.1,Glutathione,0.0,4.0
9304,3.5.1.1,Mercaptoethanol,0.0,2.0
9305,3.5.1.1,SDS,0.0,1.0
9306,3.5.1.1,p-Chloromercuribenzoate,0.0,1.0
9307,3.5.1.11,Dichloromethane,0.0,1.0
9308,3.5.1.11,Ether,0.0,1.0
9309,3.5.1.11,Ethyl acetate,0.0,1.0
9310,3.5.1.11,Toluene,0.0,1.0
9311,3.5.1.11,n-Hexane,0.0,1.0
9312,3.5.1.13,Clomipramine,0.0,1.0
9313,3.5.1.13,Cyproheptadine,0.0,1.0
9314,3.5.1.13,Harmaline,0.0,1.0
9315,3.5.1.13,Harmalol,0.0,1.0
9316,3.5.1.14,Dithioerythritol,0.0,1.0
9317,3.5.1.14,Mercaptoethanol,0.0,1.0
9318,3.5.1.16,Glutathione,0.0,1.0
9319,3.5.1.16,Orthophosphate,0.0,1.0
9320,3.5.1.19,EDTA,0.0,2.0
9321,3.5.1.19,Magnesium chloride,0.0,1.0
9322,3.5.1.19,Mercaptoethanol,0.0,2.0
9323,3.5.1.2,"1,10-Phenanthroline",0.0,1.0
9324,3.5.1.2,ATP,0.0,3.0
9325,3.5.1.2,Ammonia,0.0,7.0
9326,3.5.1.2,Carbonic acid,0.0,1.0
9327,3.5.1.2,D-Fructose 6-phosphate,0.0,1.0
9328,3.5.1.2,D-Glucose 6-phosphate,0.0,1.0
9329,3.5.1.2,EDTA,0.0,1.0
9330,3.5.1.2,GTP,0.0,1.0
9331,3.5.1.2,Glyoxylate,0.0,1.0
9332,3.5.1.2,ITP,0.0,1.0
9333,3.5.1.2,Lactate,0.0,1.0
9334,3.5.1.2,Malate,0.0,1.0
9335,3.5.1.2,Orthophosphate,0.0,10.0
9336,3.5.1.2,Oxaloacetate,0.0,1.0
9337,3.5.1.2,Phosphoenolpyruvate,0.0,1.0
9338,3.5.1.2,Sulfate,0.0,2.0
9339,3.5.1.21,Mercaptoethanol,0.0,1.0
9340,3.5.1.23,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate,0.0,1.0
9341,3.5.1.23,Barium cation,0.0,1.0
9342,3.5.1.23,EDTA,0.0,1.0
9343,3.5.1.23,Glutathione,0.0,1.0
9344,3.5.1.23,Glutathione disulfide,0.0,1.0
9345,3.5.1.23,Glycocholate,0.0,1.0
9346,3.5.1.23,Magnesium cation,0.0,2.0
9347,3.5.1.23,Paraquat,0.0,1.0
9348,3.5.1.23,Retinoate,0.0,1.0
9349,3.5.1.23,Sphingosine 1-phosphate,0.0,2.0
9350,3.5.1.23,Taurocholate,0.0,1.0
9351,3.5.1.23,Zinc cation,0.0,1.0
9352,3.5.1.24,Magnesium chloride,0.0,1.0
9353,3.5.1.28,Ammonium chloride,0.0,1.0
9354,3.5.1.28,Cetyltrimethylammonium bromide,0.0,1.0
9355,3.5.1.28,D-Glucosamine,0.0,1.0
9356,3.5.1.28,Myristyltrimethylaminium bromide,0.0,1.0
9357,3.5.1.28,SDS,0.0,1.0
9358,3.5.1.28,Sodium chloride,0.0,1.0
9359,3.5.1.3,Hydroxylamine,0.0,1.0
9360,3.5.1.3,Methanol,0.0,1.0
9361,3.5.1.3,SDS,0.0,1.0
9362,3.5.1.30,Dithioerythritol,0.0,1.0
9363,3.5.1.30,L-Lysine,0.0,1.0
9364,3.5.1.32,EDTA,0.0,1.0
9365,3.5.1.36,"1,4-Dioxane",0.0,1.0
9366,3.5.1.36,"N,N-Dimethylformamide",0.0,1.0
9367,3.5.1.38,Mercaptoethanol,0.0,1.0
9368,3.5.1.41,EDTA,0.0,1.0
9369,3.5.1.41,Mercaptoethanol,0.0,1.0
9370,3.5.1.42,ATP,0.0,1.0
9371,3.5.1.42,Diphosphate,0.0,1.0
9372,3.5.1.42,Orthophosphate,0.0,1.0
9373,3.5.1.5,EDTA,0.0,1.0
9374,3.5.1.5,Glycerol,0.0,1.0
9375,3.5.1.5,SDS,0.0,1.0
9376,3.5.1.55,Glutathione,0.0,1.0
9377,3.5.1.55,Mercaptoethanol,0.0,1.0
9378,3.5.1.65,(S)-Malate,0.0,2.0
9379,3.5.1.65,D-Glutamate,0.0,1.0
9380,3.5.1.65,L-Glutamate,0.0,1.0
9381,3.5.1.67,ADP,0.0,1.0
9382,3.5.1.67,SDS,0.0,1.0
9383,3.5.1.68,N-Formyl-L-glutamate,0.0,1.0
9384,3.5.1.68,Urocanate,0.0,1.0
9385,3.5.1.69,Taurodeoxycholate,0.0,1.0
9386,3.5.1.7,Glutathione,0.0,1.0
9387,3.5.1.71,Potassium sulfate,0.0,1.0
9388,3.5.1.72,Mercaptoethanol,0.0,2.0
9389,3.5.1.82,2-Oxoglutarate,0.0,1.0
9390,3.5.1.82,Acetate,0.0,1.0
9391,3.5.1.82,Diethyl pyrocarbonate,0.0,1.0
9392,3.5.1.82,Glyoxylate,0.0,1.0
9393,3.5.1.82,Isoflurophate,0.0,1.0
9394,3.5.1.82,N-Acetylimidazole,0.0,1.0
9395,3.5.1.82,Phenylmethanesulfonyl fluoride,0.0,1.0
9396,3.5.1.82,Tos-Lys-CH2Cl,0.0,1.0
9397,3.5.1.82,Tos-Phe-CH2Cl,0.0,1.0
9398,3.5.1.82,p-Chloromercuribenzoate,0.0,1.0
9399,3.5.1.87,Cobalt ion,0.0,2.0
9400,3.5.1.87,Fe2+,0.0,1.0
9401,3.5.1.87,Magnesium cation,0.0,1.0
9402,3.5.1.87,Zinc cation,0.0,1.0
9403,3.5.1.88,EDTA,0.0,1.0
9404,3.5.1.89,Magnesium cation,0.0,1.0
9405,3.5.1.9,1-Butanol,0.0,1.0
9406,3.5.1.9,2-Aminophenol,0.0,1.0
9407,3.5.1.9,Ethanol,0.0,1.0
9408,3.5.1.9,L-Arginine,0.0,1.0
9409,3.5.1.9,L-Lysine,0.0,1.0
9410,3.5.1.9,Methanol,0.0,1.0
9411,3.5.1.9,Propane-1-ol,0.0,1.0
9412,3.5.1.90,Magnesium chloride,0.0,1.0
9413,3.5.1.92,Dithioerythritol,0.0,1.0
9414,3.5.1.93,D-Galactose,0.0,1.0
9415,3.5.1.93,D-Glucose,0.0,1.0
9416,3.5.1.97,EDTA,0.0,1.0
9417,3.5.1.97,Mercaptoethanol,0.0,1.0
9418,3.5.2.2,Mercaptoethanol,0.0,1.0
9419,3.5.2.2,Thiouracil,0.0,1.0
9420,3.5.2.2,Uracil,0.0,1.0
9421,3.5.2.3,Dimethyl sulfoxide,0.0,2.0
9422,3.5.2.5,Diethyl pyrocarbonate,0.0,1.0
9423,3.5.2.5,Mercaptoethanol,0.0,1.0
9424,3.5.2.6,Quinolinate,0.0,1.0
9425,3.5.2.7,Glutathione,0.0,1.0
9426,3.5.2.9,Hydroxylamine hydrochloride,0.0,1.0
9427,3.5.3.1,Dexamethasone,0.0,1.0
9428,3.5.3.1,Hydralazine,0.0,1.0
9429,3.5.3.1,L-Arginine,0.0,1.0
9430,3.5.3.1,Putrescine,0.0,1.0
9431,3.5.3.11,L-Arginine,0.0,1.0
9432,3.5.3.11,L-Ornithine,0.0,1.0
9433,3.5.3.12,"(R,R)-Tartaric acid",0.0,1.0
9434,3.5.3.12,(S)-Lactate,0.0,1.0
9435,3.5.3.12,Agmatine,0.0,5.0
9436,3.5.3.12,Histamine,0.0,2.0
9437,3.5.3.12,Spermidine,0.0,1.0
9438,3.5.3.12,Succinate,0.0,2.0
9439,3.5.3.12,Tyramine,0.0,2.0
9440,3.5.3.18,Aspirin,0.0,1.0
9441,3.5.3.18,D-Histidine,0.0,1.0
9442,3.5.3.18,EDTA,0.0,1.0
9443,3.5.3.18,Epigallocatechin 3-gallate,0.0,1.0
9444,3.5.3.18,Estradiol-17beta,0.0,1.0
9445,3.5.3.18,Fenofibrate,0.0,1.0
9446,3.5.3.18,Histamine,0.0,1.0
9447,3.5.3.18,Imidazole,0.0,1.0
9448,3.5.3.18,Losartan,0.0,1.0
9449,3.5.3.18,Pioglitazone,0.0,1.0
9450,3.5.3.18,Pravastatin,0.0,1.0
9451,3.5.3.18,Retinoate,0.0,2.0
9452,3.5.3.18,Telmisartan,0.0,5.0
9453,3.5.3.18,alpha-Tocopherol,0.0,5.0
9454,3.5.3.2,Mercaptoethanol,0.0,2.0
9455,3.5.3.2,N-Ethylmaleimide,0.0,1.0
9456,3.5.3.4,EDTA,0.0,1.0
9457,3.5.3.6,Imidazole,0.0,1.0
9458,3.5.3.7,Fumarate,0.0,1.0
9459,3.5.3.7,L-Arginine,0.0,2.0
9460,3.5.3.7,Lactate,0.0,1.0
9461,3.5.3.7,Maleic acid,0.0,1.0
9462,3.5.3.7,Succinate,0.0,1.0
9463,3.5.3.9,"2,4-Dinitrophenylhydrazine",0.0,1.0
9464,3.5.3.9,Glutathione,0.0,2.0
9465,3.5.3.9,L-Arginine,0.0,1.0
9466,3.5.3.9,L-Lysine,0.0,2.0
9467,3.5.3.9,Phenylhydrazine,0.0,1.0
9468,3.5.4.1,ATP,0.0,4.0
9469,3.5.4.1,Diethyl pyrocarbonate,0.0,1.0
9470,3.5.4.1,EDTA,0.0,3.0
9471,3.5.4.1,GDP,0.0,1.0
9472,3.5.4.1,GTP,0.0,2.0
9473,3.5.4.1,IDP,0.0,1.0
9474,3.5.4.1,ITP,0.0,3.0
9475,3.5.4.1,Isoleucine,0.0,1.0
9476,3.5.4.1,L-Aspartate,0.0,6.0
9477,3.5.4.1,L-Glutamate,0.0,6.0
9478,3.5.4.1,L-Ornithine,0.0,1.0
9479,3.5.4.1,Mercaptoethanol,0.0,1.0
9480,3.5.4.1,Orthophosphate,0.0,5.0
9481,3.5.4.1,Sulfate,0.0,1.0
9482,3.5.4.1,Sulfite,0.0,1.0
9483,3.5.4.1,Trichloroacetate,0.0,1.0
9484,3.5.4.1,dAMP,0.0,1.0
9485,3.5.4.10,Sodium chloride,0.0,1.0
9486,3.5.4.11,p-Chloromercuribenzoate,0.0,1.0
9487,3.5.4.12,2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate,0.0,8.0
9488,3.5.4.12,CDP,0.0,1.0
9489,3.5.4.12,Glutaral,0.0,1.0
9490,3.5.4.12,Glycerol,0.0,1.0
9491,3.5.4.12,Mercaptoethanol,0.0,1.0
9492,3.5.4.12,dAMP,0.0,3.0
9493,3.5.4.12,dCDP,0.0,2.0
9494,3.5.4.12,dCMP,0.0,1.0
9495,3.5.4.12,dCTP,0.0,37.0
9496,3.5.4.12,dGTP,0.0,1.0
9497,3.5.4.12,dUTP,0.0,1.0
9498,3.5.4.13,dCTP,0.0,1.0
9499,3.5.4.16,Estradiol-17beta,0.0,1.0
9500,3.5.4.17,Hydrochloric acid,0.0,1.0
9501,3.5.4.23,Blasticidin S,0.0,1.0
9502,3.5.4.23,Mercaptoethanol,0.0,2.0
9503,3.5.4.26,EDTA,0.0,1.0
9504,3.5.4.27,"2,3-Bisphosphoglycerate",0.0,2.0
9505,3.5.4.27,Orthophosphate,0.0,1.0
9506,3.5.4.28,EDTA,0.0,1.0
9507,3.5.4.29,Ammonia,0.0,1.0
9508,3.5.4.3,AMP,0.0,1.0
9509,3.5.4.3,ATP,0.0,1.0
9510,3.5.4.3,EDTA,0.0,1.0
9511,3.5.4.3,GTP,0.0,1.0
9512,3.5.4.3,Sodium fluoride,0.0,1.0
9513,3.5.4.3,Xanthosine 5'-phosphate,0.0,1.0
9514,3.5.4.31,EDTA,0.0,1.0
9515,3.5.4.4,AMP,0.0,1.0
9516,3.5.4.4,ATP,0.0,1.0
9517,3.5.4.4,Ammonium chloride,0.0,2.0
9518,3.5.4.4,EDTA,0.0,1.0
9519,3.5.4.4,IMP,0.0,1.0
9520,3.5.4.4,N-Acetyl-D-glucosamine,0.0,1.0
9521,3.5.4.41,EDTA,0.0,1.0
9522,3.5.4.5,Cytidine,0.0,4.0
9523,3.5.4.5,EDTA,0.0,2.0
9524,3.5.4.5,Glutathione,0.0,1.0
9525,3.5.4.5,N-Ethylmaleimide,0.0,1.0
9526,3.5.4.5,p-Chloromercuribenzoate,0.0,1.0
9527,3.5.4.6,ADP,0.0,10.0
9528,3.5.4.6,ATP,0.0,12.0
9529,3.5.4.6,Adenine,0.0,1.0
9530,3.5.4.6,Adenosine,0.0,2.0
9531,3.5.4.6,D-Glucose,0.0,1.0
9532,3.5.4.6,GTP,0.0,1.0
9533,3.5.4.6,Glycerol,0.0,1.0
9534,3.5.4.6,Hydrofluoric acid,0.0,1.0
9535,3.5.4.6,Hypoxanthine,0.0,1.0
9536,3.5.4.6,Nebularine,0.0,1.0
9537,3.5.4.6,Orthophosphate,0.0,2.0
9538,3.5.4.6,Potassium cation,0.0,3.0
9539,3.5.4.6,Sodium cation,0.0,2.0
9540,3.5.4.6,dATP,0.0,1.0
9541,3.5.4.9,ADP,0.0,1.0
9542,3.5.4.9,Orthophosphate,0.0,2.0
9543,3.5.5.1,2-Cyanopyridine,0.0,1.0
9544,3.5.5.1,3-Indoleacetonitrile,0.0,1.0
9545,3.5.5.1,Benzonitrile,0.0,1.0
9546,3.5.5.1,EDTA,0.0,1.0
9547,3.5.5.1,Hydroxylamine,0.0,1.0
9548,3.5.5.4,Hydrogen cyanide,0.0,1.0
9549,3.5.5.5,Mercaptoethanol,0.0,2.0
9550,3.5.5.5,Phenylacetonitrile,0.0,1.0
9551,3.5.5.7,Benzonitrile,0.0,2.0
9552,3.5.5.7,Ethylene glycol,0.0,1.0
9553,3.5.5.7,Mercaptoethanol,0.0,1.0
9554,3.5.99.2,EDTA,0.0,1.0
9555,3.5.99.6,6-Phospho-D-gluconate,0.0,1.0
9556,3.5.99.6,D-Glucose 6-phosphate,0.0,2.0
9557,3.5.99.6,D-Mannose 6-phosphate,0.0,1.0
9558,3.5.99.6,N-Acetyl-D-galactosamine,0.0,1.0
9559,3.5.99.6,N-Acetyl-D-galactosamine 6-phosphate,0.0,1.0
9560,3.5.99.6,N-Acetyl-D-glucosamine,0.0,1.0
9561,3.5.99.6,N-Acetyl-D-glucosamine 6-phosphate,0.0,11.0
9562,3.5.99.6,UDP-N-acetyl-alpha-D-glucosamine,0.0,1.0
9563,3.5.99.6,p-Chloromercuribenzoate,0.0,1.0
9564,3.6.1.1,"2,4-Dinitrophenol",0.0,1.0
9565,3.6.1.1,ATP,0.0,2.0
9566,3.6.1.1,Abscisate,0.0,1.0
9567,3.6.1.1,Diphosphate,0.0,1.0
9568,3.6.1.1,EDTA,0.0,1.0
9569,3.6.1.1,Gibberellin A3,0.0,1.0
9570,3.6.1.1,Glutathione,0.0,1.0
9571,3.6.1.1,Potassium cation,0.0,4.0
9572,3.6.1.11,L-Arginine,0.0,1.0
9573,3.6.1.11,NADH,0.0,1.0
9574,3.6.1.11,Pyruvate,0.0,2.0
9575,3.6.1.11,Succinate,0.0,1.0
9576,3.6.1.13,Nitric oxide,0.0,1.0
9577,3.6.1.15,2-Oxoglutarate,0.0,1.0
9578,3.6.1.15,Acetyl-CoA,0.0,1.0
9579,3.6.1.15,"beta-D-Fructose 1,6-bisphosphate",0.0,1.0
9580,3.6.1.17,EDTA,0.0,1.0
9581,3.6.1.17,Mercaptoethanol,0.0,1.0
9582,3.6.1.17,Orthophosphate,0.0,1.0
9583,3.6.1.18,ADP,0.0,1.0
9584,3.6.1.18,AMP,0.0,1.0
9585,3.6.1.18,p-Chloromercuribenzoate,0.0,1.0
9586,3.6.1.23,Mercaptoethanol,0.0,1.0
9587,3.6.1.24,Ammonium chloride,0.0,1.0
9588,3.6.1.27,Ethanol,0.0,1.0
9589,3.6.1.27,Methanol,0.0,1.0
9590,3.6.1.27,Propane-1-ol,0.0,1.0
9591,3.6.1.28,Deoxycholic acid,0.0,1.0
9592,3.6.1.3,Carbonic acid,0.0,1.0
9593,3.6.1.3,Sulfate,0.0,1.0
9594,3.6.1.3,Sulfite,0.0,4.0
9595,3.6.1.43,Diphosphate,0.0,1.0
9596,3.6.1.43,EDTA,0.0,4.0
9597,3.6.1.43,Orthophosphate,0.0,1.0
9598,3.6.1.43,Trimetaphosphoric acid,0.0,1.0
9599,3.6.1.5,"(R,R)-Tartaric acid",0.0,1.0
9600,3.6.1.5,2-Oxoglutarate,0.0,1.0
9601,3.6.1.5,Acetyl-CoA,0.0,1.0
9602,3.6.1.5,L-Glutamate,0.0,1.0
9603,3.6.1.5,Magnesium chloride,0.0,1.0
9604,3.6.1.5,Ouabain,0.0,1.0
9605,3.6.1.5,"beta-D-Fructose 1,6-bisphosphate",0.0,1.0
9606,3.6.1.6,ATP,0.0,5.0
9607,3.6.1.6,Pyridoxal phosphate,0.0,1.0
9608,3.6.1.7,IMP,0.0,1.0
9609,3.6.1.8,(9Z)-Octadecenoic acid,0.0,1.0
9610,3.6.1.8,"3',5'-Cyclic AMP",0.0,1.0
9611,3.6.1.8,D-Glucose,0.0,1.0
9612,3.6.1.8,IBMX,0.0,1.0
9613,3.6.1.8,Sodium fluoride,0.0,1.0
9614,3.6.1.9,ATP,0.0,1.0
9615,3.6.1.9,"P1,P3-Bis(5'-adenosyl) triphosphate",0.0,1.0
9616,3.6.1.9,"P1,P4-Bis(5'-adenosyl)tetraphosphate",0.0,1.0
9617,3.6.1.9,"Pyridoxalphosphate-6-azophenyl-2',4'-disulfonic acid",0.0,1.0
9618,3.6.1.9,Sodium chloride,0.0,1.0
9619,3.6.3.1,"2,4-Dinitrophenol",0.0,1.0
9620,3.6.3.1,4-Aminobenzenesulfonate,0.0,1.0
9621,3.6.3.1,4-Aminosalicylate,0.0,1.0
9622,3.6.3.1,4-Hydroxyphenylacetate,0.0,1.0
9623,3.6.3.1,4-Nitrophenol,0.0,1.0
9624,3.6.3.1,ATP,0.0,2.0
9625,3.6.3.1,Benzoate,0.0,1.0
9626,3.6.3.1,Cholesterol,0.0,1.0
9627,3.6.3.1,Cholic acid,0.0,2.0
9628,3.6.3.1,Di[3-deoxy-D-manno-octulosonyl]-lipid A,0.0,1.0
9629,3.6.3.1,Glycocholate,0.0,1.0
9630,3.6.3.1,Hydrofluoric acid,0.0,1.0
9631,3.6.3.1,Myristyltrimethylaminium bromide,0.0,1.0
9632,3.6.3.1,SDS,0.0,1.0
9633,3.6.3.1,Salicylate,0.0,1.0
9634,3.6.3.1,Sulfanilamide,0.0,1.0
9635,3.6.3.1,Taurocholate,0.0,1.0
9636,3.6.3.10,ADP,0.0,1.0
9637,3.6.3.10,Ammonia,0.0,2.0
9638,3.6.3.10,Indomethacin,0.0,1.0
9639,3.6.3.12,ADP,0.0,1.0
9640,3.6.3.12,ATP,0.0,1.0
9641,3.6.3.14,"2,4-Dinitrophenol",0.0,2.0
9642,3.6.3.14,Abscisate,0.0,1.0
9643,3.6.3.14,Sulfate,0.0,1.0
9644,3.6.3.14,Sulfite,0.0,2.0
9645,3.6.3.15,Harmaline,0.0,1.0
9646,3.6.3.15,Sulfite,0.0,1.0
9647,3.6.3.16,Arsenous oxide,0.0,2.0
9648,3.6.3.2,Cetyltrimethylammonium bromide,0.0,1.0
9649,3.6.3.24,D-Glucose,0.0,1.0
9650,3.6.3.3,Calcium cation,0.0,1.0
9651,3.6.3.3,Carbonic acid,0.0,1.0
9652,3.6.3.3,Glutathione,0.0,1.0
9653,3.6.3.32,Glycerol,0.0,1.0
9654,3.6.3.32,Tetracaine,0.0,1.0
9655,3.6.3.39,Choline phosphate,0.0,1.0
9656,3.6.3.39,Paclitaxel,0.0,1.0
9657,3.6.3.4,Dithioerythritol,0.0,1.0
9658,3.6.3.4,Glutathione,0.0,1.0
9659,3.6.3.4,Sodium chloride,0.0,1.0
9660,3.6.3.44,Androstenedione,0.0,1.0
9661,3.6.3.44,Berberine,0.0,1.0
9662,3.6.3.44,Campesterol,0.0,1.0
9663,3.6.3.44,Cholesterol,0.0,1.0
9664,3.6.3.44,Colchicine,0.0,3.0
9665,3.6.3.44,Cypermethrin,0.0,2.0
9666,3.6.3.44,Daunorubicin,0.0,1.0
9667,3.6.3.44,Dehydroepiandrosterone,0.0,1.0
9668,3.6.3.44,Diazepam,0.0,1.0
9669,3.6.3.44,Diazoxide,0.0,1.0
9670,3.6.3.44,Doxorubicin,0.0,2.0
9671,3.6.3.44,Endosulfan,0.0,2.0
9672,3.6.3.44,Estrone 3-sulfate,0.0,1.0
9673,3.6.3.44,Fenvalerate,0.0,2.0
9674,3.6.3.44,Glutathione,0.0,4.0
9675,3.6.3.44,MK 571,0.0,1.0
9676,3.6.3.44,Methotrexate,0.0,1.0
9677,3.6.3.44,Monensin,0.0,1.0
9678,3.6.3.44,Nobiletin,0.0,1.0
9679,3.6.3.44,Paraoxon,0.0,1.0
9680,3.6.3.44,Parathion-methyl,0.0,2.0
9681,3.6.3.44,Probenecid,0.0,1.0
9682,3.6.3.44,Quercetin,0.0,1.0
9683,3.6.3.44,Quinidine,0.0,1.0
9684,3.6.3.44,Reserpine,0.0,1.0
9685,3.6.3.44,Rhodamine B,0.0,1.0
9686,3.6.3.44,Stigmasterol,0.0,1.0
9687,3.6.3.44,Tetramethylrosamine,0.0,1.0
9688,3.6.3.44,Tolbutamide,0.0,1.0
9689,3.6.3.44,Vincristine,0.0,1.0
9690,3.6.3.44,beta-Sitosterol,0.0,1.0
9691,3.6.3.49,"1,10-Phenanthroline",0.0,1.0
9692,3.6.3.49,"3',5'-Cyclic AMP",0.0,6.0
9693,3.6.3.49,ATP,0.0,1.0
9694,3.6.3.49,Diethylstilbestrol,0.0,1.0
9695,3.6.3.49,Diphosphate,0.0,2.0
9696,3.6.3.49,Estradiol-17beta,0.0,1.0
9697,3.6.3.49,Genistein,0.0,2.0
9698,3.6.3.49,IBMX,0.0,4.0
9699,3.6.3.49,Isoproterenol,0.0,2.0
9700,3.6.3.49,Serotonin,0.0,1.0
9701,3.6.3.49,Xanthine,0.0,1.0
9702,3.6.3.49,ortho-Vanadate,0.0,1.0
9703,3.6.3.5,Zinc cation,0.0,2.0
9704,3.6.3.54,Sodium chloride,0.0,1.0
9705,3.6.3.6,Ammonia,0.0,3.0
9706,3.6.3.6,D-Glucose,0.0,1.0
9707,3.6.3.6,Sodium chloride,0.0,2.0
9708,3.6.3.6,Spermine,0.0,1.0
9709,3.6.3.7,ATP,0.0,1.0
9710,3.6.3.7,Calcium cation,0.0,1.0
9711,3.6.3.7,Ethanol,0.0,1.0
9712,3.6.3.7,Monensin,0.0,1.0
9713,3.6.3.7,Potassium cation,0.0,1.0
9714,3.6.3.7,Sodium cation,0.0,2.0
9715,3.6.3.7,Sulfite,0.0,2.0
9716,3.6.3.8,ATP,0.0,1.0
9717,3.6.3.8,Calcium cation,0.0,3.0
9718,3.6.3.8,Magnesium cation,0.0,1.0
9719,3.6.3.9,Aldosterone,0.0,1.0
9720,3.6.3.9,Ammonia,0.0,3.0
9721,3.6.3.9,Desipramine,0.0,1.0
9722,3.6.3.9,Dexamethasone,0.0,1.0
9723,3.6.3.9,Dinitrochlorobenzene,0.0,1.0
9724,3.6.3.9,Dodecanoic acid,0.0,1.0
9725,3.6.3.9,Glyburide,0.0,1.0
9726,3.6.3.9,Potassium cation,0.0,1.0
9727,3.6.3.9,Sodium cation,0.0,1.0
9728,3.6.4.1,(R)-Malate,0.0,1.0
